temperature,wind_speed,humidity,solar_dir,solar_diff,solar_global
4:9:6:0:0,30.0,2.42,0.41,0,0,0
4:9:7:0:0,28.2,2.5,0.43,0,0,0
4:9:8:0:0,27.7,2.27,0.46,0,0,0
4:9:9:0:0,28.8,3.58,0.45,0,0,0
4:9:10:0:0,27.7,2.69,0.46,0,0,0
4:9:11:0:0,28.4,2.65,0.45,0,0,0
4:9:12:0:0,27.0,2.74,0.46,0,0,0
4:9:13:0:0,27.9,2.26,0.46,6,2,8
4:9:14:0:0,32.7,2.19,0.48,20,7,27
4:9:15:0:0,36.7,2.59,0.38,34,11,46
4:9:16:0:0,40.3,1.57,0.31,46,15,62
4:9:17:0:0,41.7,2.23,0.28,55,18,74
4:9:18:0:0,44.4,2.14,0.25,61,20,81
4:9:19:0:0,49.5,2.63,0.21,62,21,83
4:9:20:0:0,51.8,2.89,0.17,57,19,77
4:9:21:0:0,50.9,3.02,0.14,52,17,69
4:9:22:0:0,51.3,3.32,0.12,41,14,55
4:9:23:0:0,51.8,3.33,0.13,28,9,37
4:10:0:0:0,50.5,2.49,0.14,14,5,19
4:10:1:0:0,45.7,1.2,0.16,2,1,3
4:10:2:0:0,41.5,1.15,0.21,0,0,0
4:10:3:0:0,41.9,2.18,0.22,0,0,0
4:10:4:0:0,41.7,2.07,0.22,0,0,0
4:10:5:0:0,40.5,1.54,0.23,0,0,0
4:10:6:0:0,39.6,2.11,0.26,0,0,0
4:10:7:0:0,37.4,2.29,0.27,0,0,0
4:10:8:0:0,35.2,2.3,0.28,0,0,0
4:10:9:0:0,36.3,3.84,0.3,0,0,0
4:10:10:0:0,36.7,3.21,0.28,0,0,0
4:10:11:0:0,34.7,2.17,0.31,0,0,0
4:10:12:0:0,34.0,2.72,0.3,0,0,0
4:10:13:0:0,37.6,2.42,0.29,7,2,9
4:10:14:0:0,42.3,2.5,0.31,19,6,26
4:10:15:0:0,46.2,1.73,0.24,27,9,36
4:10:16:0:0,49.5,1.63,0.19,43,14,58
4:10:17:0:0,53.2,1.53,0.17,52,17,69
4:10:18:0:0,56.7,2.16,0.17,49,16,66
4:10:19:0:0,59.0,2.84,0.16,47,16,62
4:10:20:0:0,58.8,2.16,0.16,33,11,44
4:10:21:0:0,59.0,2.22,0.16,42,14,56
4:10:22:0:0,58.8,2.07,0.16,26,9,34
4:10:23:0:0,57.6,1.79,0.16,15,5,19
4:11:0:0:0,56.3,1.83,0.16,7,2,10
4:11:1:0:0,53.8,1.63,0.18,0,0,1
4:11:2:0:0,50.9,1.68,0.18,0,0,0
4:11:3:0:0,50.4,1.9,0.2,0,0,0
4:11:4:0:0,50.2,1.14,0.2,0,0,0
4:11:5:0:0,50.5,1.48,0.19,0,0,0
4:11:6:0:0,49.5,0.73,0.19,0,0,0
4:11:7:0:0,46.4,0.98,0.25,0,0,0
4:11:8:0:0,44.6,0.75,0.26,0,0,0
4:11:9:0:0,42.8,0.62,0.3,0,0,0
4:11:10:0:0,41.4,2.2,0.32,0,0,0
4:11:11:0:0,41.0,2.11,0.33,0,0,0
4:11:12:0:0,40.5,2.35,0.34,0,0,0
4:11:13:0:0,46.2,2.5,0.33,7,2,9
4:11:14:0:0,49.6,2.2,0.34,21,7,28
4:11:15:0:0,53.1,1.53,0.28,35,12,47
4:11:16:0:0,54.9,1.38,0.27,47,16,62
4:11:17:0:0,58.3,1.39,0.25,56,19,74
4:11:18:0:0,61.2,1.97,0.22,61,20,81
4:11:19:0:0,63.1,2.17,0.21,60,20,80
4:11:20:0:0,64.6,2.23,0.2,59,20,79
4:11:21:0:0,64.8,2.1,0.18,52,17,70
4:11:22:0:0,66.0,1.82,0.18,42,14,56
4:11:23:0:0,65.7,1.54,0.17,29,10,39
4:12:0:0:0,64.8,0.95,0.18,15,5,20
4:12:1:0:0,60.1,0.31,0.19,2,1,3
4:12:2:0:0,55.8,1.81,0.25,0,0,0
4:12:3:0:0,55.0,1.75,0.23,0,0,0
4:12:4:0:0,55.0,1.48,0.21,0,0,0
4:12:5:0:0,52.2,1.37,0.21,0,0,0
4:12:6:0:0,50.9,1.02,0.21,0,0,0
4:12:7:0:0,50.7,1.46,0.23,0,0,0
4:12:8:0:0,49.6,2.1,0.24,0,0,0
4:12:9:0:0,47.1,1.38,0.24,0,0,0
4:12:10:0:0,47.5,2.9,0.27,0,0,0
4:12:11:0:0,47.7,2.6,0.27,0,0,0
4:12:12:0:0,48.0,2.74,0.27,0,0,0
4:12:13:0:0,52.9,2.55,0.27,8,3,10
4:12:14:0:0,57.2,2.49,0.25,22,7,29
4:12:15:0:0,60.4,2.72,0.23,36,12,48
4:12:16:0:0,64.8,2.42,0.22,47,16,62
4:12:17:0:0,71.8,2.84,0.18,47,16,62
4:12:18:0:0,72.1,4.38,0.13,60,20,81
4:12:19:0:0,70.5,4.81,0.12,50,17,66
4:12:20:0:0,71.8,5.87,0.11,54,18,72
4:12:21:0:0,73.8,5.04,0.1,50,17,67
4:12:22:0:0,72.9,4.57,0.1,42,14,56
4:12:23:0:0,71.4,4.8,0.09,29,10,39
4:13:0:0:0,68.4,4.32,0.08,15,5,20
4:13:1:0:0,63.0,3.11,0.09,3,1,4
4:13:2:0:0,61.7,2.06,0.1,0,0,0
4:13:3:0:0,59.0,0.66,0.12,0,0,0
4:13:4:0:0,54.7,0.56,0.13,0,0,0
4:13:5:0:0,54.9,1.81,0.16,0,0,0
4:13:6:0:0,57.6,1.5,0.16,0,0,0
4:13:7:0:0,56.5,1.15,0.16,0,0,0
4:13:8:0:0,52.3,3.23,0.2,0,0,0
4:13:9:0:0,52.0,3.57,0.23,0,0,0
4:13:10:0:0,50.4,2.62,0.25,0,0,0
4:13:11:0:0,45.1,1.82,0.29,0,0,0
4:13:12:0:0,44.8,0.34,0.34,0,0,0
4:13:13:0:0,48.4,1.23,0.35,7,2,10
4:13:14:0:0,50.7,1.96,0.32,22,7,29
4:13:15:0:0,51.8,3.0,0.37,35,12,47
4:13:16:0:0,54.9,2.27,0.34,47,16,63
4:13:17:0:0,59.5,2.26,0.29,56,19,74
4:13:18:0:0,60.3,2.9,0.26,61,20,81
4:13:19:0:0,61.5,3.58,0.23,62,21,83
4:13:20:0:0,62.1,4.16,0.21,59,20,79
4:13:21:0:0,61.7,3.78,0.21,52,17,70
4:13:22:0:0,61.2,3.6,0.21,42,14,56
4:13:23:0:0,60.6,4.0,0.2,29,10,39
4:14:0:0:0,59.0,3.85,0.21,15,5,20
4:14:1:0:0,55.4,3.59,0.22,3,1,3
4:14:2:0:0,52.3,3.22,0.23,0,0,0
4:14:3:0:0,51.4,2.98,0.23,0,0,0
4:14:4:0:0,48.4,2.41,0.23,0,0,0
4:14:5:0:0,47.1,1.24,0.26,0,0,0
4:14:6:0:0,44.1,2.42,0.33,0,0,0
4:14:7:0:0,41.0,3.16,0.4,0,0,0
4:14:8:0:0,38.8,2.99,0.43,0,0,0
4:14:9:0:0,36.9,2.66,0.46,0,0,0
4:14:10:0:0,36.0,2.17,0.49,0,0,0
4:14:11:0:0,31.6,2.15,0.52,0,0,0
4:14:12:0:0,33.4,2.04,0.54,0,0,0
4:14:13:0:0,36.9,3.26,0.53,9,3,11
4:14:14:0:0,41.7,4.14,0.48,22,7,30
4:14:15:0:0,44.4,3.96,0.4,32,11,43
4:14:16:0:0,46.6,2.72,0.36,44,15,59
4:14:17:0:0,46.9,1.99,0.34,55,18,73
4:14:18:0:0,52.2,2.03,0.31,62,21,82
4:14:19:0:0,56.3,2.15,0.25,63,21,84
4:14:20:0:0,59.2,3.27,0.17,60,20,80
4:14:21:0:0,58.1,3.54,0.16,53,18,71
4:14:22:0:0,57.4,3.26,0.18,43,14,57
4:14:23:0:0,57.0,2.8,0.18,30,10,40
4:15:0:0:0,55.4,3.06,0.17,16,5,21
4:15:1:0:0,53.1,2.8,0.18,3,1,4
4:15:2:0:0,48.7,1.49,0.22,0,0,0
4:15:3:0:0,48.6,1.55,0.22,0,0,0
4:15:4:0:0,46.9,0.76,0.23,0,0,0
4:15:5:0:0,43.9,1.34,0.26,0,0,0
4:15:6:0:0,43.9,1.23,0.27,0,0,0
4:15:7:0:0,43.7,0.94,0.29,0,0,0
4:15:8:0:0,41.9,1.71,0.32,0,0,0
4:15:9:0:0,41.0,1.66,0.33,0,0,0
4:15:10:0:0,40.3,1.23,0.35,0,0,0
4:15:11:0:0,38.1,1.3,0.36,0,0,0
4:15:12:0:0,36.7,1.76,0.4,0,0,0
4:15:13:0:0,40.1,2.46,0.39,7,2,9
4:15:14:0:0,45.7,2.65,0.36,23,8,31
4:15:15:0:0,51.6,2.95,0.3,36,12,48
4:15:16:0:0,54.3,1.85,0.24,46,15,62
4:15:17:0:0,55.0,1.63,0.22,54,18,72
4:15:18:0:0,57.6,1.57,0.19,61,20,81
4:15:19:0:0,59.2,1.9,0.18,57,19,77
4:15:20:0:0,62.6,1.67,0.17,59,20,79
4:15:21:0:0,63.5,2.32,0.16,52,17,69
4:15:22:0:0,63.5,2.07,0.14,36,12,48
4:15:23:0:0,61.7,1.64,0.14,20,7,27
4:16:0:0:0,62.1,1.44,0.15,7,2,9
4:16:1:0:0,57.7,1.34,0.15,4,1,5
4:16:2:0:0,53.6,2.64,0.21,0,0,0
4:16:3:0:0,52.3,2.58,0.21,0,0,0
4:16:4:0:0,51.4,2.99,0.22,0,0,0
4:16:5:0:0,51.6,2.99,0.23,0,0,0
4:16:6:0:0,51.1,3.0,0.22,0,0,0
4:16:7:0:0,47.5,2.7,0.23,0,0,0
4:16:8:0:0,49.6,3.58,0.25,0,0,0
4:16:9:0:0,49.3,2.96,0.22,0,0,0
4:16:10:0:0,46.2,3.6,0.27,0,0,0
4:16:11:0:0,46.6,1.59,0.26,0,0,0
4:16:12:0:0,46.8,1.14,0.25,0,0,0
4:16:13:0:0,48.9,1.86,0.26,7,2,9
4:16:14:0:0,52.7,2.1,0.3,24,8,31
4:16:15:0:0,57.4,1.3,0.24,32,11,43
4:16:16:0:0,62.2,2.67,0.19,40,13,53
4:16:17:0:0,64.8,3.12,0.18,36,12,48
4:16:18:0:0,70.3,4.4,0.16,52,17,69
4:16:19:0:0,71.2,5.34,0.14,64,21,86
4:16:20:0:0,72.5,4.96,0.14,59,20,79
4:16:21:0:0,72.0,4.52,0.13,53,18,71
4:16:22:0:0,69.1,4.68,0.14,38,13,51
4:16:23:0:0,68.0,3.68,0.15,20,7,27
4:17:0:0:0,66.2,2.72,0.16,8,3,11
4:17:1:0:0,62.1,2.55,0.18,2,1,3
4:17:2:0:0,59.2,2.01,0.23,0,0,0
4:17:3:0:0,55.8,1.7,0.24,0,0,0
4:17:4:0:0,54.1,1.43,0.26,0,0,0
4:17:5:0:0,52.2,2.55,0.29,0,0,0
4:17:6:0:0,51.8,3.44,0.31,0,0,0
4:17:7:0:0,50.7,3.09,0.34,0,0,0
4:17:8:0:0,48.2,3.05,0.36,0,0,0
4:17:9:0:0,49.1,3.38,0.38,0,0,0
4:17:10:0:0,50.2,2.82,0.37,0,0,0
4:17:11:0:0,44.6,2.33,0.39,0,0,0
4:17:12:0:0,46.6,2.43,0.43,0,0,0
4:17:13:0:0,48.7,2.22,0.42,7,2,9
4:17:14:0:0,53.6,1.97,0.4,18,6,25
4:17:15:0:0,55.6,1.81,0.35,24,8,32
4:17:16:0:0,61.0,1.45,0.31,39,13,52
4:17:17:0:0,64.0,3.12,0.27,54,18,73
4:17:18:0:0,66.2,3.35,0.25,55,18,74
4:17:19:0:0,68.9,3.19,0.24,53,18,71
4:17:20:0:0,72.0,2.83,0.23,54,18,72
4:17:21:0:0,70.7,2.6,0.22,40,13,54
4:17:22:0:0,67.1,2.43,0.22,19,6,25
4:17:23:0:0,66.9,1.88,0.23,10,3,13
4:18:0:0:0,66.2,1.87,0.2,2,1,3
4:18:1:0:0,64.2,2.72,0.18,0,0,0
4:18:2:0:0,63.0,2.49,0.19,0,0,0
4:18:3:0:0,60.4,3.84,0.25,0,0,0
4:18:4:0:0,55.2,3.86,0.41,0,0,0
4:18:5:0:0,54.1,3.55,0.47,0,0,0
4:18:6:0:0,49.5,4.29,0.62,0,0,0
4:18:7:0:0,46.6,2.82,0.67,0,0,0
4:18:8:0:0,44.6,3.28,0.64,0,0,0
4:18:9:0:0,43.5,2.09,0.63,0,0,0
4:18:10:0:0,42.3,0.65,0.66,0,0,0
4:18:11:0:0,41.7,0.68,0.71,0,0,0
4:18:12:0:0,41.9,2.07,0.7,0,0,0
4:18:13:0:0,43.0,2.0,0.73,3,1,4
4:18:14:0:0,45.1,2.6,0.72,10,3,13
4:18:15:0:0,48.0,3.02,0.62,24,8,32
4:18:16:0:0,50.9,3.18,0.55,39,13,52
4:18:17:0:0,52.9,2.59,0.48,57,19,76
4:18:18:0:0,54.7,2.22,0.43,31,10,42
4:18:19:0:0,55.6,2.19,0.36,57,19,76
4:18:20:0:0,49.6,3.51,0.39,33,11,44
4:18:21:0:0,54.5,4.09,0.4,55,18,73
4:18:22:0:0,55.8,3.14,0.34,44,15,58
4:18:23:0:0,54.9,2.27,0.3,31,10,42
4:19:0:0:0,52.9,2.73,0.32,16,5,21
4:19:1:0:0,49.3,2.84,0.33,4,1,5
4:19:2:0:0,47.5,3.19,0.38,0,0,0
4:19:3:0:0,47.1,3.36,0.39,0,0,0
4:19:4:0:0,44.1,2.46,0.38,0,0,0
4:19:5:0:0,44.4,0.93,0.42,0,0,0
4:19:6:0:0,42.8,2.38,0.37,0,0,0
4:19:7:0:0,39.9,1.61,0.44,0,0,0
4:19:8:0:0,39.6,2.36,0.49,0,0,0
4:19:9:0:0,36.7,2.31,0.51,0,0,0
4:19:10:0:0,40.3,2.03,0.43,0,0,0
4:19:11:0:0,40.6,2.38,0.39,0,0,0
4:19:12:0:0,41.7,2.66,0.37,1,0,1
4:19:13:0:0,42.3,1.47,0.43,11,4,15
4:19:14:0:0,44.6,0.94,0.41,17,6,23
4:19:15:0:0,47.7,1.6,0.41,31,10,42
4:19:16:0:0,50.5,1.5,0.38,49,16,66
4:19:17:0:0,55.2,1.77,0.35,54,18,73
4:19:18:0:0,55.2,1.64,0.31,52,17,70
4:19:19:0:0,56.5,1.64,0.28,57,19,76
4:19:20:0:0,60.4,2.1,0.24,39,13,52
4:19:21:0:0,61.9,3.27,0.2,51,17,68
4:19:22:0:0,55.2,4.75,0.24,22,7,29
4:19:23:0:0,45.0,6.8,0.55,5,2,6
4:20:0:0:0,47.3,4.09,0.59,10,3,13
4:20:1:0:0,45.7,3.3,0.54,0,0,0
4:20:2:0:0,43.9,2.8,0.67,0,0,0
4:20:3:0:0,42.8,2.61,0.67,0,0,0
4:20:4:0:0,39.7,3.34,0.76,0,0,0
4:20:5:0:0,39.2,1.96,0.69,0,0,0
4:20:6:0:0,37.8,0.58,0.79,0,0,0
4:20:7:0:0,37.0,0.76,0.77,0,0,0
4:20:8:0:0,37.4,0.84,0.81,0,0,0
4:20:9:0:0,34.5,0.4,0.81,0,0,0
4:20:10:0:0,32.9,0.53,0.86,0,0,0
4:20:11:0:0,32.0,0.99,0.9,0,0,0
4:20:12:0:0,31.6,1.01,0.89,1,0,1
4:20:13:0:0,36.9,0.97,0.79,11,4,15
4:20:14:0:0,39.4,1.23,0.69,21,7,28
4:20:15:0:0,44.8,2.29,0.63,39,13,52
4:20:16:0:0,44.2,2.03,0.52,29,10,38
4:20:17:0:0,45.5,2.3,0.42,41,14,55
4:20:18:0:0,50.7,2.24,0.36,55,18,74
4:20:19:0:0,49.3,2.09,0.31,56,19,75
4:20:20:0:0,46.8,2.0,0.31,15,5,20
4:20:21:0:0,47.5,2.16,0.31,23,8,31
4:20:22:0:0,48.4,1.78,0.28,18,6,24
4:20:23:0:0,47.7,2.11,0.28,16,5,21
4:21:0:0:0,46.4,2.77,0.31,9,3,13
4:21:1:0:0,43.5,3.1,0.35,2,1,2
4:21:2:0:0,43.0,3.29,0.38,0,0,0
4:21:3:0:0,43.0,3.8,0.35,0,0,0
4:21:4:0:0,42.6,4.42,0.33,0,0,0
4:21:5:0:0,41.9,2.77,0.34,0,0,0
4:21:6:0:0,39.9,0.6,0.38,0,0,0
4:21:7:0:0,39.2,1.12,0.41,0,0,0
4:21:8:0:0,37.9,1.22,0.41,0,0,0
4:21:9:0:0,37.6,1.7,0.42,0,0,0
4:21:10:0:0,35.4,0.94,0.46,0,0,0
4:21:11:0:0,34.0,0.4,0.5,0,0,0
4:21:12:0:0,33.1,0.28,0.53,1,0,1
4:21:13:0:0,37.2,1.2,0.53,11,4,15
4:21:14:0:0,42.3,2.43,0.49,25,8,34
4:21:15:0:0,43.9,2.6,0.46,39,13,52
4:21:16:0:0,48.9,3.01,0.42,53,18,71
4:21:17:0:0,53.2,3.52,0.36,67,22,89
4:21:18:0:0,53.8,3.33,0.32,69,23,92
4:21:19:0:0,54.7,3.18,0.29,58,19,77
4:21:20:0:0,53.6,2.87,0.25,61,20,82
4:21:21:0:0,55.2,2.0,0.23,55,18,73
4:21:22:0:0,56.7,1.58,0.21,45,15,60
4:21:23:0:0,57.2,1.79,0.21,32,11,43
4:22:0:0:0,54.0,2.24,0.26,17,6,23
4:22:1:0:0,50.2,1.5,0.28,4,1,5
4:22:2:0:0,45.3,1.97,0.34,0,0,0
4:22:3:0:0,45.0,2.34,0.36,0,0,0
4:22:4:0:0,46.4,1.59,0.32,0,0,0
4:22:5:0:0,46.4,1.69,0.31,0,0,0
4:22:6:0:0,42.6,1.36,0.33,0,0,0
4:22:7:0:0,45.0,0.39,0.36,0,0,0
4:22:8:0:0,41.0,1.07,0.37,0,0,0
4:22:9:0:0,39.0,1.88,0.42,0,0,0
4:22:10:0:0,39.9,2.62,0.38,0,0,0
4:22:11:0:0,39.9,2.35,0.4,0,0,0
4:22:12:0:0,41.7,2.24,0.37,0,0,1
4:22:13:0:0,42.1,0.53,0.39,10,3,14
4:22:14:0:0,48.0,1.8,0.37,22,7,30
4:22:15:0:0,52.3,1.27,0.32,31,10,41
4:22:16:0:0,57.2,1.41,0.27,42,14,56
4:22:17:0:0,60.3,2.58,0.22,50,17,67
4:22:18:0:0,63.0,2.28,0.21,54,18,73
4:22:19:0:0,67.8,2.47,0.2,52,17,69
4:22:20:0:0,68.2,3.05,0.17,51,17,67
4:22:21:0:0,67.6,3.88,0.16,37,12,49
4:22:22:0:0,67.6,4.93,0.14,37,12,49
4:22:23:0:0,67.3,4.44,0.14,16,5,22
4:23:0:0:0,64.4,4.26,0.13,16,5,21
4:23:1:0:0,62.6,4.31,0.16,1,0,1
4:23:2:0:0,59.7,4.04,0.22,0,0,0
4:23:3:0:0,55.4,4.88,0.31,0,0,0
4:23:4:0:0,54.0,3.11,0.38,0,0,0
4:23:5:0:0,51.8,2.01,0.43,0,0,0
4:23:6:0:0,49.6,2.2,0.58,0,0,0
4:23:7:0:0,47.7,0.67,0.6,0,0,0
4:23:8:0:0,43.7,0.46,0.63,0,0,0
4:23:9:0:0,45.1,2.27,0.72,0,0,0
4:23:10:0:0,41.9,1.79,0.76,0,0,0
4:23:11:0:0,41.7,2.41,0.81,0,0,0
4:23:12:0:0,43.7,2.81,0.79,2,1,2
4:23:13:0:0,44.8,2.0,0.7,4,1,5
4:23:14:0:0,47.5,2.61,0.7,16,5,22
4:23:15:0:0,49.5,2.1,0.63,17,6,23
4:23:16:0:0,51.6,1.52,0.52,24,8,32
4:23:17:0:0,53.1,1.41,0.44,33,11,45
4:23:18:0:0,56.1,1.95,0.32,37,12,49
4:23:19:0:0,59.2,3.33,0.26,34,11,46
4:23:20:0:0,61.7,3.46,0.25,38,13,50
4:23:21:0:0,57.4,4.19,0.26,17,6,23
4:23:22:0:0,54.5,4.77,0.34,13,4,17
4:23:23:0:0,48.4,3.83,0.43,4,1,5
4:24:0:0:0,44.4,3.94,0.78,1,0,2
4:24:1:0:0,45.3,2.91,0.75,1,0,1
4:24:2:0:0,44.2,3.55,0.62,0,0,0
4:24:3:0:0,43.5,1.88,0.65,0,0,0
4:24:4:0:0,42.4,1.86,0.62,0,0,0
4:24:5:0:0,38.7,1.01,0.63,0,0,0
4:24:6:0:0,36.5,1.01,0.68,0,0,0
4:24:7:0:0,36.7,0.7,0.68,0,0,0
4:24:8:0:0,35.2,1.17,0.72,0,0,0
4:24:9:0:0,35.2,2.41,0.72,0,0,0
4:24:10:0:0,35.2,3.12,0.72,0,0,0
4:24:11:0:0,34.2,2.71,0.74,0,0,0
4:24:12:0:0,36.3,1.25,0.73,0,0,0
4:24:13:0:0,37.9,1.56,0.72,5,2,7
4:24:14:0:0,40.5,1.28,0.68,11,4,15
4:24:15:0:0,43.2,0.9,0.55,23,8,31
4:24:16:0:0,37.4,2.46,0.63,17,6,23
4:24:17:0:0,39.6,2.33,0.75,12,4,16
4:24:18:0:0,39.6,1.66,0.66,28,9,38
4:24:19:0:0,38.8,2.43,0.76,17,6,22
4:24:20:0:0,44.6,2.02,0.69,25,8,33
4:24:21:0:0,47.5,2.89,0.51,50,17,67
4:24:22:0:0,48.2,3.19,0.49,44,15,59
4:24:23:0:0,45.9,3.44,0.43,16,5,21
4:25:0:0:0,47.1,2.54,0.43,10,3,13
4:25:1:0:0,41.0,3.09,0.61,2,1,2
4:25:2:0:0,40.3,1.65,0.6,0,0,0
4:25:3:0:0,41.0,1.81,0.62,0,0,0
4:25:4:0:0,40.8,1.93,0.61,0,0,0
4:25:5:0:0,40.6,1.51,0.65,0,0,0
4:25:6:0:0,39.7,2.0,0.64,0,0,0
4:25:7:0:0,37.2,1.29,0.69,0,0,0
4:25:8:0:0,37.0,0.74,0.76,0,0,0
4:25:9:0:0,34.3,0.79,0.78,0,0,0
4:25:10:0:0,34.5,1.61,0.79,0,0,0
4:25:11:0:0,34.0,1.55,0.75,0,0,0
4:25:12:0:0,34.9,1.76,0.73,0,0,0
4:25:13:0:0,39.0,1.4,0.64,6,2,9
4:25:14:0:0,40.8,1.01,0.61,19,6,25
4:25:15:0:0,43.2,2.11,0.52,25,8,34
4:25:16:0:0,47.1,2.14,0.45,35,12,47
4:25:17:0:0,52.9,3.32,0.36,53,18,70
4:25:18:0:0,51.3,4.2,0.32,55,18,74
4:25:19:0:0,53.1,3.7,0.35,35,12,47
4:25:20:0:0,51.6,3.65,0.31,35,12,46
4:25:21:0:0,50.7,3.3,0.31,18,6,24
4:25:22:0:0,53.2,2.73,0.31,11,4,15
4:25:23:0:0,51.8,4.02,0.29,12,4,16
4:26:0:0:0,50.9,3.89,0.3,4,1,5
4:26:1:0:0,48.4,3.63,0.33,0,0,0
4:26:2:0:0,46.2,3.55,0.4,0,0,0
4:26:3:0:0,45.7,2.05,0.46,0,0,0
4:26:4:0:0,39.2,3.05,0.8,0,0,0
4:26:5:0:0,39.0,1.74,0.9,0,0,0
4:26:6:0:0,38.8,0.83,0.88,0,0,0
4:26:7:0:0,39.0,0.56,0.86,0,0,0
4:26:8:0:0,39.2,0.22,0.87,0,0,0
4:26:9:0:0,38.8,0.25,0.9,0,0,0
4:26:10:0:0,38.7,0.43,0.91,0,0,0
4:26:11:0:0,38.3,1.82,0.9,0,0,0
4:26:12:0:0,38.1,2.41,0.92,0,0,0
4:26:13:0:0,37.8,2.81,0.92,1,0,1
4:26:14:0:0,37.6,2.56,0.9,2,1,2
4:26:15:0:0,38.5,2.72,0.8,17,6,22
4:26:16:0:0,38.8,2.83,0.82,24,8,33
4:26:17:0:0,37.6,2.77,0.77,14,5,18
4:26:18:0:0,42.1,1.52,0.63,35,12,46
4:26:19:0:0,43.2,2.95,0.48,35,12,47
4:26:20:0:0,45.5,2.78,0.38,45,15,61
4:26:21:0:0,40.6,3.58,0.44,18,6,24
4:26:22:0:0,41.2,3.13,0.52,10,3,14
4:26:23:0:0,39.2,4.55,0.61,12,4,16
4:27:0:0:0,39.9,3.55,0.48,14,5,18
4:27:1:0:0,38.3,2.68,0.52,2,1,2
4:27:2:0:0,37.0,1.3,0.53,0,0,0
4:27:3:0:0,37.0,1.7,0.56,0,0,0
4:27:4:0:0,34.3,1.42,0.7,0,0,0
4:27:5:0:0,35.6,2.45,0.57,0,0,0
4:27:6:0:0,33.4,2.65,0.54,0,0,0
4:27:7:0:0,32.7,1.31,0.6,0,0,0
4:27:8:0:0,31.6,0.14,0.65,0,0,0
4:27:9:0:0,31.3,0.3,0.65,0,0,0
4:27:10:0:0,29.8,1.16,0.7,0,0,0
4:27:11:0:0,29.3,1.37,0.79,0,0,0
4:27:12:0:0,28.0,1.6,0.77,1,0,2
4:27:13:0:0,32.5,1.73,0.79,13,4,17
4:27:14:0:0,35.6,1.21,0.61,27,9,36
4:27:15:0:0,37.9,1.44,0.46,35,12,46
4:27:16:0:0,37.6,2.01,0.4,38,13,51
4:27:17:0:0,39.7,2.29,0.36,54,18,72
4:27:18:0:0,40.6,2.76,0.37,36,12,48
4:27:19:0:0,41.9,2.56,0.34,45,15,59
4:27:20:0:0,39.7,3.23,0.43,30,10,40
4:27:21:0:0,36.1,1.66,0.51,12,4,16
4:27:22:0:0,38.7,1.5,0.72,16,5,21
4:27:23:0:0,40.3,1.49,0.67,13,4,18
4:28:0:0:0,37.8,2.63,0.53,17,6,23
4:28:1:0:0,37.0,3.81,0.58,1,0,2
4:28:2:0:0,36.5,3.95,0.58,0,0,0
4:28:3:0:0,36.7,4.11,0.58,0,0,0
4:28:4:0:0,36.3,4.63,0.61,0,0,0
4:28:5:0:0,34.0,5.75,0.63,0,0,0
4:28:6:0:0,32.5,6.03,0.61,0,0,0
4:28:7:0:0,33.1,4.98,0.59,0,0,0
4:28:8:0:0,32.0,3.15,0.58,0,0,0
4:28:9:0:0,31.5,4.92,0.58,0,0,0
4:28:10:0:0,31.1,4.51,0.58,0,0,0
4:28:11:0:0,31.1,4.78,0.56,0,0,0
4:28:12:0:0,31.1,5.12,0.55,0,0,0
4:28:13:0:0,31.3,5.17,0.53,4,1,5
4:28:14:0:0,31.8,5.35,0.54,8,3,11
4:28:15:0:0,33.4,5.63,0.52,17,6,23
4:28:16:0:0,36.7,5.28,0.48,36,12,48
4:28:17:0:0,39.7,5.24,0.43,56,19,74
4:28:18:0:0,41.9,5.1,0.37,63,21,84
4:28:19:0:0,43.0,4.8,0.35,67,22,89
4:28:20:0:0,43.2,3.73,0.35,33,11,44
4:28:21:0:0,43.0,4.27,0.34,46,15,62
4:28:22:0:0,43.7,4.24,0.33,47,16,62
4:28:23:0:0,42.3,4.31,0.32,36,12,48
4:29:0:0:0,41.7,3.89,0.33,21,7,28
4:29:1:0:0,39.6,3.07,0.36,6,2,8
4:29:2:0:0,38.1,2.54,0.39,0,0,0
4:29:3:0:0,35.4,0.82,0.43,0,0,0
4:29:4:0:0,33.6,1.87,0.48,0,0,0
4:29:5:0:0,32.7,2.02,0.52,0,0,0
4:29:6:0:0,31.5,3.05,0.55,0,0,0
4:29:7:0:0,31.5,3.03,0.55,0,0,0
4:29:8:0:0,29.1,2.52,0.54,0,0,0
4:29:9:0:0,29.7,1.64,0.58,0,0,0
4:29:10:0:0,29.1,0.79,0.62,0,0,0
4:29:11:0:0,29.3,0.97,0.6,0,0,0
4:29:12:0:0,30.0,0.82,0.58,2,1,2
4:29:13:0:0,32.0,0.43,0.6,13,4,18
4:29:14:0:0,40.1,2.0,0.47,28,9,38
4:29:15:0:0,41.5,1.99,0.38,39,13,52
4:29:16:0:0,47.1,2.12,0.37,49,16,66
4:29:17:0:0,47.3,2.59,0.32,55,18,74
4:29:18:0:0,51.8,2.76,0.29,60,20,80
4:29:19:0:0,50.4,2.8,0.25,51,17,68
4:29:20:0:0,56.3,2.99,0.22,66,22,88
4:29:21:0:0,57.0,3.02,0.22,43,14,57
4:29:22:0:0,53.2,3.02,0.22,26,9,34
4:29:23:0:0,53.1,2.58,0.25,17,6,22
