Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
TDR,Panama City Beach - Drone Runway,Bay,FL,-85.5765,30.07,3.8309,America/Chicago
COF,PATRICK AFB/COCOA B,Brevard,FL,-80.61,28.235,3.0,America/New_York
NPA,PENSACOLA NAS,Escambia,FL,-87.318,30.3533,9.0,America/Chicago
PNS,PENSACOLA REGIONAL,Escambia,FL,-87.1869,30.4781,37.0,America/Chicago
40J,PERRY-FOLEY,Taylor,FL,-83.5736,30.0719,14.0,America/New_York
54A,Placida,Charlotte,FL,-82.2526,26.8537,1.55252,America/New_York
PCM,Plant City,Hillsborough,FL,-82.1642,28.0002,46.9,America/New_York
PMP,POMPANO BEACH,Broward,FL,-80.111,26.2464,7.0,America/New_York
PGD,PUNTA GORDA,Charlotte,FL,-81.9914,26.9172,8.0,America/New_York
2J9,Quincy,Gadsden,FL,-84.5574,30.5979,69.0,America/New_York
SPG,SAINT PETERSBURG,Hillsborough,FL,-82.627,27.7651,2.0,America/New_York
PIE,SAINT PETERSBURG,Hillsborough,FL,-82.6874,27.91,3.0,America/New_York
SFB,SANFORD/ORLANDO,Orange,FL,-81.2436,28.7797,17.0,America/New_York
SRQ,SARASOTA-BRADENTON,Manatee,FL,-82.5586,27.4014,9.0,America/New_York
SEF,Sebring,Highlands,FL,-81.3416,27.4547,17.0581,America/New_York
SGJ,ST AUGUSTINE AIRPT,St Johns,FL,-81.3397,29.9593,3.0,America/New_York
TLH,TALLAHASSEE RGNL,Leon,FL,-84.3513,30.3935,21.0,America/New_York
TPA,TAMPA INTL AIRPORT,Hillsborough,FL,-82.5403,27.9619,3.0,America/New_York
TPF,Tampa/Knight,Hillsborough,FL,-82.4493,27.9156,2.4,America/New_York
VVG,The VIllages,Sumter,FL,-81.9698,28.9446,26.9418,America/New_York
TIX,TITUSVILLE,Brevard,FL,-80.7992,28.5148,11.0,America/New_York
1J0,Tri County,Holmes,FL,-85.6014,30.8458,26.0,America/Chicago
PAM,TYNDALL AFB,Bay,FL,-85.5754,30.0696,5.0,America/Chicago
VDF,VANDENBERG AIRPORT/TAMPA,Hillsborough,FL,-82.3453,28.014,7.0,America/New_York
VNC,Venice,Sarasota,FL,-82.4403,27.0716,6.0,America/New_York
VRB,VERO BEACH MUNI,Indian River,FL,-80.4179,27.6556,8.0,America/New_York
LNA,West Palm Beach,Palm Beach,FL,-80.0848,26.5925,8.12399,America/New_York
F45,West Palm Beach,Palm Beach,FL,-80.2223,26.8459,8.88546,America/New_York
PBI,WEST PALM BEACH,Palm Beach,FL,-80.0994,26.6847,6.0,America/New_York
NSE,WHITING FLD NAS-N.,Escambia,FL,-87.0219,30.7242,61.0,America/Chicago
X60,Williston,Levy,FL,-82.4719,29.3557,25.3371,America/New_York
GIF,WINTER HAVEN (ASOS),Polk,FL,-81.7533,28.0629,44.0,America/New_York
SUA,WITHAM FIELD AIRPORT/STUART,Martin,FL,-80.22,27.18,6.0,America/New_York
ZPH,Zephyrville,Pasco,FL,-82.1559,28.2281,29.1026,America/New_York
Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
ABY,ALBANY MUNICIPAL,Dougherty,GA,-84.1945,31.5355,59.0,America/New_York
AMG,ALMA/BACON CO.,Bacon,GA,-82.5066,31.5361,61.0,America/New_York
ACJ,Americus,Sumter,GA,-84.1889,32.1108,143.0,America/New_York
AHN,ATHENS MUNICIPAL,Oconee,GA,-83.3264,33.9486,247.0,America/New_York
PDK,ATLANTA/DEKALB,De Kalb,GA,-84.302,33.8756,305.0,America/New_York
FTY,ATLANTA/FULTON CO.,Cobb,GA,-84.52,33.78,256.0,America/New_York
ATL,ATLANTA INTL ARPT,Fulton,GA,-84.4418,33.6301,315.0,America/New_York
DNL,AUGUSTA,Richmond,GA,-82.0382,33.4669,130.0,America/New_York
AGS,AUGUSTA/BUSH FIELD,Richmond,GA,-81.9645,33.3699,45.0,America/New_York
BGE,BAINBRIDGE/DECATUR COUNTY INDUS,Decatur,GA,-84.6369,30.9716,43.0,America/New_York
BHC,Baxley,Appling,GA,-82.3938,31.7138,64.042,America/New_York
DZJ,Blairsville,Union,GA,-83.9973,34.8544,582.0,America/New_York
BIJ,BLAKELY,Early,GA,-84.8948,31.3975,65.0,America/New_York
BQK,BRUNSWICK/GLYNCO,Glynn,GA,-81.4665,31.2588,8.0,America/New_York
SSI,BRUNSWICK/MALCOLM,Glynn,GA,-81.3908,31.1522,6.0,America/New_York
6A1,Butler,Taylor,GA,-84.2507,32.5674,203.0,America/New_York
CZL,Calhoun,Gordon,GA,-84.9392,34.4554,193.826,America/New_York
CXU,Camilla,Mitchell,GA,-84.2352,31.2132,51.8067,America/New_York
18A,Canon,Franklin,GA,-83.1308,34.3404,258.55,America/New_York
47A,CANTON/CHEROKEE_CNTY_ARPT,Cherokee,GA,-84.4239,34.3106,372.0,America/New_York
CTJ,Carrollton,Carroll,GA,-85.1523,33.6317,353.9,America/New_York
VPC,CARTERSVILLE AIRPORT,Fulton,GA,-84.8487,34.1232,233.0,America/New_York
CNI,Cherokee County,Cherokee,GA,-84.4239,34.3106,372.0,America/New_York
CWV,Claxton,Evans,GA,-81.8696,32.1951,34.0,America/New_York
CSG,COLUMBUS METRO ARPT,Chattahoochee,GA,-84.9422,32.5161,121.0,America/New_York
CKF,Cordele,Crisp,GA,-83.7739,31.9888,93.437,America/New_York
AJR,Cornelia,Habersham,GA,-83.5567,34.4998,434.794,America/New_York
9A1,Covington,Newton,GA,-83.8496,33.6325,242.0,America/New_York
CVC,Covington ,Newton,GA,-83.8474,33.6323,238.558,America/New_York
PUJ,Dallas,Paulding,GA,-84.9406,33.912,393.0,America/New_York
DNN,DALTON MUNI AIRPORT,Whitfield,GA,-84.87,34.72,216.0,America/New_York
MGE,DOBBINS AFB/MARIETT,Cobb,GA,-84.5163,33.9153,326.0,America/New_York
17J,Donalsonville,Seminole,GA,-84.8776,31.007,47.2481,America/New_York
DQH,DOUGLAS_MUNI_ARPT,Coffee,GA,-82.8606,31.4767,78.0,America/New_York
DBN,Dublin,Laurens,GA,-82.9853,32.5644,94.0,America/New_York
EZM,Eastman,Dodge,GA,-83.1287,32.2164,93.0,America/New_York
EBA,Elberton,Elbert,GA,-82.8175,34.0954,180.633,America/New_York
27A,ELBERTON,Elbert,GA,-82.8159,34.0952,184.0,America/New_York
49A,Ellijay,Gilmer,GA,-84.5271,34.6301,444.842,America/New_York
FZG,Fitzgerald,Ben Hill,GA,-83.2709,31.6839,104.145,America/New_York
LSF,FORT BENNING,Russell,GA,-84.9913,32.3373,71.0,America/New_York
LHW,FT STEWART/WRIGHT,Long,GA,-81.5623,31.8891,14.0,America/New_York
GVL,GAINSVILLE,Hall,GA,-83.8303,34.2719,38.0,America/New_York
3J7,Greensboro,Greene,GA,-83.139,33.5977,206.0,America/New_York
4A7,Hampton,Henry,GA,-84.3324,33.3891,257.574,America/New_York
HMP,Hampton,Henry,GA,-84.331,33.3899,256.725,America/New_York
AZE,Hazlehurst,Jeff Davis,GA,-82.6474,31.8847,79.0952,America/New_York
HOE,Homerville,Clinch,GA,-82.7741,31.0559,56.7,America/New_York
SVN,HUNTER (AAF),Liberty,GA,-81.146,32.01,13.0,America/New_York
19A,Jackson County Airport,Jackson,GA,-83.5616,34.1759,290.0,America/New_York
JZP,Jasper,Pickens,GA,-84.4572,34.4535,457.988,America/New_York
JCA,Jefferson,Jackson,GA,-83.5583,34.1739,283.649,America/New_York
JES,Jesup,Long,GA,-81.8825,31.554,32.6,America/New_York
9A5,LaFayette,Walker,GA,-85.2903,34.6885,236.013,America/New_York
LGC,LA_GRANGE,Troup,GA,-85.0726,33.0089,211.0,America/New_York
LZU,LAWRENCEVILLE,Gwinnett,GA,-83.9624,33.9781,323.0,America/New_York
2J3,Louisville,Jefferson,GA,-82.3857,32.9865,97.5989,America/New_York
MCN,MACON/LEWIS WILSON,Bibb,GA,-83.6492,32.6928,110.0,America/New_York
RYY,MARIETTA,Cobb,GA,-84.5986,34.0131,317.0,America/New_York
MLJ,Milledgeville,Baldwin,GA,-83.2407,33.1542,117.0,America/New_York
D73,Monroe,Walton,GA,-83.6928,33.7825,256.934,America/New_York
VAD,MOODY AFB/VALDOSTA,Lowndes,GA,-83.193,30.9678,71.0,America/New_York
MGR,MOULTRIE,Colquitt,GA,-83.8033,31.0849,90.0,America/New_York
MUL,MOULTRIE/SPENCE ,Cook,GA,-83.7041,31.1377,89.0,America/New_York
CCO,NEWNAN COWETA COUNTY AIRPORT,Coweta,GA,-84.77,33.31,296.0,America/New_York
FFC,PEACHTREE CITY,Coweta,GA,-84.5669,33.3553,264.0,America/New_York
PXE,Perry,Peach,GA,-83.7673,32.5106,125.392,America/New_York
PIM,Pine Mountain,Harris,GA,-84.8824,32.8407,272.096,America/New_York
RMG,ROME/RUSSELL(RAMOS),Floyd,GA,-85.1611,34.3478,196.0,America/New_York
OKZ,Sandersville ,Washington,GA,-82.8382,32.9667,128.724,America/New_York
SAV,SAVANNAH MUNICIPAL,Chatham,GA,-81.2021,32.1276,15.0,America/New_York
6A2,Spalding,Spalding,GA,-84.2749,33.227,292.0,America/New_York
TBR,STATESBORO/BULLOCH CO,Bulloch,GA,-81.7369,32.4827,57.0,America/New_York
SBO,Swainsboro,Emanuel,GA,-82.3699,32.6091,327.0,America/New_York
JYL,SYLVANIA,Bulloch,GA,-81.5971,32.6453,57.0,America/New_York
OPN,THOMASTON,Upson,GA,-84.2594,32.9539,243.0,America/New_York
TVI,Thomasville,Thomas,GA,-83.8811,30.9018,80.0,America/New_York
HQU,THOMSON,Warren,GA,-82.5164,33.5297,152.0,America/New_York
TMA,Tifton,Tift,GA,-83.4885,31.429,108.2,America/New_York
TOC,Toccoa,Stephens,GA,-83.2964,34.5928,295.528,America/New_York
VLD,VALDOSTA REGIONAL,Lowndes,GA,-83.2767,30.7825,62.0,America/New_York
VDI,VIDALIA MUNI AIRPORT,Toombs,GA,-82.37,32.19,84.0,America/New_York
WRB,WARNER ROBINS AFB,Houston,GA,-83.5918,32.6401,90.0,America/New_York
IIY,Washington,Wilkes,GA,-82.8158,33.7794,191.419,America/New_York
AYS,WAYCROSS/WARE CO.,Ware,GA,-82.3955,31.2491,46.0,America/New_York
WDR,WINDER,Barrow,GA,-83.6674,33.9829,287.0,America/New_York
Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
PHSF,BRADSHAW_AAF/HAWAII,Hawaii,HI,-155.5538,19.76,1887.0,Pacific/Honolulu
PHHN,HANA/MAUI,Maui,HI,-156.0156,20.7945,26.0,Pacific/Honolulu
PHIK,Hickman AFB,Honolulu,HI,-157.9224,21.3187,5.84233,Pacific/Honolulu
PHTO,HILO/LYMAN_FIELD_(ASOS),Hawaii,HI,-155.0485,19.7203,11.0,Pacific/Honolulu
PHNL,HONOLULU_INTL/OAHU_(ASOS),Honolulu,HI,-157.9224,21.3187,5.0,Pacific/Honolulu
PHOG,KAHULUI_ARPT/MAUI_(ASOS),Maui,HI,-156.43,20.9,20.0,Pacific/Honolulu
PHJR,KALAELOA_AIRPORT,Honolulu,HI,-158.0703,21.3073,10.0,Pacific/Honolulu
PHNG,KANEOHE_MCAS/OAHU,Honolulu,HI,-157.7629,21.4509,3.0,Pacific/Honolulu
PHKO,KEAHOLE_POINT/KONA_(ASOS),Hawaii,HI,-156.0456,19.7388,13.0,Pacific/Honolulu
PHBK,KEKAHA,Kauai,HI,-159.7851,22.0228,4.0,Pacific/Honolulu
PHJH,LAHAINA/WEST_MAUI,Maui,HI,-156.6748,20.963,40.0,Pacific/Honolulu
PHNY,LANAI_CITY_AIRPORT,Maui,HI,-156.9514,20.7856,399.0,Pacific/Honolulu
PHLI,LIHUE/KAUAI_ISLAND_(ASOS),Kauai,HI,-159.3406,21.9839,45.0,Pacific/Honolulu
PHMK,MOLOKAI_(ASOS),Maui,HI,-157.0963,21.1529,137.0,Pacific/Honolulu
PMDY,Sand Island,Kauai,HI,-177.3756,28.2082,7.68665,Pacific/Midway
PHHI,WHEELER_AFB/OAHU,Honolulu,HI,-158.0443,21.4776,255.0,Pacific/Honolulu
Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
AMW,Ames,Story,IA,-93.6185,41.9904,280.0,America/Chicago
BRL,BURLINGTON,Des Moines,IA,-91.1255,40.7729,213.0,America/Chicago
CID,CEDAR RAPIDS,Linn,IA,-91.7246,41.8829,265.0,America/Chicago
DSM,DES MOINES,Polk,IA,-93.6531,41.5339,294.0,America/Chicago
DBQ,DUBUQUE,Dubuque,IA,-90.7091,42.3984,329.0,America/Chicago
EST,ESTHERVILLE,Emmet,IA,-94.7476,43.4008,401.0,America/Chicago
IOW,IOWA CITY,Johnson,IA,-91.5445,41.6394,204.0,America/Chicago
LWD,LAMONI,Decatur,IA,-93.9005,40.6306,333.0,America/Chicago
MIW,MARSHALLTOWN,Marshall,IA,-92.9163,42.1106,297.0,America/Chicago
MCW,MASON CITY,Cerro Gordo,IA,-93.3261,43.1544,370.0,America/Chicago
OTM,OTTUMWA,Jasper,IA,-92.4446,41.1008,258.0,America/Chicago
DVN,QUAD CITIES,Scott,IA,-90.5948,41.6133,229.0,America/Chicago
SUX,SIOUX CITY,Woodbury,IA,-96.3795,42.3917,336.0,America/Chicago
SPW,SPENCER,Clay,IA,-95.2101,43.1682,403.0,America/Chicago
ALO,Waterloo,Black Hawk,IA,-92.4013,42.5544,268.0,America/Chicago
Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
BOI,BOISE MUNICIPAL,Owyhee,ID,-116.2406,43.5667,874.0,America/Boise
65S,Bonners Ferry,Boundary,ID,-116.2952,48.726,711.0,America/Los_Angeles
BYI,BURLEY MUNICIPAL,Cassia,ID,-113.7715,42.5426,1265.0,America/Boise
EUL,CALDWELL,Owyhee,ID,-116.6358,43.6419,740.0,America/Boise
LLJ,CHALLIS (AMOS),Custer,ID,-114.215,44.5228,1546.0,America/Boise
COE,COEUR D ALENE(AWOS),Kootenai,ID,-116.8196,47.7743,707.0,America/Los_Angeles
DIJ,Driggs,Teton,ID,-111.0979,43.7419,1898.0,America/Boise
P69,ELK CITY (RAMOS),Idaho,ID,-115.5964,46.1442,1249.0,America/Los_Angeles
GIC,Grangeville,Idaho,ID,-116.1234,45.9426,1010.0,America/Los_Angeles
SUN,HAILEY/FRIEDMAN MEM,Blaine,ID,-114.2956,43.5038,1620.0,America/Boise
IDA,IDAHO FALLS/FANNING,Bingham,ID,-112.0708,43.5137,1445.0,America/Boise
JER,JEROME COUNTY AIRPORT,Jerome,ID,-114.4566,42.7267,1222.0,America/Boise
LWS,LEWISTON (AMOS),Nez Perce,ID,-117.0154,46.3745,438.0,America/Los_Angeles
MLD,MALAD CITY,Oneida,ID,-112.2966,42.1666,1373.0,America/Boise
77M,MALTA,Cassia,ID,-113.334,42.316,1375.0,America/Boise
MYL,MC CALL,Valley,ID,-116.1017,44.8889,1531.0,America/Boise
MUO,MOUNTAIN HOME AFB,Owyhee,ID,-115.8724,43.0436,913.0,America/Boise
MLP,MULLAN PASS VOR,Shoshone,ID,-115.6697,47.4542,1837.0,America/Denver
MAN,Nampa Mun,Owyhee,ID,-116.5231,43.5813,771.0,America/Boise
PIH,POCATELLO MUNICIPAL,Bannock,ID,-112.5959,42.9098,1365.0,America/Boise
RXE,REXBURG-MADISON COUNTY AIRPORT,Madison,ID,-111.8051,43.8339,1481.0,America/Boise
SMN,SALMON/LEMHI (AWOS),Lemhi,ID,-113.8813,45.1238,1233.0,America/Boise
SZT,SANDPOINT,Bonner,ID,-116.56,48.2994,648.0,America/Los_Angeles
U78,SODA SPRINGS/TIGERT,Caribou,ID,-111.5799,42.6416,1780.0,America/Boise
S14,SPENCER,Clark,ID,-112.1833,44.35,1800.0,America/Boise
SNT,Stanley Ranger Station,Custer,ID,-114.9269,44.1708,1979.94,America/Boise
TWF,TWIN FALLS/JOSLIN,Twin Falls,ID,-114.4878,42.4818,1265.0,America/Boise
Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
ALN,ALTON/ST LOUIS R,Madison,IL,-90.046,38.8899,166.0,America/Chicago
BMI,BLOOMINGTON/NORM,Mclean,IL,-88.9159,40.4771,267.0,America/Chicago
CPS,CAHOKIA/ST LOUIS,St. Charles,IL,-90.1562,38.5707,126.0,America/Chicago
CIR,Cairo,Mississippi,IL,-89.2196,37.0647,97.8,America/Chicago
MDH,CARBONDALE/MURPH,Jackson,IL,-89.25,37.78,130.0,America/Chicago
CUL,Carmi,White,IL,-88.1231,38.0895,118.0,America/Chicago
ENL,CENTRALIA,Marion,IL,-89.0911,38.5151,163.0,America/Chicago
CMI,CHAMPAIGN/URBANA,Champaign,IL,-88.2778,40.0388,228.0,America/Chicago
MDW,CHICAGO,Cook,IL,-87.7524,41.786,188.0,America/Chicago
ARR,CHICAGO/AURORA,Kane,IL,-88.48,41.77,215.0,America/Chicago
DPA,CHICAGO/DUPAGE,DuPage,IL,-88.2486,41.9078,231.0,America/Chicago
IGQ,CHICAGO/LANSING,Lake,IL,-87.5295,41.5349,188.0,America/Chicago
CGX,CHICAGO/MEIGS,Cook,IL,-87.6079,41.8588,181.0,America/Chicago
ORD,CHICAGO O HARE,Cook,IL,-87.9319,41.9875,200.0,America/Chicago
06C,Chicago - Schaumburg ,DuPage,IL,-88.1012,41.9893,243.485,America/Chicago
DNV,DANVILLE,Vermilion,IL,-87.5955,40.1997,212.0,America/Chicago
DEC,DECATUR,Macon,IL,-88.8657,39.8346,207.0,America/Chicago
DKB,DE KALB,De Kalb,IL,-88.7057,41.9338,279.0,America/Chicago
1H2,EFFINGHAM,Effingham,IL,-88.5335,39.0705,179.0,America/Chicago
FWC,FAIRFIELD,Wayne,IL,-88.4126,38.3786,133.0,America/Chicago
FOA,FLORA,Clay,IL,-88.4531,38.665,144.0,America/Chicago
FEP,FREEPORT,Stephenson,IL,-89.582,42.2462,262.0,America/Chicago
GBG,GALESBURG,Knox,IL,-90.4311,40.938,245.0,America/Chicago
HSB,HARRISBURG,Saline,IL,-88.5503,37.8113,121.0,America/Chicago
IJX,JACKSONVILLE,Morgan,IL,-90.2383,39.7746,190.0,America/Chicago
JOT,JOLIET,Will,IL,-88.1756,41.5177,177.0,America/Chicago
IKK,KANKAKEE,Kankakee,IL,-87.8463,41.0714,192.0,America/Chicago
C75,LACON,Marshall,IL,-89.3864,41.0193,173.0,America/Chicago
LWV,LAWRENCEVILLE,Knox,IL,-87.6055,38.7643,131.0,America/Chicago
AAA,Lincoln,Logan,IL,-89.335,40.1587,182.0,America/Chicago
3LF,Litchfield,Montgomery,IL,-89.6746,39.1625,210.0,America/Chicago
MQB,MACOMB MUNI,McDonough,IL,-90.65,40.52,215.0,America/Chicago
MWA,MARION REGIONAL,Williamson,IL,-89.0111,37.755,144.0,America/Chicago
MTO,MATTOON/CHARLEST,Coles,IL,-88.2792,39.4779,214.0,America/Chicago
M30,Metropolis  IL,Massac,IL,-88.7506,37.1859,384.0,America/Chicago
MLI,Moline,Rock Island,IL,-90.5075,41.4485,181.0,America/Chicago
C09,MORRIS-WASHBURN,Grundy,IL,-88.4186,41.4253,178.0,America/Chicago
AJG,Mount Carmel,Knox,IL,-87.7267,38.6065,131.0,America/Chicago
I63,Mount Sterling,Brown,IL,-90.8042,39.9875,219.738,America/Chicago
MVN,MOUNT VERNON,Jefferson,IL,-88.8583,38.3233,146.0,America/Chicago
OLY,OLNEY-NOBLE,Richland,IL,-88.1764,38.7218,147.0,America/Chicago
PWK,PALWAUKEE,Cook,IL,-87.9047,42.1208,203.0,America/Chicago
PRG,PARIS,Edgar,IL,-87.67,39.7,199.0,America/Chicago
PIA,PEORIA,Peoria,IL,-89.6839,40.6675,205.0,America/Chicago
VYS,PERU,La Salle,IL,-89.1531,41.3519,199.0,America/Chicago
PPQ,PITTSFIELD,Pike,IL,-90.7784,39.6389,216.0,America/Chicago
PNT,PONTIAC,Livingston,IL,-88.6239,40.9244,201.0,America/Chicago
UIN,QUINCY,Adams,IL,-91.1946,39.9428,234.0,America/Chicago
TIP,RANTOUL         ,Champaign,IL,-88.1424,40.2936,225.0,America/Chicago
RSV,Robinson,Sullivan,IL,-87.6498,39.016,141.0,America/Chicago
RPJ,Rochelle,Lee,IL,-89.0783,41.893,238.0,America/Chicago
RFD,ROCKFORD,Winnebago,IL,-89.093,42.1927,221.0,America/Chicago
LOT,ROMEOVILLE/CHI,Will,IL,-88.0962,41.6081,205.0,America/Chicago
SLO,SALEM/LECKRONE,Marion,IL,-88.9642,38.6429,175.0,America/Chicago
SFY,Savanna,Carroll,IL,-90.1079,42.0458,188.0,America/Chicago
BLV,SCOTT AFB/BELLEV,St. Clair,IL,-89.8352,38.5452,138.0,America/Chicago
SAR,SPARTA,Randolph,IL,-89.7,38.15,164.0,America/Chicago
SPI,SPRINGFIELD,Sangamon,IL,-89.6839,39.8447,181.0,America/Chicago
SQI,STERLING ROCKFAL,Whiteside,IL,-89.6763,41.7428,197.0,America/Chicago
TAZ,TAYLORVILLE,Sangamon,IL,-89.3278,39.5342,190.0,America/Chicago
UGN,WAUKEGAN,Lake,IL,-87.8679,42.4222,222.0,America/Chicago
Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
AID,ANDERSON MUNICIP,Henry,IN,-85.613,40.1086,280.0,America/Indiana/Indianapolis
ANQ,Angola,Steuben,IN,-85.0835,41.6397,293.448,America/Indiana/Indianapolis
GWB,Auburn,De Kalb,IN,-85.0644,41.3072,268.2,America/Indiana/Indianapolis
HLB,Batesville,Franklin,IN,-85.2583,39.3445,296.386,America/Indiana/Indianapolis
BMG,Bloomington,Monroe,IN,-86.6167,39.146,257.0,America/Indiana/Indianapolis
BAK,COLUMBUS/BALKALA,Bartholomew,IN,-85.8963,39.2619,200.0,America/Indiana/Indianapolis
CFJ,Crawfordsville,Montgomery,IN,-86.9199,39.9756,243.507,America/Indiana/Indianapolis
DCY,Daviess City,Daviess,IN,-87.1297,38.7004,141.0,America/Indiana/Vincennes
EKM,ELKHART MUNICIPA,Elkhart,IN,-86,41.72,237.0,America/Indiana/Indianapolis
EVV,EVANSVILLE,Vanderburgh,IN,-87.5205,38.0441,117.0,America/Chicago
FWA,FORT WAYNE,Allen,IN,-85.1871,40.9781,248.0,America/Indiana/Indianapolis
FKR,Frankfort ,Clinton,IN,-86.5622,40.2734,261.597,America/Indiana/Indianapolis
FRH,French Lick,Orange,IN,-86.6369,38.5062,237.245,America/Indiana/Indianapolis
GYY,GARY REGIONAL,Lake,IN,-87.4128,41.6163,180.0,America/Chicago
GSH,GOSHEN,Elkhart,IN,-85.7922,41.5272,252.0,America/Indiana/Indianapolis
4I7,Greencastle,Putnam,IN,-86.8138,39.6336,253.585,America/Indiana/Indianapolis
GPC,Greencastle,Putnam,IN,-86.8155,39.6354,255.939,America/Indiana/Indianapolis
GUS,GRISSOM AFB/PERU,Miami,IN,-86.1521,40.6481,247.0,America/Indiana/Indianapolis
HBE,Himsel Aaf,Bartholomew,IN,-86.0305,39.3417,214.47,America/Indiana/Indianapolis
HNB,HUNTINGBURG,Dubois,IN,-86.95,38.25,161.0,America/Indiana/Vincennes
HHG,Huntington,Huntington,IN,-85.4571,40.8529,244.008,America/Indiana/Indianapolis
IND,INDIANAPOLIS,Marion,IN,-86.3048,39.7084,241.0,America/Indiana/Indianapolis
EYE,INDIANAPOLIS,Marion,IN,-86.2958,39.825,248.0,America/Indiana/Indianapolis
TYQ,Indianapolis Exec,Boone,IN,-86.2514,40.0306,281.0,America/Indiana/Indianapolis
HFY,Indianapolis - Greenwood Muni,Johnson,IN,-86.088,39.6276,249.978,America/Indiana/Indianapolis
MQJ,Indianapolis Mount Comfort,Hancock,IN,-85.8971,39.8435,260.994,America/Indiana/Indianapolis
C62,Kendallville,Noble,IN,-85.2541,41.4739,304.407,America/Indiana/Indianapolis
OXI,Knox,La Porte,IN,-86.6648,41.3302,208.8,America/Indiana/Knox
OKK,KOKOMO,Howard,IN,-86.059,40.5282,253.0,America/Indiana/Indianapolis
LAF,LAFAYETTE,Tippecanoe,IN,-86.9333,40.4148,182.0,America/Indiana/Indianapolis
PPO,La Porte,La Porte,IN,-86.7345,41.5725,241.049,America/Chicago
GGP,Logansport,Cass,IN,-86.3727,40.7113,223.241,America/Indiana/Indianapolis
IMS,Madison,Jefferson,IN,-85.4655,38.7589,242.615,America/Indiana/Indianapolis
MZZ,Marion,Grant,IN,-85.6797,40.4899,261.8,America/Indiana/Indianapolis
MGC,Michigan City,La Porte,IN,-86.8212,41.7033,197.082,America/Chicago
MCX,Monticello,White,IN,-86.7668,40.7088,204.231,America/Indiana/Indianapolis
MIE,MUNCIE,Delaware,IN,-85.3958,40.2425,285.0,America/Indiana/Indianapolis
1II,Nineveh,Bartholomew,IN,-86.0305,39.3417,214.46,America/Indiana/Indianapolis
C65,Plymouth,Marshall,IN,-86.3005,41.3651,244.199,America/Indiana/Indianapolis
PLD,Portland,Jay,IN,-84.9901,40.4508,278.69,America/Indiana/Indianapolis
RZL,Rensselaer,Jasper,IN,-87.1826,40.9479,213.0,America/Chicago
RID,Richmond,Wayne,IN,-84.8428,39.7572,345.132,America/Indiana/Indianapolis
RCR,Rochester,Fulton,IN,-86.1817,41.0655,240.8,America/Indiana/Indianapolis
GEZ,SHELBYVILLE,Shelby,IN,-85.8048,39.5831,245.0,America/Indiana/Indianapolis
SBN,SOUTH BEND,St. Joseph,IN,-86.3164,41.7072,237.0,America/Indiana/Indianapolis
HUF,TERRE HAUTE,Vigo,IN,-87.3076,39.4515,179.0,America/Indiana/Indianapolis
VPZ,VALPARAISO,Porter,IN,-87.0071,41.454,231.0,America/Chicago
ASW,WARSAW MUNI,Kosciusko,IN,-85.8401,41.2747,259.0,America/Indiana/Indianapolis
Station Id,Station Name,County,State,Latitude,Longitude,Elevation,Time Zone
3AU,Augusta,Butler,KS,-97.0779,37.6716,405.839,America/Chicago
1K1,Benton,Butler,KS,-97.1132,37.7744,413.555,America/Chicago
UKL,Burlington,Coffey,KS,-95.725,38.3025,357.5,America/Chicago
CNU,CHANUTE,Neosho,KS,-95.4842,37.6703,305.0,America/Chicago
CFV,COFFEYVILLE,Montgomery,KS,-95.5719,37.0941,226.0,America/Chicago
CBK,COLBY           ,Thomas,KS,-101.0466,39.4274,971.0,America/Chicago
CNK,CONCORDIA,Cloud,KS,-97.65,39.55,452.0,America/Chicago
DDC,DODGE_CITY,Ford,KS,-99.9654,37.7631,790.0,America/Chicago
EQA,El Dorado ,Butler,KS,-96.8176,37.7741,422.516,America/Chicago
EHA,ELKHART,Morton,KS,-101.88,37.0008,1099.0,America/Chicago
EMP,EMPORIA,Lyon,KS,-96.1897,38.3306,368.0,America/Chicago
FLV,FORT LEAVENWORTH,Clay,KS,-94.9147,39.3683,235.0,America/Chicago
FRI,Fort Riley,Geary,KS,-96.7645,39.0526,324.6,America/Chicago
FSK,Fort Scott,Bourbon,KS,-94.7694,37.7984,279.8,America/Chicago
GCK,GARDEN_CITY,Finney,KS,-100.7244,37.9275,881.0,America/Chicago
GLD,GOODLAND,Sherman,KS,-101.6933,39.3672,1111.0,America/Denver
GBD,GREAT_BEND,Barton,KS,-98.8592,38.3443,575.0,America/Chicago
HYS,HAYS_MUNI,Ellis,KS,-99.2732,38.8422,609.0,America/Chicago
HLC,HILL_CITY,Graham,KS,-99.8297,39.3756,678.0,America/Chicago
HQG,Hugoton,Stevens,KS,-101.3705,37.1631,956.52,America/Chicago
HUT,HUTCHINSON,Reno,KS,-97.8606,38.0655,470.0,America/Chicago
IDP,Independence,Montgomery,KS,-95.7784,37.1584,251.0,America/Chicago
K88,Iola,Allen,KS,-95.3869,37.8682,306.192,America/Chicago
