Hour,hourly_temperature_C
2139,6.17
2140,5.94
2141,5.78
2142,5.56
2143,5.44
2144,5.83
2145,6.78
2146,7.72
2147,8.78
2148,9.67
2149,10.44
2150,11.06
2151,11.44
2152,11.67
2153,11.56
2154,11.11
2155,10.22
2156,9.11
2157,8.61
2158,8.11
2159,7.67
2160,7.22
2161,6.83
2162,6.56
2163,6.22
2164,6.00
2165,5.83
2166,5.56
2167,5.50
2168,5.89
2169,6.89
2170,7.83
2171,8.89
2172,9.78
2173,10.56
2174,11.17
2175,11.56
2176,11.78
2177,11.61
2178,11.17
2179,10.28
2180,9.17
2181,8.61
2182,8.11
2183,7.72
2184,7.28
2185,6.83
2186,6.56
2187,6.28
2188,6.00
2189,5.83
2190,5.61
2191,5.56
2192,5.94
2193,6.94
2194,7.89
2195,8.94
2196,9.83
2197,10.67
2198,11.28
2199,11.67
2200,11.83
2201,11.72
2202,11.22
2203,10.39
2204,9.28
2205,8.72
2206,8.22
2207,7.83
2208,7.33
2209,6.94
2210,6.67
2211,6.33
2212,6.11
2213,5.94
2214,5.67
2215,5.67
2216,6.06
2217,7.06
2218,8.00
2219,9.06
2220,9.94
2221,10.72
2222,11.33
2223,11.78
2224,11.94
2225,11.83
2226,11.39
2227,10.56
2228,9.44
2229,8.83
2230,8.33
2231,7.94
2232,7.44
2233,7.06
2234,6.72
2235,6.39
2236,6.17
2237,6.00
2238,5.78
2239,5.72
2240,6.17
2241,7.17
2242,8.17
2243,9.17
2244,10.06
2245,10.89
2246,11.50
2247,11.89
2248,12.11
2249,12.00
2250,11.56
2251,10.67
2252,9.56
2253,8.94
2254,8.44
2255,8.06
2256,7.56
2257,7.17
2258,6.83
2259,6.50
2260,6.28
2261,6.11
2262,5.89
2263,5.83
2264,6.33
2265,7.28
2266,8.28
2267,9.28
2268,10.17
2269,11.00
2270,11.61
2271,12.00
2272,12.28
2273,12.17
2274,11.72
2275,10.89
2276,9.78
2277,9.06
2278,8.61
2279,8.17
2280,7.67
2281,7.28
2282,6.94
2283,6.61
2284,6.39
2285,6.22
2286,5.94
2287,5.94
2288,6.44
2289,7.39
2290,8.33
2291,9.39
2292,10.22
2293,11.06
2294,11.61
2295,12.06
2296,12.28
2297,12.17
2298,11.72
2299,10.89
2300,9.78
2301,9.06
2302,8.61
2303,8.17
2304,7.72
2305,7.33
2306,7.00
2307,6.67
2308,6.39
2309,6.22
2310,6.00
2311,6.00
2312,6.50
2313,7.44
2314,8.44
2315,9.44
2316,10.33
2317,11.17
2318,11.72
2319,12.17
2320,12.39
2321,12.22
2322,11.83
2323,11.00
2324,9.89
2325,9.17
2326,8.67
2327,8.28
2328,7.83
2329,7.44
2330,7.06
2331,6.72
2332,6.50
2333,6.28
2334,6.06
2335,6.06
2336,6.61
2337,7.50
2338,8.56
2339,9.56
2340,10.44
2341,11.22
2342,11.83
2343,12.28
2344,12.50
2345,12.33
2346,11.94
2347,11.11
2348,10.00
2349,9.28
2350,8.83
2351,8.39
2352,7.94
2353,7.56
2354,7.17
2355,6.89
2356,6.61
2357,6.44
2358,6.17
2359,6.17
2360,6.72
2361,7.72
2362,8.72
2363,9.72
2364,10.61
2365,11.39
2366,12.06
2367,12.50
2368,12.67
2369,12.50
2370,12.11
2371,11.33
2372,10.17
2373,9.50
2374,9.00
2375,8.50
2376,8.06
2377,7.67
2378,7.33
2379,7.00
2380,6.72
2381,6.56
2382,6.28
2383,6.28
2384,6.89
2385,7.83
2386,8.83
2387,9.83
2388,10.67
2389,11.50
2390,12.11
2391,12.56
2392,12.78
2393,12.61
2394,12.22
2395,11.44
2396,10.33
2397,9.56
2398,9.06
2399,8.61
2400,8.17
2401,7.78
2402,7.39
2403,7.06
2404,6.78
2405,6.61
2406,6.33
2407,6.39
2408,6.94
2409,7.89
2410,8.89
2411,9.94
2412,10.78
2413,11.67
2414,12.28
2415,12.78
2416,12.94
2417,12.78
2418,12.39
2419,11.61
2420,10.44
2421,9.72
2422,9.22
2423,8.72
2424,8.28
2425,7.89
2426,7.50
2427,7.17
2428,6.89
2429,6.67
2430,6.44
2431,6.44
2432,7.06
2433,8.06
2434,9.06
2435,10.06
2436,10.94
2437,11.83
2438,12.44
2439,12.94
2440,13.11
2441,12.94
2442,12.56
2443,11.78
2444,10.61
2445,9.83
2446,9.33
2447,8.83
2448,8.39
2449,8.00
2450,7.61
2451,7.28
2452,7.00
2453,6.78
2454,6.50
2455,6.56
2456,7.22
2457,8.17
2458,9.22
2459,10.22
2460,11.11
2461,11.94
2462,12.61
2463,13.11
2464,13.28
2465,13.11
2466,12.72
2467,11.94
2468,10.78
2469,10.00
2470,9.44
2471,8.94
2472,8.50
2473,8.06
2474,7.67
2475,7.39
2476,7.11
2477,6.83
2478,6.61
2479,6.67
2480,7.33
2481,8.28
2482,9.33
2483,10.33
2484,11.17
2485,12.00
2486,12.67
2487,13.17
2488,13.33
2489,13.17
2490,12.78
2491,12.00
2492,10.89
2493,10.00
2494,9.50
2495,9.00
2496,8.56
2497,8.11
2498,7.72
2499,7.39
2500,7.17
2501,6.89
2502,6.67
2503,6.72
2504,7.39
2505,8.33
2506,9.39
2507,10.39
2508,11.28
2509,12.11
2510,12.78
2511,13.28
2512,13.39
2513,13.28
2514,12.89
2515,12.11
2516,10.94
2517,10.11
2518,9.61
2519,9.06
2520,8.61
2521,8.22
2522,7.83
2523,7.50
2524,7.22
2525,6.94
2526,6.72
2527,6.78
2528,7.50
2529,8.44
2530,9.44
2531,10.44
2532,11.33
2533,12.22
2534,12.83
2535,13.39
2536,13.50
2537,13.39
2538,13.00
2539,12.22
2540,11.06
2541,10.22
2542,9.67
2543,9.17
2544,8.72
2545,8.33
2546,7.89
2547,7.56
2548,7.28
2549,7.00
2550,6.78
2551,6.89
2552,7.61
2553,8.56
2554,9.56
2555,10.56
2556,11.44
2557,12.28
2558,12.89
2559,13.44
2560,13.61
2561,13.50
2562,13.11
2563,12.33
2564,11.17
2565,10.28
2566,9.72
2567,9.22
2568,8.78
2569,8.33
2570,7.94
2571,7.61
2572,7.33
2573,7.00
2574,6.78
2575,6.94
2576,7.67
2577,8.61
2578,9.61
2579,10.61
2580,11.56
2581,12.39
2582,13.00
2583,13.56
2584,13.67
2585,13.61
2586,13.22
2587,12.44
2588,11.28
2589,10.39
2590,9.83
2591,9.28
2592,8.83
2593,8.39
2594,8.00
2595,7.67
2596,7.39
2597,7.06
2598,6.83
2599,7.00
2600,7.78
2601,8.72
2602,9.72
2603,10.72
2604,11.61
2605,12.50
2606,13.11
2607,13.67
2608,13.78
2609,13.67
2610,13.33
2611,12.61
2612,11.44
2613,10.56
2614,9.94
2615,9.44
2616,8.94
2617,8.50
2618,8.11
2619,7.78
2620,7.50
2621,7.17
2622,6.94
2623,7.11
2624,7.89
2625,8.83
2626,9.89
2627,10.83
2628,11.72
2629,12.61
2630,13.28
2631,13.83
2632,13.89
2633,13.78
2634,13.39
2635,12.67
2636,11.50
2637,10.61
2638,10.06
2639,9.50
2640,9.00
2641,8.61
2642,8.17
2643,7.83
2644,7.56
2645,7.28
2646,7.06
2647,7.22
2648,8.00
2649,8.94
2650,10.00
2651,10.94
2652,11.89
2653,12.78
2654,13.39
2655,13.94
2656,14.06
2657,13.94
2658,13.61
2659,12.89
2660,11.72
2661,10.78
2662,10.17
2663,9.61
2664,9.11
2665,8.67
2666,8.28
2667,7.94
2668,7.67
2669,7.39
2670,7.17
2671,7.39
2672,8.17
2673,9.11
2674,10.11
2675,11.11
2676,12.00
2677,12.89
2678,13.50
2679,14.06
2680,14.11
2681,14.06
2682,13.67
2683,13.00
2684,11.78
2685,10.89
2686,10.28
2687,9.67
2688,9.17
2689,8.72
2690,8.33
2691,8.00
2692,7.67
2693,7.39
2694,7.22
2695,7.44
2696,8.22
2697,9.17
2698,10.22
2699,11.22
2700,12.17
2701,13.06
2702,13.67
2703,14.22
2704,14.28
2705,14.22
2706,13.83
2707,13.11
2708,11.89
2709,10.94
2710,10.33
2711,9.72
2712,9.22
2713,8.83
2714,8.33
2715,8.00
2716,7.72
2717,7.44
2718,7.22
2719,7.44
2720,8.28
2721,9.28
2722,10.28
2723,11.28
2724,12.22
2725,13.11
2726,13.72
2727,14.28
2728,14.33
2729,14.28
2730,13.89
2731,13.17
2732,12.00
2733,11.00
2734,10.39
2735,9.83
2736,9.33
2737,8.89
2738,8.44
2739,8.11
2740,7.83
2741,7.56
2742,7.33
2743,7.56
2744,8.39
2745,9.33
2746,10.39
2747,11.33
2748,12.33
2749,13.17
2750,13.83
2751,14.33
2752,14.44
2753,14.39
2754,14.00
2755,13.28
2756,12.11
2757,11.11
2758,10.44
2759,9.89
2760,9.39
2761,8.94
2762,8.56
2763,8.17
2764,7.89
2765,7.61
2766,7.44
2767,7.67
2768,8.50
2769,9.44
2770,10.50
2771,11.44
2772,12.39
2773,13.22
2774,13.89
2775,14.39
2776,14.50
2777,14.44
2778,14.06
2779,13.33
2780,12.17
2781,11.17
2782,10.50
2783,9.94
2784,9.44
2785,9.00
2786,8.56
2787,8.22
2788,7.94
2789,7.72
2790,7.50
2791,7.78
2792,8.61
2793,9.56
2794,10.56
2795,11.56
2796,12.56
2797,13.33
2798,14.00
2799,14.50
2800,14.61
2801,14.50
2802,14.11
2803,13.44
2804,12.22
2805,11.22
2806,10.56
2807,10.00
2808,9.50
2809,9.06
2810,8.61
2811,8.28
2812,8.00
2813,7.78
2814,7.61
2815,7.89
2816,8.67
2817,9.61
2818,10.61
2819,11.61
2820,12.56
2821,13.39
2822,14.06
2823,14.50
2824,14.61
2825,14.56
2826,14.17
2827,13.44
2828,12.28
2829,11.22
2830,10.56
2831,10.06
2832,9.56
2833,9.11
2834,8.72
2835,8.33
2836,8.06
2837,7.83
2838,7.67
2839,7.94
2840,8.78
2841,9.72
2842,10.72
2843,11.72
2844,12.67
2845,13.50
2846,14.11
2847,14.56
2848,14.72
2849,14.61
2850,14.28
2851,13.50
2852,12.33
2853,11.28
2854,10.67
2855,10.11
2856,9.61
2857,9.17
2858,8.78
2859,8.39
2860,8.11
2861,7.89
2862,7.72
2863,8.00
2864,8.83
2865,9.78
2866,10.83
2867,11.83
2868,12.78
2869,13.56
2870,14.28
2871,14.67
2872,14.83
2873,14.78
2874,14.39
2875,13.67
2876,12.44
2877,11.39
2878,10.72
2879,10.22
2880,9.67
2881,9.28
2882,8.83
2883,8.44
2884,8.17
2885,7.94
2886,7.78
2887,8.06
2888,8.94
2889,9.89
2890,10.89
2891,11.89
2892,12.83
2893,13.67
2894,14.33
2895,14.78
2896,14.94
2897,14.83
2898,14.50
2899,13.78
2900,12.61
2901,11.50
2902,10.83
2903,10.28
2904,9.78
2905,9.33
2906,8.89
2907,8.56
2908,8.22
2909,8.00
2910,7.83
2911,8.17
2912,9.00
2913,9.94
2914,11.00
2915,11.94
2916,12.94
2917,13.72
2918,14.44
2919,14.83
2920,15.00
2921,14.94
2922,14.61
2923,13.83
2924,12.67
2925,11.56
2926,10.94
2927,10.39
2928,9.89
2929,9.44
2930,9.00
2931,8.67
2932,8.33
2933,8.11
2934,7.94
2935,8.28
2936,9.11
2937,10.06
2938,11.11
2939,12.06
2940,13.06
2941,13.83
2942,14.56
2943,14.94
2944,15.11
2945,15.06
2946,14.67
2947,13.94
2948,12.78
2949,11.67
2950,11.00
2951,10.44
2952,9.94
2953,9.50
2954,9.06
2955,8.72
2956,8.39
2957,8.17
2958,8.06
2959,8.39
2960,9.22
2961,10.17
2962,11.11
2963,12.11
2964,13.06
2965,13.89
2966,14.56
2967,15.00
2968,15.22
2969,15.11
2970,14.72
2971,14.00
2972,12.89
2973,11.72
2974,11.00
2975,10.50
2976,10.00
2977,9.56
2978,9.11
2979,8.78
2980,8.44
2981,8.22
2982,8.06
2983,8.44
2984,9.28
2985,10.22
2986,11.22
2987,12.22
2988,13.11
2989,13.94
2990,14.67
2991,15.06
2992,15.33
2993,15.28
2994,14.89
2995,14.11
2996,13.00
2997,11.83
2998,11.11
2999,10.56
3000,10.06
3001,9.61
3002,9.17
3003,8.83
3004,8.50
3005,8.28
3006,8.17
3007,8.50
3008,9.33
3009,10.28
3010,11.28
3011,12.28
3012,13.22
3013,14.06
3014,14.78
3015,15.17
3016,15.39
3017,15.33
3018,15.00
3019,14.22
3020,13.06
3021,11.89
3022,11.17
3023,10.67
3024,10.17
3025,9.72
3026,9.28
3027,8.94
3028,8.61
3029,8.39
3030,8.28
3031,8.61
3032,9.44
3033,10.39
3034,11.39
3035,12.39
3036,13.28
3037,14.11
3038,14.83
3039,15.28
3040,15.56
3041,15.50
3042,15.11
3043,14.33
3044,13.22
3045,12.00
3046,11.28
3047,10.78
3048,10.22
3049,9.78
3050,9.33
3051,9.00
3052,8.72
3053,8.44
3054,8.33
3055,8.78
3056,9.56
3057,10.50
3058,11.50
3059,12.50
3060,13.39
3061,14.22
3062,14.94
3063,15.39
3064,15.61
3065,15.61
3066,15.28
3067,14.50
3068,13.33
3069,12.11
3070,11.44
3071,10.89
3072,10.33
3073,9.89
3074,9.44
3075,9.11
3076,8.83
3077,8.56
3078,8.44
3079,8.83
3080,9.67
3081,10.61
3082,11.61
3083,12.61
3084,13.56
3085,14.33
3086,15.11
3087,15.56
3088,15.83
3089,15.83
3090,15.50
3091,14.72
3092,13.56
3093,12.28
3094,11.56
3095,11.00
3096,10.44
3097,10.00
3098,9.56
3099,9.22
3100,8.89
3101,8.61
3102,8.50
3103,8.94
3104,9.78
3105,10.72
3106,11.72
3107,12.78
3108,13.72
3109,14.50
3110,15.28
3111,15.72
3112,16.00
3113,16.00
3114,15.67
3115,14.89
3116,13.72
3117,12.44
3118,11.72
3119,11.17
3120,10.61
3121,10.11
3122,9.67
3123,9.33
3124,9.00
3125,8.72
3126,8.61
3127,9.06
3128,9.89
3129,10.83
3130,11.83
3131,12.89
3132,13.83
3133,14.67
3134,15.39
3135,15.83
3136,16.11
3137,16.17
3138,15.83
3139,15.06
3140,13.89
3141,12.61
3142,11.83
3143,11.28
3144,10.72
3145,10.28
3146,9.83
3147,9.44
3148,9.11
3149,8.83
3150,8.72
3151,9.22
3152,10.00
3153,10.94
3154,12.00
3155,13.00
3156,13.89
3157,14.72
3158,15.44
3159,15.94
3160,16.17
3161,16.22
3162,15.89
3163,15.11
3164,14.00
3165,12.67
3166,11.94
3167,11.39
3168,10.83
3169,10.33
3170,9.89
3171,9.56
3172,9.22
3173,8.94
3174,8.83
3175,9.28
3176,10.11
3177,11.06
3178,12.06
3179,13.06
3180,13.94
3181,14.78
3182,15.50
3183,16.00
3184,16.28
3185,16.28
3186,15.94
3187,15.17
3188,14.06
3189,12.72
3190,12.00
3191,11.44
3192,10.89
3193,10.39
3194,9.94
3195,9.61
3196,9.28
3197,9.00
3198,8.83
3199,9.39
3200,10.17
3201,11.11
3202,12.11
3203,13.17
3204,14.06
3205,14.89
3206,15.61
3207,16.17
3208,16.39
3209,16.44
3210,16.06
3211,15.33
3212,14.22
3213,12.89
3214,12.11
3215,11.56
3216,11.00
3217,10.56
3218,10.11
3219,9.72
3220,9.39
3221,9.11
3222,8.94
3223,9.50
3224,10.28
3225,11.22
3226,12.22
3227,13.28
3228,14.22
3229,15.06
3230,15.78
3231,16.28
3232,16.50
3233,16.56
3234,16.17
3235,15.44
3236,14.33
3237,13.00
3238,12.28
3239,11.72
3240,11.17
3241,10.67
3242,10.22
3243,9.83
3244,9.50
3245,9.22
3246,9.11
3247,9.67
3248,10.44
3249,11.39
3250,12.39
3251,13.44
3252,14.39
3253,15.28
3254,16.00
3255,16.56
3256,16.78
3257,16.78
3258,16.39
3259,15.72
3260,14.61
3261,13.28
3262,12.50
3263,11.94
3264,11.39
3265,10.89
3266,10.39
3267,10.00
3268,9.67
3269,9.39
3270,9.28
3271,9.83
3272,10.67
3273,11.67
3274,12.67
3275,13.72
3276,14.67
3277,15.56
3278,16.33
3279,16.83
3280,17.06
3281,17.11
3282,16.72
3283,16.00
3284,14.89
3285,13.50
3286,12.72
3287,12.17
3288,11.61
3289,11.06
3290,10.56
3291,10.17
3292,9.83
3293,9.56
3294,9.44
3295,10.00
3296,10.83
3297,11.78
3298,12.83
3299,13.89
3300,14.83
3301,15.72
3302,16.50
3303,17.00
3304,17.22
3305,17.28
3306,16.89
3307,16.22
3308,15.11
3309,13.67
3310,12.89
3311,12.28
3312,11.72
3313,11.17
3314,10.72
3315,10.33
3316,10.00
3317,9.72
3318,9.61
3319,10.17
3320,11.00
3321,11.94
3322,12.94
3323,14.00
3324,14.94
3325,15.83
3326,16.61
3327,17.11
3328,17.39
3329,17.44
3330,17.06
3331,16.39
3332,15.22
3333,13.83
3334,13.00
3335,12.39
3336,11.83
3337,11.28
3338,10.83
3339,10.44
3340,10.11
3341,9.83
3342,9.72
3343,10.28
3344,11.06
3345,12.00
3346,13.00
3347,14.11
3348,15.06
3349,15.94
3350,16.72
3351,17.22
3352,17.50
3353,17.56
3354,17.11
3355,16.44
3356,15.39
3357,14.00
3358,13.11
3359,12.56
3360,11.94
3361,11.39
3362,10.94
3363,10.56
3364,10.22
3365,9.94
3366,9.83
3367,10.39
3368,11.17
3369,12.17
3370,13.17
3371,14.22
3372,15.22
3373,16.06
3374,16.89
3375,17.39
3376,17.67
3377,17.72
3378,17.33
3379,16.61
3380,15.50
3381,14.11
3382,13.28
3383,12.67
3384,12.06
3385,11.56
3386,11.11
3387,10.67
3388,10.33
3389,10.06
3390,9.94
3391,10.50
3392,11.33
3393,12.28
3394,13.28
3395,14.33
3396,15.33
3397,16.22
3398,17.00
3399,17.50
3400,17.78
3401,17.78
3402,17.39
3403,16.72
3404,15.61
3405,14.22
3406,13.39
3407,12.78
3408,12.22
3409,11.67
3410,11.22
3411,10.78
3412,10.44
3413,10.17
3414,10.06
3415,10.61
3416,11.44
3417,12.39
3418,13.33
3419,14.44
3420,15.44
3421,16.28
3422,17.11
3423,17.61
3424,17.83
3425,17.89
3426,17.44
3427,16.83
3428,15.72
3429,14.33
3430,13.50
3431,12.89
3432,12.33
3433,11.78
3434,11.33
3435,10.94
3436,10.56
3437,10.33
3438,10.17
3439,10.78
3440,11.56
3441,12.50
3442,13.44
3443,14.50
3444,15.50
3445,16.39
3446,17.17
3447,17.67
3448,17.83
3449,17.94
3450,17.50
3451,16.89
3452,15.78
3453,14.39
3454,13.61
3455,12.94
3456,12.39
3457,11.83
3458,11.39
3459,11.00
3460,10.67
3461,10.39
3462,10.28
3463,10.89
3464,11.67
3465,12.67
3466,13.56
3467,14.61
3468,15.61
3469,16.44
3470,17.22
3471,17.72
3472,17.94
3473,18.00
3474,17.56
3475,16.94
3476,15.83
3477,14.50
3478,13.67
3479,13.06
3480,12.50
3481,11.94
3482,11.50
3483,11.11
3484,10.72
3485,10.50
3486,10.39
3487,11.00
3488,11.78
3489,12.78
3490,13.72
3491,14.78
3492,15.78
3493,16.61
3494,17.39
3495,17.89
3496,18.11
3497,18.17
3498,17.72
3499,17.11
3500,16.06
3501,14.67
3502,13.83
3503,13.22
3504,12.67
3505,12.11
3506,11.67
3507,11.22
3508,10.89
3509,10.61
3510,10.50
3511,11.11
3512,11.94
3513,12.89
3514,13.83
3515,14.89
3516,15.89
3517,16.78
3518,17.56
3519,18.11
3520,18.33
3521,18.33
3522,17.94
3523,17.39
3524,16.28
3525,14.89
3526,14.00
3527,13.39
3528,12.83
3529,12.22
3530,11.83
3531,11.39
3532,11.00
3533,10.72
3534,10.61
3535,11.22
3536,12.06
3537,13.06
3538,14.00
3539,15.06
3540,16.06
3541,16.94
3542,17.72
3543,18.28
3544,18.50
3545,18.56
3546,18.17
3547,17.56
3548,16.44
3549,15.06
3550,14.17
3551,13.50
3552,13.00
3553,12.39
3554,11.94
3555,11.56
3556,11.17
3557,10.89
3558,10.78
3559,11.39
3560,12.17
3561,13.17
3562,14.11
3563,15.17
3564,16.11
3565,17.00
3566,17.83
3567,18.33
3568,18.56
3569,18.61
3570,18.22
3571,17.67
3572,16.56
3573,15.11
3574,14.22
3575,13.61
3576,13.00
3577,12.50
3578,12.00
3579,11.61
3580,11.22
3581,10.94
3582,10.89
3583,11.44
3584,12.22
3585,13.22
3586,14.17
3587,15.22
3588,16.17
3589,17.06
3590,17.83
3591,18.33
3592,18.61
3593,18.61
3594,18.28
3595,17.67
3596,16.56
3597,15.17
3598,14.22
3599,13.61
3600,13.06
3601,12.50
3602,12.06
3603,11.67
3604,11.28
3605,11.00
3606,10.94
3607,11.50
3608,12.28
3609,13.22
3610,14.17
3611,15.22
3612,16.11
3613,17.00
3614,17.72
3615,18.22
3616,18.50
3617,18.50
3618,18.22
3619,17.61
3620,16.56
3621,15.17
3622,14.22
3623,13.56
3624,13.06
3625,12.50
3626,12.06
3627,11.67
3628,11.33
3629,11.06
3630,10.94
3631,11.50
3632,12.22
3633,13.17
3634,14.06
3635,15.11
3636,16.00
3637,16.83
3638,17.61
3639,18.11
3640,18.39
3641,18.39
3642,18.11
3643,17.50
3644,16.44
3645,15.11
3646,14.17
3647,13.56
3648,13.00
3649,12.50
3650,12.06
3651,11.67
3652,11.33
3653,11.06
3654,10.94
3655,11.56
3656,12.28
3657,13.22
3658,14.06
3659,15.11
3660,16.06
3661,16.89
3662,17.61
3663,18.11
3664,18.39
3665,18.39
3666,18.11
3667,17.50
3668,16.44
3669,15.11
3670,14.22
3671,13.56
3672,13.00
3673,12.50
3674,12.06
3675,11.72
3676,11.39
3677,11.06
3678,11.00
3679,11.56
3680,12.33
3681,13.28
3682,14.17
3683,15.22
3684,16.11
3685,16.94
3686,17.67
3687,18.17
3688,18.39
3689,18.39
3690,18.11
3691,17.50
3692,16.50
3693,15.17
3694,14.22
3695,13.61
3696,13.06
3697,12.56
3698,12.11
3699,11.72
3700,11.39
3701,11.11
3702,11.00
3703,11.61
3704,12.39
3705,13.33
3706,14.22
3707,15.28
3708,16.22
3709,17.00
3710,17.78
3711,18.28
3712,18.50
3713,18.44
3714,18.22
3715,17.61
3716,16.56
3717,15.17
3718,14.28
3719,13.61
3720,13.11
3721,12.61
3722,12.11
3723,11.78
3724,11.44
3725,11.11
3726,11.06
3727,11.67
3728,12.44
3729,13.33
3730,14.28
3731,15.33
3732,16.28
3733,17.11
3734,17.83
3735,18.33
3736,18.56
3737,18.50
3738,18.22
3739,17.61
3740,16.61
3741,15.28
3742,14.33
3743,13.72
3744,13.11
3745,12.61
3746,12.11
3747,11.83
3748,11.44
3749,11.17
3750,11.11
3751,11.72
3752,12.50
3753,13.39
3754,14.28
3755,15.33
3756,16.28
3757,17.11
3758,17.83
3759,18.39
3760,18.61
3761,18.61
3762,18.33
3763,17.72
3764,16.72
3765,15.33
3766,14.39
3767,13.72
3768,13.17
3769,12.67
3770,12.17
3771,11.89
3772,11.50
3773,11.22
3774,11.17
3775,11.78
3776,12.50
3777,13.44
3778,14.33
3779,15.39
3780,16.28
3781,17.11
3782,17.83
3783,18.44
3784,18.67
3785,18.61
3786,18.33
3787,17.72
3788,16.72
3789,15.39
3790,14.39
3791,13.78
3792,13.17
3793,12.67
3794,12.17
3795,11.83
3796,11.50
3797,11.22
3798,11.17
3799,11.72
3800,12.50
3801,13.39
3802,14.28
3803,15.33
3804,16.22
3805,17.06
3806,17.83
3807,18.39
3808,18.67
3809,18.61
3810,18.33
3811,17.72
3812,16.78
3813,15.39
3814,14.39
3815,13.78
3816,13.17
3817,12.67
3818,12.17
3819,11.89
3820,11.50
3821,11.22
3822,11.22
3823,11.78
3824,12.50
3825,13.39
3826,14.28
3827,15.33
3828,16.28
3829,17.06
3830,17.89
3831,18.44
3832,18.72
3833,18.67
3834,18.39
3835,17.78
3836,16.83
3837,15.44
3838,14.44
3839,13.78
3840,13.17
3841,12.72
3842,12.22
3843,11.89
3844,11.56
3845,11.28
3846,11.22
3847,11.78
3848,12.56
3849,13.39
3850,14.33
3851,15.33
3852,16.28
3853,17.11
3854,17.89
3855,18.44
3856,18.72
3857,18.72
3858,18.44
3859,17.83
3860,16.83
3861,15.44
3862,14.44
3863,13.83
3864,13.22
3865,12.72
3866,12.22
3867,11.94
3868,11.61
3869,11.33
3870,11.33
3871,11.83
3872,12.56
3873,13.44
3874,14.33
3875,15.33
3876,16.28
3877,17.11
3878,17.89
3879,18.44
3880,18.72
3881,18.72
3882,18.44
3883,17.83
3884,16.89
3885,15.50
3886,14.50
3887,13.83
3888,13.22
3889,12.78
3890,12.22
3891,11.94
3892,11.61
3893,11.39
3894,11.33
3895,11.89
3896,12.61
3897,13.44
3898,14.33
3899,15.39
3900,16.33
3901,17.17
3902,17.94
3903,18.50
3904,18.83
3905,18.83
3906,18.56
3907,17.89
3908,17.00
3909,15.61
3910,14.56
3911,13.89
3912,13.28
3913,12.78
3914,12.28
3915,11.94
3916,11.67
3917,11.39
3918,11.33
3919,11.94
3920,12.67
3921,13.56
3922,14.44
3923,15.50
3924,16.44
3925,17.28
3926,18.11
3927,18.67
3928,19.00
3929,19.00
3930,18.72
3931,18.11
3932,17.17
3933,15.78
3934,14.78
3935,14.06
3936,13.44
3937,12.89
3938,12.39
3939,12.06
3940,11.72
3941,11.50
3942,11.44
3943,12.00
3944,12.78
3945,13.67
3946,14.61
3947,15.67
3948,16.61
3949,17.44
3950,18.28
3951,18.89
3952,19.22
3953,19.22
3954,18.94
3955,18.33
3956,17.39
3957,16.00
3958,14.89
3959,14.22
3960,13.56
3961,13.06
3962,12.50
3963,12.17
3964,11.83
3965,11.56
3966,11.50
3967,12.11
3968,12.83
3969,13.78
3970,14.72
3971,15.72
3972,16.72
3973,17.56
3974,18.39
3975,19.00
3976,19.33
3977,19.39
3978,19.11
3979,18.50
3980,17.50
3981,16.06
3982,15.00
3983,14.28
3984,13.61
3985,13.11
3986,12.56
3987,12.28
3988,11.89
3989,11.67
3990,11.61
3991,12.17
3992,12.94
3993,13.83
3994,14.83
3995,15.83
3996,16.89
3997,17.72
3998,18.56
3999,19.17
4000,19.50
4001,19.56
4002,19.28
4003,18.67
4004,17.67
4005,16.22
4006,15.11
4007,14.39
4008,13.78
4009,13.28
4010,12.72
4011,12.39
4012,12.00
4013,11.72
4014,11.67
4015,12.28
4016,13.06
4017,14.00
4018,15.00
4019,16.00
4020,17.06
4021,17.94
4022,18.78
4023,19.33
4024,19.72
4025,19.78
4026,19.50
4027,18.89
4028,17.89
4029,16.39
4030,15.28
4031,14.56
4032,13.89
4033,13.39
4034,12.83
4035,12.44
4036,12.11
4037,11.83
4038,11.78
4039,12.39
4040,13.22
4041,14.17
4042,15.17
4043,16.17
4044,17.22
4045,18.17
4046,19.00
4047,19.61
4048,20.00
4049,20.11
4050,19.78
4051,19.17
4052,18.17
4053,16.61
4054,15.50
4055,14.78
4056,14.06
4057,13.56
4058,13.00
4059,12.61
4060,12.22
4061,12.00
4062,11.94
4063,12.56
4064,13.39
4065,14.28
4066,15.28
4067,16.33
4068,17.39
4069,18.28
4070,19.17
4071,19.78
4072,20.11
4073,20.22
4074,20.00
4075,19.39
4076,18.39
4077,16.83
4078,15.67
4079,14.94
4080,14.28
4081,13.72
4082,13.17
4083,12.78
4084,12.39
4085,12.11
4086,12.06
4087,12.67
4088,13.50
4089,14.44
4090,15.44
4091,16.44
4092,17.50
4093,18.44
4094,19.33
4095,19.94
4096,20.33
4097,20.44
4098,20.17
4099,19.56
4100,18.56
4101,17.00
4102,15.83
4103,15.06
4104,14.39
4105,13.83
4106,13.28
4107,12.83
4108,12.44
4109,12.17
4110,12.11
4111,12.78
4112,13.61
4113,14.56
4114,15.56
4115,16.61
4116,17.67
4117,18.61
4118,19.50
4119,20.06
4120,20.39
4121,20.56
4122,20.28
4123,19.67
4124,18.67
4125,17.11
4126,15.94
4127,15.17
4128,14.50
4129,13.94
4130,13.39
4131,12.94
4132,12.56
4133,12.28
4134,12.22
4135,12.89
4136,13.72
