Timestamp,Meter_1.csv-V_A,Meter_1.csv-V_B,Meter_1.csv-V_C,Meter_2.csv-V_A,Meter_2.csv-V_B,Meter_2.csv-V_C,Meter_3.csv-V_A,Meter_3.csv-V_B,Meter_3.csv-V_C,Meter_4.csv-V_A,Meter_4.csv-V_B,Meter_4.csv-V_C,Meter_5.csv-V_A,Meter_5.csv-V_B,Meter_5.csv-V_C,Meter_6.csv-V_A,Meter_6.csv-V_B,Meter_6.csv-V_C,Meter_7.csv-V_A,Meter_7.csv-V_B,Meter_7.csv-V_C,Meter_8.csv-V_A,Meter_8.csv-V_B,Meter_8.csv-V_C,Meter_9.csv-V_A,Meter_9.csv-V_B,Meter_9.csv-V_C,Meter_10.csv-V_A,Meter_10.csv-V_B,Meter_10.csv-V_C,Meter_11.csv-V_A,Meter_11.csv-V_B,Meter_11.csv-V_C,Meter_12.csv-V_A,Meter_12.csv-V_B,Meter_12.csv-V_C,Meter_13.csv-V_A,Meter_13.csv-V_B,Meter_13.csv-V_C,Meter_14.csv-V_A,Meter_14.csv-V_B,Meter_14.csv-V_C,Meter_15.csv-V_A,Meter_15.csv-V_B,Meter_15.csv-V_C,Meter_16.csv-V_A,Meter_16.csv-V_B,Meter_16.csv-V_C,Meter_17.csv-V_A,Meter_17.csv-V_B,Meter_17.csv-V_C,Meter_18.csv-V_A,Meter_18.csv-V_B,Meter_18.csv-V_C,Meter_19.csv-V_A,Meter_19.csv-V_B,Meter_19.csv-V_C,Meter_20.csv-V_A,Meter_20.csv-V_B,Meter_20.csv-V_C,Meter_21.csv-V_A,Meter_21.csv-V_B,Meter_21.csv-V_C,Meter_22.csv-V_A,Meter_22.csv-V_B,Meter_22.csv-V_C
2014-04-18 16:00:00 EDT,4.9275,4.9327,4.9342,0,4.9326,0,0,4.9326,0,0,4.9326,0,0,4.9326,0,4.9274,0,0,4.9275,4.9326,4.9342,4.9275,0,0,4.9274,0,0,4.9274,0,0,0,0,4.9341,128.0146,128.149,128.1867,4.9275,4.9327,4.9342,4.9275,4.9326,4.9342,4.9275,4.9326,4.9342,4.9276,0,4.9341,0,0,4.9274,4.9274,0,0,4.9275,4.9326,4.9342,4.9275,4.9327,4.9342,0,0,4.9342,0,0,4.9341
2014-04-18 17:00:00 EDT,4.8992,4.92,4.9179,0,4.9199,0,0,4.9199,0,0,4.9199,0,0,4.9199,0,4.8991,0,0,4.8992,4.9199,4.9179,4.8992,0,0,4.8991,0,0,4.899,0,0,0,0,4.9179,127.2781,127.819,127.763,4.8992,4.92,4.9179,4.8992,4.9199,4.9179,4.8992,4.9199,4.9179,4.8992,0,4.9178,0,0,4.8991,4.899,0,0,4.8992,4.9199,4.9179,4.8992,4.92,4.9179,0,0,4.9179,0,0,4.9178
2014-04-18 18:00:00 EDT,4.9022,4.915,4.913,0,4.915,0,0,4.915,0,0,4.915,0,0,4.915,0,4.9021,0,0,4.9022,4.915,4.913,4.9022,0,0,4.9021,0,0,4.9021,0,0,0,0,4.913,127.3576,127.691,127.6371,4.9023,4.9151,4.913,4.9022,4.915,4.913,4.9022,4.915,4.913,4.9023,0,4.9129,0,0,4.9022,4.9021,0,0,4.9022,4.915,4.913,4.9022,4.915,4.913,0,0,4.913,0,0,4.913
2014-04-18 19:00:00 EDT,4.9311,4.9156,4.9084,0,4.9155,0,0,4.9155,0,0,4.9155,0,0,4.9155,0,4.931,0,0,4.9311,4.9155,4.9084,4.9311,0,0,4.931,0,0,4.931,0,0,0,0,4.9084,128.1083,127.704,127.516,4.9312,4.9156,4.9084,4.9311,4.9155,4.9084,4.9311,4.9155,4.9084,4.9312,0,4.9083,0,0,4.9311,4.931,0,0,4.9311,4.9155,4.9084,4.9312,4.9156,4.9084,0,0,4.9084,0,0,4.9083
2014-04-18 20:00:00 EDT,4.9477,4.9107,4.9099,0,4.9107,0,0,4.9107,0,0,4.9107,0,0,4.9107,0,4.9476,0,0,4.9477,4.9107,4.9099,4.9476,0,0,4.9475,0,0,4.9475,0,0,0,0,4.9099,128.5378,127.579,127.5562,4.9477,4.9108,4.9099,4.9476,4.9107,4.9099,4.9476,4.9107,4.9099,4.9477,0,4.9098,0,0,4.9476,4.9475,0,0,4.9476,4.9107,4.9099,4.9477,4.9107,4.9099,0,0,4.9099,0,0,4.9099
2014-04-18 21:00:00 EDT,4.975,4.8961,4.9015,0,4.896,0,0,4.896,0,0,4.8961,0,0,4.896,0,4.9749,0,0,4.975,4.8961,4.9015,4.975,0,0,4.9749,0,0,4.9748,0,0,0,0,4.9015,129.248,127.199,127.3379,4.975,4.8961,4.9015,4.975,4.8961,4.9015,4.975,4.8961,4.9015,4.9751,0,4.9014,0,0,4.975,4.9748,0,0,4.975,4.8961,4.9015,4.975,4.8961,4.9015,0,0,4.9015,0,0,4.9015
2014-04-18 22:00:00 EDT,4.9868,4.9084,4.8972,0,4.9084,0,0,4.9084,0,0,4.9084,0,0,4.9084,0,4.9867,0,0,4.9868,4.9084,4.8972,4.9868,0,0,4.9867,0,0,4.9867,0,0,0,0,4.8972,129.5561,127.519,127.2271,4.9869,4.9085,4.8972,4.9868,4.9084,4.8972,4.9868,4.9084,4.8972,4.9869,0,4.8972,0,0,4.9868,4.9867,0,0,4.9868,4.9084,4.8972,4.9869,4.9084,4.8972,0,0,4.8972,0,0,4.8972
2014-04-18 23:00:00 EDT,4.9942,4.9055,4.9008,0,4.9054,0,0,4.9054,0,0,4.9054,0,0,4.9054,0,4.9941,0,0,4.9942,4.9054,4.9008,4.9942,0,0,4.9941,0,0,4.994,0,0,0,0,4.9008,129.7467,127.442,127.3194,4.9942,4.9055,4.9008,4.9942,4.9054,4.9008,4.9942,4.9054,4.9008,4.9942,0,4.9007,0,0,4.9941,4.994,0,0,4.9942,4.9054,4.9008,4.9942,4.9055,4.9008,0,0,4.9008,0,0,4.9008
2014-04-19 00:00:00 EDT,5.0058,4.905,4.8962,0,4.905,0,0,4.905,0,0,4.905,0,0,4.905,0,5.0058,0,0,5.0058,4.905,4.8962,5.0058,0,0,5.0057,0,0,5.0058,0,0,0,0,4.8962,130.0492,127.431,127.2005,5.0059,4.9051,4.8962,5.0058,4.905,4.8962,5.0058,4.905,4.8962,5.0059,0,4.8961,0,0,5.0058,5.0057,0,0,5.0058,4.905,4.8962,5.0059,4.905,4.8962,0,0,4.8962,0,0,4.8962
2014-04-19 01:00:00 EDT,5.0013,4.9141,4.9049,0,4.914,0,0,4.914,0,0,4.9141,0,0,4.914,0,5.0012,0,0,5.0013,4.9141,4.9049,5.0013,0,0,5.0012,0,0,5.0012,0,0,0,0,4.9049,129.9315,127.666,127.4257,5.0013,4.9141,4.9049,5.0013,4.914,4.9049,5.0013,4.914,4.9049,5.0014,0,4.9048,0,0,5.0013,5.0012,0,0,5.0013,4.914,4.9049,5.0013,4.9141,4.9048,0,0,4.9049,0,0,4.9048
2014-04-19 02:00:00 EDT,4.9995,4.9264,4.9225,0,4.9263,0,0,4.9263,0,0,4.9264,0,0,4.9263,0,4.9994,0,0,4.9995,4.9264,4.9225,4.9995,0,0,4.9994,0,0,4.9994,0,0,0,0,4.9225,129.8852,127.986,127.8842,4.9996,4.9264,4.9225,4.9995,4.9263,4.9225,4.9995,4.9263,4.9225,4.9996,0,4.9225,0,0,4.9995,4.9994,0,0,4.9995,4.9264,4.9225,4.9995,4.9264,4.9225,0,0,4.9225,0,0,4.9225
2014-04-19 03:00:00 EDT,4.9875,4.928,4.9208,0,4.928,0,0,4.928,0,0,4.928,0,0,4.928,0,4.9874,0,0,4.9875,4.928,4.9208,4.9875,0,0,4.9874,0,0,4.9874,0,0,0,0,4.9208,129.5725,128.028,127.8391,4.9875,4.9281,4.9208,4.9875,4.928,4.9208,4.9875,4.928,4.9208,4.9876,0,4.9207,0,0,4.9874,4.9874,0,0,4.9875,4.928,4.9208,4.9875,4.928,4.9207,0,0,4.9208,0,0,4.9208
2014-04-19 04:00:00 EDT,5.0119,4.9498,4.9273,0,4.9497,0,0,4.9497,0,0,4.9498,0,0,4.9497,0,5.0118,0,0,5.0119,4.9498,4.9273,5.0119,0,0,5.0118,0,0,5.0118,0,0,0,0,4.9273,130.2063,128.594,128.0089,5.0119,4.9498,4.9273,5.0119,4.9498,4.9273,5.0119,4.9498,4.9273,5.0119,0,4.9273,0,0,5.0118,5.0118,0,0,5.0119,4.9498,4.9273,5.0119,4.9498,4.9273,0,0,4.9273,0,0,4.9273
2014-04-19 05:00:00 EDT,4.9734,4.9488,4.9434,0,4.9487,0,0,4.9487,0,0,4.9488,0,0,4.9487,0,4.9733,0,0,4.9734,4.9487,4.9434,4.9734,0,0,4.9733,0,0,4.9733,0,0,0,0,4.9434,129.2064,128.567,128.4257,4.9734,4.9488,4.9434,4.9734,4.9487,4.9434,4.9734,4.9487,4.9434,4.9735,0,4.9433,0,0,4.9734,4.9733,0,0,4.9734,4.9487,4.9434,4.9734,4.9488,4.9433,0,0,4.9434,0,0,4.9433
2014-04-19 06:00:00 EDT,4.9457,4.9538,4.9396,0,4.9538,0,0,4.9538,0,0,4.9538,0,0,4.9538,0,4.9456,0,0,4.9457,4.9538,4.9396,4.9457,0,0,4.9456,0,0,4.9456,0,0,0,0,4.9396,128.4869,128.699,128.3287,4.9457,4.9539,4.9396,4.9457,4.9538,4.9396,4.9457,4.9538,4.9396,4.9458,0,4.9396,0,0,4.9456,4.9456,0,0,4.9457,4.9538,4.9396,4.9457,4.9538,4.9396,0,0,4.9396,0,0,4.9396
2014-04-19 07:00:00 EDT,4.9318,4.9256,4.9284,0,4.9255,0,0,4.9255,0,0,4.9256,0,0,4.9255,0,4.9317,0,0,4.9318,4.9256,4.9284,4.9318,0,0,4.9317,0,0,4.9317,0,0,0,0,4.9284,128.1245,127.965,128.0356,4.9318,4.9256,4.9284,4.9318,4.9255,4.9284,4.9318,4.9255,4.9284,4.9318,0,4.9283,0,0,4.9317,4.9316,0,0,4.9318,4.9255,4.9284,4.9318,4.9256,4.9283,0,0,4.9284,0,0,4.9284
2014-04-19 08:00:00 EDT,4.9138,4.9337,4.9134,0,4.9337,0,0,4.9337,0,0,4.9337,0,0,4.9337,0,4.9137,0,0,4.9138,4.9337,4.9134,4.9137,0,0,4.9136,0,0,4.9137,0,0,0,0,4.9134,127.6568,128.177,127.6486,4.9138,4.9338,4.9134,4.9137,4.9337,4.9134,4.9137,4.9337,4.9134,4.9138,0,4.9134,0,0,4.9137,4.9136,0,0,4.9138,4.9337,4.9134,4.9138,4.9338,4.9134,0,0,4.9134,0,0,4.9134
2014-04-19 09:00:00 EDT,4.9082,4.9682,4.9307,0,4.9682,0,0,4.9681,0,0,4.9682,0,0,4.9681,0,4.9081,0,0,4.9082,4.9682,4.9307,4.9082,0,0,4.9081,0,0,4.9081,0,0,0,0,4.9307,127.5114,129.072,128.0957,4.9082,4.9683,4.9307,4.9082,4.9682,4.9307,4.9082,4.9682,4.9307,4.9082,0,4.9306,0,0,4.9081,4.908,0,0,4.9082,4.9682,4.9307,4.9082,4.9682,4.9306,0,0,4.9307,0,0,4.9307
2014-04-19 10:00:00 EDT,4.9048,4.9862,4.9689,0,4.9862,0,0,4.9862,0,0,4.9862,0,0,4.9862,0,4.9047,0,0,4.9048,4.9862,4.9689,4.9048,0,0,4.9047,0,0,4.9047,0,0,0,0,4.9689,127.4246,129.54,129.0898,4.9048,4.9863,4.969,4.9048,4.9862,4.9689,4.9048,4.9862,4.9689,4.9049,0,4.9689,0,0,4.9048,4.9047,0,0,4.9048,4.9862,4.9689,4.9048,4.9862,4.9689,0,0,4.9689,0,0,4.9689
2014-04-19 11:00:00 EDT,4.909,5.0066,4.9707,0,5.0065,0,0,5.0065,0,0,5.0066,0,0,5.0065,0,4.9089,0,0,4.909,5.0065,4.9707,4.9089,0,0,4.9089,0,0,4.9089,0,0,0,0,4.9707,127.5321,130.069,129.137,4.909,5.0066,4.9708,4.909,5.0065,4.9707,4.909,5.0065,4.9707,4.909,0,4.9707,0,0,4.9089,4.9088,0,0,4.909,5.0065,4.9707,4.909,5.0066,4.9707,0,0,4.9707,0,0,4.9707
2014-04-19 12:00:00 EDT,4.9071,5.0143,4.9839,0,5.0143,0,0,5.0142,0,0,5.0143,0,0,5.0142,0,4.907,0,0,4.9071,5.0143,4.9839,4.9071,0,0,4.907,0,0,4.907,0,0,0,0,4.9839,127.4847,130.27,129.4799,4.9072,5.0144,4.984,4.9071,5.0143,4.9839,4.9071,5.0143,4.9839,4.9072,0,4.9839,0,0,4.9071,4.907,0,0,4.9071,5.0143,4.9839,4.9071,5.0143,4.9839,0,0,4.9839,0,0,4.9839
2014-04-19 13:00:00 EDT,4.9064,5.0093,4.9887,0,5.0093,0,0,5.0093,0,0,5.0093,0,0,5.0093,0,4.9063,0,0,4.9064,5.0093,4.9887,4.9063,0,0,4.9062,0,0,4.9063,0,0,0,0,4.9887,127.465,130.14,129.6036,4.9064,5.0094,4.9887,4.9064,5.0093,4.9887,4.9064,5.0093,4.9887,4.9064,0,4.9887,0,0,4.9063,4.9062,0,0,4.9064,5.0093,4.9887,4.9064,5.0093,4.9887,0,0,4.9887,0,0,4.9887
2014-04-19 14:00:00 EDT,4.898,5.0129,4.9969,0,5.0129,0,0,5.0129,0,0,5.0129,0,0,5.0129,0,4.8979,0,0,4.898,5.0129,4.9969,4.898,0,0,4.8979,0,0,4.8979,0,0,0,0,4.9969,127.2479,130.234,129.8171,4.898,5.013,4.9969,4.898,5.0129,4.9969,4.898,5.0129,4.9969,4.8981,0,4.9969,0,0,4.898,4.8979,0,0,4.898,5.0129,4.9969,4.898,5.0129,4.9969,0,0,4.9969,0,0,4.9969
2014-04-19 15:00:00 EDT,4.9126,4.9978,4.9865,0,4.9978,0,0,4.9978,0,0,4.9978,0,0,4.9978,0,4.9125,0,0,4.9126,4.9978,4.9865,4.9126,0,0,4.9125,0,0,4.9125,0,0,0,0,4.9865,127.6278,129.842,129.546,4.9126,4.9979,4.9865,4.9126,4.9978,4.9865,4.9126,4.9978,4.9865,4.9127,0,4.9865,0,0,4.9126,4.9125,0,0,4.9126,4.9978,4.9865,4.9126,4.9978,4.9865,0,0,4.9865,0,0,4.9865
2014-04-19 16:00:00 EDT,4.9039,4.9749,4.9746,0,4.9749,0,0,4.9748,0,0,4.9749,0,0,4.9748,0,4.9038,0,0,4.9039,4.9749,4.9746,4.9039,0,0,4.9038,0,0,4.9038,0,0,0,0,4.9746,127.4005,129.246,129.2386,4.9039,4.975,4.9747,4.9039,4.9749,4.9746,4.9039,4.9749,4.9746,4.9039,0,4.9746,0,0,4.9038,4.9038,0,0,4.9039,4.9749,4.9747,4.9039,4.9749,4.9746,0,0,4.9746,0,0,4.9746
2014-04-19 17:00:00 EDT,4.8746,4.9231,4.9238,0,4.9231,0,0,4.9231,0,0,4.9231,0,0,4.9231,0,4.8745,0,0,4.8746,4.9231,4.9238,4.8746,0,0,4.8745,0,0,4.8745,0,0,0,0,4.9238,126.6384,127.901,127.9166,4.8746,4.9232,4.9238,4.8746,4.9231,4.9238,4.8746,4.9231,4.9238,4.8746,0,4.9237,0,0,4.8745,4.8745,0,0,4.8746,4.9231,4.9238,4.8746,4.9231,4.9238,0,0,4.9238,0,0,4.9238
2014-04-19 18:00:00 EDT,4.8942,4.9036,4.9121,0,4.9035,0,0,4.9035,0,0,4.9036,0,0,4.9035,0,4.8941,0,0,4.8942,4.9036,4.9121,4.8942,0,0,4.8941,0,0,4.8941,0,0,0,0,4.9122,127.1488,127.393,127.6151,4.8942,4.9036,4.9122,4.8942,4.9035,4.9122,4.8942,4.9035,4.9121,4.8943,0,4.9121,0,0,4.8942,4.8941,0,0,4.8942,4.9035,4.9122,4.8942,4.9036,4.9121,0,0,4.9121,0,0,4.9121
2014-04-19 19:00:00 EDT,4.9194,4.9076,4.9053,0,4.9076,0,0,4.9076,0,0,4.9076,0,0,4.9076,0,4.9193,0,0,4.9194,4.9076,4.9053,4.9194,0,0,4.9193,0,0,4.9193,0,0,0,0,4.9053,127.8045,127.499,127.4363,4.9195,4.9077,4.9053,4.9194,4.9076,4.9053,4.9194,4.9076,4.9053,4.9195,0,4.9052,0,0,4.9194,4.9193,0,0,4.9194,4.9076,4.9053,4.9194,4.9076,4.9053,0,0,4.9053,0,0,4.9053
2014-04-19 20:00:00 EDT,4.934,4.9097,4.9066,0,4.9096,0,0,4.9096,0,0,4.9096,0,0,4.9096,0,4.9339,0,0,4.934,4.9096,4.9065,4.934,0,0,4.9339,0,0,4.9339,0,0,0,0,4.9066,128.1823,127.551,127.4696,4.934,4.9097,4.9066,4.934,4.9096,4.9066,4.934,4.9096,4.9066,4.934,0,4.9065,0,0,4.9339,4.9339,0,0,4.934,4.9096,4.9066,4.934,4.9097,4.9065,0,0,4.9065,0,0,4.9065
2014-04-19 21:00:00 EDT,4.9465,4.9072,4.902,0,4.9072,0,0,4.9072,0,0,4.9072,0,0,4.9072,0,4.9464,0,0,4.9465,4.9072,4.902,4.9465,0,0,4.9464,0,0,4.9464,0,0,0,0,4.902,128.5067,127.488,127.3518,4.9465,4.9073,4.902,4.9465,4.9072,4.902,4.9465,4.9072,4.902,4.9465,0,4.902,0,0,4.9464,4.9464,0,0,4.9465,4.9072,4.902,4.9465,4.9072,4.902,0,0,4.902,0,0,4.902
2014-04-19 22:00:00 EDT,4.9608,4.9029,4.8981,0,4.9029,0,0,4.9029,0,0,4.9029,0,0,4.9029,0,4.9607,0,0,4.9608,4.9029,4.8981,4.9608,0,0,4.9607,0,0,4.9608,0,0,0,0,4.8981,128.8797,127.376,127.2491,4.9609,4.903,4.8981,4.9608,4.9029,4.8981,4.9608,4.9029,4.8981,4.9609,0,4.898,0,0,4.9608,4.9607,0,0,4.9608,4.9029,4.8981,4.9609,4.9029,4.898,0,0,4.8981,0,0,4.8981
2014-04-19 23:00:00 EDT,4.9648,4.9045,4.9008,0,4.9045,0,0,4.9045,0,0,4.9045,0,0,4.9045,0,4.9647,0,0,4.9648,4.9045,4.9007,4.9648,0,0,4.9647,0,0,4.9647,0,0,0,0,4.9008,128.9824,127.418,127.3185,4.9648,4.9046,4.9008,4.9648,4.9045,4.9008,4.9648,4.9045,4.9008,4.9648,0,4.9007,0,0,4.9647,4.9647,0,0,4.9648,4.9045,4.9008,4.9648,4.9045,4.9007,0,0,4.9008,0,0,4.9007
2014-04-20 00:00:00 EDT,4.9639,4.8947,4.895,0,4.8946,0,0,4.8946,0,0,4.8946,0,0,4.8946,0,4.9638,0,0,4.9639,4.8946,4.895,4.9639,0,0,4.9638,0,0,4.9638,0,0,0,0,4.895,128.9592,127.161,127.1696,4.9639,4.8947,4.895,4.9639,4.8946,4.895,4.9639,4.8946,4.895,4.9639,0,4.8949,0,0,4.9638,4.9638,0,0,4.9639,4.8946,4.895,4.9639,4.8947,4.895,0,0,4.895,0,0,4.895
2014-04-20 01:00:00 EDT,4.9422,4.9053,4.8975,0,4.9053,0,0,4.9053,0,0,4.9053,0,0,4.9053,0,4.942,0,0,4.9422,4.9053,4.8975,4.9422,0,0,4.942,0,0,4.9421,0,0,0,0,4.8975,128.3956,127.439,127.2342,4.9422,4.9054,4.8975,4.9422,4.9053,4.8975,4.9422,4.9053,4.8975,4.9422,0,4.8974,0,0,4.9421,4.942,0,0,4.9422,4.9053,4.8975,4.9422,4.9053,4.8975,0,0,4.8975,0,0,4.8975
2014-04-20 02:00:00 EDT,4.9217,4.9186,4.9134,0,4.9185,0,0,4.9185,0,0,4.9186,0,0,4.9185,0,4.9215,0,0,4.9217,4.9186,4.9133,4.9216,0,0,4.9215,0,0,4.9216,0,0,0,0,4.9133,127.8624,127.783,127.6453,4.9217,4.9186,4.9134,4.9217,4.9185,4.9134,4.9216,4.9185,4.9133,4.9217,0,4.9132,0,0,4.9216,4.9215,0,0,4.9217,4.9185,4.9134,4.9217,4.9186,4.9133,0,0,4.9133,0,0,4.9133
2014-04-20 03:00:00 EDT,4.8642,4.9239,4.916,0,4.9238,0,0,4.9238,0,0,4.9239,0,0,4.9238,0,4.8641,0,0,4.8642,4.9239,4.916,4.8642,0,0,4.8641,0,0,4.8642,0,0,0,0,4.916,126.3704,127.921,127.7145,4.8643,4.9239,4.916,4.8642,4.9239,4.916,4.8642,4.9238,4.916,4.8643,0,4.9159,0,0,4.8642,4.8641,0,0,4.8642,4.9239,4.916,4.8642,4.9239,4.916,0,0,4.916,0,0,4.916
2014-04-20 04:00:00 EDT,4.8493,4.9297,4.9215,0,4.9296,0,0,4.9296,0,0,4.9297,0,0,4.9296,0,4.8492,0,0,4.8493,4.9296,4.9215,4.8493,0,0,4.8492,0,0,4.8493,0,0,0,0,4.9215,125.9835,128.071,127.8565,4.8494,4.9297,4.9215,4.8493,4.9296,4.9215,4.8493,4.9296,4.9215,4.8494,0,4.9214,0,0,4.8493,4.8492,0,0,4.8493,4.9296,4.9215,4.8494,4.9297,4.9214,0,0,4.9214,0,0,4.9214
2014-04-20 05:00:00 EDT,4.8457,4.9453,4.9288,0,4.9452,0,0,4.9452,0,0,4.9453,0,0,4.9452,0,4.8455,0,0,4.8457,4.9453,4.9288,4.8456,0,0,4.8455,0,0,4.8456,0,0,0,0,4.9288,125.8878,128.477,128.0472,4.8457,4.9453,4.9288,4.8456,4.9452,4.9288,4.8456,4.9452,4.9288,4.8457,0,4.9287,0,0,4.8456,4.8455,0,0,4.8456,4.9452,4.9288,4.8457,4.9453,4.9288,0,0,4.9288,0,0,4.9288
2014-04-20 06:00:00 EDT,4.8344,4.9541,4.9393,0,4.9541,0,0,4.954,0,0,4.9541,0,0,4.954,0,4.8343,0,0,4.8344,4.9541,4.9393,4.8344,0,0,4.8343,0,0,4.8343,0,0,0,0,4.9393,125.5956,128.706,128.3197,4.8344,4.9542,4.9393,4.8344,4.9541,4.9393,4.8344,4.9541,4.9393,4.8345,0,4.9392,0,0,4.8344,4.8343,0,0,4.8344,4.9541,4.9393,4.8344,4.9541,4.9393,0,0,4.9393,0,0,4.9393
2014-04-20 07:00:00 EDT,4.8153,4.9166,4.9394,0,4.9166,0,0,4.9166,0,0,4.9166,0,0,4.9166,0,4.8152,0,0,4.8153,4.9166,4.9394,4.8153,0,0,4.8152,0,0,4.8153,0,0,0,0,4.9394,125.1001,127.733,128.324,4.8154,4.9167,4.9395,4.8153,4.9166,4.9394,4.8153,4.9166,4.9394,4.8154,0,4.9393,0,0,4.8153,4.8152,0,0,4.8153,4.9166,4.9394,4.8153,4.9167,4.9394,0,0,4.9394,0,0,4.9394
2014-04-20 08:00:00 EDT,4.8118,4.9198,4.8994,0,4.9198,0,0,4.9198,0,0,4.9198,0,0,4.9198,0,4.8117,0,0,4.8118,4.9198,4.8994,4.8118,0,0,4.8117,0,0,4.8117,0,0,0,0,4.8994,125.008,127.816,127.2837,4.8118,4.9199,4.8994,4.8118,4.9198,4.8994,4.8118,4.9198,4.8994,4.8119,0,4.8993,0,0,4.8117,4.8117,0,0,4.8118,4.9198,4.8994,4.8118,4.9198,4.8994,0,0,4.8994,0,0,4.8994
2014-04-20 09:00:00 EDT,4.8174,4.9509,4.9223,0,4.9509,0,0,4.9508,0,0,4.9509,0,0,4.9508,0,4.8172,0,0,4.8174,4.9509,4.9223,4.8174,0,0,4.8172,0,0,4.8173,0,0,0,0,4.9223,125.1534,128.623,127.8774,4.8174,4.951,4.9223,4.8174,4.9509,4.9223,4.8174,4.9509,4.9223,4.8174,0,4.9222,0,0,4.8173,4.8172,0,0,4.8174,4.9509,4.9223,4.8174,4.9509,4.9222,0,0,4.9222,0,0,4.9223
2014-04-20 10:00:00 EDT,4.8114,4.9902,4.961,0,4.9902,0,0,4.9901,0,0,4.9902,0,0,4.9901,0,4.8113,0,0,4.8114,4.9902,4.9609,4.8114,0,0,4.8113,0,0,4.8114,0,0,0,0,4.9609,124.9986,129.643,128.882,4.8115,4.9902,4.961,4.8114,4.9902,4.961,4.8114,4.9902,4.9609,4.8115,0,4.9608,0,0,4.8114,4.8113,0,0,4.8114,4.9902,4.961,4.8114,4.9902,4.9609,0,0,4.9609,0,0,4.9609
2014-04-20 11:00:00 EDT,4.8197,5,4.9705,0,5,0,0,4.9999,0,0,5,0,0,4.9999,0,4.8195,0,0,4.8197,5,4.9705,4.8196,0,0,4.8195,0,0,4.8196,0,0,0,0,4.9705,125.2123,129.898,129.1313,4.8197,5,4.9705,4.8196,5,4.9705,4.8196,5,4.9705,4.8197,0,4.9704,0,0,4.8196,4.8195,0,0,4.8197,5,4.9705,4.8197,5,4.9705,0,0,4.9705,0,0,4.9705
2014-04-20 12:00:00 EDT,4.8441,5.0176,4.9797,0,5.0176,0,0,5.0175,0,0,5.0176,0,0,5.0175,0,4.844,0,0,4.8441,5.0176,4.9796,4.8441,0,0,4.844,0,0,4.844,0,0,0,0,4.9796,125.8474,130.355,129.3681,4.8441,5.0176,4.9797,4.8441,5.0176,4.9797,4.8441,5.0176,4.9796,4.8442,0,4.9795,0,0,4.844,4.844,0,0,4.8441,5.0176,4.9797,4.8441,5.0176,4.9796,0,0,4.9796,0,0,4.9796
2014-04-20 13:00:00 EDT,4.8484,5.0269,5.0016,0,5.0268,0,0,5.0268,0,0,5.0268,0,0,5.0268,0,4.8482,0,0,4.8484,5.0268,5.0016,4.8484,0,0,4.8482,0,0,4.8483,0,0,0,0,5.0016,125.9582,130.596,129.9396,4.8484,5.0269,5.0017,4.8484,5.0268,5.0016,4.8484,5.0268,5.0016,4.8484,0,5.0015,0,0,4.8483,4.8482,0,0,4.8484,5.0268,5.0016,4.8484,5.0269,5.0016,0,0,5.0016,0,0,5.0016
2014-04-20 14:00:00 EDT,4.8526,5.0233,5.0024,0,5.0233,0,0,5.0233,0,0,5.0233,0,0,5.0233,0,4.8525,0,0,4.8526,5.0233,5.0024,4.8526,0,0,4.8525,0,0,4.8526,0,0,0,0,5.0024,126.0691,130.505,129.9603,4.8527,5.0234,5.0024,4.8526,5.0233,5.0024,4.8526,5.0233,5.0024,4.8527,0,5.0023,0,0,4.8526,4.8525,0,0,4.8526,5.0233,5.0024,4.8526,5.0234,5.0024,0,0,5.0024,0,0,5.0024
2014-04-20 15:00:00 EDT,4.8588,5.009,4.9969,0,5.0089,0,0,5.0089,0,0,5.0089,0,0,5.0089,0,4.8586,0,0,4.8588,5.0089,4.9969,4.8588,0,0,4.8586,0,0,4.8587,0,0,0,0,4.9969,126.2284,130.131,129.816,4.8588,5.009,4.9969,4.8588,5.0089,4.9969,4.8588,5.0089,4.9969,4.8588,0,4.9968,0,0,4.8587,4.8586,0,0,4.8588,5.0089,4.9969,4.8588,5.009,4.9969,0,0,4.9968,0,0,4.9969
2014-04-20 16:00:00 EDT,4.8724,4.9863,4.9785,0,4.9863,0,0,4.9863,0,0,4.9863,0,0,4.9863,0,4.8722,0,0,4.8724,4.9863,4.9785,4.8723,0,0,4.8722,0,0,4.8723,0,0,0,0,4.9785,126.5816,129.543,129.3379,4.8724,4.9864,4.9785,4.8723,4.9863,4.9785,4.8723,4.9863,4.9785,4.8724,0,4.9784,0,0,4.8723,4.8722,0,0,4.8723,4.9863,4.9785,4.8724,4.9864,4.9784,0,0,4.9784,0,0,4.9785
2014-04-20 17:00:00 EDT,4.8498,4.9357,4.942,0,4.9356,0,0,4.9356,0,0,4.9356,0,0,4.9356,0,4.8496,0,0,4.8498,4.9356,4.942,4.8497,0,0,4.8496,0,0,4.8497,0,0,0,0,4.942,125.994,128.227,128.3912,4.8498,4.9357,4.942,4.8497,4.9356,4.942,4.8497,4.9356,4.942,4.8498,0,4.9419,0,0,4.8497,4.8496,0,0,4.8497,4.9356,4.942,4.8498,4.9357,4.942,0,0,4.942,0,0,4.942
