# vdumptext.csv run at 2011-01-01 07:00:00 PST on 4160 nodes
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
S1905-26-045,106.715716,2.030262,106.715716,2.030262,0.000000,0.000000
S1905-26-019,106.716665,2.030228,106.716665,2.030228,0.000000,0.000000
S1905-26-029,106.716665,2.030228,106.716665,2.030228,0.000000,0.000000
S1905-26-018,106.724344,2.030268,106.724344,2.030268,0.000000,0.000000
S1905-26-017,106.736064,2.030263,106.736064,2.030263,0.000000,0.000000
S1905-26-046,106.736064,2.030263,106.736064,2.030263,0.000000,0.000000
S1905-26-021,106.740790,2.030292,106.740790,2.030292,0.000000,0.000000
S1905-26-012,106.728666,2.029857,106.728666,2.029857,0.000000,0.000000
S1905-26-044,106.817875,2.030524,106.817875,2.030524,0.000000,0.000000
S1905-25-007,106.842056,2.030528,106.842056,2.030528,0.000000,0.000000
S1905-36-029,106.755883,2.030409,106.755883,2.030409,0.000000,0.000000
S1905-36-022,106.673638,2.030238,106.673638,2.030238,0.000000,0.000000
S1805-02-009,106.547813,2.029998,106.547813,2.029998,0.000000,0.000000
S1905-35-003,106.545502,2.029918,106.545502,2.029918,0.000000,0.000000
S1805-02-008,106.549443,2.030010,106.549443,2.030010,0.000000,0.000000
S1805-02-007,106.547739,2.029969,106.547739,2.029969,0.000000,0.000000
S1805-02-006,106.550967,2.030007,106.550967,2.030007,0.000000,0.000000
S1905-35-001,106.550967,2.030007,106.550967,2.030007,0.000000,0.000000
S1805-01-007,106.528193,2.029910,106.528193,2.029910,0.000000,0.000000
S1805-01-010,106.500105,2.029785,106.500105,2.029785,0.000000,0.000000
S1805-01-020,106.514426,2.029957,106.514426,2.029957,0.000000,0.000000
S1805-02-003,106.514279,2.029953,106.514279,2.029953,0.000000,0.000000
S1805-01-003,106.514360,2.029879,106.514360,2.029879,0.000000,0.000000
S1805-01-015,106.520219,2.029833,106.520219,2.029833,0.000000,0.000000
S1805-01-017,106.540044,2.030002,106.540044,2.030002,0.000000,0.000000
S1805-02-004,106.534432,2.029891,106.534432,2.029891,0.000000,0.000000
S1805-02-005,106.550485,2.030020,106.550485,2.030020,0.000000,0.000000
S1805-01-011,106.548115,2.029915,106.548115,2.029915,0.000000,0.000000
S1805-01-018,106.557013,2.030029,106.557013,2.030029,0.000000,0.000000
S1805-01-019,106.557013,2.030029,106.557013,2.030029,0.000000,0.000000
S1905-36-008,106.566966,2.029956,106.566966,2.029956,0.000000,0.000000
S1905-36-038,106.566966,2.029956,106.566966,2.029956,0.000000,0.000000
S1905-36-019,106.580452,2.030073,106.580452,2.030073,0.000000,0.000000
S1905-36-004,106.594344,2.030035,106.594344,2.030035,0.000000,0.000000
S1905-35-009,106.615165,2.030146,106.615165,2.030146,0.000000,0.000000
S1905-35-010,106.613927,2.030127,106.613927,2.030127,0.000000,0.000000
S1905-35-012,106.613927,2.030127,106.613927,2.030127,0.000000,0.000000
S1905-36-011,106.614231,2.030126,106.614231,2.030126,0.000000,0.000000
S1905-36-024,106.615288,2.030146,106.615288,2.030146,0.000000,0.000000
S1905-36-037,106.618875,2.030130,106.618875,2.030130,0.000000,0.000000
S1905-35-008,106.615599,2.029867,106.615599,2.029867,0.000000,0.000000
S1905-36-001,106.615599,2.029867,106.615599,2.029867,0.000000,0.000000
S1905-36-013,106.615599,2.029867,106.615599,2.029867,0.000000,0.000000
S1905-36-017,106.636337,2.030185,106.636337,2.030185,0.000000,0.000000
S1905-35-005,106.642149,2.030146,106.642149,2.030146,0.000000,0.000000
S1905-35-006,106.642149,2.030146,106.642149,2.030146,0.000000,0.000000
S1905-35-004,106.642362,2.030137,106.642362,2.030137,0.000000,0.000000
S1905-35-011,106.642362,2.030137,106.642362,2.030137,0.000000,0.000000
S1905-35-007,106.643146,2.030151,106.643146,2.030151,0.000000,0.000000
S1905-36-027,106.664594,2.030173,106.664594,2.030173,0.000000,0.000000
S1905-36-015,106.708833,2.030302,106.708833,2.030302,0.000000,0.000000
S1905-36-016,106.708833,2.030302,106.708833,2.030302,0.000000,0.000000
S1905-35-002,106.713666,2.030298,106.713666,2.030298,0.000000,0.000000
S1905-36-003,106.714108,2.030214,106.714108,2.030214,0.000000,0.000000
S1905-36-021,106.721685,2.030220,106.721685,2.030220,0.000000,0.000000
S1905-36-023,106.721685,2.030220,106.721685,2.030220,0.000000,0.000000
S1905-36-032,106.734241,2.030287,106.734241,2.030287,0.000000,0.000000
S1905-36-005,106.800907,2.030400,106.800907,2.030400,0.000000,0.000000
S1905-36-007,106.800907,2.030400,106.800907,2.030400,0.000000,0.000000
S1905-36-018,106.800907,2.030400,106.800907,2.030400,0.000000,0.000000
S1905-36-025,106.800907,2.030400,106.800907,2.030400,0.000000,0.000000
S1905-36-010,106.821773,2.030529,106.821773,2.030529,0.000000,0.000000
S1905-25-003,106.841739,2.030175,106.841739,2.030175,0.000000,0.000000
S1905-36-034,106.841739,2.030175,106.841739,2.030175,0.000000,0.000000
S1905-36-020,106.901146,2.030498,106.901146,2.030498,0.000000,0.000000
S1905-36-026,106.901146,2.030498,106.901146,2.030498,0.000000,0.000000
S1905-36-030,106.901146,2.030498,106.901146,2.030498,0.000000,0.000000
S1905-36-006,106.949775,2.030736,106.949775,2.030736,0.000000,0.000000
S1905-36-002,106.974931,2.030671,106.974931,2.030671,0.000000,0.000000
S1905-25-010,107.054804,2.030784,107.054804,2.030784,0.000000,0.000000
S1905-25-013,107.054804,2.030784,107.054804,2.030784,0.000000,0.000000
S1905-36-033,107.054804,2.030784,107.054804,2.030784,0.000000,0.000000
S1905-36-031,107.161720,2.031151,107.161720,2.031151,0.000000,0.000000
S1905-36-012,107.201381,2.031098,107.201381,2.031098,0.000000,0.000000
S1905-25-002,107.389974,2.031506,107.389974,2.031506,0.000000,0.000000
S1905-25-009,107.384580,2.031375,107.384580,2.031375,0.000000,0.000000
S1905-36-035,107.533207,2.031786,107.533207,2.031786,0.000000,0.000000
S1905-36-036,107.538300,2.031866,107.538300,2.031866,0.000000,0.000000
S1906-31-001,107.704954,2.032170,107.704954,2.032170,0.000000,0.000000
S1906-30-001,107.723620,2.032180,107.723620,2.032180,0.000000,0.000000
S1906-30-044,107.905717,2.032537,107.905717,2.032537,0.000000,0.000000
S1906-31-003,107.880370,2.032370,107.880370,2.032370,0.000000,0.000000
S1806-06-011,107.882954,2.032498,107.882954,2.032498,0.000000,0.000000
S1806-06-017,107.883051,2.032502,107.883051,2.032502,0.000000,0.000000
S1906-31-002,107.883559,2.032503,107.883559,2.032503,0.000000,0.000000
S1906-31-009,107.881477,2.032454,107.881477,2.032454,0.000000,0.000000
S1906-31-011,107.884637,2.032488,107.884637,2.032488,0.000000,0.000000
S1906-31-012,107.883247,2.032359,107.883247,2.032359,0.000000,0.000000
S1906-31-010,107.897134,2.032522,107.897134,2.032522,0.000000,0.000000
S1906-31-006,107.911506,2.032553,107.911506,2.032553,0.000000,0.000000
S1906-31-013,107.908447,2.032432,107.908447,2.032432,0.000000,0.000000
S1906-30-046,107.990056,2.032694,107.990056,2.032694,0.000000,0.000000
S1906-30-002,108.058026,2.032771,108.058026,2.032771,0.000000,0.000000
S1906-31-007,108.171273,2.033008,108.171273,2.033008,0.000000,0.000000
S1906-31-005,108.234931,2.033142,108.234931,2.033142,0.000000,0.000000
S1906-30-004,108.307632,2.033270,108.307632,2.033270,0.000000,0.000000
S1906-30-038,108.429614,2.033503,108.429614,2.033503,0.000000,0.000000
S1906-30-015,108.499196,2.033586,108.499196,2.033586,0.000000,0.000000
S1906-30-025,108.605040,2.033757,108.605040,2.033757,0.000000,0.000000
S1906-30-030,108.605040,2.033757,108.605040,2.033757,0.000000,0.000000
S1906-30-023,108.659289,2.033912,108.659289,2.033912,0.000000,0.000000
S1906-30-005,108.727723,2.034029,108.727723,2.034029,0.000000,0.000000
S1906-32-003,109.256711,2.034150,109.256711,2.034150,0.000000,0.000000
S1906-32-041,122.402781,-0.029813,122.402781,-0.029813,0.000000,0.000000
S1906-32-012,122.390167,-0.029749,122.390167,-0.029749,0.000000,0.000000
S1906-32-054,122.390167,-0.029749,122.390167,-0.029749,0.000000,0.000000
S1906-32-053,121.077983,4.223564,121.077983,4.223564,0.000000,0.000000
S1906-32-008,121.078396,4.223465,121.078396,4.223465,0.000000,0.000000
S1906-32-064,109.418790,2.036377,109.418790,2.036377,0.000000,0.000000
S1906-32-048,109.428270,2.036508,109.428270,2.036508,0.000000,0.000000
S1906-32-024,109.417625,2.036274,109.417625,2.036274,0.000000,0.000000
S1906-32-030,109.417625,2.036274,109.417625,2.036274,0.000000,0.000000
S1906-32-056,109.417625,2.036274,109.417625,2.036274,0.000000,0.000000
S1906-32-021,109.422396,2.036321,109.422396,2.036321,0.000000,0.000000
S1906-32-032,109.422396,2.036321,109.422396,2.036321,0.000000,0.000000
S1906-32-036,109.422396,2.036321,109.422396,2.036321,0.000000,0.000000
S1906-32-059,109.422396,2.036321,109.422396,2.036321,0.000000,0.000000
S1906-32-025,109.415002,2.036104,109.415002,2.036104,0.000000,0.000000
S1906-32-044,109.415002,2.036104,109.415002,2.036104,0.000000,0.000000
S1906-32-047,109.415002,2.036104,109.415002,2.036104,0.000000,0.000000
S1906-32-029,109.444533,2.036456,109.444533,2.036456,0.000000,0.000000
S1906-32-051,109.444533,2.036456,109.444533,2.036456,0.000000,0.000000
S1906-32-019,109.451705,2.036484,109.451705,2.036484,0.000000,0.000000
S1906-32-022,109.451705,2.036484,109.451705,2.036484,0.000000,0.000000
S1906-33-013,109.460694,2.036563,109.460694,2.036563,0.000000,0.000000
S1906-32-040,109.464945,2.036546,109.464945,2.036546,0.000000,0.000000
S1906-32-043,109.464945,2.036546,109.464945,2.036546,0.000000,0.000000
S1906-32-026,109.475184,2.036466,109.475184,2.036466,0.000000,0.000000
S1906-32-037,109.475184,2.036466,109.475184,2.036466,0.000000,0.000000
S1906-32-042,109.475184,2.036466,109.475184,2.036466,0.000000,0.000000
S1906-32-061,109.475184,2.036466,109.475184,2.036466,0.000000,0.000000
S1906-32-062,109.475184,2.036466,109.475184,2.036466,0.000000,0.000000
S1906-32-027,109.477618,2.036350,109.477618,2.036350,0.000000,0.000000
S1906-32-033,109.477618,2.036350,109.477618,2.036350,0.000000,0.000000
S1906-32-039,109.477618,2.036350,109.477618,2.036350,0.000000,0.000000
S1906-32-050,109.477618,2.036350,109.477618,2.036350,0.000000,0.000000
S1906-32-035,109.505969,2.036586,109.505969,2.036586,0.000000,0.000000
S1906-32-055,109.505969,2.036586,109.505969,2.036586,0.000000,0.000000
S1906-32-060,109.505969,2.036586,109.505969,2.036586,0.000000,0.000000
S1906-32-018,109.517853,2.036642,109.517853,2.036642,0.000000,0.000000
S1906-32-045,109.534321,2.036196,109.534321,2.036196,0.000000,0.000000
S1906-32-011,109.617962,2.037126,109.617962,2.037126,0.000000,0.000000
S1906-32-063,109.617962,2.037126,109.617962,2.037126,0.000000,0.000000
S1906-32-057,122.290770,-0.029240,122.290770,-0.029240,0.000000,0.000000
S1906-32-010,122.290819,-0.029240,122.290819,-0.029240,0.000000,0.000000
S1906-32-002,109.751159,2.038375,109.751159,2.038375,0.000000,0.000000
S1906-32-001,109.743000,2.038209,109.743000,2.038209,0.000000,0.000000
S1906-32-014,109.743000,2.038209,109.743000,2.038209,0.000000,0.000000
S1906-32-005,121.090735,4.222232,121.090735,4.222232,0.000000,0.000000
S1906-32-006,122.189701,-0.028787,122.189701,-0.028787,0.000000,0.000000
S1906-32-020,122.189717,-0.028787,122.189717,-0.028787,0.000000,0.000000
S1906-33-002,122.142139,-0.028575,122.142139,-0.028575,0.000000,0.000000
S1806-05-062,122.058551,-0.028194,122.058551,-0.028194,0.000000,0.000000
S1806-05-093,122.058566,-0.028194,122.058566,-0.028194,0.000000,0.000000
S1806-05-151,121.920287,-0.027538,121.920287,-0.027538,0.000000,0.000000
S1806-05-158,110.463411,2.044841,110.463411,2.044841,0.000000,0.000000
S1806-05-001,110.539131,2.045474,110.539131,2.045474,0.000000,0.000000
S1806-05-086,110.539131,2.045474,110.539131,2.045474,0.000000,0.000000
S1806-08-001,121.169042,4.217654,121.169042,4.217654,0.000000,0.000000
S1806-08-006,111.127262,2.051376,111.127262,2.051376,0.000000,0.000000
S1806-17-026,112.014388,2.057039,112.014388,2.057039,0.000000,0.000000
S1806-08-016,120.932447,-0.024038,120.932447,-0.024038,0.000000,0.000000
S1806-17-018,120.782882,-0.023560,120.782882,-0.023560,0.000000,0.000000
S1806-16-002,121.394284,4.208358,121.394284,4.208358,0.000000,0.000000
S1806-17-005,120.543894,-0.022795,120.543894,-0.022795,0.000000,0.000000
S1806-17-012,120.543967,-0.022795,120.543967,-0.022795,0.000000,0.000000
S1806-17-009,120.544113,-0.022795,120.544113,-0.022795,0.000000,0.000000
S1806-17-004,120.544330,-0.022794,120.544330,-0.022794,0.000000,0.000000
S1806-17-016,113.353304,2.069485,113.353304,2.069485,0.000000,0.000000
S1806-17-002,120.401306,-0.022331,120.401306,-0.022331,0.000000,0.000000
S1806-16-001,120.353584,-0.022181,120.353584,-0.022181,0.000000,0.000000
S1806-16-006,120.353584,-0.022181,120.353584,-0.022181,0.000000,0.000000
S1806-16-010,121.427680,4.205687,121.427680,4.205687,0.000000,0.000000
S1806-15-001,121.413987,4.205664,121.413987,4.205664,0.000000,0.000000
S1806-22-034,121.405915,4.205651,121.405915,4.205651,0.000000,0.000000
S1806-21-008,121.403449,4.205642,121.403449,4.205642,0.000000,0.000000
S1806-21-019,121.403449,4.205642,121.403449,4.205642,0.000000,0.000000
S1806-22-017,121.397185,4.205637,121.397185,4.205637,0.000000,0.000000
S1806-26-003,121.305796,4.205514,121.305796,4.205514,0.000000,0.000000
S1806-25-001,121.301388,4.205510,121.301388,4.205510,0.000000,0.000000
S1806-24-001,121.301575,4.205511,121.301575,4.205511,0.000000,0.000000
S1806-25-002,121.301555,4.205511,121.301555,4.205511,0.000000,0.000000
S1806-23-002,121.304365,4.205513,121.304365,4.205513,0.000000,0.000000
S1806-23-003,121.303315,4.205510,121.303315,4.205510,0.000000,0.000000
S1806-23-004,121.291890,4.205491,121.291890,4.205491,0.000000,0.000000
S1806-23-005,121.289829,4.205488,121.289829,4.205488,0.000000,0.000000
S1806-14-010,121.279348,4.205479,121.279348,4.205479,0.000000,0.000000
S1806-14-001,121.279542,4.205479,121.279542,4.205479,0.000000,0.000000
S1806-10-002,121.271516,4.205469,121.271516,4.205469,0.000000,0.000000
S1806-11-003,121.272111,4.205470,121.272111,4.205470,0.000000,0.000000
S1806-13-001,121.268156,4.205463,121.268156,4.205463,0.000000,0.000000
S1806-12-001,121.268143,4.205463,121.268143,4.205463,0.000000,0.000000
S1806-13-004,121.268392,4.205464,121.268392,4.205464,0.000000,0.000000
S1806-13-002,121.269034,4.205465,121.269034,4.205465,0.000000,0.000000
S1806-13-003,121.269297,4.205465,121.269297,4.205465,0.000000,0.000000
S1806-14-009,121.269797,4.205466,121.269797,4.205466,0.000000,0.000000
S1806-14-014,121.270715,4.205468,121.270715,4.205468,0.000000,0.000000
S1806-14-007,121.276235,4.205476,121.276235,4.205476,0.000000,0.000000
S1806-14-013,121.276359,4.205476,121.276359,4.205476,0.000000,0.000000
S1806-14-011,121.276458,4.205477,121.276458,4.205477,0.000000,0.000000
S1806-14-002,121.277425,4.205478,121.277425,4.205478,0.000000,0.000000
S1806-14-004,121.283232,4.205481,121.283232,4.205481,0.000000,0.000000
S1806-15-003,121.285629,4.205481,121.285629,4.205481,0.000000,0.000000
S1806-15-004,121.285690,4.205481,121.285690,4.205481,0.000000,0.000000
S1806-14-015,121.286068,4.205482,121.286068,4.205482,0.000000,0.000000
S1806-14-012,121.286839,4.205483,121.286839,4.205483,0.000000,0.000000
S1806-14-005,121.287061,4.205483,121.287061,4.205483,0.000000,0.000000
S1806-26-002,121.312222,4.205518,121.312222,4.205518,0.000000,0.000000
S1806-27-009,121.344602,4.205553,121.344602,4.205553,0.000000,0.000000
S1806-22-031,121.343652,4.205551,121.343652,4.205551,0.000000,0.000000
S1806-22-035,121.342370,4.205549,121.342370,4.205549,0.000000,0.000000
S1806-22-040,121.342392,4.205549,121.342392,4.205549,0.000000,0.000000
S1806-22-036,121.342490,4.205549,121.342490,4.205549,0.000000,0.000000
S1806-22-021,121.342629,4.205550,121.342629,4.205550,0.000000,0.000000
S1806-22-022,121.342559,4.205545,121.342559,4.205545,0.000000,0.000000
S1806-22-023,121.342559,4.205545,121.342559,4.205545,0.000000,0.000000
S1806-22-011,121.342925,4.205545,121.342925,4.205545,0.000000,0.000000
S1806-22-032,121.342925,4.205545,121.342925,4.205545,0.000000,0.000000
S1806-22-024,121.343404,4.205551,121.343404,4.205551,0.000000,0.000000
S1806-22-033,121.343704,4.205551,121.343704,4.205551,0.000000,0.000000
S1806-22-030,121.343813,4.205547,121.343813,4.205547,0.000000,0.000000
S1806-22-039,121.343813,4.205547,121.343813,4.205547,0.000000,0.000000
S1806-22-007,121.344613,4.205553,121.344613,4.205553,0.000000,0.000000
S1806-22-019,121.345134,4.205554,121.345134,4.205554,0.000000,0.000000
S1806-22-045,121.345161,4.205554,121.345161,4.205554,0.000000,0.000000
S1806-22-001,121.348306,4.205559,121.348306,4.205559,0.000000,0.000000
S1806-22-010,121.354303,4.205568,121.354303,4.205568,0.000000,0.000000
S1806-22-013,121.369183,4.205592,121.369183,4.205592,0.000000,0.000000
S1806-22-025,121.373592,4.205599,121.373592,4.205599,0.000000,0.000000
S1806-22-027,121.375953,4.205603,121.375953,4.205603,0.000000,0.000000
S1806-21-015,121.377610,4.205606,121.377610,4.205606,0.000000,0.000000
S1806-22-004,121.377771,4.205606,121.377771,4.205606,0.000000,0.000000
S1806-22-002,121.380889,4.205606,121.380889,4.205606,0.000000,0.000000
S1806-22-043,121.380889,4.205606,121.380889,4.205606,0.000000,0.000000
S1806-22-003,121.382470,4.205613,121.382470,4.205613,0.000000,0.000000
S1806-22-046,121.383898,4.205616,121.383898,4.205616,0.000000,0.000000
S1806-22-009,121.385521,4.205618,121.385521,4.205618,0.000000,0.000000
S1806-22-005,121.388575,4.205623,121.388575,4.205623,0.000000,0.000000
S1806-22-016,121.391681,4.205628,121.391681,4.205628,0.000000,0.000000
S1806-22-012,121.393352,4.205626,121.393352,4.205626,0.000000,0.000000
S1806-22-018,121.393352,4.205626,121.393352,4.205626,0.000000,0.000000
S1806-22-047,121.410531,4.205659,121.410531,4.205659,0.000000,0.000000
S1806-16-013,121.427501,4.205687,121.427501,4.205687,0.000000,0.000000
S1806-16-004,121.438867,4.205705,121.438867,4.205705,0.000000,0.000000
S1806-20-002,121.414411,4.202991,121.414411,4.202991,0.000000,0.000000
S1806-21-005,121.414411,4.202991,121.414411,4.202991,0.000000,0.000000
S1806-20-048,121.396243,4.202406,121.396243,4.202406,0.000000,0.000000
S1806-21-022,121.395860,4.202401,121.395860,4.202401,0.000000,0.000000
S1806-21-024,121.395860,4.202401,121.395860,4.202401,0.000000,0.000000
S1806-21-007,121.396325,4.202406,121.396325,4.202406,0.000000,0.000000
S1806-21-020,121.387392,4.202116,121.387392,4.202116,0.000000,0.000000
S1806-21-004,120.037843,-0.016219,120.037843,-0.016219,0.000000,0.000000
S1806-21-011,120.037843,-0.016219,120.037843,-0.016219,0.000000,0.000000
S1806-29-010,121.334372,4.200379,121.334372,4.200379,0.000000,0.000000
S1806-28-014,121.325519,4.200095,121.325519,4.200095,0.000000,0.000000
S1806-29-008,121.316977,4.199820,121.316977,4.199820,0.000000,0.000000
S1806-29-003,121.298843,4.199235,121.298843,4.199235,0.000000,0.000000
S1806-28-002,121.210397,4.197627,121.210397,4.197627,0.000000,0.000000
S1806-29-001,120.044526,-0.009880,120.044526,-0.009880,0.000000,0.000000
S1806-32-001,121.154820,4.195789,121.154820,4.195789,0.000000,0.000000
S1806-33-052,117.216141,2.092003,117.216141,2.092003,0.000000,0.000000
S1806-32-033,121.103411,4.193807,121.103411,4.193807,0.000000,0.000000
S1806-32-132,121.103411,4.193807,121.103411,4.193807,0.000000,0.000000
S1806-32-038,121.097913,4.193590,121.097913,4.193590,0.000000,0.000000
S1806-33-071,121.097913,4.193590,121.097913,4.193590,0.000000,0.000000
S1806-32-127,119.908977,-0.005957,119.908977,-0.005957,0.000000,0.000000
S1806-32-140,117.658846,2.095359,117.658846,2.095359,0.000000,0.000000
S1806-33-070,117.658846,2.095359,117.658846,2.095359,0.000000,0.000000
S1706-04-005,120.872933,4.190342,120.872933,4.190342,0.000000,0.000000
node958175REG27,7244.996049,0.000000,7244.999392,4.188790,7244.990453,2.094396
nodeRFRN1-R0001x1958175,7244.719621,-0.000029,7245.105958,4.188813,7244.017053,2.094404
node958178RFRN1-R0001x1,7244.718264,-0.000028,7245.105739,4.188813,7244.013942,2.094405
node958179958178,7235.737650,-0.000969,7248.571149,4.189543,7212.378701,2.094673
node978195958179,7225.843387,-0.002009,7252.396460,4.190347,7177.499426,2.094971
node978172978195,7203.206858,-0.004402,7261.192271,4.192186,7097.601334,2.095666
node978174978172,7194.255623,-0.005354,7264.681650,4.192913,7065.967517,2.095945
nodeF28653x1978174,0.000000,0.000000,7264.680901,4.192913,0.000000,0.000000
node978192F28653x1,0.000000,0.000000,7264.680899,4.192913,0.000000,0.000000
node949317978192,0.000000,0.000000,7264.679900,4.192913,0.000000,0.000000
node949318949317,0.000000,0.000000,7264.675925,4.192912,0.000000,0.000000
nodeT14104949318,0.000000,0.000000,7264.675925,4.192912,0.000000,0.000000
nodeT14100949319,0.000000,0.000000,7264.675586,4.192912,0.000000,0.000000
nodeS1806-33-073T14100,121.077622,4.192907,121.077622,4.192907,0.000000,0.000000
nodeS1806-32-065T14102,121.077413,4.192902,121.077413,4.192902,0.000000,0.000000
nodeR2911x1978200,0.000000,0.000000,0.000000,0.000000,7064.545243,2.095901
node839461R2911x1,0.000000,0.000000,0.000000,0.000000,7064.544900,2.095901
node839464839461,0.000000,0.000000,0.000000,0.000000,7064.191503,2.095890
node839466839464,0.000000,0.000000,0.000000,0.000000,7063.569589,2.095872
node839469839466,0.000000,0.000000,0.000000,0.000000,7062.515515,2.095840
node839471839469,0.000000,0.000000,0.000000,0.000000,7061.440252,2.095808
node956777839471,0.000000,0.000000,0.000000,0.000000,7060.892135,2.095791
node839473956777,0.000000,0.000000,0.000000,0.000000,7060.311092,2.095774
node839475839473,0.000000,0.000000,0.000000,0.000000,7059.336583,2.095745
node839477839475,0.000000,0.000000,0.000000,0.000000,7058.260716,2.095712
node839479839477,0.000000,0.000000,0.000000,0.000000,7057.928102,2.095702
node839481839479,0.000000,0.000000,0.000000,0.000000,7057.003667,2.095675
node839483839481,0.000000,0.000000,0.000000,0.000000,7056.330617,2.095655
node839484839483,0.000000,0.000000,0.000000,0.000000,7056.000260,2.095645
node839486839484,0.000000,0.000000,0.000000,0.000000,7055.966550,2.095644
node839488839486,0.000000,0.000000,0.000000,0.000000,7055.239193,2.095622
node839490839488,0.000000,0.000000,0.000000,0.000000,7054.529849,2.095601
node839491839490,0.000000,0.000000,0.000000,0.000000,7053.953306,2.095583
node974130839491,0.000000,0.000000,0.000000,0.000000,7053.530089,2.095570
node839493974130,0.000000,0.000000,0.000000,0.000000,7053.153897,2.095559
node839496839493,0.000000,0.000000,0.000000,0.000000,7052.370653,2.095536
node839497839496,0.000000,0.000000,0.000000,0.000000,7052.220665,2.095531
node839499839497,0.000000,0.000000,0.000000,0.000000,7051.709098,2.095516
node839502839499,0.000000,0.000000,0.000000,0.000000,7051.124226,2.095498
node839503839502,0.000000,0.000000,0.000000,0.000000,7050.897153,2.095491
node839505839503,0.000000,0.000000,0.000000,0.000000,7050.562783,2.095481
nodeFFRN1-F008x1839505,0.000000,0.000000,0.000000,0.000000,7050.530601,2.095480
node839506FFRN1-F008x1,0.000000,0.000000,0.000000,0.000000,7050.530465,2.095480
node839509839506,0.000000,0.000000,0.000000,0.000000,7050.414253,2.095477
node839511839509,0.000000,0.000000,0.000000,0.000000,7050.171101,2.095469
node839512839511,0.000000,0.000000,0.000000,0.000000,7050.076344,2.095466
node839514839512,0.000000,0.000000,0.000000,0.000000,7049.741520,2.095456
node910237839514,0.000000,0.000000,0.000000,0.000000,7049.442454,2.095446
node906381910237,0.000000,0.000000,0.000000,0.000000,7049.240074,2.095440
node839516906381,0.000000,0.000000,0.000000,0.000000,7049.085187,2.095435
node839517839516,0.000000,0.000000,0.000000,0.000000,7049.041200,2.095434
node839519839517,0.000000,0.000000,0.000000,0.000000,7048.859755,2.095428
node839521839519,0.000000,0.000000,0.000000,0.000000,7048.708680,2.095423
node1806-0087839521,0.000000,0.000000,0.000000,0.000000,7048.495636,2.095417
nodeS1806-33-0471806-0087,117.452238,2.094992,117.452238,2.094992,0.000000,0.000000
nodeS1806-33-0501806-0085,117.470557,2.095275,117.470557,2.095275,0.000000,0.000000
nodeS1806-33-0321806-33-031,117.472836,2.095276,117.472836,2.095276,0.000000,0.000000
nodeS1806-33-0441806-33-030,117.482766,2.095398,117.482766,2.095398,0.000000,0.000000
nodeT4303906382,0.000000,0.000000,0.000000,0.000000,7049.159958,2.095437
nodeS1806-33-069T4303,117.471441,2.095165,117.471441,2.095165,0.000000,0.000000
nodeT4006910238,0.000000,0.000000,0.000000,0.000000,7049.430925,2.095446
nodeS1806-33-068T4006,117.488517,2.095409,117.488517,2.095409,0.000000,0.000000
nodeT28678970774,0.000000,0.000000,0.000000,0.000000,7050.063343,2.095466
nodeS1806-33-077T28678,117.495323,2.095359,117.495323,2.095359,0.000000,0.000000
nodeS1806-33-0161806-33-025,117.504755,2.095395,117.504755,2.095395,0.000000,0.000000
nodeS1806-33-0131806-33-024,117.515278,2.095434,117.515278,2.095434,0.000000,0.000000
nodeS1806-33-0411806-33-022,117.526971,2.095488,117.526971,2.095488,0.000000,0.000000
nodeS1806-33-0291806-33-021,117.530765,2.095372,117.530765,2.095372,0.000000,0.000000
nodeS1806-33-0561806-33-089,117.548928,2.095491,117.548928,2.095491,0.000000,0.000000
nodeS1806-33-0221806-33-020,117.563063,2.095531,117.563063,2.095531,0.000000,0.000000
nodeS1806-33-0151806-33-017,117.586699,2.095610,117.586699,2.095610,0.000000,0.000000
nodeS1806-33-0331806-33-015,117.596475,2.095588,117.596475,2.095588,0.000000,0.000000
nodeS1806-33-0431806-33-014,117.597191,2.095499,117.597191,2.095499,0.000000,0.000000
nodeS1806-33-0551806-33-013,117.613297,2.095611,117.613297,2.095611,0.000000,0.000000
nodeS1806-33-0201806-33-012,117.623946,2.095549,117.623946,2.095549,0.000000,0.000000
nodeS1806-33-0541806-33-010,117.650034,2.095641,117.650034,2.095641,0.000000,0.000000
nodeS1806-33-0581806-33-009,117.667577,2.095694,117.667577,2.095694,0.000000,0.000000
nodeS1806-33-0761806-33-081,117.678873,2.095742,117.678873,2.095742,0.000000,0.000000
nodeS1806-33-0651806-33-008,117.685514,2.095712,117.685514,2.095712,0.000000,0.000000
nodeS1806-33-0071806-33-007,117.699531,2.095671,117.699531,2.095671,0.000000,0.000000
nodeS1806-33-0101806-33-006,117.712322,2.095613,117.712322,2.095613,0.000000,0.000000
nodeS1806-33-0061806-33-005,117.728743,2.095745,117.728743,2.095745,0.000000,0.000000
node978186978204,7193.457239,-0.005427,7264.955353,4.192964,7063.569765,2.095972
node978169978186,7194.057598,-0.005710,7265.248974,4.193163,7060.086480,2.095532
node978180978169,7194.558070,-0.005952,7265.503278,4.193331,7057.136595,2.095161
node978184978180,7194.950456,-0.006140,7265.702109,4.193463,7054.828775,2.094870
node978198978184,7195.360556,-0.006338,7265.909912,4.193600,7052.419024,2.094566
node978173978198,7196.009483,-0.006649,7266.239811,4.193817,7048.612617,2.094085
