,Test
2016-08-05 18:13:00,6853
2016-08-05 18:14:00,6854
2016-08-05 18:15:00,6855
2016-08-05 18:16:00,6856
2016-08-05 18:17:00,6857
2016-08-05 18:18:00,6858
2016-08-05 18:19:00,6859
2016-08-05 18:20:00,6860
2016-08-05 18:21:00,6861
2016-08-05 18:22:00,6862
2016-08-05 18:23:00,6863
2016-08-05 18:24:00,6864
2016-08-05 18:25:00,6865
2016-08-05 18:26:00,6866
2016-08-05 18:27:00,6867
2016-08-05 18:28:00,6868
2016-08-05 18:29:00,6869
2016-08-05 18:30:00,6870
2016-08-05 18:31:00,6871
2016-08-05 18:32:00,6872
2016-08-05 18:33:00,6873
2016-08-05 18:34:00,6874
2016-08-05 18:35:00,6875
2016-08-05 18:36:00,6876
2016-08-05 18:37:00,6877
2016-08-05 18:38:00,6878
2016-08-05 18:39:00,6879
2016-08-05 18:40:00,6880
2016-08-05 18:41:00,6881
2016-08-05 18:42:00,6882
2016-08-05 18:43:00,6883
2016-08-05 18:44:00,6884
2016-08-05 18:45:00,6885
2016-08-05 18:46:00,6886
2016-08-05 18:47:00,6887
2016-08-05 18:48:00,6888
2016-08-05 18:49:00,6889
2016-08-05 18:50:00,6890
2016-08-05 18:51:00,6891
2016-08-05 18:52:00,6892
2016-08-05 18:53:00,6893
2016-08-05 18:54:00,6894
2016-08-05 18:55:00,6895
2016-08-05 18:56:00,6896
2016-08-05 18:57:00,6897
2016-08-05 18:58:00,6898
2016-08-05 18:59:00,6899
2016-08-05 19:00:00,6900
2016-08-05 19:01:00,6901
2016-08-05 19:02:00,6902
2016-08-05 19:03:00,6903
2016-08-05 19:04:00,6904
2016-08-05 19:05:00,6905
2016-08-05 19:06:00,6906
2016-08-05 19:07:00,6907
2016-08-05 19:08:00,6908
2016-08-05 19:09:00,6909
2016-08-05 19:10:00,6910
2016-08-05 19:11:00,6911
2016-08-05 19:12:00,6912
2016-08-05 19:13:00,6913
2016-08-05 19:14:00,6914
2016-08-05 19:15:00,6915
2016-08-05 19:16:00,6916
2016-08-05 19:17:00,6917
2016-08-05 19:18:00,6918
2016-08-05 19:19:00,6919
2016-08-05 19:20:00,6920
2016-08-05 19:21:00,6921
2016-08-05 19:22:00,6922
2016-08-05 19:23:00,6923
2016-08-05 19:24:00,6924
2016-08-05 19:25:00,6925
2016-08-05 19:26:00,6926
2016-08-05 19:27:00,6927
2016-08-05 19:28:00,6928
2016-08-05 19:29:00,6929
2016-08-05 19:30:00,6930
2016-08-05 19:31:00,6931
2016-08-05 19:32:00,6932
2016-08-05 19:33:00,6933
2016-08-05 19:34:00,6934
2016-08-05 19:35:00,6935
2016-08-05 19:36:00,6936
2016-08-05 19:37:00,6937
2016-08-05 19:38:00,6938
2016-08-05 19:39:00,6939
2016-08-05 19:40:00,6940
2016-08-05 19:41:00,6941
2016-08-05 19:42:00,6942
2016-08-05 19:43:00,6943
2016-08-05 19:44:00,6944
2016-08-05 19:45:00,6945
2016-08-05 19:46:00,6946
2016-08-05 19:47:00,6947
2016-08-05 19:48:00,6948
2016-08-05 19:49:00,6949
2016-08-05 19:50:00,6950
2016-08-05 19:51:00,6951
2016-08-05 19:52:00,6952
2016-08-05 19:53:00,6953
2016-08-05 19:54:00,6954
2016-08-05 19:55:00,6955
2016-08-05 19:56:00,6956
2016-08-05 19:57:00,6957
2016-08-05 19:58:00,6958
2016-08-05 19:59:00,6959
2016-08-05 20:00:00,6960
2016-08-05 20:01:00,6961
2016-08-05 20:02:00,6962
2016-08-05 20:03:00,6963
2016-08-05 20:04:00,6964
2016-08-05 20:05:00,6965
2016-08-05 20:06:00,6966
2016-08-05 20:07:00,6967
2016-08-05 20:08:00,6968
2016-08-05 20:09:00,6969
2016-08-05 20:10:00,6970
2016-08-05 20:11:00,6971
2016-08-05 20:12:00,6972
2016-08-05 20:13:00,6973
2016-08-05 20:14:00,6974
2016-08-05 20:15:00,6975
2016-08-05 20:16:00,6976
2016-08-05 20:17:00,6977
2016-08-05 20:18:00,6978
2016-08-05 20:19:00,6979
2016-08-05 20:20:00,6980
2016-08-05 20:21:00,6981
2016-08-05 20:22:00,6982
2016-08-05 20:23:00,6983
2016-08-05 20:24:00,6984
2016-08-05 20:25:00,6985
2016-08-05 20:26:00,6986
2016-08-05 20:27:00,6987
2016-08-05 20:28:00,6988
2016-08-05 20:29:00,6989
2016-08-05 20:30:00,6990
2016-08-05 20:31:00,6991
2016-08-05 20:32:00,6992
2016-08-05 20:33:00,6993
2016-08-05 20:34:00,6994
2016-08-05 20:35:00,6995
2016-08-05 20:36:00,6996
2016-08-05 20:37:00,6997
2016-08-05 20:38:00,6998
2016-08-05 20:39:00,6999
2016-08-05 20:40:00,7000
2016-08-05 20:41:00,7001
2016-08-05 20:42:00,7002
2016-08-05 20:43:00,7003
2016-08-05 20:44:00,7004
2016-08-05 20:45:00,7005
2016-08-05 20:46:00,7006
2016-08-05 20:47:00,7007
2016-08-05 20:48:00,7008
2016-08-05 20:49:00,7009
2016-08-05 20:50:00,7010
2016-08-05 20:51:00,7011
2016-08-05 20:52:00,7012
2016-08-05 20:53:00,7013
2016-08-05 20:54:00,7014
2016-08-05 20:55:00,7015
2016-08-05 20:56:00,7016
2016-08-05 20:57:00,7017
2016-08-05 20:58:00,7018
2016-08-05 20:59:00,7019
2016-08-05 21:00:00,7020
2016-08-05 21:01:00,7021
2016-08-05 21:02:00,7022
2016-08-05 21:03:00,7023
2016-08-05 21:04:00,7024
2016-08-05 21:05:00,7025
2016-08-05 21:06:00,7026
2016-08-05 21:07:00,7027
2016-08-05 21:08:00,7028
2016-08-05 21:09:00,7029
2016-08-05 21:10:00,7030
2016-08-05 21:11:00,7031
2016-08-05 21:12:00,7032
2016-08-05 21:13:00,7033
2016-08-05 21:14:00,7034
2016-08-05 21:15:00,7035
2016-08-05 21:16:00,7036
2016-08-05 21:17:00,7037
2016-08-05 21:18:00,7038
2016-08-05 21:19:00,7039
2016-08-05 21:20:00,7040
2016-08-05 21:21:00,7041
2016-08-05 21:22:00,7042
2016-08-05 21:23:00,7043
2016-08-05 21:24:00,7044
2016-08-05 21:25:00,7045
2016-08-05 21:26:00,7046
2016-08-05 21:27:00,7047
2016-08-05 21:28:00,7048
2016-08-05 21:29:00,7049
2016-08-05 21:30:00,7050
2016-08-05 21:31:00,7051
2016-08-05 21:32:00,7052
2016-08-05 21:33:00,7053
2016-08-05 21:34:00,7054
2016-08-05 21:35:00,7055
2016-08-05 21:36:00,7056
2016-08-05 21:37:00,7057
2016-08-05 21:38:00,7058
2016-08-05 21:39:00,7059
2016-08-05 21:40:00,7060
2016-08-05 21:41:00,7061
2016-08-05 21:42:00,7062
2016-08-05 21:43:00,7063
2016-08-05 21:44:00,7064
2016-08-05 21:45:00,7065
2016-08-05 21:46:00,7066
2016-08-05 21:47:00,7067
2016-08-05 21:48:00,7068
2016-08-05 21:49:00,7069
2016-08-05 21:50:00,7070
2016-08-05 21:51:00,7071
2016-08-05 21:52:00,7072
2016-08-05 21:53:00,7073
2016-08-05 21:54:00,7074
2016-08-05 21:55:00,7075
2016-08-05 21:56:00,7076
2016-08-05 21:57:00,7077
2016-08-05 21:58:00,7078
2016-08-05 21:59:00,7079
2016-08-05 22:00:00,7080
2016-08-05 22:01:00,7081
2016-08-05 22:02:00,7082
2016-08-05 22:03:00,7083
2016-08-05 22:04:00,7084
2016-08-05 22:05:00,7085
2016-08-05 22:06:00,7086
2016-08-05 22:07:00,7087
2016-08-05 22:08:00,7088
2016-08-05 22:09:00,7089
2016-08-05 22:10:00,7090
2016-08-05 22:11:00,7091
2016-08-05 22:12:00,7092
2016-08-05 22:13:00,7093
2016-08-05 22:14:00,7094
2016-08-05 22:15:00,7095
2016-08-05 22:16:00,7096
2016-08-05 22:17:00,7097
2016-08-05 22:18:00,7098
2016-08-05 22:19:00,7099
2016-08-05 22:20:00,7100
2016-08-05 22:21:00,7101
2016-08-05 22:22:00,7102
2016-08-05 22:23:00,7103
2016-08-05 22:24:00,7104
2016-08-05 22:25:00,7105
2016-08-05 22:26:00,7106
2016-08-05 22:27:00,7107
2016-08-05 22:28:00,7108
2016-08-05 22:29:00,7109
2016-08-05 22:30:00,7110
2016-08-05 22:31:00,7111
2016-08-05 22:32:00,7112
2016-08-05 22:33:00,7113
2016-08-05 22:34:00,7114
2016-08-05 22:35:00,7115
2016-08-05 22:36:00,7116
2016-08-05 22:37:00,7117
2016-08-05 22:38:00,7118
2016-08-05 22:39:00,7119
2016-08-05 22:40:00,7120
2016-08-05 22:41:00,7121
2016-08-05 22:42:00,7122
2016-08-05 22:43:00,7123
2016-08-05 22:44:00,7124
2016-08-05 22:45:00,7125
2016-08-05 22:46:00,7126
2016-08-05 22:47:00,7127
2016-08-05 22:48:00,7128
2016-08-05 22:49:00,7129
2016-08-05 22:50:00,7130
2016-08-05 22:51:00,7131
2016-08-05 22:52:00,7132
2016-08-05 22:53:00,7133
2016-08-05 22:54:00,7134
2016-08-05 22:55:00,7135
2016-08-05 22:56:00,7136
2016-08-05 22:57:00,7137
2016-08-05 22:58:00,7138
2016-08-05 22:59:00,7139
2016-08-05 23:00:00,7140
2016-08-05 23:01:00,7141
2016-08-05 23:02:00,7142
2016-08-05 23:03:00,7143
2016-08-05 23:04:00,7144
2016-08-05 23:05:00,7145
2016-08-05 23:06:00,7146
2016-08-05 23:07:00,7147
2016-08-05 23:08:00,7148
2016-08-05 23:09:00,7149
2016-08-05 23:10:00,7150
2016-08-05 23:11:00,7151
2016-08-05 23:12:00,7152
2016-08-05 23:13:00,7153
2016-08-05 23:14:00,7154
2016-08-05 23:15:00,7155
2016-08-05 23:16:00,7156
2016-08-05 23:17:00,7157
2016-08-05 23:18:00,7158
2016-08-05 23:19:00,7159
2016-08-05 23:20:00,7160
2016-08-05 23:21:00,7161
2016-08-05 23:22:00,7162
2016-08-05 23:23:00,7163
2016-08-05 23:24:00,7164
2016-08-05 23:25:00,7165
2016-08-05 23:26:00,7166
2016-08-05 23:27:00,7167
2016-08-05 23:28:00,7168
2016-08-05 23:29:00,7169
2016-08-05 23:30:00,7170
2016-08-05 23:31:00,7171
2016-08-05 23:32:00,7172
2016-08-05 23:33:00,7173
2016-08-05 23:34:00,7174
2016-08-05 23:35:00,7175
2016-08-05 23:36:00,7176
2016-08-05 23:37:00,7177
2016-08-05 23:38:00,7178
2016-08-05 23:39:00,7179
2016-08-05 23:40:00,7180
2016-08-05 23:41:00,7181
2016-08-05 23:42:00,7182
2016-08-05 23:43:00,7183
2016-08-05 23:44:00,7184
2016-08-05 23:45:00,7185
2016-08-05 23:46:00,7186
2016-08-05 23:47:00,7187
2016-08-05 23:48:00,7188
2016-08-05 23:49:00,7189
2016-08-05 23:50:00,7190
2016-08-05 23:51:00,7191
2016-08-05 23:52:00,7192
2016-08-05 23:53:00,7193
2016-08-05 23:54:00,7194
2016-08-05 23:55:00,7195
2016-08-05 23:56:00,7196
2016-08-05 23:57:00,7197
2016-08-05 23:58:00,7198
2016-08-05 23:59:00,7199
2016-08-06 00:00:00,7200
2016-08-06 00:01:00,7201
2016-08-06 00:02:00,7202
2016-08-06 00:03:00,7203
2016-08-06 00:04:00,7204
2016-08-06 00:05:00,7205
2016-08-06 00:06:00,7206
2016-08-06 00:07:00,7207
2016-08-06 00:08:00,7208
2016-08-06 00:09:00,7209
2016-08-06 00:10:00,7210
2016-08-06 00:11:00,7211
2016-08-06 00:12:00,7212
2016-08-06 00:13:00,7213
2016-08-06 00:14:00,7214
2016-08-06 00:15:00,7215
2016-08-06 00:16:00,7216
2016-08-06 00:17:00,7217
2016-08-06 00:18:00,7218
2016-08-06 00:19:00,7219
2016-08-06 00:20:00,7220
2016-08-06 00:21:00,7221
2016-08-06 00:22:00,7222
2016-08-06 00:23:00,7223
2016-08-06 00:24:00,7224
2016-08-06 00:25:00,7225
2016-08-06 00:26:00,7226
2016-08-06 00:27:00,7227
2016-08-06 00:28:00,7228
2016-08-06 00:29:00,7229
2016-08-06 00:30:00,7230
2016-08-06 00:31:00,7231
2016-08-06 00:32:00,7232
2016-08-06 00:33:00,7233
2016-08-06 00:34:00,7234
2016-08-06 00:35:00,7235
2016-08-06 00:36:00,7236
2016-08-06 00:37:00,7237
2016-08-06 00:38:00,7238
2016-08-06 00:39:00,7239
2016-08-06 00:40:00,7240
2016-08-06 00:41:00,7241
2016-08-06 00:42:00,7242
2016-08-06 00:43:00,7243
2016-08-06 00:44:00,7244
2016-08-06 00:45:00,7245
2016-08-06 00:46:00,7246
2016-08-06 00:47:00,7247
2016-08-06 00:48:00,7248
2016-08-06 00:49:00,7249
2016-08-06 00:50:00,7250
2016-08-06 00:51:00,7251
2016-08-06 00:52:00,7252
2016-08-06 00:53:00,7253
2016-08-06 00:54:00,7254
2016-08-06 00:55:00,7255
2016-08-06 00:56:00,7256
2016-08-06 00:57:00,7257
2016-08-06 00:58:00,7258
2016-08-06 00:59:00,7259
2016-08-06 01:00:00,7260
2016-08-06 01:01:00,7261
2016-08-06 01:02:00,7262
2016-08-06 01:03:00,7263
2016-08-06 01:04:00,7264
2016-08-06 01:05:00,7265
2016-08-06 01:06:00,7266
2016-08-06 01:07:00,7267
2016-08-06 01:08:00,7268
2016-08-06 01:09:00,7269
2016-08-06 01:10:00,7270
2016-08-06 01:11:00,7271
2016-08-06 01:12:00,7272
2016-08-06 01:13:00,7273
2016-08-06 01:14:00,7274
2016-08-06 01:15:00,7275
2016-08-06 01:16:00,7276
2016-08-06 01:17:00,7277
2016-08-06 01:18:00,7278
2016-08-06 01:19:00,7279
2016-08-06 01:20:00,7280
2016-08-06 01:21:00,7281
2016-08-06 01:22:00,7282
2016-08-06 01:23:00,7283
2016-08-06 01:24:00,7284
2016-08-06 01:25:00,7285
2016-08-06 01:26:00,7286
2016-08-06 01:27:00,7287
2016-08-06 01:28:00,7288
2016-08-06 01:29:00,7289
2016-08-06 01:30:00,7290
2016-08-06 01:31:00,7291
2016-08-06 01:32:00,7292
2016-08-06 01:33:00,7293
2016-08-06 01:34:00,7294
2016-08-06 01:35:00,7295
2016-08-06 01:36:00,7296
2016-08-06 01:37:00,7297
2016-08-06 01:38:00,7298
2016-08-06 01:39:00,7299
2016-08-06 01:40:00,7300
2016-08-06 01:41:00,7301
2016-08-06 01:42:00,7302
2016-08-06 01:43:00,7303
2016-08-06 01:44:00,7304
2016-08-06 01:45:00,7305
2016-08-06 01:46:00,7306
2016-08-06 01:47:00,7307
2016-08-06 01:48:00,7308
2016-08-06 01:49:00,7309
2016-08-06 01:50:00,7310
2016-08-06 01:51:00,7311
2016-08-06 01:52:00,7312
2016-08-06 01:53:00,7313
2016-08-06 01:54:00,7314
2016-08-06 01:55:00,7315
2016-08-06 01:56:00,7316
2016-08-06 01:57:00,7317
2016-08-06 01:58:00,7318
2016-08-06 01:59:00,7319
2016-08-06 02:00:00,7320
2016-08-06 02:01:00,7321
2016-08-06 02:02:00,7322
2016-08-06 02:03:00,7323
2016-08-06 02:04:00,7324
2016-08-06 02:05:00,7325
2016-08-06 02:06:00,7326
2016-08-06 02:07:00,7327
2016-08-06 02:08:00,7328
2016-08-06 02:09:00,7329
2016-08-06 02:10:00,7330
2016-08-06 02:11:00,7331
2016-08-06 02:12:00,7332
2016-08-06 02:13:00,7333
2016-08-06 02:14:00,7334
2016-08-06 02:15:00,7335
2016-08-06 02:16:00,7336
2016-08-06 02:17:00,7337
2016-08-06 02:18:00,7338
2016-08-06 02:19:00,7339
2016-08-06 02:20:00,7340
2016-08-06 02:21:00,7341
2016-08-06 02:22:00,7342
2016-08-06 02:23:00,7343
2016-08-06 02:24:00,7344
2016-08-06 02:25:00,7345
2016-08-06 02:26:00,7346
2016-08-06 02:27:00,7347
2016-08-06 02:28:00,7348
2016-08-06 02:29:00,7349
2016-08-06 02:30:00,7350
2016-08-06 02:31:00,7351
2016-08-06 02:32:00,7352
2016-08-06 02:33:00,7353
2016-08-06 02:34:00,7354
2016-08-06 02:35:00,7355
2016-08-06 02:36:00,7356
2016-08-06 02:37:00,7357
2016-08-06 02:38:00,7358
2016-08-06 02:39:00,7359
2016-08-06 02:40:00,7360
2016-08-06 02:41:00,7361
2016-08-06 02:42:00,7362
2016-08-06 02:43:00,7363
2016-08-06 02:44:00,7364
2016-08-06 02:45:00,7365
2016-08-06 02:46:00,7366
2016-08-06 02:47:00,7367
2016-08-06 02:48:00,7368
2016-08-06 02:49:00,7369
2016-08-06 02:50:00,7370
2016-08-06 02:51:00,7371
2016-08-06 02:52:00,7372
2016-08-06 02:53:00,7373
2016-08-06 02:54:00,7374
2016-08-06 02:55:00,7375
2016-08-06 02:56:00,7376
2016-08-06 02:57:00,7377
2016-08-06 02:58:00,7378
2016-08-06 02:59:00,7379
2016-08-06 03:00:00,7380
2016-08-06 03:01:00,7381
2016-08-06 03:02:00,7382
2016-08-06 03:03:00,7383
2016-08-06 03:04:00,7384
2016-08-06 03:05:00,7385
2016-08-06 03:06:00,7386
2016-08-06 03:07:00,7387
2016-08-06 03:08:00,7388
2016-08-06 03:09:00,7389
2016-08-06 03:10:00,7390
2016-08-06 03:11:00,7391
2016-08-06 03:12:00,7392
2016-08-06 03:13:00,7393
2016-08-06 03:14:00,7394
2016-08-06 03:15:00,7395
2016-08-06 03:16:00,7396
2016-08-06 03:17:00,7397
2016-08-06 03:18:00,7398
2016-08-06 03:19:00,7399
2016-08-06 03:20:00,7400
2016-08-06 03:21:00,7401
2016-08-06 03:22:00,7402
2016-08-06 03:23:00,7403
2016-08-06 03:24:00,7404
2016-08-06 03:25:00,7405
2016-08-06 03:26:00,7406
2016-08-06 03:27:00,7407
2016-08-06 03:28:00,7408
2016-08-06 03:29:00,7409
2016-08-06 03:30:00,7410
2016-08-06 03:31:00,7411
2016-08-06 03:32:00,7412
2016-08-06 03:33:00,7413
2016-08-06 03:34:00,7414
2016-08-06 03:35:00,7415
2016-08-06 03:36:00,7416
2016-08-06 03:37:00,7417
2016-08-06 03:38:00,7418
2016-08-06 03:39:00,7419
2016-08-06 03:40:00,7420
2016-08-06 03:41:00,7421
2016-08-06 03:42:00,7422
2016-08-06 03:43:00,7423
2016-08-06 03:44:00,7424
2016-08-06 03:45:00,7425
2016-08-06 03:46:00,7426
2016-08-06 03:47:00,7427
2016-08-06 03:48:00,7428
2016-08-06 03:49:00,7429
2016-08-06 03:50:00,7430
2016-08-06 03:51:00,7431
2016-08-06 03:52:00,7432
2016-08-06 03:53:00,7433
2016-08-06 03:54:00,7434
2016-08-06 03:55:00,7435
2016-08-06 03:56:00,7436
2016-08-06 03:57:00,7437
2016-08-06 03:58:00,7438
2016-08-06 03:59:00,7439
2016-08-06 04:00:00,7440
2016-08-06 04:01:00,7441
2016-08-06 04:02:00,7442
2016-08-06 04:03:00,7443
2016-08-06 04:04:00,7444
2016-08-06 04:05:00,7445
2016-08-06 04:06:00,7446
2016-08-06 04:07:00,7447
2016-08-06 04:08:00,7448
2016-08-06 04:09:00,7449
2016-08-06 04:10:00,7450
2016-08-06 04:11:00,7451
2016-08-06 04:12:00,7452
2016-08-06 04:13:00,7453
2016-08-06 04:14:00,7454
2016-08-06 04:15:00,7455
2016-08-06 04:16:00,7456
2016-08-06 04:17:00,7457
2016-08-06 04:18:00,7458
2016-08-06 04:19:00,7459
2016-08-06 04:20:00,7460
2016-08-06 04:21:00,7461
2016-08-06 04:22:00,7462
2016-08-06 04:23:00,7463
2016-08-06 04:24:00,7464
2016-08-06 04:25:00,7465
2016-08-06 04:26:00,7466
2016-08-06 04:27:00,7467
2016-08-06 04:28:00,7468
2016-08-06 04:29:00,7469
2016-08-06 04:30:00,7470
2016-08-06 04:31:00,7471
2016-08-06 04:32:00,7472
2016-08-06 04:33:00,7473
2016-08-06 04:34:00,7474
2016-08-06 04:35:00,7475
2016-08-06 04:36:00,7476
2016-08-06 04:37:00,7477
2016-08-06 04:38:00,7478
2016-08-06 04:39:00,7479
2016-08-06 04:40:00,7480
2016-08-06 04:41:00,7481
2016-08-06 04:42:00,7482
2016-08-06 04:43:00,7483
2016-08-06 04:44:00,7484
2016-08-06 04:45:00,7485
2016-08-06 04:46:00,7486
2016-08-06 04:47:00,7487
2016-08-06 04:48:00,7488
2016-08-06 04:49:00,7489
2016-08-06 04:50:00,7490
2016-08-06 04:51:00,7491
2016-08-06 04:52:00,7492
2016-08-06 04:53:00,7493
2016-08-06 04:54:00,7494
2016-08-06 04:55:00,7495
2016-08-06 04:56:00,7496
2016-08-06 04:57:00,7497
2016-08-06 04:58:00,7498
2016-08-06 04:59:00,7499
2016-08-06 05:00:00,7500
2016-08-06 05:01:00,7501
2016-08-06 05:02:00,7502
2016-08-06 05:03:00,7503
2016-08-06 05:04:00,7504
2016-08-06 05:05:00,7505
2016-08-06 05:06:00,7506
2016-08-06 05:07:00,7507
2016-08-06 05:08:00,7508
2016-08-06 05:09:00,7509
2016-08-06 05:10:00,7510
2016-08-06 05:11:00,7511
2016-08-06 05:12:00,7512
2016-08-06 05:13:00,7513
2016-08-06 05:14:00,7514
2016-08-06 05:15:00,7515
2016-08-06 05:16:00,7516
2016-08-06 05:17:00,7517
2016-08-06 05:18:00,7518
2016-08-06 05:19:00,7519
2016-08-06 05:20:00,7520
2016-08-06 05:21:00,7521
2016-08-06 05:22:00,7522
2016-08-06 05:23:00,7523
2016-08-06 05:24:00,7524
2016-08-06 05:25:00,7525
2016-08-06 05:26:00,7526
2016-08-06 05:27:00,7527
2016-08-06 05:28:00,7528
2016-08-06 05:29:00,7529
2016-08-06 05:30:00,7530
2016-08-06 05:31:00,7531
2016-08-06 05:32:00,7532
2016-08-06 05:33:00,7533
2016-08-06 05:34:00,7534
2016-08-06 05:35:00,7535
2016-08-06 05:36:00,7536
2016-08-06 05:37:00,7537
2016-08-06 05:38:00,7538
2016-08-06 05:39:00,7539
2016-08-06 05:40:00,7540
2016-08-06 05:41:00,7541
2016-08-06 05:42:00,7542
2016-08-06 05:43:00,7543
2016-08-06 05:44:00,7544
2016-08-06 05:45:00,7545
2016-08-06 05:46:00,7546
2016-08-06 05:47:00,7547
2016-08-06 05:48:00,7548
2016-08-06 05:49:00,7549
2016-08-06 05:50:00,7550
2016-08-06 05:51:00,7551
2016-08-06 05:52:00,7552
2016-08-06 05:53:00,7553
2016-08-06 05:54:00,7554
2016-08-06 05:55:00,7555
2016-08-06 05:56:00,7556
2016-08-06 05:57:00,7557
2016-08-06 05:58:00,7558
2016-08-06 05:59:00,7559
2016-08-06 06:00:00,7560
2016-08-06 06:01:00,7561
2016-08-06 06:02:00,7562
2016-08-06 06:03:00,7563
2016-08-06 06:04:00,7564
2016-08-06 06:05:00,7565
2016-08-06 06:06:00,7566
2016-08-06 06:07:00,7567
2016-08-06 06:08:00,7568
2016-08-06 06:09:00,7569
2016-08-06 06:10:00,7570
2016-08-06 06:11:00,7571
2016-08-06 06:12:00,7572
2016-08-06 06:13:00,7573
2016-08-06 06:14:00,7574
2016-08-06 06:15:00,7575
2016-08-06 06:16:00,7576
2016-08-06 06:17:00,7577
2016-08-06 06:18:00,7578
2016-08-06 06:19:00,7579
2016-08-06 06:20:00,7580
2016-08-06 06:21:00,7581
2016-08-06 06:22:00,7582
2016-08-06 06:23:00,7583
2016-08-06 06:24:00,7584
2016-08-06 06:25:00,7585
2016-08-06 06:26:00,7586
2016-08-06 06:27:00,7587
2016-08-06 06:28:00,7588
2016-08-06 06:29:00,7589
2016-08-06 06:30:00,7590
2016-08-06 06:31:00,7591
2016-08-06 06:32:00,7592
2016-08-06 06:33:00,7593
2016-08-06 06:34:00,7594
2016-08-06 06:35:00,7595
2016-08-06 06:36:00,7596
2016-08-06 06:37:00,7597
2016-08-06 06:38:00,7598
2016-08-06 06:39:00,7599
2016-08-06 06:40:00,7600
2016-08-06 06:41:00,7601
2016-08-06 06:42:00,7602
2016-08-06 06:43:00,7603
2016-08-06 06:44:00,7604
2016-08-06 06:45:00,7605
2016-08-06 06:46:00,7606
2016-08-06 06:47:00,7607
2016-08-06 06:48:00,7608
2016-08-06 06:49:00,7609
2016-08-06 06:50:00,7610
2016-08-06 06:51:00,7611
2016-08-06 06:52:00,7612
2016-08-06 06:53:00,7613
2016-08-06 06:54:00,7614
2016-08-06 06:55:00,7615
2016-08-06 06:56:00,7616
2016-08-06 06:57:00,7617
2016-08-06 06:58:00,7618
2016-08-06 06:59:00,7619
2016-08-06 07:00:00,7620
2016-08-06 07:01:00,7621
2016-08-06 07:02:00,7622
2016-08-06 07:03:00,7623
2016-08-06 07:04:00,7624
2016-08-06 07:05:00,7625
2016-08-06 07:06:00,7626
2016-08-06 07:07:00,7627
2016-08-06 07:08:00,7628
2016-08-06 07:09:00,7629
2016-08-06 07:10:00,7630
2016-08-06 07:11:00,7631
2016-08-06 07:12:00,7632
2016-08-06 07:13:00,7633
2016-08-06 07:14:00,7634
2016-08-06 07:15:00,7635
2016-08-06 07:16:00,7636
2016-08-06 07:17:00,7637
2016-08-06 07:18:00,7638
2016-08-06 07:19:00,7639
2016-08-06 07:20:00,7640
2016-08-06 07:21:00,7641
2016-08-06 07:22:00,7642
2016-08-06 07:23:00,7643
2016-08-06 07:24:00,7644
2016-08-06 07:25:00,7645
2016-08-06 07:26:00,7646
2016-08-06 07:27:00,7647
2016-08-06 07:28:00,7648
2016-08-06 07:29:00,7649
2016-08-06 07:30:00,7650
2016-08-06 07:31:00,7651
2016-08-06 07:32:00,7652
2016-08-06 07:33:00,7653
2016-08-06 07:34:00,7654
2016-08-06 07:35:00,7655
2016-08-06 07:36:00,7656
2016-08-06 07:37:00,7657
2016-08-06 07:38:00,7658
2016-08-06 07:39:00,7659
2016-08-06 07:40:00,7660
2016-08-06 07:41:00,7661
2016-08-06 07:42:00,7662
2016-08-06 07:43:00,7663
2016-08-06 07:44:00,7664
2016-08-06 07:45:00,7665
2016-08-06 07:46:00,7666
2016-08-06 07:47:00,7667
2016-08-06 07:48:00,7668
2016-08-06 07:49:00,7669
2016-08-06 07:50:00,7670
2016-08-06 07:51:00,7671
2016-08-06 07:52:00,7672
2016-08-06 07:53:00,7673
2016-08-06 07:54:00,7674
2016-08-06 07:55:00,7675
2016-08-06 07:56:00,7676
2016-08-06 07:57:00,7677
2016-08-06 07:58:00,7678
2016-08-06 07:59:00,7679
2016-08-06 08:00:00,7680
2016-08-06 08:01:00,7681
2016-08-06 08:02:00,7682
2016-08-06 08:03:00,7683
2016-08-06 08:04:00,7684
2016-08-06 08:05:00,7685
2016-08-06 08:06:00,7686
2016-08-06 08:07:00,7687
2016-08-06 08:08:00,7688
2016-08-06 08:09:00,7689
2016-08-06 08:10:00,7690
2016-08-06 08:11:00,7691
2016-08-06 08:12:00,7692
2016-08-06 08:13:00,7693
2016-08-06 08:14:00,7694
2016-08-06 08:15:00,7695
2016-08-06 08:16:00,7696
2016-08-06 08:17:00,7697
2016-08-06 08:18:00,7698
2016-08-06 08:19:00,7699
2016-08-06 08:20:00,7700
2016-08-06 08:21:00,7701
2016-08-06 08:22:00,7702
2016-08-06 08:23:00,7703
2016-08-06 08:24:00,7704
2016-08-06 08:25:00,7705
2016-08-06 08:26:00,7706
2016-08-06 08:27:00,7707
2016-08-06 08:28:00,7708
2016-08-06 08:29:00,7709
2016-08-06 08:30:00,7710
2016-08-06 08:31:00,7711
2016-08-06 08:32:00,7712
2016-08-06 08:33:00,7713
2016-08-06 08:34:00,7714
2016-08-06 08:35:00,7715
2016-08-06 08:36:00,7716
2016-08-06 08:37:00,7717
2016-08-06 08:38:00,7718
2016-08-06 08:39:00,7719
2016-08-06 08:40:00,7720
2016-08-06 08:41:00,7721
2016-08-06 08:42:00,7722
2016-08-06 08:43:00,7723
2016-08-06 08:44:00,7724
2016-08-06 08:45:00,7725
2016-08-06 08:46:00,7726
