xBase,yBase
-84.946092,30.134247
Bus Name,xVal,yVal,xDif,yDif,xAdj,yAdj
l2822859,1662736.2882,12257433.392,-31217.741900000023,-20144.36499999836,-85.03974522569999,30.073813905000005
l2991917,1666122.9593,12259270.239,-27831.070800000103,-18307.517999999225,-85.0295852124,30.079324446
l3197643,1665925.528,12260427.678,-28028.502100000158,-17150.07899999991,-85.03017750629999,30.082796762999997
m1026339,1665840.11,12260530.402,-28113.92009999999,-17047.354999998584,-85.0304337603,30.083104935
l2766727,1665771.4897,12260757.799,-28182.540400000056,-16819.957999998704,-85.0306396212,30.083787126
l3029507,1666090.9982,12260675.371,-27863.03190000006,-16902.38599999994,-85.0296810957,30.083539841999997
l3122823,1666661.9806,12259812.598,-27292.049500000197,-17765.158999999985,-85.0279681485,30.080951523
l3104135,1666975.3574,12259867.321,-26978.672699999996,-17710.435999998823,-85.0270280181,30.081115692
l2785526,1666655.98,12260455.338,-27298.05010000011,-17122.41899999976,-85.0279861503,30.082879743
l2804259,1667324.3898,12260220.371,-26629.640300000086,-17357.38599999994,-85.0259809209,30.082174841999997
l2729412,1667628.5342,12260693.226,-26325.49589999998,-16884.530999999493,-85.0250684877,30.083593407
l3048230,1669209.0414,12263342.621,-24744.988700000104,-14235.13599999994,-85.02032696609999,30.091541592
l2991943,1669106.838,12263545.09,-24847.192100000102,-14032.666999999434,-85.0206335763,30.092148999
m1047319,1668880.8616,12263661.552,-25073.168500000145,-13916.205000000075,-85.0213115055,30.092498385
m1047318,1668637.9402,12263654.892,-25316.08990000002,-13922.86499999836,-85.0220402697,30.092478405000005
l3254205,1668451.4984,12264857.158,-25502.531700000167,-12720.598999999464,-85.02259959509999,30.096085203
l2841637,1668397.6893,12263650.399,-25556.34080000012,-13927.357999999076,-85.02276102239999,30.092464926
l2991921,1668948.331,12263759.573,-25005.699100000085,-13818.183999998495,-85.0211090973,30.092792448000004
d5686080-1_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
f739845,1669719.149,12262514.709,-24234.881100000115,-15063.047999998555,-85.01879664329999,30.089057856000004
293471,1669819.149,12262614.709,-24134.881100000115,-14963.047999998555,-85.0184966433,30.089357856000003
l2785527,1670868.462,12263394.038,-23085.568100000033,-14183.718999998644,-85.0153487043,30.091695843000004
l2766729,1671014.509,12263207.08,-22939.521100000013,-14370.67699999921,-85.01491056329999,30.091134969000002
m1047340,1672026.4954,12264418.222,-21927.534700000193,-13159.535000000149,-85.01187460409999,30.094768395
l2991923,1672146.0495,12264242.439,-21807.980600000126,-13335.31799999997,-85.0115159418,30.094241045999997
l3197645,1672415.2673,12264275.985,-21538.762800000142,-13301.77199999988,-85.0107082884,30.094341684
l3254219,1671880.1495,12264838.722,-22073.880600000033,-12739.035000000149,-85.01231364179999,30.096029894999997
l3254220,1671856.962,12265047.97,-22097.068100000033,-12529.786999998614,-85.0123832043,30.096657639000004
l2710520,1673005.3207,12265145.09,-20948.70940000005,-12432.666999999434,-85.00893812819999,30.096948999
m1069131,1673141.2587,12265180.111,-20812.7714000002,-12397.645999999717,-85.00853031419999,30.097054061999998
m1069130,1673183.3164,12265164.153,-20770.713700000197,-12413.60399999842,-85.00840414109999,30.097006188
l3085396,1673424.9804,12265072.432,-20529.04970000009,-12505.324999999255,-85.0076791491,30.096731025
l3122813,1674108.8117,12264780.198,-19845.21840000013,-12797.558999998495,-85.00562765519999,30.095854323000005
m1069133,1673147.7672,12265202.783,-20806.262900000205,-12374.973999999464,-85.0085107887,30.097122078
l2710521,1673164.2291,12265260.11,-20789.800999999978,-12317.64699999988,-85.008461403,30.097294059
l3066818,1672490.0684,12265559.741,-21463.9617000001,-12018.015999998897,-85.01048388509999,30.098192952
l3178981,1672330.5292,12265673.761,-21623.5009000001,-11903.995999999344,-85.0109625027,30.098535012
m1047368,1671812.3361,12266158.883,-22141.694000000134,-11418.873999999836,-85.01251708199999,30.099990377999998
l2748130,1671885.8511,12266354.271,-22068.179000000004,-11223.485999999568,-85.012296537,30.100576542
l3254212,1672092.781,12266469.352,-21861.249100000132,-11108.40499999933,-85.01167574729999,30.100921785
l2841620,1671528.1802,12266449.679,-22425.84990000003,-11128.077999999747,-85.01336954969999,30.100862766
l2785520,1670862.3508,12266836.341,-23091.679300000193,-10741.41599999927,-85.01536703789999,30.102022752
m1047386,1670422.9688,12266801.439,-23531.061300000176,-10776.31799999997,-85.0166851839,30.101918045999998
m1047379,1670519.6999,12266504.868,-23434.3302000002,-11072.88899999857,-85.01639499059999,30.101028333000002
l3119793,1670354.0044,12266463.974,-23600.025700000115,-11113.782999999821,-85.0168920771,30.100905650999998
m1047371,1670228.8798,12266398.253,-23725.150300000096,-11179.503999998793,-85.0172674509,30.100708488000002
l2916625,1669873.7566,12266154.271,-24080.273500000127,-11423.485999999568,-85.01833282049999,30.099976542
l3139598,1669417.1632,12266173.502,-24536.866900000023,-11404.254999998957,-85.01970260069999,30.100034235000003
m1047388,1669990.3001,12266874.119,-23963.72999999998,-10703.637999998406,-85.01798319,30.102136086
l2691942,1669352.1802,12266578.518,-24601.84990000003,-10999.23900000006,-85.01989754969999,30.101249282999998
m1047374,1669131.5287,12266470.38,-24822.501400000183,-11107.376999998465,-85.0205595042,30.100924869000004
l3197629,1669423.7905,12267110.749,-24530.239600000205,-10467.007999999449,-85.0196827188,30.102845976
l2689678,1668863.5601,12266355.11,-25090.470000000205,-11222.64699999988,-85.02136340999999,30.100579058999998
m1026463,1668440.2918,12267538.428,-25513.738300000085,-10039.32899999991,-85.0226332149,30.104129012999998
d5865224-1_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
f739841,1668577.9502,12267577.779,-25376.07990000001,-9999.97800000012,-85.02222023969999,30.104247066
l0247160,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
m1026468,1668318.7184,12267595.58,-25635.311700000195,-9982.17699999921,-85.0229979351,30.104300469000002
d5472341-1_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
f739842,1668209.1586,12267644.609,-25744.871500000125,-9933.148000000045,-85.0233266145,30.104447555999997
l0247162,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
l2766732,1668123.2983,12267833.549,-25830.731800000183,-9744.207999998704,-85.02358419539999,30.105014376000003
m1026485,1668094.1306,12267867.89,-25859.899500000058,-9709.866999998689,-85.0236716985,30.105117399
l3048231,1668275.9889,12268196.017,-25678.041200000094,-9381.73999999836,-85.0231261236,30.106101780000003
m1026486,1668058.8968,12267885.667,-25895.133300000103,-9692.089999999851,-85.0237773999,30.105170729999998
d6047588-1_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
f739844,1668011.2481,12267909.698,-25942.782000000123,-9668.058999998495,-85.023920346,30.105242823000005
l0247171,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
l2897784,1668087.6999,12267930.239,-25866.3302000002,-9647.517999999225,-85.02369099059999,30.105304446
l2691959,1667982.6949,12268211.95,-25971.33520000009,-9365.80700000003,-85.02400600559999,30.106149578999997
l2879065,1669145.709,12266863.002,-24808.32110000006,-10714.754999998957,-85.0205169633,30.102102735000003
l2729407,1670067.8702,12267015.902,-23886.159900000086,-10561.854999998584,-85.0177504797,30.102561435000002
l3254211,1670420.5317,12266981.811,-23533.498400000157,-10595.9459999986,-85.01669249519999,30.102459162000002
l2785528,1671701.3099,12266075.71,-22252.720200000098,-11502.04699999839,-85.0128501606,30.099740859000004
l2841638,1672682.7115,12265745.31,-21271.318600000115,-11832.446999998763,-85.0099059558,30.098749659000003
l2860492,1672549.2597,12266013.184,-21404.770400000038,-11564.572999998927,-85.0103063112,30.099553281000002
l3104120,1673288.6082,12266509.349,-20665.42190000019,-11068.407999999821,-85.0080882657,30.101041776
l2804251,1673615.469,12266421.318,-20338.56110000005,-11156.438999999315,-85.00710768329999,30.100777683
l3254210,1673509.5915,12266982.728,-20444.438599999994,-10595.028999999166,-85.00742531579999,30.102461913000003
l3085395,1673886.0426,12266705.662,-20067.987500000047,-10872.094999998808,-85.00629596249999,30.101630715000002
l2710510,1673946.1596,12267047.781,-20007.870500000194,-10529.975999999791,-85.0061156115,30.102657072
l3197628,1673854.061,12267224.019,-20099.969100000104,-10353.737999999896,-85.0063919073,30.103185785999997
l2991907,1674645.6007,12268033.618,-19308.429400000023,-9544.13899999857,-85.00401728819999,30.105614583
m1069192,1674569.4888,12268205.11,-19384.541300000157,-9372.64699999988,-85.00424562389999,30.106129059
l3235253,1674836.6914,12268191.982,-19117.338700000197,-9385.77499999851,-85.00344401609999,30.106089675000003
l3195315,1674241.5795,12268131.079,-19712.4506000001,-9446.677999999374,-85.0052293518,30.105906966
m1069181,1673972.4395,12268069.221,-19981.590599999996,-9508.53599999845,-85.0060367718,30.105721392000003
l2973151,1673727.5397,12268104.881,-20226.49040000001,-9472.876000000164,-85.0067714712,30.105828371999998
m1069187,1673479.5514,12268148.802,-20474.478700000094,-9428.955000000075,-85.0075154361,30.105960134999997
l2748129,1673406.8106,12267874.558,-20547.219500000123,-9703.198999999091,-85.00773365849999,30.105137403
l2785519,1673302.2192,12268144.03,-20651.810900000157,-9433.726999999955,-85.0080474327,30.105945819
l3104122,1673195.8092,12268132.021,-20758.220900000073,-9445.735999999568,-85.0083666627,30.105909792
l2804283,1672912.1817,12268072.829,-21041.848400000017,-9504.927999999374,-85.00921754519999,30.105732216
l2916627,1672497.5191,12267923.03,-21456.511000000173,-9654.726999999955,-85.010461533,30.105282819
l2673310,1672257.1904,12267838.219,-21696.839700000128,-9739.537999998778,-85.01118251909999,30.105028386
l3104121,1672018.5697,12267739.911,-21935.46039999998,-9837.845999998972,-85.0118983812,30.104733462000002
l3104113,1671938.7386,12267667.17,-22015.29150000005,-9910.58699999936,-85.0121378745,30.104515239
l2804253,1674007.1777,12268019.917,-19946.852400000207,-9557.839999999851,-85.0059325572,30.10557348
l2748146,1673880.4188,12268381.508,-20073.61129999999,-9196.248999999836,-85.0063128339,30.106658253
l2991913,1674770.582,12268432.47,-19183.448100000154,-9145.286999998614,-85.00364234429999,30.106811139
l2879064,1675046.0584,12267632.939,-18907.97170000011,-9944.81799999997,-85.00281591509999,30.104412546
l2973158,1676386.4581,12268986.389,-17567.57200000016,-8591.367999998853,-84.99879471599999,30.108472896000002
m1089145,1678531.4841,12270114.796,-15422.54600000009,-7462.960999999195,-84.992359638,30.111858117
l3215385,1678635.0023,12270171.431,-15319.02780000004,-7406.325999999419,-84.99204908339999,30.112028022
l3047289,1678503.959,12270356.231,-15450.07110000006,-7221.525999998674,-84.9924422133,30.112582422000003
l2991912,1678450.2686,12270101.472,-15503.761500000022,-7476.285000000149,-84.99260328449999,30.111818144999997
l3104128,1678085.8393,12270157.808,-15868.190799999982,-7419.948999999091,-84.9936965724,30.111987153
l2673315,1677718.7107,12270263.751,-16235.319400000153,-7314.005999999121,-84.9947979582,30.112304982
m1089148,1677542.3288,12270485.009,-16411.701300000073,-7092.747999999672,-84.9953271039,30.112968756
l2766721,1677417.7408,12270583.489,-16536.289300000062,-6994.267999999225,-84.9957008679,30.113264196
l2991906,1677904.0793,12270845.268,-16049.950799999991,-6732.48900000006,-84.9942418524,30.114049533
l2879054,1678099.5281,12270924.919,-15854.502000000095,-6652.837999999523,-84.993655506,30.114288486
m1108302,1680990.5874,12271088.28,-12963.442700000014,-6489.476999999955,-84.98498232809999,30.114778569
l3236011,1680888.601,12271034.069,-13065.429100000067,-6543.687999999151,-84.9852882873,30.114615936
l3198358,1680619.4488,12271292.109,-13334.581300000194,-6285.648000000045,-84.9860957439,30.115390056
l3104859,1680608.451,12271640.601,-13345.579100000206,-5937.155999999493,-84.98612873729999,30.116435532
l2897771,1679976.3973,12271675.27,-13977.632800000021,-5902.486999999732,-84.9880248984,30.116539538999998
l2711234,1681587.9193,12271013.061,-12366.11080000014,-6564.695999998599,-84.9831903324,30.114552912000004
l3198355,1681976.7403,12271041.889,-11977.289800000144,-6535.867999998853,-84.9820238694,30.114639396
l2805037,1682339.3715,12271067.98,-11614.658600000199,-6509.776999998838,-84.9809359758,30.114717669
l3179682,1681672.9482,12271868.339,-12281.081900000107,-5709.417999999598,-84.98293524569999,30.117118746
l2786274,1681741.0483,12271928.66,-12212.981800000183,-5649.096999999136,-84.9827309454,30.117299709
m1125904,1682023.0743,12272365.409,-11930.955800000113,-5212.3479999993,-84.9818848674,30.118609956
l2989565,1682055.5801,12272283.407,-11898.450000000186,-5294.3499999996275,-84.98178734999999,30.11836395
l2674051,1681885.2152,12272620.356,-12068.814900000114,-4957.400999998674,-84.98229844469999,30.119374797000003
m1125916,1682933.4471,12272899.715,-11020.5830000001,-4678.041999999434,-84.97915374899999,30.120212874
l2879767,1682759.191,12273046.049,-11194.839099999983,-4531.707999998704,-84.97967651729999,30.120651876000004
l2767407,1682663.3405,12273255.498,-11290.689600000158,-4322.258999999613,-84.97996406879999,30.121280223
m1125913,1682967.9518,12272849.703,-10986.078300000168,-4728.053999999538,-84.97905023489999,30.120062838
l3068944,1683008.9323,12272726.053,-10945.097800000105,-4851.703999999911,-84.97892729339999,30.119691888
m1125911,1683010.3577,12272718.91,-10943.67240000004,-4858.846999999136,-84.97892301719999,30.119670459
l2711224,1683114.5682,12272389.051,-10839.461899999995,-5188.705999998376,-84.9786103857,30.118680882000003
m1125905,1683331.3408,12272443.97,-10622.689300000202,-5133.786999998614,-84.9779600679,30.118845639000003
l2748839,1683601.0009,12272521.831,-10353.02919999999,-5055.925999999046,-84.97715108759999,30.119079222
l3142079,1683425.7904,12271782.331,-10528.239700000035,-5795.425999999046,-84.97767671909999,30.116860722000002
m3036162,1683431.1357,12271776.064,-10522.894400000107,-5801.69299999997,-84.9776606832,30.116841921
l2955055,1683555.2281,12271843.599,-10398.802000000142,-5734.157999999821,-84.977288406,30.117044525999997
l2879753,1683340.569,12271609.512,-10613.46110000019,-5968.24499999918,-84.9779323833,30.116342265
l3142098,1683368.811,12272369.111,-10585.219100000104,-5208.645999999717,-84.97784765729999,30.118621062
l2917310,1683759.4301,12272392.09,-10194.600000000093,-5185.666999999434,-84.9766758,30.118689999
l2805031,1683081.71,12273149.26,-10872.320100000128,-4428.496999999508,-84.9787089603,30.120961509
l2861219,1684644.8419,12274039.301,-9309.188199999975,-3538.455999998376,-84.9740195646,30.123631632000002
m1142835,1685341.6862,12275098.944,-8612.343899999978,-2478.8129999991506,-84.97192903169999,30.126810561000003
l2767408,1685156.9116,12275131.102,-8797.118500000099,-2446.6549999993294,-84.97248335549999,30.126907035000002
l3217053,1685017.111,12275182.027,-8936.919100000057,-2395.7299999985844,-84.97290275729999,30.127059810000002
m3037455,1685008.9313,12275185.009,-8945.098800000036,-2392.747999999672,-84.97292729639999,30.127068756
l3217052,1684775.1808,12275194.839,-9178.849300000118,-2382.9179999995977,-84.97362854789999,30.127098246
l3086074,1684848.4582,12275424.109,-9105.571900000097,-2153.6480000000447,-84.97340871569999,30.127786055999998
l3104853,1685288.3686,12275209.311,-8665.661500000162,-2368.4459999985993,-84.97208898449999,30.127141662000003
l2955078,1686308.0187,12275184.878,-7646.011400000192,-2392.878999998793,-84.96903003419999,30.127068363000003
l2955077,1686223.8991,12275501.151,-7730.131000000052,-2076.6059999987483,-84.969282393,30.128017182
d5861005-2_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
q1301,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
l3160872,1685969.2016,12275677.279,-7984.8285000000615,-1900.4780000001192,-84.97004648549999,30.128545566
m1142860,1685812.3084,12275785.118,-8141.721700000111,-1792.6389999985695,-84.97051716509999,30.128869083
p895114,1685829.6181,12275798.041,-8124.412000000011,-1779.716000000015,-84.970465236,30.128907851999998
l3198348,1685872.536,12275830.08,-8081.494100000011,-1747.6769999992102,-84.9703364823,30.129003969
m1142863,1685676.7104,12275880.78,-8277.31970000011,-1696.9769999999553,-84.97092395909999,30.129156068999997
l2711225,1685494.5612,12275693.159,-8459.468899999978,-1884.5979999992996,-84.97147040669999,30.128593206
l3030200,1685199.8213,12275828.859,-8754.208800000139,-1748.8980000000447,-84.97235462639999,30.129000306
m1142865,1685492.4395,12276001.538,-8461.590599999996,-1576.218999998644,-84.9714767718,30.129518343
l3048962,1685564.439,12276088.169,-8389.591100000078,-1489.5879999995232,-84.97126077329999,30.129778236
m1142871,1684905.4704,12276397.929,-9048.5597000001,-1179.8279999997467,-84.9732376791,30.130707515999998
m1142874,1684789.4471,12276444.906,-9164.5830000001,-1132.8509999997914,-84.973585749,30.130848446999998
l3552667,1684186.4094,12276441.904,-9767.620700000087,-1135.8530000001192,-84.97539486209999,30.130839441
l3160862,1683533.1998,12276438.098,-10420.83030000003,-1139.658999999985,-84.9773544909,30.130828023
l3104850,1683099.6218,12276443.141,-10854.40830000001,-1134.6159999985248,-84.9786552249,30.130843152000004
m1125944,1683929.877,12277025.268,-10024.153099999996,-552.4890000000596,-84.9761644593,30.132589532999997
l3214071,1683294.6447,12277397.451,-10659.385400000028,-180.3059999998659,-84.97807015619999,30.133706082
m1125952,1683189.4389,12277539.701,-10764.59120000014,-38.05599999986589,-84.9783857736,30.134132832
l3214069,1683180.2721,12277580.579,-10773.758000000147,2.8220000006258488,-84.97841327399999,30.134255466
m1125962,1683134.9089,12277782.832,-10819.121200000169,205.0750000011176,-84.9785493636,30.134862225000003
l3123452,1682734.3406,12277838.791,-11219.689500000095,261.0339999999851,-84.9797510685,30.135030101999998
d6198039-1_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
e206217,1682519.833,12277879.374,-11434.19709999999,301.61700000055134,-84.9803945913,30.135151851
m1125969,1682339.4493,12277913.498,-11614.580800000113,335.74100000038743,-84.98093574239999,30.135254223
m1125978,1682371.7954,12277957.125,-11582.234700000146,379.36800000071526,-84.9808387041,30.135385104
l3029055,1682694.5725,12278265.291,-11259.457600000082,687.5339999999851,-84.9798703728,30.136309601999997
l3254869,1682307.6807,12277646.439,-11646.349400000181,68.6820000000298,-84.9810310482,30.134453045999997
l2798067,1682276.2931,12277412.606,-11677.737000000197,-165.1509999986738,-84.98112521099999,30.133751547000003
l2767341,1682254.8178,12277926.429,-11699.212300000014,348.6720000002533,-84.9811896369,30.135293016
m1125968,1682159.5612,12277912.92,-11794.468899999978,335.16300000064075,-84.9814754067,30.135252489
l3030126,1682167.9293,12277599.609,-11786.100800000131,21.851999999955297,-84.98145030239999,30.134312555999998
l3254870,1682029.8613,12277523.96,-11924.168800000101,-53.796999998390675,-84.98186450639999,30.134085609000003
m1125943,1681908.3125,12276058.141,-12045.71760000009,-1519.6159999985248,-84.98222915279999,30.129688152000003
l3150961,1682009.7664,12275979.101,-11944.26370000001,-1598.6559999994934,-84.9819247911,30.129451032
m1125976,1682030.5003,12277936.378,-11923.529800000135,358.621000001207,-84.9818625894,30.135322863000003
l3048887,1681875.4217,12277965.12,-12078.608400000026,387.3629999998957,-84.98232782519999,30.135409089
m1125966,1681830.5827,12277876.528,-12123.44740000018,298.7710000015795,-84.9824623422,30.135143313000004
l2955005,1681613.548,12277926.159,-12340.48210000014,348.40200000070035,-84.9831134463,30.135292206
m1108372,1681512.6512,12277955.871,-12441.378900000127,378.1140000000596,-84.98341613669999,30.135381342
l3179607,1681586.412,12278164.112,-12367.61810000008,586.355000000447,-84.9831948543,30.136006065
l3216988,1681260.3499,12278023.631,-12693.68020000006,445.8739999998361,-84.9841730406,30.135584622
m1125987,1681852.8199,12278475.17,-12101.210200000089,897.4130000006407,-84.9823956306,30.136939239
m1125988,1681819.5235,12278485.123,-12134.506600000197,907.3660000003874,-84.9824955198,30.136969097999998
l2767340,1681592.5109,12278552.97,-12361.51919999998,975.2130000013858,-84.98317655759999,30.137172639000003
m3037449,1681586.4202,12278554.788,-12367.60990000004,977.031000001356,-84.9831948297,30.137178093000003
l3160793,1681393.7034,12278491.726,-12560.326700000092,913.9690000005066,-84.9837729801,30.136988907
l2898457,1681713.7116,12278406.751,-12240.318500000052,828.9940000008792,-84.9828129555,30.136733982000003
l3067478,1681762.3188,12278912.14,-12191.711300000083,1334.3830000013113,-84.9826671339,30.138250149
m1125994,1681693.1906,12279248.511,-12260.839500000002,1670.7540000006557,-84.9828745185,30.139259262
d5535139-1_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
e183473,1681616.7715,12279600.579,-12337.25860000006,2022.8220000006258,-84.98310377579999,30.140315466
l2859403,1681580.1246,12279757.808,-12373.90550000011,2180.051000000909,-84.98321371649999,30.140787153
l2973791,1681551.8581,12279879.091,-12402.17200000002,2301.33400000073,-84.98329851599999,30.141151002
l3179650,1681500.4001,12280084.718,-12453.630000000121,2506.961000001058,-84.98345289,30.141767883
l3232902,1681467.9884,12280220.664,-12486.041700000176,2642.90700000152,-84.9835501251,30.142175721000005
l2933135,1681436.4329,12280349.918,-12517.597200000193,2772.161000000313,-84.9836447916,30.142563483
m1108484,1681350.892,12280581.01,-12603.138100000098,3003.2530000004917,-84.98390141429999,30.143256759
m1108483,1681398.7497,12280575.652,-12555.280400000047,2997.8950000014156,-84.98375784119999,30.143240685000002
l3067447,1681282.2307,12280617.137,-12671.799400000134,3039.3800000008196,-84.9841073982,30.14336514
l2936212,1681589.6806,12280554.3,-12364.349500000011,2976.5430000014603,-84.98318504849999,30.143176629000003
l2730106,1681252.8215,12280907.379,-12701.208600000013,3329.622000001371,-84.9841956258,30.144235866000002
m1108490,1681135.68,12281106.961,-12818.350100000156,3529.2039999999106,-84.9845470503,30.144834611999997
m1108489,1681106.369,12281096.831,-12847.661100000143,3519.0740000009537,-84.9846349833,30.144804222
m1108492,1681159.3385,12281125.401,-12794.69160000002,3547.6440000012517,-84.9844760748,30.144889932
l2804956,1681314.1591,12281246.151,-12639.871000000043,3668.3940000012517,-84.98401161299999,30.145252182000004
l2936214,1680942.3283,12281116.709,-13011.701800000155,3538.9520000014454,-84.9851271054,30.144863856000004
l3142049,1681066.6583,12281234.17,-12887.37180000008,3656.4130000006407,-84.9847541154,30.145216239
l3104830,1680861.7313,12281619.649,-13092.29879999999,4041.892000000924,-84.98536889639999,30.146372676000002
m1108505,1680783.0922,12282090.066,-13170.937900000019,4512.309000000358,-84.9856048137,30.147783927
l2955047,1680741.1082,12282264.081,-13212.92190000019,4686.324000000954,-84.9857307657,30.148305972000003
l3179646,1680709.057,12282417.099,-13244.973100000061,4839.342000000179,-84.9858269193,30.148765026
l2674027,1680654.8218,12282665.059,-13299.208300000057,5087.302000001073,-84.9859896249,30.149508906
l2692633,1680603.5522,12282881.786,-13350.477900000056,5304.029000001028,-84.9861434337,30.150159087000002
regxfmr_190-8581,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
190-8581,1680565.271,12283007.21,-13388.759100000141,5429.453000001609,-84.9862582773,30.150535359000003
d5587291-3_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
q14734,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
m1108529,1680506.518,12283208.229,-13447.512100000167,5630.472000000998,-84.9864345363,30.151138416000002
m1108532,1680446.6017,12283263.32,-13507.428400000092,5685.563000001013,-84.98661428519999,30.151303689000002
l2936213,1680270.3508,12283251.119,-13683.679300000193,5673.362000001594,-84.9871430379,30.151267086000004
l3141394,1679987.9808,12283156.55,-13966.049300000072,5578.79300000146,-84.98799014789999,30.150983379000003
m1108534,1679221.6192,12283309.441,-14732.410900000017,5731.684000000358,-84.9902892327,30.151442052
l3157718,1679336.3399,12282953.184,-14617.69020000007,5375.427000001073,-84.98994507059999,30.150373281
m1108526,1678834.3301,12283142.558,-15119.700000000186,5564.801000000909,-84.99145109999999,30.150941403
m1089197,1678293.3795,12282893.038,-15660.650600000052,5315.281000001356,-84.9930739518,30.150192843000003
m1089203,1676956.5516,12283289.371,-16997.4785000002,5711.61400000006,-84.9970844355,30.151381842
l3160098,1676712.5898,12283381.498,-17241.440300000133,5803.741000000387,-84.9978163209,30.151658223
m1089213,1676365.7487,12283420.312,-17588.281399999978,5842.555000001565,-84.99885684419999,30.151774665000005
l3118855,1676101.5567,12283415.438,-17852.473400000017,5837.680999999866,-84.99964942019999,30.151760043
l3231255,1675935.9718,12283419.456,-18018.05830000015,5841.699000000954,-85.0001461749,30.151772097000002
l3066814,1674640.407,12283872.678,-19313.6231000002,6294.921000000089,-85.00403286929999,30.153131762999998
d5534969-2_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
e182729,1674554.092,12283957.47,-19399.938100000145,6379.713000001386,-85.00429181429999,30.153386139000002
m1069503,1674536.811,12283975.541,-19417.219100000104,6397.783999999985,-85.0043436573,30.153440351999997
l2766738,1674181.8516,12284222.01,-19772.178500000155,6644.253000000492,-85.0054085355,30.154179759
m1069517,1673535.5601,12284577.01,-20418.470000000205,6999.253000000492,-85.00734741,30.155244759
m1069514,1673234.7499,12284368.13,-20719.280200000154,6790.373000001535,-85.00824984059999,30.154618119000002
d6290228-6_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
q16642,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
q16642_cap,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
r42246,1673069.3329,12284208.726,-20884.697200000053,6630.969000000507,-85.00874609159999,30.154139907
l2691967,1672969.0506,12284112.09,-20984.979500000132,6534.333000000566,-85.00904693849999,30.153849999
m1069504,1672858.2702,12284010.927,-21095.75990000018,6433.1699999999255,-85.0093792797,30.153546509999998
m1069500,1672604.9203,12283769.541,-21349.109799999977,6191.783999999985,-85.01013932939999,30.152822351999998
l2764403,1672416.664,12283881.989,-21537.366099999985,6304.232000000775,-85.0107040983,30.153159696
m1047623,1672250.8784,12283981.022,-21703.151700000046,6403.265000000596,-85.0112014551,30.153456795
l2748157,1672043.3505,12283984.09,-21910.67960000015,6406.333000000566,-85.0118240388,30.153465999
l2785537,1672254.2208,12284478.87,-21699.80930000008,6901.112999999896,-85.01119142789999,30.154950339
l2841632,1672089.6107,12283254.85,-21864.419400000013,5677.093000000343,-85.01168525819999,30.151278279
regxfmr_190-8593,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
190-8593,1672032.107,12283195.786,-21921.923100000015,5618.029000001028,-85.0118577693,30.151101087
d5860423-3_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
q14733,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
m1047568,1671979.5184,12283141.71,-21974.51170000015,5563.953000001609,-85.01201553509999,30.150938859000004
m1047566,1672170.9982,12283080.041,-21783.03190000006,5502.283999999985,-85.0114410957,30.150753851999998
l3141401,1672192.3589,12282978.272,-21761.671199999982,5400.515000000596,-85.0113770136,30.150448545
m1047558,1671749.569,12282953.56,-22204.46110000019,5375.803000001237,-85.01270538329999,30.150374409
l3104129,1671564.5199,12283260.199,-22389.510200000135,5682.441999999806,-85.0132605306,30.151294326
m1047534,1671310.2402,12282700.411,-22643.789900000207,5122.654000001028,-85.0140233697,30.149614962
m1047522,1670841.6906,12282449.2,-23112.339500000002,4871.44299999997,-85.01542901849999,30.148861329
l3085401,1670835.0919,12282505.036,-23118.938199999975,4927.279000001028,-85.01544881459999,30.149028837000003
m1047521,1670503.5617,12282443.85,-23450.46840000013,4866.093000000343,-85.0164434052,30.148845279
d6108141-1_int,1693954.0301,12277577.757,0.0,0.0,-84.946092,30.134247
e206209,1670440.9215,12282421.15,-23513.108600000152,4843.393000001088,-85.01663132579999,30.148777179000003
l2897777,1670054.2796,12282289.439,-23899.750500000082,4711.68200000003,-85.0177912515,30.148382046
m1047515,1669891.1482,12282216.19,-24062.881900000153,4638.433000000194,-85.01828064569999,30.148162299
m1047513,1669570.5707,12282032.03,-24383.45940000005,4454.273000000045,-85.01924237819999,30.147609819
