hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
1333, 0.00000, 1776.84, -156.011, 1919.31, -157.549, 1744.6, -156.558, 0, 0
1334, 0.00000, 1995.14, -156.209, 2154.48, -157.72, 1962.03, -156.71, 0, 0
1335, 0.00000, 2181.59, -156.367, 2355.11, -157.855, 2147.84, -156.827, 0, 0
1336, 0.00000, 2322.57, -156.481, 2507.51, -157.953, 2289.74, -156.911, 0, 0
1337, 0.00000, 2300.87, -156.464, 2483.66, -157.938, 2267.84, -156.898, 0, 0
1338, 0.00000, 2308.66, -156.469, 2490.85, -157.942, 2274.75, -156.903, 0, 0
1339, 0.00000, 2303.56, -156.465, 2485.4, -157.94, 2271.6, -156.901, 0, 0
1340, 0.00000, 2045.86, -156.251, 2206.81, -157.758, 2014.78, -156.745, 0, 0
1341, 0.00000, 1879.26, -156.104, 2027.99, -157.632, 1851.75, -156.636, 0, 0
1342, 0.00000, 1795.32, -156.024, 1937.22, -157.564, 1770.87, -156.578, 0, 0
1343, 0.00000, 1700.41, -155.933, 1834.65, -157.484, 1677.06, -156.508, 0, 0
1344, 0.00000, 1496.85, -155.727, 1615.3, -157.3, 1475.02, -156.344, 0, 0
1345, 0.00000, 1312.83, -155.517, 1415.32, -157.108, 1290.18, -156.167, 0, 0
1346, 0.00000, 1182.93, -155.356, 1276.55, -156.958, 1160.07, -156.026, 0, 0
1347, 0.00000, 1083.31, -155.219, 1169.42, -156.83, 1061.21, -155.904, 0, 0
1348, 0.00000, 1039.31, -155.154, 1122.05, -156.767, 1016.59, -155.844, 0, 0
1349, 0.00000, 1014.26, -155.116, 1095.02, -156.73, 990.771, -155.807, 0, 0
1350, 0.00000, 1000.82, -155.095, 1080.53, -156.71, 976.926, -155.787, 0, 0
1351, 0.00000, 970.706, -155.048, 1048.09, -156.664, 944.967, -155.739, 0, 0
1352, 0.00000, 1000.91, -155.096, 1078.94, -156.707, 969.799, -155.777, 0, 0
1353, 0.00000, 1113.62, -155.265, 1199.96, -156.866, 1077.53, -155.926, 0, 0
1354, 0.00000, 1220.11, -155.408, 1314.83, -157, 1182.4, -156.053, 0, 0
1355, 0.00000, 1261.82, -155.462, 1359.23, -157.049, 1221.48, -156.097, 0, 0
1356, 0.00000, 1353.94, -155.572, 1458.61, -157.151, 1313.75, -156.194, 0, 0
1357, 0.00000, 1500.16, -155.736, 1615.92, -157.3, 1459.17, -156.332, 0, 0
1358, 0.00000, 1806.55, -156.037, 1945.93, -157.568, 1764.62, -156.574, 0, 0
1359, 0.00000, 2056.69, -156.26, 2215.75, -157.761, 2015.02, -156.745, 0, 0
1360, 0.00000, 2163.39, -156.351, 2331.9, -157.839, 2123.46, -156.813, 0, 0
1361, 0.00000, 2265.99, -156.435, 2443.91, -157.912, 2229.73, -156.876, 0, 0
1362, 0.00000, 2275.48, -156.442, 2454.09, -157.92, 2241.53, -156.884, 0, 0
1363, 0.00000, 2272.68, -156.44, 2452.04, -157.919, 2241.83, -156.884, 0, 0
1364, 0.00000, 2213.64, -156.39, 2388.38, -157.879, 2185.29, -156.85, 0, 0
1365, 0.00000, 2152.22, -156.339, 2321.99, -157.836, 2125.09, -156.814, 0, 0
1366, 0.00000, 2126.24, -156.317, 2293.17, -157.818, 2100.6, -156.8, 0, 0
1367, 0.00000, 1935.22, -156.153, 2087.13, -157.677, 1910.5, -156.677, 0, 0
1368, 0.00000, 1623.42, -155.858, 1750.58, -157.418, 1600.68, -156.45, 0, 0
1369, 0.00000, 1393.62, -155.612, 1503, -157.196, 1372.42, -156.25, 0, 0
1370, 0.00000, 1225.67, -155.41, 1321.87, -157.009, 1204.71, -156.077, 0, 0
1371, 0.00000, 1061.01, -155.186, 1144.42, -156.799, 1040.74, -155.878, 0, 0
1372, 0.00000, 983.535, -155.067, 1061.23, -156.685, 963.701, -155.768, 0, 0
1373, 0.00000, 914.339, -154.953, 988.017, -156.575, 893.298, -155.657, 0, 0
1374, 0.00000, 928.01, -154.975, 1002.78, -156.595, 906.892, -155.678, 0, 0
1375, 0.00000, 1021.36, -155.125, 1102.63, -156.738, 998.036, -155.817, 0, 0
1376, 0.00000, 1056.81, -155.18, 1139.34, -156.789, 1029.99, -155.862, 0, 0
1377, 0.00000, 985.115, -155.073, 1059.86, -156.684, 951.489, -155.752, 0, 0
1378, 0.00000, 1029.75, -155.141, 1107.59, -156.747, 995.061, -155.815, 0, 0
1379, 0.00000, 1192.76, -155.37, 1283.28, -156.965, 1157.44, -156.025, 0, 0
1380, 0.00000, 1400.18, -155.623, 1506.21, -157.199, 1363.84, -156.245, 0, 0
1381, 0.00000, 1632.01, -155.867, 1756.01, -157.419, 1594.41, -156.444, 0, 0
1382, 0.00000, 1871.9, -156.095, 2013.7, -157.62, 1832.15, -156.623, 0, 0
1383, 0.00000, 2005.23, -156.213, 2157.54, -157.723, 1965.29, -156.713, 0, 0
1384, 0.00000, 2126.6, -156.317, 2289.54, -157.813, 2090.3, -156.793, 0, 0
1385, 0.00000, 2183.52, -156.365, 2351.73, -157.855, 2149.4, -156.83, 0, 0
1386, 0.00000, 2294.57, -156.455, 2473.14, -157.933, 2263.59, -156.897, 0, 0
1387, 0.00000, 2366.34, -156.513, 2550.39, -157.982, 2336.06, -156.939, 0, 0
1388, 0.00000, 2336.01, -156.488, 2517.29, -157.961, 2305.6, -156.921, 0, 0
1389, 0.00000, 2310.6, -156.468, 2491.17, -157.945, 2282.26, -156.908, 0, 0
1390, 0.00000, 2224.29, -156.397, 2398.12, -157.886, 2197.22, -156.858, 0, 0
1391, 0.00000, 2047.43, -156.251, 2208.01, -157.761, 2022.02, -156.75, 0, 0
1392, 0.00000, 1822.75, -156.05, 1965.19, -157.587, 1797.69, -156.599, 0, 0
1393, 0.00000, 1627.6, -155.862, 1755.17, -157.421, 1603.11, -156.451, 0, 0
1394, 0.00000, 1487.33, -155.714, 1604.2, -157.289, 1464.88, -156.333, 0, 0
1395, 0.00000, 1348.76, -155.559, 1454.64, -157.148, 1327.45, -156.205, 0, 0
1396, 0.00000, 1239.72, -155.428, 1337.06, -157.026, 1218.21, -156.092, 0, 0
1397, 0.00000, 1146.07, -155.306, 1236.62, -156.912, 1124.94, -155.984, 0, 0
1398, 0.00000, 1088.41, -155.227, 1175.6, -156.837, 1067.07, -155.912, 0, 0
1399, 0.00000, 1179.15, -155.351, 1272.79, -156.953, 1156.78, -156.023, 0, 0
1400, 0.00000, 1201.37, -155.38, 1295.17, -156.978, 1175.48, -156.044, 0, 0
1401, 0.00000, 1091.37, -155.231, 1174.94, -156.837, 1061.29, -155.906, 0, 0
1402, 0.00000, 1138.18, -155.296, 1224.55, -156.896, 1105.03, -155.961, 0, 0
1403, 0.00000, 1285.85, -155.487, 1383.65, -157.075, 1251.95, -156.131, 0, 0
1404, 0.00000, 1464.65, -155.694, 1575.45, -157.264, 1427.69, -156.304, 0, 0
1405, 0.00000, 1684.23, -155.918, 1811.56, -157.465, 1646.55, -156.486, 0, 0
1406, 0.00000, 1849.44, -156.074, 1989.13, -157.602, 1809.83, -156.607, 0, 0
1407, 0.00000, 1979.4, -156.191, 2129.55, -157.703, 1940.04, -156.697, 0, 0
1408, 0.00000, 2075.13, -156.275, 2233.69, -157.777, 2037.9, -156.761, 0, 0
1409, 0.00000, 2120.55, -156.313, 2284.29, -157.811, 2085.78, -156.791, 0, 0
1410, 0.00000, 2031.38, -156.235, 2189.87, -157.746, 2001.66, -156.736, 0, 0
1411, 0.00000, 2005.36, -156.213, 2161.45, -157.727, 1976.02, -156.72, 0, 0
1412, 0.00000, 1966.14, -156.179, 2119.15, -157.698, 1937.18, -156.694, 0, 0
1413, 0.00000, 1931.55, -156.148, 2082.09, -157.672, 1905.4, -156.673, 0, 0
1414, 0.00000, 1874.41, -156.097, 2022, -157.628, 1848.5, -156.633, 0, 0
1415, 0.00000, 1682.81, -155.917, 1814.27, -157.469, 1657.91, -156.494, 0, 0
1416, 0.00000, 1461.81, -155.688, 1576.03, -157.264, 1438.34, -156.311, 0, 0
1417, 0.00000, 1237.35, -155.425, 1334.94, -157.024, 1216.07, -156.089, 0, 0
1418, 0.00000, 1091.14, -155.232, 1179.09, -156.842, 1069, -155.914, 0, 0
1419, 0.00000, 983.656, -155.07, 1063.48, -156.688, 962.636, -155.767, 0, 0
1420, 0.00000, 945.689, -155.007, 1022.73, -156.627, 924.323, -155.707, 0, 0
1421, 0.00000, 920.406, -154.964, 995.177, -156.585, 898.419, -155.665, 0, 0
1422, 0.00000, 921.374, -154.965, 996.582, -156.586, 898.971, -155.665, 0, 0
1423, 0.00000, 1045.24, -155.164, 1130.45, -156.775, 1021.92, -155.85, 0, 0
1424, 0.00000, 1093.16, -155.235, 1181.57, -156.843, 1066.55, -155.91, 0, 0
1425, 0.00000, 1025.25, -155.138, 1108.55, -156.75, 995.514, -155.814, 0, 0
1426, 0.00000, 1013.62, -155.12, 1096.43, -156.732, 983.071, -155.795, 0, 0
1427, 0.00000, 1123.54, -155.28, 1214.26, -156.883, 1090.6, -155.941, 0, 0
1428, 0.00000, 1280.47, -155.486, 1383.32, -157.074, 1246.52, -156.123, 0, 0
1429, 0.00000, 1480.43, -155.717, 1599.36, -157.286, 1446.65, -156.32, 0, 0
1430, 0.00000, 1614.66, -155.856, 1743.91, -157.411, 1580.63, -156.434, 0, 0
1431, 0.00000, 1806.91, -156.04, 1951.34, -157.573, 1773.09, -156.579, 0, 0
1432, 0.00000, 1861.68, -156.091, 2010.11, -157.618, 1827.84, -156.619, 0, 0
1433, 0.00000, 1368.05, -155.588, 1478.56, -157.17, 1336.8, -156.214, 0, 0
1434, 0.00000, 1561.77, -155.799, 1687.84, -157.362, 1533.39, -156.392, 0, 0
1435, 0.00000, 1550.83, -155.786, 1674.78, -157.351, 1523.68, -156.385, 0, 0
1436, 0.00000, 1561.14, -155.796, 1684.82, -157.36, 1534.02, -156.394, 0, 0
1437, 0.00000, 1530.79, -155.763, 1651.88, -157.331, 1505.04, -156.369, 0, 0
1438, 0.00000, 1532.8, -155.765, 1653.22, -157.333, 1508.39, -156.372, 0, 0
1439, 0.00000, 1393.97, -155.612, 1504.09, -157.195, 1371.01, -156.247, 0, 0
1440, 0.00000, 1233.42, -155.421, 1330.82, -157.019, 1211.02, -156.083, 0, 0
1441, 0.00000, 1077.1, -155.211, 1162.91, -156.823, 1057.41, -155.9, 0, 0
1442, 0.00000, 929.738, -154.982, 1005.3, -156.604, 909.866, -155.686, 0, 0
1443, 0.00000, 843.755, -154.826, 912.827, -156.452, 824.221, -155.535, 0, 0
1444, 0.00000, 811.101, -154.76, 877.77, -156.387, 791.138, -155.47, 0, 0
1445, 0.00000, 794.2, -154.725, 859.9, -156.352, 773.981, -155.434, 0, 0
1446, 0.00000, 816.792, -154.77, 884.32, -156.396, 795.785, -155.477, 0, 0
1447, 0.00000, 952.773, -155.016, 1031.13, -156.634, 930.222, -155.713, 0, 0
1448, 0.00000, 995.873, -155.089, 1077.06, -156.704, 969.196, -155.774, 0, 0
1449, 0.00000, 952.919, -155.023, 1030.6, -156.64, 922.615, -155.704, 0, 0
1450, 0.00000, 946.012, -155.012, 1022.6, -156.627, 913.54, -155.69, 0, 0
1451, 0.00000, 1023.3, -155.134, 1106.06, -156.744, 990.634, -155.806, 0, 0
1452, 0.00000, 1169.12, -155.342, 1262.46, -156.94, 1135.56, -155.997, 0, 0
1453, 0.00000, 1257.73, -155.456, 1357.89, -157.047, 1223.85, -156.098, 0, 0
1454, 0.00000, 1278.21, -155.481, 1379.93, -157.07, 1244.32, -156.12, 0, 0
1455, 0.00000, 1174.81, -155.35, 1268.31, -156.948, 1141.39, -156.004, 0, 0
1456, 0.00000, 1130.7, -155.289, 1220.95, -156.892, 1099.51, -155.953, 0, 0
1457, 0.00000, 1205.7, -155.389, 1302.13, -156.986, 1175.16, -156.043, 0, 0
1458, 0.00000, 1234.14, -155.425, 1333.32, -157.02, 1207.17, -156.079, 0, 0
1459, 0.00000, 1320.11, -155.53, 1424.8, -157.117, 1292.83, -156.171, 0, 0
1460, 0.00000, 1389.41, -155.61, 1499.26, -157.192, 1363.7, -156.242, 0, 0
1461, 0.00000, 1403.29, -155.625, 1514.98, -157.207, 1380.34, -156.257, 0, 0
1462, 0.00000, 1430.08, -155.654, 1543.51, -157.235, 1409.21, -156.285, 0, 0
1463, 0.00000, 1309.62, -155.513, 1412.85, -157.106, 1289.84, -156.167, 0, 0
1464, 0.00000, 1135.54, -155.292, 1225.16, -156.9, 1116.59, -155.975, 0, 0
1465, 0.00000, 1734.31, -155.965, 1870.21, -157.515, 1714.29, -156.537, 0, 0
1466, 0.00000, 1558, -155.791, 1681.05, -157.359, 1537.12, -156.397, 0, 0
1467, 0.00000, 1430.86, -155.653, 1544.32, -157.234, 1411.16, -156.285, 0, 0
1468, 0.00000, 1332.13, -155.541, 1437.93, -157.131, 1312.26, -156.19, 0, 0
1469, 0.00000, 1240.03, -155.429, 1338.71, -157.028, 1219.95, -156.094, 0, 0
1470, 0.00000, 1206.83, -155.387, 1302.82, -156.988, 1185.83, -156.056, 0, 0
1471, 0.00000, 1261.29, -155.457, 1362.07, -157.053, 1239.42, -156.115, 0, 0
1472, 0.00000, 1251.53, -155.445, 1350.22, -157.039, 1224.97, -156.099, 0, 0
1473, 0.00000, 1189.8, -155.367, 1284.03, -156.966, 1160.24, -156.026, 0, 0
1474, 0.00000, 1190.19, -155.369, 1284.49, -156.966, 1158.17, -156.024, 0, 0
1475, 0.00000, 1329.56, -155.543, 1432.83, -157.125, 1293.22, -156.173, 0, 0
1476, 0.00000, 1589.33, -155.825, 1712.62, -157.382, 1552.16, -156.409, 0, 0
1477, 0.00000, 1830.84, -156.059, 1972.38, -157.589, 1792.2, -156.594, 0, 0
1478, 0.00000, 2043.44, -156.248, 2201.69, -157.753, 2004.36, -156.738, 0, 0
1479, 0.00000, 2197.69, -156.378, 2368.3, -157.864, 2159.33, -156.835, 0, 0
1480, 0.00000, 2297.86, -156.46, 2477, -157.933, 2260.16, -156.894, 0, 0
1481, 0.00000, 2386.35, -156.531, 2574.03, -157.993, 2350.89, -156.946, 0, 0
1482, 0.00000, 2415.82, -156.554, 2606.61, -158.014, 2384.18, -156.965, 0, 0
1483, 0.00000, 2435.84, -156.569, 2627.23, -158.027, 2404.03, -156.976, 0, 0
1484, 0.00000, 2318.62, -156.476, 2500.98, -157.951, 2289.34, -156.912, 0, 0
1485, 0.00000, 2181.71, -156.365, 2353.86, -157.858, 2155.5, -156.833, 0, 0
1486, 0.00000, 2127.76, -156.318, 2295.4, -157.82, 2104.2, -156.802, 0, 0
1487, 0.00000, 1961.68, -156.176, 2115.99, -157.699, 1941.06, -156.698, 0, 0
1488, 0.00000, 1777.12, -156.008, 1917.29, -157.552, 1758.17, -156.571, 0, 0
1489, 0.00000, 1267.68, -155.463, 1367.28, -157.059, 1247.82, -156.125, 0, 0
1490, 0.00000, 1102.86, -155.247, 1190.78, -156.857, 1082.57, -155.932, 0, 0
1491, 0.00000, 984.828, -155.071, 1063.8, -156.689, 965.345, -155.771, 0, 0
1492, 0.00000, 914.008, -154.952, 987.648, -156.575, 894.221, -155.659, 0, 0
1493, 0.00000, 876.32, -154.884, 947.085, -156.508, 856.148, -155.593, 0, 0
1494, 0.00000, 844.318, -154.825, 912.476, -156.449, 822.704, -155.531, 0, 0
1495, 0.00000, 852.052, -154.839, 920.672, -156.461, 828.199, -155.54, 0, 0
1496, 0.00000, 883.911, -154.898, 954.333, -156.518, 856.346, -155.592, 0, 0
1497, 0.00000, 956.527, -155.025, 1032.66, -156.639, 925.603, -155.708, 0, 0
1498, 0.00000, 1127.19, -155.284, 1216.01, -156.885, 1092.91, -155.945, 0, 0
1499, 0.00000, 1313.51, -155.525, 1416.57, -157.109, 1277.01, -156.156, 0, 0
1500, 0.00000, 1486.92, -155.722, 1602.76, -157.288, 1448.91, -156.322, 0, 0
1501, 0.00000, 1694.87, -155.931, 1826.77, -157.476, 1656.19, -156.492, 0, 0
1502, 0.00000, 1878.85, -156.104, 2024.71, -157.627, 1839.29, -156.627, 0, 0
1503, 0.00000, 2021.71, -156.23, 2178.63, -157.736, 1981.61, -156.723, 0, 0
1504, 0.00000, 2100.74, -156.299, 2264.13, -157.796, 2062.21, -156.776, 0, 0
1505, 0.00000, 2181.08, -156.366, 2351.5, -157.854, 2144.75, -156.827, 0, 0
1506, 0.00000, 2089.81, -156.287, 2253.65, -157.788, 2056.68, -156.77, 0, 0
1507, 0.00000, 2000.27, -156.21, 2157.63, -157.723, 1969.77, -156.715, 0, 0
1508, 0.00000, 1886.09, -156.108, 2035.03, -157.636, 1858.08, -156.639, 0, 0
1509, 0.00000, 1755.9, -155.986, 1894.17, -157.53, 1729.3, -156.546, 0, 0
1510, 0.00000, 1671.22, -155.904, 1802.57, -157.458, 1646.83, -156.484, 0, 0
1511, 0.00000, 1541.62, -155.771, 1662.23, -157.34, 1519.3, -156.38, 0, 0
1512, 0.00000, 1366.64, -155.579, 1473.47, -157.166, 1345.11, -156.222, 0, 0
1513, 0.00000, 1216.87, -155.399, 1312.76, -157, 1197.58, -156.069, 0, 0
1514, 0.00000, 1096.1, -155.237, 1183.42, -156.848, 1076.15, -155.924, 0, 0
1515, 0.00000, 966.378, -155.041, 1044.02, -156.661, 947.701, -155.745, 0, 0
1516, 0.00000, 885.747, -154.903, 957.462, -156.527, 866.772, -155.612, 0, 0
1517, 0.00000, 815.138, -154.768, 881.411, -156.395, 795.563, -155.48, 0, 0
1518, 0.00000, 785.792, -154.707, 849.569, -156.333, 764.838, -155.416, 0, 0
1519, 0.00000, 772.868, -154.679, 835.962, -156.306, 751.202, -155.386, 0, 0
1520, 0.00000, 804.346, -154.744, 869.11, -156.367, 778.761, -155.443, 0, 0
1521, 0.00000, 904.296, -154.935, 976.267, -156.551, 873.63, -155.621, 0, 0
1522, 0.00000, 1044.44, -155.164, 1126.83, -156.771, 1010.73, -155.835, 0, 0
1523, 0.00000, 1188.3, -155.367, 1281.51, -156.962, 1152.35, -156.018, 0, 0
1524, 0.00000, 1365.59, -155.586, 1472.52, -157.165, 1328.82, -156.209, 0, 0
1525, 0.00000, 1590.7, -155.828, 1714.73, -157.384, 1552.49, -156.409, 0, 0
1526, 0.00000, 1781.3, -156.014, 1919.76, -157.548, 1741.54, -156.557, 0, 0
1527, 0.00000, 1944.22, -156.162, 2095.08, -157.678, 1904.16, -156.672, 0, 0
1528, 0.00000, 2041.36, -156.249, 2200.44, -157.753, 2002.78, -156.738, 0, 0
1529, 0.00000, 2098.09, -156.297, 2263.07, -157.796, 2063.34, -156.776, 0, 0
1530, 0.00000, 2042.46, -156.247, 2204.03, -157.755, 2012.04, -156.742, 0, 0
1531, 0.00000, 2017.77, -156.226, 2177.7, -157.738, 1989.37, -156.728, 0, 0
1532, 0.00000, 1934.61, -156.152, 2088.01, -157.675, 1908.71, -156.674, 0, 0
1533, 0.00000, 1839.05, -156.065, 1984.98, -157.6, 1814.94, -156.609, 0, 0
1534, 0.00000, 1750.75, -155.981, 1889.04, -157.528, 1728.64, -156.547, 0, 0
1535, 0.00000, 1553.65, -155.787, 1676.73, -157.355, 1533.12, -156.394, 0, 0
1536, 0.00000, 1368.86, -155.582, 1476.97, -157.17, 1349.74, -156.226, 0, 0
1537, 0.00000, 1194.37, -155.37, 1288.77, -156.973, 1175.85, -156.044, 0, 0
1538, 0.00000, 1002.15, -155.098, 1081.92, -156.717, 984.891, -155.801, 0, 0
1539, 0.00000, 904.272, -154.935, 976.764, -156.559, 887.992, -155.649, 0, 0
1540, 0.00000, 810.882, -154.759, 876.676, -156.388, 795.643, -155.481, 0, 0
1541, 0.00000, 734.244, -154.595, 795.4, -156.227, 717.785, -155.313, 0, 0
1542, 0.00000, 700.534, -154.512, 759.132, -156.144, 684.326, -155.23, 0, 0
1543, 0.00000, 690.65, -154.486, 749.017, -156.118, 674.775, -155.204, 0, 0
1544, 0.00000, 715.851, -154.546, 775.908, -156.177, 698.884, -155.263, 0, 0
1545, 0.00000, 787.094, -154.705, 852.129, -156.332, 767.452, -155.417, 0, 0
1546, 0.00000, 950.005, -155.01, 1026.7, -156.627, 927.065, -155.708, 0, 0
1547, 0.00000, 1174.62, -155.346, 1268.21, -156.947, 1149.99, -156.015, 0, 0
1548, 0.00000, 1435.69, -155.661, 1550.47, -157.24, 1412.68, -156.287, 0, 0
1549, 0.00000, 1667.69, -155.903, 1800.38, -157.457, 1643.63, -156.483, 0, 0
1550, 0.00000, 1850.06, -156.076, 1996.18, -157.609, 1824.22, -156.617, 0, 0
1551, 0.00000, 2005.37, -156.214, 2163.1, -157.729, 1978.95, -156.722, 0, 0
1552, 0.00000, 2117.72, -156.31, 2282.78, -157.811, 2089.63, -156.793, 0, 0
1553, 0.00000, 2175.77, -156.36, 2346.07, -157.854, 2149.26, -156.83, 0, 0
1554, 0.00000, 2245.4, -156.417, 2421.95, -157.903, 2219.96, -156.872, 0, 0
1555, 0.00000, 2171.81, -156.355, 2342.73, -157.851, 2147.6, -156.828, 0, 0
1556, 0.00000, 2071.79, -156.27, 2235.31, -157.779, 2048.56, -156.766, 0, 0
1557, 0.00000, 1942.02, -156.159, 2095.63, -157.684, 1920.72, -156.684, 0, 0
1558, 0.00000, 1813.37, -156.04, 1957.5, -157.58, 1793.11, -156.594, 0, 0
1559, 0.00000, 1599.3, -155.834, 1726.26, -157.398, 1581.11, -156.434, 0, 0
1560, 0.00000, 1359.22, -155.573, 1467.37, -157.162, 1341.85, -156.221, 0, 0
1561, 0.00000, 1107.13, -155.251, 1195.01, -156.861, 1089.22, -155.94, 0, 0
1562, 0.00000, 965.063, -155.039, 1042.02, -156.659, 947.79, -155.746, 0, 0
1563, 0.00000, 896.338, -154.92, 967.845, -156.543, 879.243, -155.634, 0, 0
1564, 0.00000, 808.253, -154.754, 873.45, -156.382, 792.172, -155.474, 0, 0
1565, 0.00000, 767.109, -154.666, 829.784, -156.295, 751.551, -155.388, 0, 0
1566, 0.00000, 772.519, -154.675, 835.523, -156.303, 756.523, -155.397, 0, 0
1567, 0.00000, 890.95, -154.906, 963.781, -156.53, 875.259, -155.623, 0, 0
1568, 0.00000, 935.05, -154.987, 1011.9, -156.609, 918.018, -155.696, 0, 0
1569, 0.00000, 842.772, -154.823, 911.309, -156.45, 824.896, -155.537, 0, 0
1570, 0.00000, 861.131, -154.855, 931.034, -156.478, 840.642, -155.563, 0, 0
1571, 0.00000, 997.353, -155.087, 1077.2, -156.702, 975.91, -155.784, 0, 0
1572, 0.00000, 1247.01, -155.439, 1345.72, -157.035, 1223.88, -156.1, 0, 0
1573, 0.00000, 1466.73, -155.694, 1581.99, -157.269, 1441.42, -156.313, 0, 0
1574, 0.00000, 1674.02, -155.908, 1805.16, -157.461, 1647.82, -156.486, 0, 0
1575, 0.00000, 1826.58, -156.053, 1969.11, -157.589, 1798.77, -156.599, 0, 0
1576, 0.00000, 1940.59, -156.159, 2092.09, -157.681, 1912.5, -156.68, 0, 0
1577, 0.00000, 2033.28, -156.24, 2191.59, -157.75, 2004.8, -156.74, 0, 0
1578, 0.00000, 2114.33, -156.308, 2278.92, -157.809, 2085.5, -156.791, 0, 0
1579, 0.00000, 2113.86, -156.306, 2278.32, -157.808, 2086.13, -156.791, 0, 0
1580, 0.00000, 2036.93, -156.239, 2195.03, -157.751, 2011.38, -156.743, 0, 0
1581, 0.00000, 1960.14, -156.172, 2112.73, -157.694, 1936.2, -156.694, 0, 0
1582, 0.00000, 1845.46, -156.068, 1989.34, -157.604, 1822.37, -156.615, 0, 0
1583, 0.00000, 1592.63, -155.826, 1716.81, -157.389, 1570.34, -156.425, 0, 0
1584, 0.00000, 1314.35, -155.52, 1417.66, -157.111, 1294.44, -156.173, 0, 0
1585, 0.00000, 1044.23, -155.16, 1126.84, -156.773, 1025.23, -155.856, 0, 0
1586, 0.00000, 890.686, -154.914, 963.028, -156.539, 871.634, -155.622, 0, 0
1587, 0.00000, 796.514, -154.732, 861.719, -156.36, 778.389, -155.446, 0, 0
1588, 0.00000, 706.011, -154.529, 764.6, -156.161, 687.995, -155.242, 0, 0
1589, 0.00000, 667.011, -154.427, 722.172, -156.057, 648.114, -155.135, 0, 0
1590, 0.00000, 688.868, -154.479, 745.505, -156.107, 669.313, -155.188, 0, 0
1591, 0.00000, 796.156, -154.722, 861.241, -156.347, 776.018, -155.434, 0, 0
1592, 0.00000, 829.43, -154.793, 896.802, -156.418, 808.118, -155.501, 0, 0
1593, 0.00000, 764.999, -154.664, 826.778, -156.291, 741.977, -155.368, 0, 0
1594, 0.00000, 753.231, -154.636, 813.127, -156.26, 728.026, -155.335, 0, 0
1595, 0.00000, 849.852, -154.831, 916.342, -156.45, 821.886, -155.527, 0, 0
1596, 0.00000, 1039.96, -155.153, 1121.35, -156.762, 1011.84, -155.836, 0, 0
1597, 0.00000, 1273.63, -155.473, 1372.73, -157.064, 1244.12, -156.122, 0, 0
1598, 0.00000, 1516.95, -155.748, 1634.98, -157.316, 1486.94, -156.353, 0, 0
1599, 0.00000, 1769.36, -156, 1907.25, -157.541, 1739.43, -156.555, 0, 0
1600, 0.00000, 1937.75, -156.155, 2088.86, -157.676, 1907.9, -156.675, 0, 0
1601, 0.00000, 2067.61, -156.267, 2227.66, -157.772, 2035.68, -156.759, 0, 0
1602, 0.00000, 2160.63, -156.348, 2329.38, -157.842, 2131.73, -156.82, 0, 0
1603, 0.00000, 2154.36, -156.341, 2322.78, -157.837, 2126.17, -156.815, 0, 0
1604, 0.00000, 2110.74, -156.304, 2276.25, -157.806, 2084.42, -156.789, 0, 0
1605, 0.00000, 2038.75, -156.242, 2198.92, -157.754, 2013.38, -156.744, 0, 0
1606, 0.00000, 1932.56, -156.148, 2084.34, -157.674, 1909.77, -156.675, 0, 0
1607, 0.00000, 1643.83, -155.878, 1773.26, -157.437, 1622.78, -156.467, 0, 0
1608, 0.00000, 1389.48, -155.607, 1498.62, -157.192, 1369.78, -156.248, 0, 0
1609, 0.00000, 1143.9, -155.304, 1234.55, -156.911, 1125.5, -155.985, 0, 0
1610, 0.00000, 969.744, -155.048, 1047.84, -156.668, 951.475, -155.751, 0, 0
1611, 0.00000, 866.405, -154.868, 936.806, -156.494, 848.679, -155.581, 0, 0
1612, 0.00000, 793.172, -154.724, 858.355, -156.353, 775.395, -155.439, 0, 0
1613, 0.00000, 741.048, -154.609, 802.459, -156.24, 723.423, -155.325, 0, 0
1614, 0.00000, 756.272, -154.641, 818.787, -156.269, 737.394, -155.354, 0, 0
1615, 0.00000, 899.625, -154.923, 973.88, -156.545, 880.379, -155.63, 0, 0
1616, 0.00000, 910.205, -154.946, 985.906, -156.569, 890.203, -155.65, 0, 0
1617, 0.00000, 850.362, -154.841, 922.308, -156.467, 828.362, -155.542, 0, 0
1618, 0.00000, 868.932, -154.874, 942.341, -156.498, 844.975, -155.57, 0, 0
1619, 0.00000, 906.026, -154.941, 982.336, -156.563, 881.126, -155.633, 0, 0
1620, 0.00000, 1035.04, -155.151, 1121.47, -156.763, 1008.9, -155.831, 0, 0
1621, 0.00000, 1280.01, -155.485, 1385.02, -157.077, 1253.18, -156.131, 0, 0
1622, 0.00000, 1390.62, -155.615, 1503.37, -157.195, 1361.76, -156.24, 0, 0
1623, 0.00000, 1505, -155.741, 1626.84, -157.31, 1476.42, -156.345, 0, 0
1624, 0.00000, 1554.72, -155.793, 1680.47, -157.356, 1526.98, -156.388, 0, 0
1625, 0.00000, 1519.09, -155.754, 1641.83, -157.322, 1491.46, -156.356, 0, 0
1626, 0.00000, 1586.18, -155.824, 1713.85, -157.386, 1559.77, -156.416, 0, 0
