Name, Imax, %normal, %emergency, kW, kvar, NumCustomers, TotalCustomers, NumPhases, kVBase
Line.MDV201_DA_8_147_ABC56766,    55.0055,    16.27,    13.55,    847.338,    336.306, 0, 151, 3, 7.2 
Line.MDV201_HN_2_718_C14876,    8.39006,     3.85,     3.20,    56.3098,     22.992, 0, 10, 1, 7.2 
Line.MDV201_HN_2_929_B1144245,    0.86939,     0.53,     0.44,    5.76132,    2.20696, 0, 2, 1, 7.2 
Line.MDV201_C_1_388_A8106,    12.1661,     7.46,     6.21,     80.495,    33.2497, 0, 15, 1, 7.2 
Line.MDV201_HN_2_707_C52530,    24.1186,    11.06,     9.21,     161.94,    66.2669, 0, 32, 1, 7.2 
Line.MDV201_HN_2_913_A15010,   0.856593,     0.53,     0.44,    5.64737,    2.39365, 0, 2, 1, 7.2 
Line.MDV201_DA_8_784_ABC58431,     36.844,     8.13,     6.77,    281.063,     109.92, 0, 57, 3, 7.2 
Line.MDV201_HN_2_114_ABC58441,     30.734,    14.10,    11.73,    275.353,    111.014, 0, 72, 3, 7.2 
Line.MDV201_107993FUSE,    1.47975,     0.07,     0.06,    9.68572,    4.17324, 0, 3, 1, 7.2 
Line.MDV201_HN_2_640_AC28251,    33.7443,    15.48,    12.88,     224.31,    93.7643, 0, 41, 2, 7.2 
Line.MDV201_1144261FUSE,    36.1829,     1.81,     1.51,    243.153,    96.6926, 0, 37, 1, 7.2 
Line.MDV201_HN_2_429_B807,    10.6444,     6.53,     5.43,    71.3594,     27.665, 0, 15, 1, 7.2 
Line.MDV201_HN_2_518_AC8086,    28.4822,    17.47,    14.53,    292.551,    119.327, 0, 59, 2, 7.2 
Line.MDV201_HN_2_337_B6577,    3.13219,     1.92,     1.60,    20.6092,    7.65891, 0, 5, 1, 7.2 
Line.MDV201_63677FUSE,    5.32744,     0.27,     0.22,    35.3352,      15.01, 0, 8, 1, 7.2 
Line.MDV201_HN_2_438_C14847,    17.4616,     8.01,     6.66,     117.16,    48.0262, 0, 24, 1, 7.2 
Line.SW-HN_2_812_SW,     137.12,    34.28,    22.85,    2060.42,     834.58, 0, 368, 3, 7.2 
Line.MDV201_107107USD,     137.12,     6.86,     5.71,    2060.39,    834.546, 0, 368, 3, 7.2 
Line.MDV201_HN_21011_B1144229,   0.907736,     0.42,     0.35,    6.07976,    2.38877, 0, 1, 1, 7.2 
Line.MDV201_HN_2_619_ABC52526,    93.3526,    20.61,    17.16,    1096.92,    427.847, 0, 212, 3, 7.2 
Line.C_1P033_SW,    5.95788,     1.49,     0.99,    39.3392,    16.0217, 0, 6, 1, 7.2 
Line.MDV201_8089ELB,    5.95789,     0.30,     0.30,    39.3391,    16.0217, 0, 6, 1, 7.2 
Line.MDV201_1010738FUSE,    28.7077,     1.44,     1.20,    190.214,    76.7542, 0, 32, 1, 7.2 
Line.MDV201_HN_2_423_A785,     21.919,    13.45,    11.18,    146.302,    62.4058, 0, 30, 1, 7.2 
Line.MDV201_HN_2_086_ABC8167,    119.478,    35.35,    29.43,    1753.62,    699.832, 0, 306, 3, 7.2 
Line.MDV201_HN_2_728_B15009,  0.0414314,     0.03,     0.02,   0.264762,   0.124042, 0, 1, 1, 7.2 
Line.MDV201_HN_2_278_ABC1032415,    30.7334,    14.10,    11.73,    275.405,    111.024, 0, 72, 3, 7.2 
Line.MDV201_HN_2_293_ABC63684,    93.3495,    20.61,    17.16,    1387.77,    549.214, 0, 266, 3, 7.2 
Line.MDV201_DA_8_733_C74446,    8.16535,     5.01,     4.17,    54.1118,    20.8657, 0, 10, 1, 7.2 
Line.MDV201_1010733FUSE,    10.3709,     0.52,     0.43,    69.7596,    28.1045, 0, 12, 1, 7.2 
Line.MDV201_HN_2_713_A63679,    1.54709,     0.95,     0.79,    10.2748,    4.32531, 0, 2, 1, 7.2 
Line.MDV201_HN_2_812_ABC63656,     137.12,    40.57,    33.77,    2060.91,    835.334, 0, 368, 3, 7.2 
Line.MDV201_HN_2_290_C14838,        3.7,     2.96,     2.47,    24.8904,    10.1359, 0, 7, 1, 7.2 
Line.MDV201_HN_21037_ABC28189,    1.01569,     0.45,     0.60,    16.6381,    6.87733, 0, 5, 3, 7.2 
Line.MDV201_HN_2_399_B63641,    10.0327,     6.16,     5.12,     67.358,    26.0594, 0, 14, 1, 7.2 
Line.MDV201_HN_2_402_B793,    4.56385,     2.80,     2.33,    30.6243,    11.8821, 0, 7, 1, 7.2 
Line.MDV201_1160459ELB-1_SW,    24.0138,     6.00,     4.00,    159.086,    64.1456, 0, 28, 1, 7.2 
Line.MDV201_1160459ELB,    24.0138,     1.20,     1.20,    159.086,     64.145, 0, 28, 1, 7.2 
Line.MDV201_1144257FUSE,    9.72114,     0.49,     0.41,    65.0933,    26.4797, 0, 15, 1, 7.2 
Line.MDV201_HN_21006_C1008222,    1.58841,     0.97,     0.81,     10.574,    4.27368, 0, 4, 1, 7.2 
Line.MDV201_DA_8_360_B8205,    3.43015,     1.27,     1.06,    22.5465,    8.27533, 0, 5, 1, 7.2 
Line.MDV201_HN_2_070_A1144231,    6.06795,     4.85,     4.05,    40.2717,    16.8827, 0, 8, 1, 7.2 
Line.MDV201_HN_2_436_ABC63639,    378.147,    61.09,    50.89,    7058.44,    2880.45, 0, 1347, 3, 7.2 
Line.MDV201_103728FUSE,    13.0509,     0.65,     0.54,    86.0301,    35.0669, 0, 16, 1, 7.2 
Line.MDV201_1160474ELB-1_SW,    22.6501,     5.66,     3.78,    149.278,    53.3935, 0, 22, 1, 7.2 
Line.MDV201_1160474ELB,    22.6501,     1.13,     1.13,    149.278,    53.3929, 0, 22, 1, 7.2 
Line.MDV201_HN_2P017_B1160488,    1.46494,     0.98,     0.98,    9.86461,    3.68462, 0, 1, 1, 7.2 
Line.MDV201_DA_8_922_A56784,    38.0784,    17.47,    14.53,    251.814,    102.363, 0, 33, 1, 7.2 
Line.MDV201_98800FUSE,    3.90769,     0.20,     0.16,    25.8517,    10.9564, 0, 6, 1, 7.2 
Line.MDV201_DA_8_259_A1023345,   0.328347,     0.26,     0.22,    2.14158,   0.961615, 0, 1, 1, 7.2 
Line.MDV201_HN_2_303_A1144255,    1.99835,     1.23,     1.02,    13.2666,    5.55558, 0, 3, 1, 7.2 
Line.MDV201_HN_2_627_C14868,   0.795132,     0.36,     0.30,     5.3405,    2.17629, 0, 1, 1, 7.2 
Line.MDV201_HN_1_167_A39572,    5.83235,     4.67,     3.89,     38.418,    15.6679, 0, 8, 1, 7.2 
Line.MDV201_HN_2_073_A8183,    2.76309,     2.21,     1.84,    18.3241,    7.71068, 0, 3, 1, 7.2 
Line.MDV201_DA_7_166_C58439,    1.54953,     1.24,     1.03,    10.2728,    3.96969, 0, 2, 1, 7.2 
Line.MDV201_HN_2_079_A1144241,  0.0645009,     0.05,     0.04,   0.409981,   0.214138, 0, 1, 1, 7.2 
Line.MDV201_HN_2_617_ABC28224,    93.3516,    20.61,    17.16,    1162.85,    455.786, 0, 224, 3, 7.2 
Line.MDV201_HN_2_933_B6571,    30.3713,    18.63,    15.50,    200.096,    72.8977, 0, 39, 1, 7.2 
Line.MDV201_DA_8_676_A56755,    12.2698,     7.53,     6.26,    81.1717,    33.2604, 0, 15, 1, 7.2 
Line.MDV201_HN_1_330_C28264,   0.720334,     0.44,     0.37,     4.8124,    1.91666, 0, 1, 1, 7.2 
Line.MDV201_HN_2_014_C39766,   0.822094,     0.66,     0.55,    5.48708,    2.18431, 0, 1, 1, 7.2 
Line.MDV201_HN_2_358_ABC1010730, 0.00372259,     0.00,     0.00, 5.00933E-009, -0.0747124, 0, 0, 3, 7.2 
Line.MDV201_C_1_408_A8137,    3.18557,     1.95,     1.63,     21.078,    8.86529, 0, 5, 1, 7.2 
Line.MDV201_HN_2_839_B39579,    46.5934,    21.37,    17.78,    309.021,    114.876, 0, 69, 1, 7.2 
Line.MDV201_HN_2_027_A39614,    5.65879,     4.53,     3.77,    37.3072,     15.254, 0, 7, 1, 7.2 
Line.MDV201_HN_2_424_A784,     23.273,    10.68,     8.88,    155.369,     66.313, 0, 32, 1, 7.2 
Line.MDV201_DA_8_148_ABC56777,     37.181,    11.00,     9.16,    531.209,    207.369, 0, 108, 3, 7.2 
Line.MDV201_HN_2_130_C1173573, 0.00107578,     0.00,     0.00, -3.67447E-011, -0.00781312, 0, 0, 1, 7.2 
Line.MDV201_HN_2_525_C859,    5.35518,     3.29,     2.73,    35.8493,    14.5779, 0, 8, 1, 7.2 
Line.MDV201_C_1_391_A8120,    8.19071,     5.02,     4.18,    54.1532,      22.42, 0, 9, 1, 7.2 
Line.MDV201_C_1_161_A69458,   0.633044,     0.51,     0.42,    4.15521,    1.75763, 0, 1, 1, 7.2 
Line.MDV201_HN_2_007_BC28292,     19.526,    15.62,    13.02,    136.121,    54.7431, 0, 35, 2, 7.2 
Line.MDV202_OSW_796, 2.79942E-009,     0.00,     0.00, 3.63741E-009, -2.40006E-008, 0, 0, 3, 7.2 
Line.HN_2P016_SW,    4.28376,     1.07,     0.71,    28.1834,     10.182, 0, 4, 1, 7.2 
Line.MDV201_62302ELB,    4.28376,     0.21,     0.21,    28.1834,    10.1819, 0, 4, 1, 7.2 
Line.MDV201_HN_2_578_ABC44585,    119.479,    35.35,    29.43,    1724.09,    687.977, 0, 301, 3, 7.2 
Line.MDV201_1144237FUSE,    27.1041,     1.36,     1.13,    181.371,    69.6918, 0, 36, 1, 7.2 
Line.MDV201_HN_2_112_ABC69628,    33.2295,    15.24,    12.68,     298.71,    120.432, 0, 81, 3, 7.2 
Line.MDV201_HN_2_526_C860,    4.67258,     2.87,     2.38,    31.2945,    12.6803, 0, 7, 1, 7.2 
Line.MDV201_HN_2_372_B6576,    44.8341,    35.87,    29.89,    295.887,    106.303, 0, 44, 1, 7.2 
Line.MDV201_HN_2_374_ABC853,   0.709389,     0.32,     0.42,    13.9743,    5.88826, 0, 3, 3, 7.2 
Line.MDV201_107106FUSE,    15.9565,     0.80,     0.66,    107.159,     41.456, 0, 22, 1, 7.2 
Line.MDV201_HN_21090_ABC1011952,   0.710377,     0.26,     0.22,    13.9743,    5.95707, 0, 3, 3, 7.2 
Line.MDV201_HN_2_434_ABC63645,    376.077,    60.76,    50.62,     7040.1,    2859.65, 0, 1344, 3, 7.2 
Line.MDV201_HN_2_939_B14991,    4.55448,     2.79,     2.32,    29.9633,    10.9361, 0, 6, 1, 7.2 
Line.MDV201_DA_8_146_ABC6578,      81.93,    24.24,    20.18,    1055.06,    422.253, 0, 189, 3, 7.2 
Line.MDV201_104356FUSE,    5.90682,     0.30,     0.25,    39.5167,    15.7742, 0, 10, 1, 7.2 
Line.MDV201_HN_2_462_C62243,     9.8227,     4.51,     3.75,    65.4733,    25.8911, 0, 12, 1, 7.2 
Line.MDV201_HN_2_152_C14831,    16.8009,    13.44,    11.20,    113.112,    46.2491, 0, 26, 1, 7.2 
Line.MDV201_HN_2_891_B52522,    1.57768,     0.97,     0.80,    10.4351,    3.86917, 0, 2, 1, 7.2 
Line.MDV201_HN_2_845_B69624,    1.06674,     0.49,     0.41,    7.05071,    2.65096, 0, 1, 1, 7.2 
Line.MDV201_1160455ELB-1_SW,    8.32119,     2.08,     1.39,      55.11,    22.1994, 0, 11, 1, 7.2 
Line.MDV201_1160455ELB,    8.32119,     0.42,     0.42,    55.1099,    22.1993, 0, 11, 1, 7.2 
Line.MDV201_HN_2_412_A832,    6.87564,     4.22,     3.51,    45.8537,    19.4919, 0, 11, 1, 7.2 
Line.MDV201_C_1_399_A21654,    15.2508,     9.36,     7.78,    100.807,    42.9329, 0, 29, 1, 7.2 
Line.MDV201_HN_2_150_C28297,    9.33424,     7.47,     6.22,    62.7998,    25.6381, 0, 14, 1, 7.2 
Line.MDV201_HN_1_307_A89825,    1.08015,     0.66,     0.55,    7.10458,    2.93585, 0, 1, 1, 7.2 
Line.MDV201_DA_8_040_ABC46394,    37.1853,    11.00,     9.16,    473.191,    183.947, 0, 98, 3, 7.2 
Line.MDV201_DA_8_281_B1023341,   0.953706,     0.59,     0.49,    6.34926,    2.53202, 0, 2, 1, 7.2 
Line.MDV201_HN_1_152_C1012414,    1.11142,     0.51,     0.42,     7.3905,     3.0829, 0, 3, 1, 7.2 
Line.MDV201_HN_2_874_C63669,     3.0743,     1.41,     1.17,    20.5967,     8.3055, 0, 5, 1, 7.2 
Line.MDV201_DA_8_781_ABC58415,    3.85951,     0.85,     0.71,    31.4098,     12.659, 0, 6, 3, 7.2 
Line.MDV201_HN_2P027_C1160453,     0.6241,     0.42,     0.42,    4.19483,    1.61416, 0, 1, 1, 7.2 
Line.MDV201_HN_2_613_ABC63682,    93.3502,    20.61,    17.16,    1329.31,    524.561, 0, 254, 3, 7.2 
Line.MDV201_HN_2_430_B797,    7.79165,     4.78,     3.98,    52.2142,    20.2908, 0, 12, 1, 7.2 
Line.MDV201_HN_2P010_B1160479,    22.6501,    15.10,    15.10,    149.278,     53.393, 0, 22, 1, 7.2 
Line.MDV201_HN_2_538_C8095,    5.46061,     3.35,     2.79,    36.5464,    14.9095, 0, 10, 1, 7.2 
Line.MDV201_DA_8_202_C74456,    26.9163,    21.53,    17.94,    178.731,    69.5529, 0, 37, 1, 7.2 
Line.MDV201_100477FUSE,    1.49931,     0.07,     0.06,    10.0627,     4.1641, 0, 3, 1, 7.2 
Line.MDV201_HN_2_226_ABC822,    141.994,    63.39,    84.02,    2337.25,    923.807, 0, 455, 3, 7.2 
Line.MDV201_HN_2_026_A39597,     5.1202,     4.10,     3.41,    33.7647,    13.7751, 0, 6, 1, 7.2 
Line.MDV201_HN_2_946_C8179,    5.67804,     2.60,     2.17,    37.8062,    14.8091, 0, 6, 1, 7.2 
Line.MDV201_102181FUSE,    8.14951,     0.41,     0.34,    54.1737,    22.6529, 0, 9, 1, 7.2 
Line.MDV201_HN_2_359_ABC93587,    1.47541,     0.44,     0.36,    14.7372,    5.98933, 0, 3, 3, 7.2 
Line.MDV201_HN_1_155_C89796,    1.82958,     0.84,     0.70,    12.2252,    4.92866, 0, 3, 1, 7.2 
Line.MDV201_HN_2_435_ABC63643,    377.077,    60.92,    50.75,    7049.42,    2871.31, 0, 1346, 3, 7.2 
Line.MDV201_HN_2_801_B840,    34.0436,    15.62,    12.99,    227.169,    85.7116, 0, 37, 1, 7.2 
Line.MDV201_HN_2_851_B52519,    15.5607,     7.14,     5.94,    102.969,    38.0902, 0, 23, 1, 7.2 
Line.MDV201_C_1_132_ABC69478,    4.14699,     0.67,     0.56,    37.3158,    14.2685, 0, 6, 3, 7.2 
Line.MDV201_HN_2_405_B803,    25.2345,    15.48,    12.87,    169.368,    65.6324, 0, 34, 1, 7.2 
Line.MDV201_HN_2_907_A39581,    2.18145,     1.34,     1.11,    14.3848,    5.83442, 0, 2, 1, 7.2 
Line.MDV201_HN_2_523_C856,    11.2305,     6.89,     5.73,    75.2774,    30.3772, 0, 15, 1, 7.2 
Line.MDV201_HN_2_218_B8161,    4.37019,     3.50,     2.91,    29.3227,    11.3899, 0, 6, 1, 7.2 
Line.MDV201_DA_8_205_C58436,     22.449,    17.96,    14.97,    148.897,    57.7442, 0, 30, 1, 7.2 
Line.MDV201_100480FUSE,    5.03542,     0.25,     0.21,    33.7641,    13.8741, 0, 8, 1, 7.2 
Line.MDV201_DA_8_459_A6583,    2.09278,     1.28,     1.07,    13.8523,    5.68869, 0, 2, 1, 7.2 
Line.MDV201_HN_2_772_C14846,   0.771501,     0.47,     0.39,    5.15311,    2.20181, 0, 1, 1, 7.2 
Line.MDV201_DA_8_773_A74438,    1.35688,     0.83,     0.69,    8.92413,    3.79147, 0, 1, 1, 7.2 
Line.MDV201_HN_2_343_ABC829,    140.637,    62.78,    83.22,    2327.29,    919.575, 0, 453, 3, 7.2 
Line.MDV201_HN_2_426_B816,    15.6594,     9.61,     7.99,    105.001,    40.7203, 0, 22, 1, 7.2 
Line.MDV201_HN_2_519_AC8090,    15.3543,     9.42,     7.83,     178.63,    73.2758, 0, 36, 2, 7.2 
Line.MDV201_HN_2_391_B63644,    53.5709,    32.87,    27.33,    360.058,    139.603, 0, 73, 1, 7.2 
Line.MDV201_HN_2_016_ABC63680,    93.3482,    20.61,    17.16,    1777.02,     710.76, 0, 337, 3, 7.2 
Line.MDV201_106885FUSE,    1.46492,     0.07,     0.06,    9.86461,    3.68427, 0, 1, 1, 7.2 
Line.MDV201_HN_2_072_A8187,    4.92806,     3.94,     3.29,    32.7204,    13.6672, 0, 6, 1, 7.2 
Line.MDV201_DA_8_919_A56782,    44.5154,    20.42,    16.99,    294.464,    119.812, 0, 39, 1, 7.2 
Line.MDV201_HN_2_709_C52528,    2.99894,     1.84,     1.53,    20.1464,    8.20402, 0, 4, 1, 7.2 
Line.MDV201_HN_2_952_C8189,    3.01459,     1.38,     1.15,    20.0912,    7.81047, 0, 3, 1, 7.2 
Line.MDV201_HN_2_916_ABC14828,    93.3624,    27.62,    23.00,    752.141,    281.168, 0, 142, 3, 7.2 
Line.MDV201_DA_8_929_A39734,    12.5907,     5.78,     4.81,    83.1469,    33.7373, 0, 11, 1, 7.2 
Line.MDV201_HN_2_529_C8155,    2.39102,     1.47,     1.22,    16.0219,    6.46429, 0, 3, 1, 7.2 
Line.MDV201_HN_1_265_A89824,    2.22264,     1.36,     1.13,    14.6175,    6.04628, 0, 4, 1, 7.2 
Line.MDV201_HN_2_858_B94733,     4.8862,     3.00,     2.49,    32.3335,    11.9825, 0, 7, 1, 7.2 
Line.MDV201_DA_8_769_C46401,    28.4484,    22.76,    18.97,    189.021,    73.6554, 0, 39, 1, 7.2 
Line.MDV201_HN_2_541_ABC821,    142.935,    63.81,    84.58,    2370.89,    938.411, 0, 462, 3, 7.2 
Line.MDV201_HN_2_809_ABC861,    378.144,    61.09,    50.89,     7223.9,    2981.83, 0, 1379, 3, 7.2 
Line.MDV201_HN_2_108_A39577,    7.25501,     5.80,     4.84,    47.7996,    19.5061, 0, 10, 1, 7.2 
Line.MDV201_HN_2_903_C28273,    2.53268,     1.55,     1.29,    17.0407,     6.9513, 0, 3, 1, 7.2 
Line.MDV201_1010729FUSE,    1.63973,     0.08,     0.07,    10.9386,    4.66719, 0, 2, 1, 7.2 
Line.MDV201_DA_8_276_B8195,   0.973219,     0.60,     0.50,    6.41443,    2.34958, 0, 2, 1, 7.2 
Line.MDV201_HN_2_312_ABC44586,    119.479,    35.35,    29.43,    1699.29,    677.854, 0, 296, 3, 7.2 
Line.MDV201_HN_2_634_AC63683,    36.8852,    16.92,    14.08,    370.524,    152.962, 0, 67, 2, 7.2 
Line.MDV201_1023344FUSE,   0.328327,     0.02,     0.01,    2.14158,   0.961267, 0, 1, 1, 7.2 
Line.MDV201_HN_21050_B62307,    1.10271,     0.51,     0.42,    7.38687,    2.87236, 0, 1, 1, 7.2 
Line.SW-DA_8_154_SW,    37.1853,     9.30,     6.20,    478.739,    186.248, 0, 99, 3, 7.2 
Line.MDV201_1144238USD,    37.1853,     1.86,     1.55,    478.736,    186.246, 0, 99, 3, 7.2 
Line.MDV201_HN_2_536_C8093,    1.28106,     0.79,     0.65,    8.59693,    3.44049, 0, 2, 1, 7.2 
Line.MDV201_DA_8_155_ABC46395,    37.1864,     8.21,     6.84,    291.753,    114.234, 0, 62, 3, 7.2 
Line.MDV201_HN_2_543_A852,    2.69282,     1.65,     1.37,    17.8284,    7.51607, 0, 4, 1, 7.2 
Line.MDV201_HN_2_409_A820,    1.20623,     0.74,     0.62,    8.03105,    3.44765, 0, 2, 1, 7.2 
Line.MDV201_HN_21026_B69647,   0.942865,     0.43,     0.36,    6.25483,    2.31861, 0, 1, 1, 7.2 
Line.MDV201_HN_2_717_C14862,    8.38984,     3.85,     3.20,    56.3112,    22.9893, 0, 10, 1, 7.2 
Line.MDV201_HN_2_961_B39761,     2.8893,     1.77,     1.47,    19.0257,    6.88029, 0, 4, 1, 7.2 
Line.MDV201_HN_2_928_C94732,    1.63621,     1.00,     0.83,    10.9936,    4.45742, 0, 2, 1, 7.2 
Line.MDV201_HN_2_400_B63637,    8.58581,     5.27,     4.38,    57.6461,    22.2837, 0, 12, 1, 7.2 
Line.MDV201_HN_2_219_B8162,    2.72317,     2.18,     1.82,    18.2621,    7.11674, 0, 4, 1, 7.2 
Line.MDV201_HN_2_867_C839,    36.8238,    16.89,    14.05,    247.443,    98.5016, 0, 38, 1, 7.2 
Line.MDV201_DA_8_688_B74451,    23.5499,    14.45,    12.02,    157.441,    60.3474, 0, 31, 1, 7.2 
Line.MDV201_HN_2_157_B14989,    84.4744,    67.58,    56.32,    561.724,    204.296, 0, 98, 1, 7.2 
Line.MDV201_HN_2_815_ABC14892,    137.122,    40.57,    33.77,    2058.24,    831.262, 0, 368, 3, 7.2 
Line.MDV201_1160470ELB-1_SW,    12.2618,     3.07,     2.04,    80.7787,    28.8962, 0, 12, 1, 7.2 
Line.MDV201_1160470ELB,    12.2618,     0.61,     0.61,    80.7785,     28.896, 0, 12, 1, 7.2 
Line.MDV201_HN_2_230_ABC846,    1.39619,     0.62,     0.83,    24.4359,    9.98953, 0, 8, 3, 7.2 
Line.MDV201_HN_2_806_B39622,    18.1873,     8.34,     6.94,    121.334,    45.5247, 0, 19, 1, 7.2 
Line.MDV201_HN_2_355_ABC8129,    21.8948,     9.77,    12.96,    161.626,    68.2679, 0, 45, 3, 7.2 
Line.MDV201_DA_8_461_B58421,   0.626628,     0.38,     0.32,    4.17416,    1.65772, 0, 1, 1, 7.2 
Line.MDV201_104582FUSE,    1.30303,     0.07,     0.05,    8.65303,    3.38584, 0, 1, 1, 7.2 
Line.MDV201_HN_2_110_ABC94729,     34.885,    16.00,    13.31,    328.276,    132.553, 0, 88, 3, 7.2 
Line.MDV201_DA_8_258_ABC67896,   0.471302,     0.10,     0.09,    5.26134,     2.0744, 0, 2, 3, 7.2 
Line.MDV201_DA_8_931_A74443,     3.5437,     1.63,     1.35,    23.3892,    9.51433, 0, 3, 1, 7.2 
Line.MDV201_HN_2_232_C14835,    1.36484,     1.09,     0.91,    9.13915,    3.85316, 0, 3, 1, 7.2 
Line.SW-HN_2_136_SW,    142.935,    35.73,    23.82,    2370.94,    938.483, 0, 462, 3, 7.2 
Line.MDV201_1010735USD,    142.935,     7.15,     5.96,    2370.89,     938.44, 0, 462, 3, 7.2 
Line.MDV201_HN_2_357_C28293,    2.83659,     2.27,     1.89,    19.0558,    7.71483, 0, 5, 1, 7.2 
Line.MDV201_HN_2_411_A828,    5.35996,     3.29,     2.73,    35.7504,    15.1776, 0, 8, 1, 7.2 
Line.MDV201_HN_2_167_C14979,     4.0754,     3.26,     2.72,    27.1507,     10.922, 0, 9, 1, 7.2 
Line.MDV201_1160500ELB-1_SW,     1.6958,     0.42,     0.28,    11.2567,    4.45713, 0, 3, 1, 7.2 
Line.MDV201_1160500ELB,    1.69579,     0.08,     0.08,    11.2567,    4.45711, 0, 3, 1, 7.2 
Line.MDV201_HN_2_113_ABC8184,     93.358,    27.62,    22.99,    826.534,    314.337, 0, 161, 3, 7.2 
Line.MDV201_HN_2_968_A63713,    8.01785,     4.92,     4.09,    53.2912,    22.3135, 0, 10, 1, 7.2 
Line.MDV201_HN_2_935_B15001,     25.588,    15.70,    13.06,    168.484,    61.3827, 0, 33, 1, 7.2 
Line.MDV201_DA_8_206_C58438,      21.25,    17.00,    14.17,    140.878,    54.6007, 0, 29, 1, 7.2 
Line.MDV201_HN_2_002_B15002,   0.120651,     0.10,     0.08,   0.774195,   0.354325, 0, 2, 1, 7.2 
Line.MDV201_HN_2_621_C28222,    14.7934,     6.79,     5.65,    99.5081,    40.2248, 0, 16, 1, 7.2 
Line.MDV201_DA_8_904_A58412,    1.06935,     0.66,     0.55,    7.07786,    2.89099, 0, 1, 1, 7.2 
Line.MDV201_DA_8_944_B74414,    2.05974,     0.94,     0.79,    13.8296,    5.22505, 0, 1, 1, 7.2 
Line.MDV201_HN_2_936_B14995,    10.3794,     6.37,     5.30,    68.3125,    24.9199, 0, 12, 1, 7.2 
Line.MDV201_DA_8_925_A56787,    30.8576,    14.15,    11.78,    203.953,    82.8143, 0, 27, 1, 7.2 
Line.MDV201_HN_21042_AB28190,   0.330279,     0.15,     0.13,    2.66357,    1.10446, 0, 2, 2, 7.2 
Line.MDV201_HN_2_647_A28231,    1.51761,     0.70,     0.58,     10.073,    4.23185, 0, 2, 1, 7.2 
Line.MDV201_DA_8_787_B74444,    25.2582,    20.21,    16.84,    168.938,    64.8759, 0, 34, 1, 7.2 
Line.MDV201_DA_8_398_C1017351,    1.18891,     0.73,     0.61,    7.90989,     3.0653, 0, 1, 1, 7.2 
Line.MDV201_1160457ELB-1_SW,    5.03401,     1.26,     0.84,    33.3386,    13.4277, 0, 7, 1, 7.2 
Line.MDV201_1160457ELB,    5.03401,     0.25,     0.25,    33.3385,    13.4277, 0, 7, 1, 7.2 
Line.MDV201_HN_2_097_A39598,    3.23524,     2.59,     2.16,    21.3344,    8.69649, 0, 3, 1, 7.2 
Line.C_1P029_SW,    8.32531,     2.08,     1.39,    55.1076,     22.277, 0, 11, 1, 7.2 
Line.MDV201_8107ELB,    8.32531,     0.42,     0.42,    55.1076,    22.2769, 0, 11, 1, 7.2 
Reactor.MDV_SUB_1_HSB,    39.3092,     3.93,     1.97,    7277.51,    3576.59, 0, 0, 3, 66.4 
Transformer.MDV_SUB_1,    39.3092,    71.18,    52.20,    7277.51,    3445.56, 0, 0, 3, 66.4 
Line.S_MDV201_1144260FUSE-1B0,    28.4271,     7.11,     4.74,    6.31028,    2.31578, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_461_C62251-1C0,    17.2898,     4.32,     2.88,    3.83026,    1.46906, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_461_C62251-1C1,    17.2898,     4.32,     2.88,    3.83026,    1.46906, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_461_C62251-1C2,    17.2898,     4.32,     2.88,    3.83026,    1.46906, 1, 1, 1, 0.24 
Line.S_MDV201_6569ELB-1B0,    34.7119,     8.68,     5.79,    7.55197,     2.6074, 1, 1, 1, 0.24 
Line.S_MDV201_6569ELB-1B1,    34.7119,     8.68,     5.79,    7.55197,     2.6074, 1, 1, 1, 0.24 
Line.S_MDV201_6569ELB-1B2,    34.7119,     8.68,     5.79,    7.55197,     2.6074, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_464_C62232-1C0,    29.3746,     7.34,     4.90,    6.48623,    2.45217, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_464_C62232-1C1,    29.3746,     7.34,     4.90,    6.48623,    2.45217, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_849_B94730-1B0,     12.185,     3.05,     2.03,    2.67777,    0.95938, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_849_B94730-1B1,     12.185,     3.05,     2.03,    2.67777,    0.95938, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_849_B94730-1B2,     12.185,     3.05,     2.03,    2.67777,    0.95938, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_683_A39601-1A0,    21.5061,     5.38,     3.58,    4.74276,     1.9246, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_683_A39601-1A1,    21.5061,     5.38,     3.58,    4.74276,     1.9246, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_093_ABC63714-1B0,    9.73725,     2.43,     1.62,    2.17317,   0.815953, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_093_ABC63714-1B1,    9.73725,     2.43,     1.62,    2.17317,   0.815953, 1, 1, 1, 0.24 
Line.S_MDV201_HN_2_414_A843-1A0,    37.3859,     9.35,     6.23,    8.29016,    3.40277, 1, 1, 1, 0.24 
