temperature,wind_speed,humidity,solar_dir,solar_diff,solar_global
3:26:7:0:0,29.3,1.05,0.38,0,0,0
3:26:8:0:0,31.3,1.12,0.38,0,0,0
3:26:9:0:0,26.1,0.85,0.41,0,0,0
3:26:10:0:0,25.3,0.64,0.48,0,0,0
3:26:11:0:0,24.4,0.27,0.51,0,0,0
3:26:12:0:0,24.4,0.48,0.54,0,0,0
3:26:13:0:0,25.7,0.4,0.54,3,1,4
3:26:14:0:0,29.8,0.81,0.51,16,5,21
3:26:15:0:0,33.8,1.33,0.44,30,10,40
3:26:16:0:0,38.8,1.53,0.37,42,14,56
3:26:17:0:0,42.6,1.74,0.31,51,17,68
3:26:18:0:0,40.5,2.19,0.26,57,19,75
3:26:19:0:0,43.0,2.48,0.23,58,19,78
3:26:20:0:0,47.3,2.48,0.21,56,19,74
3:26:21:0:0,47.1,2.06,0.2,49,16,65
3:26:22:0:0,46.8,2.22,0.19,39,13,52
3:26:23:0:0,46.9,2.28,0.19,26,9,35
3:27:0:0:0,43.9,1.91,0.2,9,3,12
3:27:1:0:0,39.9,1.76,0.25,1,0,1
3:27:2:0:0,37.0,1.15,0.27,0,0,0
3:27:3:0:0,36.3,3.03,0.32,0,0,0
3:27:4:0:0,38.3,1.44,0.33,0,0,0
3:27:5:0:0,34.5,1.58,0.35,0,0,0
3:27:6:0:0,34.0,0.81,0.36,0,0,0
3:27:7:0:0,33.6,0.38,0.34,0,0,0
3:27:8:0:0,34.7,1.01,0.39,0,0,0
3:27:9:0:0,33.8,0.73,0.44,0,0,0
3:27:10:0:0,33.6,1.24,0.44,0,0,0
3:27:11:0:0,32.4,1.83,0.46,0,0,0
3:27:12:0:0,33.8,2.31,0.45,0,0,0
3:27:13:0:0,35.1,1.88,0.44,0,0,1
3:27:14:0:0,38.3,1.79,0.43,13,4,17
3:27:15:0:0,43.2,1.44,0.43,29,10,38
3:27:16:0:0,48.9,2.38,0.36,41,14,55
3:27:17:0:0,45.9,2.71,0.32,48,16,64
3:27:18:0:0,45.7,2.78,0.32,37,12,50
3:27:19:0:0,45.0,2.21,0.34,18,6,24
3:27:20:0:0,46.6,2.68,0.34,30,10,40
3:27:21:0:0,48.0,5.16,0.35,49,16,65
3:27:22:0:0,46.0,5.47,0.32,26,9,35
3:27:23:0:0,45.9,4.37,0.28,22,7,29
3:28:0:0:0,45.5,3.97,0.24,11,4,15
3:28:1:0:0,42.4,3.43,0.26,1,0,1
3:28:2:0:0,39.9,2.02,0.33,0,0,0
3:28:3:0:0,38.7,1.9,0.37,0,0,0
3:28:4:0:0,38.1,2.66,0.42,0,0,0
3:28:5:0:0,36.3,1.23,0.45,0,0,0
3:28:6:0:0,36.0,0.99,0.44,0,0,0
3:28:7:0:0,34.7,1.47,0.5,0,0,0
3:28:8:0:0,34.7,0.55,0.54,0,0,0
3:28:9:0:0,32.4,1.83,0.53,0,0,0
3:28:10:0:0,31.5,1.63,0.53,0,0,0
3:28:11:0:0,29.8,0.85,0.54,0,0,0
3:28:12:0:0,28.6,1.83,0.62,0,0,0
3:28:13:0:0,30.9,2.68,0.62,2,1,3
3:28:14:0:0,36.0,2.33,0.56,16,5,22
3:28:15:0:0,38.3,2.2,0.5,20,7,26
3:28:16:0:0,41.2,1.03,0.42,18,6,24
3:28:17:0:0,44.4,1.43,0.34,31,10,41
3:28:18:0:0,48.9,1.99,0.28,48,16,63
3:28:19:0:0,52.5,2.41,0.23,54,18,73
3:28:20:0:0,49.1,2.26,0.22,46,15,62
3:28:21:0:0,50.0,1.75,0.21,33,11,43
3:28:22:0:0,50.2,1.51,0.21,23,8,30
3:28:23:0:0,49.8,1.28,0.22,11,4,15
3:29:0:0:0,48.7,2.36,0.21,7,2,9
3:29:1:0:0,46.0,2.31,0.24,1,0,1
3:29:2:0:0,44.8,2.33,0.26,0,0,0
3:29:3:0:0,43.7,2.41,0.27,0,0,0
3:29:4:0:0,42.8,0.92,0.29,0,0,0
3:29:5:0:0,38.3,0.9,0.33,0,0,0
3:29:6:0:0,37.9,1.98,0.36,0,0,0
3:29:7:0:0,35.6,2.24,0.38,0,0,0
3:29:8:0:0,35.4,2.19,0.41,0,0,0
3:29:9:0:0,30.2,2.35,0.42,0,0,0
3:29:10:0:0,34.5,1.71,0.44,0,0,0
3:29:11:0:0,32.7,2.24,0.46,0,0,0
3:29:12:0:0,33.4,2.64,0.46,0,0,0
3:29:13:0:0,34.3,2.1,0.47,3,1,4
3:29:14:0:0,39.4,1.83,0.43,15,5,20
3:29:15:0:0,42.3,1.67,0.38,28,9,38
3:29:16:0:0,49.3,2.14,0.33,40,13,53
3:29:17:0:0,52.7,3.42,0.28,48,16,65
3:29:18:0:0,54.0,3.65,0.27,53,18,71
3:29:19:0:0,54.5,3.82,0.26,55,18,73
3:29:20:0:0,57.9,3.97,0.22,51,17,68
3:29:21:0:0,60.3,3.82,0.2,47,16,62
3:29:22:0:0,59.5,4.3,0.17,37,12,49
3:29:23:0:0,57.0,4.15,0.16,17,6,23
3:30:0:0:0,54.0,4.25,0.18,4,1,6
3:30:1:0:0,52.3,3.58,0.21,0,0,1
3:30:2:0:0,50.9,3.93,0.2,0,0,0
3:30:3:0:0,48.6,2.74,0.22,0,0,0
3:30:4:0:0,43.3,1.59,0.27,0,0,0
3:30:5:0:0,45.7,1.79,0.27,0,0,0
3:30:6:0:0,43.5,1.07,0.26,0,0,0
3:30:7:0:0,42.4,0.48,0.3,0,0,0
3:30:8:0:0,41.5,0.99,0.33,0,0,0
3:30:9:0:0,41.7,1.61,0.35,0,0,0
3:30:10:0:0,42.4,1.4,0.35,0,0,0
3:30:11:0:0,42.3,0.83,0.32,0,0,0
3:30:12:0:0,41.4,0.6,0.34,0,0,0
3:30:13:0:0,40.6,0.33,0.35,1,0,1
3:30:14:0:0,47.8,0.67,0.32,15,5,20
3:30:15:0:0,52.3,1.18,0.27,31,10,41
3:30:16:0:0,54.1,1.81,0.24,38,13,51
3:30:17:0:0,57.4,2.55,0.21,52,17,69
3:30:18:0:0,63.9,3.65,0.17,57,19,77
3:30:19:0:0,62.8,4.4,0.15,58,19,77
3:30:20:0:0,65.5,4.81,0.12,53,18,71
3:30:21:0:0,65.1,5.6,0.11,45,15,61
3:30:22:0:0,63.1,4.65,0.12,23,8,31
3:30:23:0:0,61.5,4.16,0.13,6,2,8
3:31:0:0:0,60.3,3.91,0.12,2,1,2
3:31:1:0:0,58.8,3.05,0.14,0,0,0
3:31:2:0:0,57.4,2.49,0.16,0,0,0
3:31:3:0:0,54.9,1.38,0.17,0,0,0
3:31:4:0:0,53.6,0.36,0.21,0,0,0
3:31:5:0:0,51.4,1.15,0.21,0,0,0
3:31:6:0:0,51.8,2.36,0.22,0,0,0
3:31:7:0:0,51.1,2.76,0.24,0,0,0
3:31:8:0:0,48.9,1.47,0.27,0,0,0
3:31:9:0:0,48.6,1.38,0.3,0,0,0
3:31:10:0:0,45.9,1.46,0.33,0,0,0
3:31:11:0:0,42.6,1.83,0.4,0,0,0
3:31:12:0:0,41.2,1.4,0.44,0,0,0
3:31:13:0:0,44.6,2.07,0.46,4,1,5
3:31:14:0:0,50.0,1.52,0.38,17,6,22
3:31:15:0:0,53.2,1.42,0.32,31,10,41
3:31:16:0:0,57.0,2.52,0.25,42,14,56
3:31:17:0:0,59.9,4.45,0.18,52,17,69
3:31:18:0:0,59.2,4.85,0.18,58,19,77
3:31:19:0:0,61.5,4.83,0.15,60,20,79
3:31:20:0:0,67.5,5.14,0.12,56,19,75
3:31:21:0:0,67.8,4.58,0.1,50,17,66
3:31:22:0:0,67.8,4.93,0.09,40,13,53
3:31:23:0:0,64.6,4.71,0.08,27,9,36
4:1:0:0:0,61.5,4.13,0.09,12,4,17
4:1:1:0:0,57.9,3.32,0.12,1,0,1
4:1:2:0:0,54.9,2.81,0.14,0,0,0
4:1:3:0:0,53.8,2.8,0.17,0,0,0
4:1:4:0:0,52.5,2.68,0.19,0,0,0
4:1:5:0:0,48.7,1.24,0.23,0,0,0
4:1:6:0:0,48.0,1.02,0.25,0,0,0
4:1:7:0:0,45.9,0.5,0.26,0,0,0
4:1:8:0:0,47.1,1.16,0.28,0,0,0
4:1:9:0:0,45.9,1.21,0.28,0,0,0
4:1:10:0:0,43.3,1.93,0.32,0,0,0
4:1:11:0:0,42.6,1.6,0.34,0,0,0
4:1:12:0:0,42.1,1.25,0.34,0,0,0
4:1:13:0:0,46.4,1.65,0.31,1,0,1
4:1:14:0:0,49.1,1.61,0.28,9,3,12
4:1:15:0:0,52.3,1.48,0.26,11,4,14
4:1:16:0:0,56.3,3.63,0.22,16,5,21
4:1:17:0:0,60.4,4.96,0.19,27,9,37
4:1:18:0:0,59.9,6.16,0.17,27,9,36
4:1:19:0:0,62.6,6.78,0.15,27,9,36
4:1:20:0:0,59.5,6.92,0.14,18,6,24
4:1:21:0:0,58.8,6.46,0.15,12,4,16
4:1:22:0:0,57.7,6.94,0.15,12,4,16
4:1:23:0:0,55.8,5.84,0.19,12,4,16
4:2:0:0:0,54.0,5.89,0.23,8,3,10
4:2:1:0:0,50.4,7.08,0.32,0,0,0
4:2:2:0:0,44.6,6.65,0.4,0,0,0
4:2:3:0:0,39.9,5.17,0.33,0,0,0
4:2:4:0:0,37.9,5.57,0.3,0,0,0
4:2:5:0:0,32.9,3.03,0.36,0,0,0
4:2:6:0:0,28.6,3.95,0.4,0,0,0
4:2:7:0:0,26.8,5.5,0.28,0,0,0
4:2:8:0:0,25.2,5.93,0.23,0,0,0
4:2:9:0:0,24.4,6.49,0.27,0,0,0
4:2:10:0:0,23.9,5.41,0.26,0,0,0
4:2:11:0:0,23.0,2.96,0.28,0,0,0
4:2:12:0:0,22.6,3.67,0.26,0,0,0
4:2:13:0:0,23.2,2.55,0.27,4,1,6
4:2:14:0:0,25.9,4.07,0.32,18,6,24
4:2:15:0:0,29.5,3.33,0.26,33,11,44
4:2:16:0:0,32.2,2.05,0.2,45,15,60
4:2:17:0:0,35.4,1.91,0.18,54,18,72
4:2:18:0:0,36.1,2.01,0.15,59,20,79
4:2:19:0:0,38.8,2.57,0.14,61,20,81
4:2:20:0:0,42.8,2.47,0.1,58,19,77
4:2:21:0:0,42.1,2.6,0.08,51,17,68
4:2:22:0:0,44.8,2.67,0.07,39,13,52
4:2:23:0:0,42.4,2.19,0.07,25,8,33
4:3:0:0:0,40.8,1.52,0.09,11,4,14
4:3:1:0:0,38.3,1.07,0.1,1,0,1
4:3:2:0:0,36.0,1.03,0.12,0,0,0
4:3:3:0:0,33.3,1.83,0.14,0,0,0
4:3:4:0:0,33.8,2.38,0.14,0,0,0
4:3:5:0:0,36.1,1.98,0.14,0,0,0
4:3:6:0:0,34.5,0.89,0.13,0,0,0
4:3:7:0:0,33.3,0.85,0.14,0,0,0
4:3:8:0:0,32.5,0.57,0.13,0,0,0
4:3:9:0:0,30.7,0.81,0.14,0,0,0
4:3:10:0:0,30.6,1.04,0.16,0,0,0
4:3:11:0:0,32.2,0.98,0.16,0,0,0
4:3:12:0:0,31.6,1.06,0.16,0,0,0
4:3:13:0:0,34.7,1.61,0.15,2,1,3
4:3:14:0:0,38.5,0.78,0.17,12,4,17
4:3:15:0:0,41.2,0.85,0.13,18,6,24
4:3:16:0:0,43.3,1.01,0.12,21,7,27
4:3:17:0:0,50.0,2.26,0.1,28,9,37
4:3:18:0:0,53.6,3.03,0.09,35,12,46
4:3:19:0:0,54.0,2.82,0.09,48,16,65
4:3:20:0:0,54.5,2.76,0.1,37,12,50
4:3:21:0:0,55.2,2.62,0.1,29,10,39
4:3:22:0:0,55.0,2.51,0.11,23,8,30
4:3:23:0:0,53.4,2.3,0.12,12,4,16
4:4:0:0:0,52.3,1.29,0.14,4,1,6
4:4:1:0:0,50.9,0.89,0.16,0,0,0
4:4:2:0:0,48.7,2.31,0.23,0,0,0
4:4:3:0:0,46.6,3.14,0.33,0,0,0
4:4:4:0:0,43.3,2.13,0.37,0,0,0
4:4:5:0:0,42.1,2.05,0.41,0,0,0
4:4:6:0:0,40.3,2.32,0.42,0,0,0
4:4:7:0:0,41.7,2.23,0.39,0,0,0
4:4:8:0:0,39.7,2.59,0.41,0,0,0
4:4:9:0:0,37.4,1.88,0.46,0,0,0
4:4:10:0:0,38.3,3.32,0.47,0,0,0
4:4:11:0:0,36.3,3.04,0.47,0,0,0
4:4:12:0:0,35.4,2.52,0.49,0,0,0
4:4:13:0:0,40.1,1.99,0.47,2,1,3
4:4:14:0:0,42.6,1.92,0.42,16,5,22
4:4:15:0:0,44.8,2.02,0.39,27,9,37
4:4:16:0:0,47.7,1.39,0.35,34,11,46
4:4:17:0:0,50.7,1.51,0.32,46,15,61
4:4:18:0:0,57.4,2.14,0.27,46,15,62
4:4:19:0:0,54.0,3.23,0.25,31,10,41
4:4:20:0:0,55.4,3.33,0.25,35,12,46
4:4:21:0:0,57.2,3.75,0.24,49,16,66
4:4:22:0:0,59.2,3.26,0.22,37,12,50
4:4:23:0:0,57.9,2.67,0.23,25,8,33
4:5:0:0:0,55.2,1.92,0.25,5,2,6
4:5:1:0:0,53.2,1.77,0.3,0,0,0
4:5:2:0:0,50.9,2.02,0.36,0,0,0
4:5:3:0:0,50.9,0.65,0.42,0,0,0
4:5:4:0:0,51.1,1.81,0.41,0,0,0
4:5:5:0:0,47.7,1.35,0.42,0,0,0
4:5:6:0:0,47.5,0.8,0.44,0,0,0
4:5:7:0:0,49.1,0.65,0.43,0,0,0
4:5:8:0:0,46.6,0.87,0.45,0,0,0
4:5:9:0:0,46.8,2.1,0.47,0,0,0
4:5:10:0:0,46.6,1.71,0.47,0,0,0
4:5:11:0:0,46.2,2.03,0.47,0,0,0
4:5:12:0:0,46.4,2.47,0.47,0,0,0
4:5:13:0:0,46.4,2.16,0.49,0,0,1
4:5:14:0:0,47.7,2.58,0.47,4,1,6
4:5:15:0:0,48.6,3.13,0.49,7,2,10
4:5:16:0:0,49.5,3.18,0.52,8,3,10
4:5:17:0:0,52.9,2.74,0.47,13,4,18
4:5:18:0:0,51.1,2.16,0.44,16,5,21
4:5:19:0:0,53.4,1.65,0.46,21,7,29
4:5:20:0:0,54.5,1.99,0.4,17,6,22
4:5:21:0:0,54.1,2.08,0.41,20,7,27
4:5:22:0:0,53.2,2.07,0.43,14,5,19
4:5:23:0:0,52.9,1.63,0.46,8,3,10
4:6:0:0:0,48.9,2.78,0.56,3,1,4
4:6:1:0:0,46.4,3.65,0.71,0,0,0
4:6:2:0:0,44.6,2.57,0.81,0,0,0
4:6:3:0:0,44.2,2.46,0.83,0,0,0
4:6:4:0:0,43.2,2.43,0.85,0,0,0
4:6:5:0:0,44.8,2.68,0.81,0,0,0
4:6:6:0:0,43.3,2.46,0.78,0,0,0
4:6:7:0:0,42.1,2.21,0.79,0,0,0
4:6:8:0:0,44.6,1.75,0.84,0,0,0
4:6:9:0:0,44.2,2.22,0.78,0,0,0
4:6:10:0:0,42.4,2.41,0.85,0,0,0
4:6:11:0:0,39.7,1.78,0.88,0,0,0
4:6:12:0:0,41.9,1.76,0.9,0,0,0
4:6:13:0:0,43.7,2.46,0.85,1,0,2
4:6:14:0:0,47.7,2.74,0.76,16,5,21
4:6:15:0:0,49.6,2.16,0.66,16,5,22
4:6:16:0:0,54.3,1.81,0.58,28,9,37
4:6:17:0:0,54.1,2.61,0.51,25,8,34
4:6:18:0:0,55.2,2.28,0.48,19,6,26
4:6:19:0:0,50.5,2.75,0.57,12,4,16
4:6:20:0:0,48.2,3.01,0.79,9,3,12
4:6:21:0:0,47.7,3.09,0.87,5,2,7
4:6:22:0:0,48.7,1.97,0.89,9,3,13
4:6:23:0:0,48.9,0.96,0.86,4,1,5
4:7:0:0:0,47.5,1.79,0.92,0,0,0
4:7:1:0:0,46.0,1.72,0.95,0,0,0
4:7:2:0:0,46.0,1.37,0.94,0,0,0
4:7:3:0:0,46.0,1.94,0.92,0,0,0
4:7:4:0:0,45.9,1.8,0.91,0,0,0
4:7:5:0:0,46.0,1.32,0.89,0,0,0
4:7:6:0:0,44.6,1.64,0.9,0,0,0
4:7:7:0:0,44.6,1.86,0.92,0,0,0
4:7:8:0:0,41.7,2.68,0.8,0,0,0
4:7:9:0:0,42.4,3.24,0.67,0,0,0
4:7:10:0:0,42.3,3.12,0.61,0,0,0
4:7:11:0:0,40.3,2.4,0.73,0,0,0
4:7:12:0:0,39.2,2.82,0.84,0,0,0
4:7:13:0:0,40.5,2.01,0.82,1,0,1
4:7:14:0:0,42.3,2.4,0.74,9,3,12
4:7:15:0:0,43.3,3.91,0.68,25,8,34
4:7:16:0:0,49.6,2.68,0.59,33,11,45
4:7:17:0:0,47.8,2.61,0.49,32,11,42
4:7:18:0:0,49.3,2.23,0.44,39,13,52
4:7:19:0:0,50.9,2.87,0.39,52,17,70
4:7:20:0:0,48.9,3.39,0.45,35,12,46
4:7:21:0:0,49.6,4.62,0.39,22,7,29
4:7:22:0:0,51.4,4.74,0.33,19,6,25
4:7:23:0:0,52.0,5.76,0.29,25,8,34
4:8:0:0:0,48.6,5.07,0.3,15,5,20
4:8:1:0:0,42.4,3.63,0.48,2,1,3
4:8:2:0:0,39.6,1.56,0.6,0,0,0
4:8:3:0:0,39.9,1.39,0.55,0,0,0
4:8:4:0:0,40.6,1.54,0.47,0,0,0
4:8:5:0:0,38.8,1.6,0.46,0,0,0
4:8:6:0:0,34.7,1.08,0.52,0,0,0
4:8:7:0:0,35.2,0.65,0.55,0,0,0
4:8:8:0:0,36.5,0.63,0.55,0,0,0
4:8:9:0:0,34.3,0.53,0.57,0,0,0
4:8:10:0:0,34.5,1.07,0.6,0,0,0
4:8:11:0:0,33.8,0.7,0.62,0,0,0
4:8:12:0:0,31.5,0.62,0.62,0,0,0
4:8:13:0:0,36.9,1.47,0.65,6,2,8
4:8:14:0:0,39.2,1.21,0.59,20,7,27
4:8:15:0:0,43.3,1.52,0.5,34,11,46
4:8:16:0:0,45.0,1.83,0.42,34,11,45
4:8:17:0:0,46.4,1.7,0.36,48,16,64
4:8:18:0:0,47.7,2.25,0.33,46,15,61
4:8:19:0:0,49.3,2.21,0.3,56,19,75
4:8:20:0:0,50.7,2.39,0.27,50,17,67
4:8:21:0:0,53.2,2.33,0.23,53,18,71
4:8:22:0:0,53.6,2.63,0.21,43,14,57
4:8:23:0:0,53.1,1.98,0.21,31,10,42
4:9:0:0:0,52.0,1.65,0.21,14,5,18
4:9:1:0:0,48.0,0.74,0.24,2,1,3
4:9:2:0:0,44.2,1.25,0.31,0,0,0
4:9:3:0:0,43.7,2.02,0.33,0,0,0
4:9:4:0:0,42.6,1.8,0.33,0,0,0
4:9:5:0:0,40.6,2.24,0.37,0,0,0
4:9:6:0:0,40.8,2.94,0.41,0,0,0
4:9:7:0:0,39.6,2.76,0.41,0,0,0
4:9:8:0:0,38.5,1.7,0.42,0,0,0
4:9:9:0:0,37.6,2.51,0.45,0,0,0
4:9:10:0:0,37.0,2.56,0.47,0,0,0
4:9:11:0:0,36.3,2.38,0.48,0,0,0
4:9:12:0:0,34.5,2.54,0.49,0,0,0
4:9:13:0:0,37.9,2.67,0.49,6,2,7
4:9:14:0:0,43.2,2.76,0.46,18,6,24
4:9:15:0:0,47.7,2.12,0.39,31,10,41
4:9:16:0:0,51.8,1.48,0.31,43,14,57
4:9:17:0:0,54.1,1.83,0.26,50,17,66
4:9:18:0:0,58.1,2.43,0.21,55,18,73
4:9:19:0:0,61.2,3.39,0.17,49,16,66
4:9:20:0:0,60.4,3.2,0.15,42,14,55
4:9:21:0:0,63.5,3.08,0.14,37,12,50
4:9:22:0:0,61.9,2.54,0.15,18,6,25
4:9:23:0:0,59.9,1.77,0.16,11,4,15
4:10:0:0:0,59.0,0.67,0.17,4,1,6
4:10:1:0:0,56.8,0.66,0.19,0,0,0
4:10:2:0:0,54.1,0.69,0.23,0,0,0
4:10:3:0:0,53.1,0.84,0.26,0,0,0
4:10:4:0:0,52.5,0.81,0.26,0,0,0
4:10:5:0:0,52.9,1.68,0.26,0,0,0
4:10:6:0:0,50.7,0.73,0.24,0,0,0
4:10:7:0:0,54.3,1.69,0.27,0,0,0
4:10:8:0:0,50.0,2.27,0.3,0,0,0
4:10:9:0:0,51.1,1.79,0.25,0,0,0
4:10:10:0:0,52.0,1.1,0.22,0,0,0
4:10:11:0:0,53.1,1.96,0.21,0,0,0
4:10:12:0:0,51.1,1.48,0.22,0,0,0
4:10:13:0:0,50.7,1.48,0.24,1,0,2
4:10:14:0:0,55.2,0.54,0.27,13,4,18
4:10:15:0:0,61.5,1.52,0.2,35,12,46
4:10:16:0:0,61.9,3.12,0.16,46,15,62
4:10:17:0:0,66.4,3.86,0.15,55,18,73
4:10:18:0:0,70.5,4.04,0.12,60,20,81
4:10:19:0:0,70.5,4.34,0.11,52,17,70
4:10:20:0:0,72.3,4.04,0.11,47,16,62
4:10:21:0:0,72.7,3.89,0.1,39,13,52
4:10:22:0:0,73.8,4.03,0.09,35,12,47
4:10:23:0:0,70.9,3.93,0.09,26,9,35
4:11:0:0:0,68.7,3.96,0.1,14,5,19
4:11:1:0:0,63.5,2.11,0.12,0,0,0
4:11:2:0:0,63.3,1.59,0.13,0,0,0
4:11:3:0:0,61.2,2.3,0.15,0,0,0
4:11:4:0:0,61.2,2.4,0.15,0,0,0
4:11:5:0:0,61.0,2.06,0.15,0,0,0
4:11:6:0:0,59.2,2.51,0.15,0,0,0
4:11:7:0:0,59.7,1.61,0.15,0,0,0
4:11:8:0:0,58.6,1.74,0.15,0,0,0
4:11:9:0:0,59.0,2.87,0.15,0,0,0
4:11:10:0:0,57.2,2.58,0.15,0,0,0
4:11:11:0:0,59.2,2.4,0.16,0,0,0
4:11:12:0:0,59.0,3.46,0.16,0,0,0
4:11:13:0:0,59.2,3.94,0.17,2,1,2
4:11:14:0:0,63.5,4.34,0.17,14,5,19
4:11:15:0:0,66.0,5.29,0.15,37,12,49
4:11:16:0:0,67.3,5.96,0.13,45,15,60
4:11:17:0:0,58.5,5.06,0.16,23,8,30
4:11:18:0:0,57.2,4.32,0.18,19,6,25
4:11:19:0:0,52.0,6.43,0.28,21,7,29
4:11:20:0:0,52.7,6.15,0.28,33,11,43
4:11:21:0:0,50.7,6.1,0.2,30,10,40
4:11:22:0:0,45.0,6.44,0.23,6,2,8
4:11:23:0:0,43.9,5.25,0.28,9,3,12
4:12:0:0:0,38.3,3.53,0.39,2,1,3
4:12:1:0:0,37.2,3.93,0.51,0,0,0
4:12:2:0:0,35.4,2.07,0.56,0,0,0
4:12:3:0:0,33.6,2.26,0.68,0,0,0
4:12:4:0:0,32.5,2.34,0.65,0,0,0
4:12:5:0:0,31.6,1.33,0.49,0,0,0
4:12:6:0:0,28.6,1.88,0.48,0,0,0
4:12:7:0:0,28.2,0.63,0.74,0,0,0
4:12:8:0:0,26.4,0.69,0.72,0,0,0
4:12:9:0:0,24.1,0.44,0.74,0,0,0
4:12:10:0:0,22.6,1.52,0.66,0,0,0
4:12:11:0:0,25.0,0.81,0.72,0,0,0
4:12:12:0:0,25.7,0.73,0.61,0,0,0
4:12:13:0:0,31.3,1.73,0.57,2,1,2
4:12:14:0:0,31.8,3.21,0.43,10,3,13
4:12:15:0:0,32.5,3.9,0.43,22,7,30
4:12:16:0:0,34.7,4.29,0.4,49,16,65
4:12:17:0:0,36.1,4.62,0.36,51,17,67
4:12:18:0:0,40.1,3.7,0.37,41,14,55
4:12:19:0:0,41.4,3.29,0.33,29,10,39
4:12:20:0:0,41.2,4.31,0.27,28,9,38
4:12:21:0:0,42.4,4.2,0.28,36,12,47
4:12:22:0:0,42.6,5.1,0.27,43,14,57
4:12:23:0:0,41.0,5.31,0.31,30,10,40
4:13:0:0:0,39.0,4.92,0.31,14,5,18
4:13:1:0:0,37.4,4.2,0.34,3,1,4
4:13:2:0:0,36.0,3.45,0.34,0,0,0
4:13:3:0:0,35.1,3.42,0.36,0,0,0
4:13:4:0:0,35.2,5.17,0.36,0,0,0
4:13:5:0:0,34.9,3.32,0.35,0,0,0
4:13:6:0:0,34.5,2.91,0.35,0,0,0
4:13:7:0:0,33.6,2.59,0.35,0,0,0
4:13:8:0:0,29.8,0.91,0.38,0,0,0
4:13:9:0:0,29.1,1.46,0.41,0,0,0
4:13:10:0:0,29.3,0.79,0.43,0,0,0
4:13:11:0:0,29.5,1.59,0.42,0,0,0
4:13:12:0:0,27.0,1.12,0.45,0,0,0
4:13:13:0:0,32.2,1.12,0.43,8,3,10
4:13:14:0:0,35.6,0.74,0.37,22,7,29
4:13:15:0:0,39.7,1.24,0.34,36,12,47
4:13:16:0:0,43.2,2.26,0.29,47,16,63
4:13:17:0:0,45.3,2.53,0.25,56,19,75
4:13:18:0:0,49.6,2.99,0.22,61,20,82
4:13:19:0:0,54.1,2.97,0.21,62,21,83
4:13:20:0:0,51.6,2.96,0.2,59,20,79
4:13:21:0:0,53.4,2.44,0.19,53,18,71
4:13:22:0:0,55.0,3.14,0.18,40,13,53
4:13:23:0:0,54.1,3.34,0.19,30,10,39
4:14:0:0:0,52.2,2.47,0.2,16,5,21
4:14:1:0:0,49.5,1.8,0.23,2,1,3
4:14:2:0:0,47.3,1.66,0.29,0,0,0
4:14:3:0:0,46.4,1.51,0.33,0,0,0
4:14:4:0:0,44.2,0.57,0.36,0,0,0
4:14:5:0:0,42.4,0.76,0.37,0,0,0
4:14:6:0:0,40.8,1.07,0.41,0,0,0
4:14:7:0:0,39.4,2.59,0.43,0,0,0
4:14:8:0:0,39.6,2.43,0.42,0,0,0
4:14:9:0:0,39.6,1.67,0.42,0,0,0
4:14:10:0:0,38.7,2.61,0.46,0,0,0
4:14:11:0:0,39.2,3.52,0.46,0,0,0
4:14:12:0:0,38.1,2.74,0.48,0,0,0
4:14:13:0:0,41.4,2.44,0.46,3,1,4
4:14:14:0:0,45.9,1.44,0.45,17,6,23
4:14:15:0:0,48.7,2.03,0.36,28,9,38
4:14:16:0:0,51.6,1.87,0.31,39,13,52
4:14:17:0:0,54.7,2.3,0.27,41,14,55
4:14:18:0:0,58.8,2.19,0.24,49,16,65
4:14:19:0:0,58.1,2.55,0.21,43,14,58
4:14:20:0:0,63.7,2.89,0.18,55,18,73
4:14:21:0:0,62.1,3.3,0.16,50,17,67
4:14:22:0:0,59.5,3.15,0.18,22,7,30
4:14:23:0:0,59.2,2.04,0.19,14,5,18
4:15:0:0:0,58.5,1.17,0.2,6,2,8
4:15:1:0:0,55.8,0.47,0.21,2,1,3
4:15:2:0:0,51.6,0.85,0.25,0,0,0
4:15:3:0:0,50.0,1.48,0.27,0,0,0
4:15:4:0:0,49.6,1.92,0.27,0,0,0
4:15:5:0:0,50.0,1.72,0.24,0,0,0
4:15:6:0:0,51.4,1.7,0.22,0,0,0
4:15:7:0:0,49.5,1.25,0.22,0,0,0
4:15:8:0:0,48.7,1.11,0.23,0,0,0
4:15:9:0:0,46.9,1.29,0.24,0,0,0
4:15:10:0:0,48.7,1.48,0.24,0,0,0
4:15:11:0:0,48.9,1.2,0.21,0,0,0
4:15:12:0:0,49.3,0.89,0.2,0,0,0
4:15:13:0:0,54.7,0.98,0.18,8,3,11
4:15:14:0:0,58.8,1.87,0.15,17,6,22
4:15:15:0:0,61.7,3.34,0.12,24,8,32
4:15:16:0:0,63.1,4.36,0.1,33,11,44
4:15:17:0:0,65.5,4.74,0.08,37,12,50
4:15:18:0:0,68.0,5.1,0.07,59,20,79
4:15:19:0:0,70.0,5.34,0.06,63,21,84
4:15:20:0:0,70.7,5.8,0.06,60,20,80
4:15:21:0:0,70.5,5.98,0.07,53,18,71
4:15:22:0:0,69.4,5.57,0.07,43,14,57
4:15:23:0:0,67.6,6.32,0.08,30,10,39
4:16:0:0:0,64.9,6.95,0.08,15,5,20
