# file...... weather_regulator_power_data.csv,,,,
# date...... Wed Jul 30 12:19:33 2014,,,,
# user...... gour967,,,,
# host...... (null),,,,
# target.... regulator 121,,,,
# trigger... (none),,,,
# interval.. 900,,,,
# limit..... 0,,,,
# timestamp,power_out.real, power_out.imag, power_losses.real,power_factor
2010-03-22 22:30:00 EDT,489446,491850,2.91E-11,0.705372379
2010-03-22 22:45:00 EDT,494871,493358,0,0.708188547
2010-03-22 23:00:00 EDT,663706,491664,5.82E-11,0.803539864
2010-03-22 23:15:00 EDT,482622,480346,5.82E-11,0.708776067
2010-03-22 23:30:00 EDT,446108,447664,5.82E-11,0.705874684
2010-03-22 23:45:00 EDT,446108,447664,0,0.705874684
2010-03-23 00:00:00 EDT,435447,436813,1.46E-11,0.705998553
2010-03-23 00:15:00 EDT,435447,436813,1.46E-11,0.705998553
2010-03-23 00:30:00 EDT,417578,418643,1.46E-11,0.706205647
2010-03-23 00:45:00 EDT,417578,418643,2.91E-11,0.706205647
2010-03-23 01:00:00 EDT,411618,412588,4.37E-11,0.706274105
2010-03-23 01:15:00 EDT,411618,412588,2.91E-11,0.706274105
2010-03-23 01:30:00 EDT,405838,402252,5.82E-11,0.710237662
2010-03-23 01:45:00 EDT,401375,402186,0,0.706392769
2010-03-23 02:00:00 EDT,402403,398786,5.82E-11,0.710291805
2010-03-23 02:15:00 EDT,397959,398719,2.91E-11,0.706431907
2010-03-23 02:30:00 EDT,402710,394531,0,0.714323492
2010-03-23 02:45:00 EDT,398277,394460,2.91E-11,0.710503239
2010-03-23 03:00:00 EDT,392247,392922,0,0.706498629
2010-03-23 03:15:00 EDT,405932,393185,0,0.718294716
2010-03-23 03:30:00 EDT,394459,395167,2.91E-11,0.706472486
2010-03-23 03:45:00 EDT,403452,395327,4.37E-11,0.714262362
2010-03-23 04:00:00 EDT,404114,396052,1.46E-11,0.714194922
2010-03-23 04:15:00 EDT,395196,395915,0,0.706463837
2010-03-23 04:30:00 EDT,412713,409122,0,0.710189698
2010-03-23 04:45:00 EDT,421728,409294,1.46E-11,0.717606404
2010-03-23 05:00:00 EDT,612643,424972,5.82E-11,0.821668025
2010-03-23 05:15:00 EDT,706118,423106,2.91E-11,0.857795478
2010-03-23 05:30:00 EDT,506071,454618,8.73E-11,0.74391212
2010-03-23 05:45:00 EDT,969478,477725,2.91E-11,0.897008
2010-03-23 06:00:00 EDT,1.41E+06,549411,2.91E-10,0.931814396
2010-03-23 06:15:00 EDT,1.19E+06,515563,1.75E-10,0.917840122
2010-03-23 06:30:00 EDT,885765,533490,2.04E-10,0.856625158
2010-03-23 06:45:00 EDT,745348,531849,1.75E-10,0.814013566
2010-03-23 07:00:00 EDT,918173,560847,2.33E-10,0.85338881
2010-03-23 07:15:00 EDT,714274,538804,1.75E-10,0.798334616
2010-03-23 07:30:00 EDT,1.14E+06,583625,2.33E-10,0.889946175
2010-03-23 07:45:00 EDT,1.26E+06,592480,2.91E-10,0.905126793
2010-03-23 08:00:00 EDT,1.21E+06,596905,2.91E-10,0.89670679
2010-03-23 08:15:00 EDT,1.04E+06,583212,2.62E-10,0.872791577
2010-03-23 08:30:00 EDT,740670,557971,1.46E-10,0.79872044
2010-03-23 08:45:00 EDT,613231,551056,1.46E-10,0.743807721
2010-03-23 09:00:00 EDT,573762,548737,1.75E-10,0.72269145
2010-03-23 09:15:00 EDT,559624,545906,1.75E-10,0.715825829
2010-03-23 09:30:00 EDT,562478,540381,1.16E-10,0.721129715
2010-03-23 09:45:00 EDT,585914,540256,1.46E-10,0.73517086
2010-03-23 10:00:00 EDT,596125,539212,8.73E-11,0.741621923
2010-03-23 10:15:00 EDT,576849,538120,8.73E-11,0.731227485
2010-03-23 10:30:00 EDT,558953,533314,1.46E-10,0.723505544
2010-03-23 10:45:00 EDT,569477,535423,1.16E-10,0.728554486
2010-03-23 11:00:00 EDT,600921,535412,8.73E-11,0.746631444
2010-03-23 11:15:00 EDT,580699,536249,8.73E-11,0.734665242
2010-03-23 11:30:00 EDT,561286,529924,1.16E-10,0.727129185
2010-03-23 11:45:00 EDT,566085,527826,1.16E-10,0.731390306
2010-03-23 12:00:00 EDT,580864,527565,8.73E-11,0.740252827
2010-03-23 12:15:00 EDT,568931,526142,8.73E-11,0.734176096
2010-03-23 12:30:00 EDT,585519,525545,1.16E-10,0.744192224
2010-03-23 12:45:00 EDT,559302,523932,1.46E-10,0.729806446
2010-03-23 13:00:00 EDT,569068,523957,1.46E-10,0.735663999
2010-03-23 13:15:00 EDT,580335,523675,8.73E-11,0.74241981
2010-03-23 13:30:00 EDT,556292,519729,1.16E-10,0.730712414
2010-03-23 13:45:00 EDT,566914,520487,1.16E-10,0.736625884
2010-03-23 14:00:00 EDT,557017,522902,1.46E-10,0.729080817
2010-03-23 14:15:00 EDT,582311,523069,1.46E-10,0.743935978
2010-03-23 14:30:00 EDT,581210,522789,1.75E-10,0.743484936
2010-03-23 14:45:00 EDT,564837,524002,1.16E-10,0.733110207
2010-03-23 15:00:00 EDT,554960,521181,1.46E-10,0.728943148
2010-03-23 15:15:00 EDT,587142,523426,5.82E-11,0.746447732
2010-03-23 15:30:00 EDT,589038,532418,5.82E-11,0.74186223
2010-03-23 15:45:00 EDT,613131,535839,1.46E-10,0.752972532
2010-03-23 16:00:00 EDT,597386,534555,1.46E-10,0.745209242
2010-03-23 16:15:00 EDT,739039,541329,1.46E-10,0.806734351
2010-03-23 16:30:00 EDT,727032,568190,1.16E-10,0.78792118
2010-03-23 16:45:00 EDT,693710,568323,1.75E-10,0.773551583
2010-03-23 17:00:00 EDT,1.00E+06,592264,1.75E-10,0.860861389
2010-03-23 17:15:00 EDT,1.19E+06,598966,2.33E-10,0.893471076
2010-03-23 17:30:00 EDT,821323,599387,1.75E-10,0.807770721
2010-03-23 17:45:00 EDT,870074,598796,2.04E-10,0.823767734
2010-03-23 18:00:00 EDT,1.11E+06,622463,2.33E-10,0.872891032
2010-03-23 18:15:00 EDT,1.13E+06,621156,1.75E-10,0.875593064
2010-03-23 18:30:00 EDT,1.29E+06,631574,5.82E-11,0.898186093
2010-03-23 18:45:00 EDT,1.05E+06,613570,8.73E-11,0.862807895
2010-03-23 19:00:00 EDT,805908,602460,5.82E-11,0.800939265
2010-03-23 19:15:00 EDT,774050,599488,0,0.7906132
2010-03-23 19:30:00 EDT,673122,586871,2.91E-11,0.753746831
2010-03-23 19:45:00 EDT,636447,584781,5.82E-11,0.736363368
2010-03-23 20:00:00 EDT,593065,583753,0,0.712679709
2010-03-23 20:15:00 EDT,580049,580074,5.82E-11,0.707091543
2010-03-23 20:30:00 EDT,574025,568750,5.82E-11,0.710363188
2010-03-23 20:45:00 EDT,578635,570124,5.82E-11,0.71232609
2010-03-23 21:00:00 EDT,571897,564924,5.82E-11,0.711430629
2010-03-23 21:15:00 EDT,568195,563909,8.73E-11,0.70977871
2010-03-23 21:30:00 EDT,547887,539746,0,0.712379563
2010-03-23 21:45:00 EDT,563690,543995,0,0.719565637
2010-03-23 22:00:00 EDT,539415,531068,2.91E-11,0.712598724
2010-03-23 22:15:00 EDT,544773,532521,0,0.715102419
2010-03-23 22:30:00 EDT,518277,499738,0,0.719864496
2010-03-23 22:45:00 EDT,518400,499791,5.82E-11,0.719910014
2010-03-23 23:00:00 EDT,677815,494257,5.82E-11,0.807997942
2010-03-23 23:15:00 EDT,496320,485232,2.91E-11,0.715048918
2010-03-23 23:30:00 EDT,456694,450547,2.91E-11,0.711881434
2010-03-23 23:45:00 EDT,446108,447664,2.91E-11,0.705874684
2010-03-24 00:00:00 EDT,439902,436885,5.82E-11,0.709535716
2010-03-24 00:15:00 EDT,435447,436813,2.91E-11,0.705998553
2010-03-24 00:30:00 EDT,417578,418643,2.91E-11,0.706205647
2010-03-24 00:45:00 EDT,417578,418643,1.46E-11,0.706205647
2010-03-24 01:00:00 EDT,411618,412588,0,0.706274105
2010-03-24 01:15:00 EDT,416089,412658,2.91E-11,0.710028108
2010-03-24 01:30:00 EDT,405920,402281,2.91E-11,0.710283395
2010-03-24 01:45:00 EDT,405838,402252,7.28E-11,0.710237662
2010-03-24 02:00:00 EDT,402403,398786,4.37E-11,0.710291805
2010-03-24 02:15:00 EDT,406876,398857,1.46E-11,0.714108845
2010-03-24 02:30:00 EDT,393675,394371,4.37E-11,0.706481991
2010-03-24 02:45:00 EDT,398245,394474,5.82E-11,0.710462481
2010-03-24 03:00:00 EDT,405737,393121,4.37E-11,0.718184242
2010-03-24 03:15:00 EDT,396721,392989,0,0.710440483
2010-03-24 03:30:00 EDT,394459,395167,0,0.706472486
2010-03-24 03:45:00 EDT,398993,395261,0,0.710421456
2010-03-24 04:00:00 EDT,405812,397681,0,0.714225825
2010-03-24 04:15:00 EDT,408789,396176,2.91E-11,0.718098293
2010-03-24 04:30:00 EDT,408116,409031,1.46E-11,0.706314556
2010-03-24 04:45:00 EDT,408116,409031,2.91E-11,0.706314556
2010-03-24 05:00:00 EDT,640526,427598,8.73E-11,0.831702141
2010-03-24 05:15:00 EDT,771584,427906,2.91E-11,0.874518762
2010-03-24 05:30:00 EDT,537270,452705,5.82E-11,0.764723846
2010-03-24 05:45:00 EDT,1.05E+06,480606,5.82E-11,0.909362882
2010-03-24 06:00:00 EDT,1.57E+06,553878,2.33E-10,0.943078692
2010-03-24 06:15:00 EDT,1.34E+06,526605,2.33E-10,0.930707925
2010-03-24 06:30:00 EDT,1.07E+06,544553,2.33E-10,0.89042087
2010-03-24 06:45:00 EDT,784435,534289,2.04E-10,0.826498462
2010-03-24 07:00:00 EDT,1.01E+06,576918,2.62E-10,0.867344192
2010-03-24 07:15:00 EDT,751187,541040,1.75E-10,0.811439386
2010-03-24 07:30:00 EDT,1.17E+06,589320,1.75E-10,0.893598488
2010-03-24 07:45:00 EDT,1.28E+06,593887,5.82E-11,0.906770722
2010-03-24 08:00:00 EDT,1.20E+06,598270,0,0.894791086
2010-03-24 08:15:00 EDT,1.02E+06,583812,5.82E-11,0.866934893
2010-03-24 08:30:00 EDT,743447,557891,0,0.79984208
2010-03-24 08:45:00 EDT,600976,550999,0,0.737090397
2010-03-24 09:00:00 EDT,586422,548036,0,0.730614623
2010-03-24 09:15:00 EDT,574576,551461,0,0.721470095
2010-03-24 09:30:00 EDT,584122,545653,5.82E-11,0.730760364
2010-03-24 09:45:00 EDT,600061,546793,5.82E-11,0.739152946
2010-03-24 10:00:00 EDT,590984,543601,0,0.735995717
2010-03-24 10:15:00 EDT,583506,543646,0,0.731655175
2010-03-24 10:30:00 EDT,594041,542405,2.91E-11,0.738473275
2010-03-24 10:45:00 EDT,590887,543750,2.91E-11,0.735847883
2010-03-24 11:00:00 EDT,636929,548931,0,0.757495664
2010-03-24 11:15:00 EDT,629676,549354,0,0.753532201
2010-03-24 11:30:00 EDT,620082,545438,2.91E-11,0.750854121
2010-03-24 11:45:00 EDT,605631,540423,2.91E-11,0.746132855
2010-03-24 12:00:00 EDT,648196,548692,5.82E-11,0.763259424
2010-03-24 12:15:00 EDT,656369,552022,2.91E-11,0.765318812
2010-03-24 12:30:00 EDT,609266,536921,5.82E-11,0.750244971
2010-03-24 12:45:00 EDT,663042,547841,8.73E-11,0.770898578
2010-03-24 13:00:00 EDT,615892,539370,0,0.75229545
2010-03-24 13:15:00 EDT,636364,542978,0,0.7607177
2010-03-24 13:30:00 EDT,651937,544647,0,0.767429781
2010-03-24 13:45:00 EDT,659868,542501,0,0.772458295
2010-03-24 14:00:00 EDT,652970,546896,0,0.766628534
2010-03-24 14:15:00 EDT,654975,546176,0,0.768011615
2010-03-24 14:30:00 EDT,700995,559265,0,0.781700928
2010-03-24 14:45:00 EDT,695765,554519,2.91E-11,0.782015032
2010-03-24 15:00:00 EDT,680633,559446,0,0.772528807
2010-03-24 15:15:00 EDT,708115,561356,5.82E-11,0.783633675
2010-03-24 15:30:00 EDT,696300,568527,0,0.774596435
2010-03-24 15:45:00 EDT,752839,575232,2.91E-11,0.794596332
2010-03-24 16:00:00 EDT,755449,582441,5.82E-11,0.791951531
2010-03-24 16:15:00 EDT,837533,579243,5.82E-11,0.822462119
2010-03-24 16:30:00 EDT,905792,618412,1.16E-10,0.825876414
2010-03-24 16:45:00 EDT,890974,616028,0,0.822537749
2010-03-24 17:00:00 EDT,1.14E+06,625084,0,0.876835693
2010-03-24 17:15:00 EDT,1.33E+06,648394,1.16E-10,0.898364698
2010-03-24 17:30:00 EDT,941196,632753,1.16E-10,0.829891631
2010-03-24 17:45:00 EDT,933032,626906,5.82E-11,0.830039253
2010-03-24 18:00:00 EDT,1.22E+06,656748,0,0.880549783
2010-03-24 18:15:00 EDT,1.21E+06,649382,5.82E-11,0.8812348
2010-03-24 18:30:00 EDT,1.37E+06,656413,0,0.901312004
2010-03-24 18:45:00 EDT,1.09E+06,628125,0,0.867387932
2010-03-24 19:00:00 EDT,819191,608763,5.82E-11,0.802640128
2010-03-24 19:15:00 EDT,784956,604924,0,0.79208155
2010-03-24 19:30:00 EDT,703026,593429,2.91E-11,0.7641571
2010-03-24 19:45:00 EDT,637135,585148,0,0.736516055
2010-03-24 20:00:00 EDT,587107,581111,2.91E-11,0.710726719
2010-03-24 20:15:00 EDT,577196,578352,2.91E-11,0.706399044
2010-03-24 20:30:00 EDT,564680,565284,2.91E-11,0.70672871
2010-03-24 20:45:00 EDT,559910,563967,5.82E-11,0.704549659
2010-03-24 21:00:00 EDT,555633,559580,2.91E-11,0.704599752
2010-03-24 21:15:00 EDT,559565,560682,0,0.706401373
2010-03-24 21:30:00 EDT,530769,534103,5.82E-11,0.704889451
2010-03-24 21:45:00 EDT,530769,534103,2.91E-11,0.704889451
2010-03-24 22:00:00 EDT,522476,525614,5.82E-11,0.704986531
2010-03-24 22:15:00 EDT,522476,525614,2.91E-11,0.704986531
2010-03-24 22:30:00 EDT,491990,491805,5.82E-11,0.707239738
2010-03-24 22:45:00 EDT,494859,492607,2.91E-11,0.708717555
2010-03-24 23:00:00 EDT,662888,490505,0,0.803860524
2010-03-24 23:15:00 EDT,483473,481003,2.91E-11,0.70891534
2010-03-24 23:30:00 EDT,456125,448587,2.91E-11,0.7129736
2010-03-24 23:45:00 EDT,445188,446726,0,0.70588641
2010-03-25 00:00:00 EDT,434549,435898,0,0.706010074
2010-03-25 00:15:00 EDT,434549,435898,5.82E-11,0.706010074
2010-03-25 00:30:00 EDT,421311,417859,1.46E-11,0.71000952
2010-03-25 00:45:00 EDT,416716,417766,2.91E-11,0.706216494
2010-03-25 01:00:00 EDT,415311,411821,0,0.710084026
2010-03-25 01:15:00 EDT,410769,411723,0,0.70628614
2010-03-25 01:30:00 EDT,405133,401438,1.46E-11,0.71033867
2010-03-25 01:45:00 EDT,400547,401342,2.91E-11,0.706405402
2010-03-25 02:00:00 EDT,401685,397977,0,0.710377969
2010-03-25 02:15:00 EDT,397138,397883,2.91E-11,0.706443854
2010-03-25 02:30:00 EDT,392863,393544,0,0.706494187
2010-03-25 02:45:00 EDT,392863,393544,1.46E-11,0.706494187
2010-03-25 03:00:00 EDT,391437,392098,0,0.706510006
2010-03-25 03:15:00 EDT,391437,392098,0,0.706510006
2010-03-25 03:30:00 EDT,393645,394338,1.46E-11,0.706484635
2010-03-25 03:45:00 EDT,398035,394404,0,0.710339327
2010-03-25 04:00:00 EDT,398777,395150,0,0.710329737
2010-03-25 04:15:00 EDT,398790,395150,2.91E-11,0.710341209
2010-03-25 04:30:00 EDT,411808,408274,0,0.71014734
2010-03-25 04:45:00 EDT,420648,408403,0,0.717472423
2010-03-25 05:00:00 EDT,604828,422464,0,0.819814541
2010-03-25 05:15:00 EDT,735331,426166,5.82E-11,0.865197604
2010-03-25 05:30:00 EDT,518854,453001,2.91E-11,0.753293047
2010-03-25 05:45:00 EDT,974409,475565,5.82E-11,0.898679922
2010-03-25 06:00:00 EDT,1.46E+06,559592,1.75E-10,0.933419188
2010-03-25 06:15:00 EDT,1.19E+06,510448,2.33E-10,0.919234132
2010-03-25 06:30:00 EDT,901949,533553,1.46E-10,0.860682713
2010-03-25 06:45:00 EDT,737084,527997,1.75E-10,0.812945851
2010-03-25 07:00:00 EDT,918879,559497,2.33E-10,0.854124505
2010-03-25 07:15:00 EDT,704146,536890,2.04E-10,0.795215097
2010-03-25 07:30:00 EDT,1.13E+06,582820,3.49E-10,0.888783747
2010-03-25 07:45:00 EDT,1.24E+06,592204,2.33E-10,0.902212198
2010-03-25 08:00:00 EDT,1.18E+06,594745,2.33E-10,0.892898799
2010-03-25 08:15:00 EDT,1.03E+06,586198,2.04E-10,0.869493882
2010-03-25 08:30:00 EDT,724843,557165,1.75E-10,0.792838839
2010-03-25 08:45:00 EDT,613131,550788,1.46E-10,0.743915165
2010-03-25 09:00:00 EDT,611091,550343,8.73E-11,0.743075774
2010-03-25 09:15:00 EDT,587485,551512,1.16E-10,0.729075839
2010-03-25 09:30:00 EDT,567625,543983,8.73E-11,0.72198246
2010-03-25 09:45:00 EDT,611962,544377,1.75E-10,0.747160231
2010-03-25 10:00:00 EDT,592757,544803,1.75E-10,0.736261068
2010-03-25 10:15:00 EDT,592867,544974,1.75E-10,0.73621782
2010-03-25 10:30:00 EDT,613767,544274,1.46E-10,0.748193677
2010-03-25 10:45:00 EDT,604099,543727,1.75E-10,0.743270959
2010-03-25 11:00:00 EDT,629162,549812,1.75E-10,0.752994541
2010-03-25 11:15:00 EDT,601537,545454,5.82E-11,0.740796289
2010-03-25 11:30:00 EDT,624466,545230,1.16E-10,0.753280326
2010-03-25 11:45:00 EDT,663307,548595,8.73E-11,0.770593274
2010-03-25 12:00:00 EDT,641364,540212,1.75E-10,0.764843036
2010-03-25 12:15:00 EDT,632519,547369,1.16E-10,0.756170582
2010-03-25 12:30:00 EDT,632179,544481,1.16E-10,0.757706785
2010-03-25 12:45:00 EDT,699572,557181,1.75E-10,0.782217803
2010-03-25 13:00:00 EDT,678539,559050,1.16E-10,0.771788903
2010-03-25 13:15:00 EDT,675584,555245,1.46E-10,0.772557401
2010-03-25 13:30:00 EDT,704485,562826,1.75E-10,0.781280867
2010-03-25 13:45:00 EDT,723622,566234,1.75E-10,0.78754666
2010-03-25 14:00:00 EDT,725015,567196,2.04E-10,0.787614153
2010-03-25 14:15:00 EDT,765127,573356,1.46E-10,0.800245552
2010-03-25 14:30:00 EDT,775720,577438,1.46E-10,0.802154963
2010-03-25 14:45:00 EDT,821968,592600,1.75E-10,0.811167756
2010-03-25 15:00:00 EDT,818523,591661,2.04E-10,0.810441597
2010-03-25 15:15:00 EDT,798176,591705,2.04E-10,0.803334004
2010-03-25 15:30:00 EDT,802976,593748,1.46E-10,0.804059338
2010-03-25 15:45:00 EDT,782483,587491,1.75E-10,0.799691457
2010-03-25 16:00:00 EDT,812955,598867,2.04E-10,0.805127945
2010-03-25 16:15:00 EDT,950967,610655,1.75E-10,0.841452434
2010-03-25 16:30:00 EDT,989287,646336,2.33E-10,0.837165492
2010-03-25 16:45:00 EDT,969964,642153,2.33E-10,0.833827326
2010-03-25 17:00:00 EDT,1.22E+06,653764,1.75E-10,0.881761459
2010-03-25 17:15:00 EDT,1.42E+06,669828,2.91E-10,0.904527116
2010-03-25 17:30:00 EDT,1.03E+06,662905,1.75E-10,0.840336841
2010-03-25 17:45:00 EDT,1.04E+06,656731,2.91E-10,0.844437394
2010-03-25 18:00:00 EDT,1.29E+06,679405,2.91E-10,0.885035688
2010-03-25 18:15:00 EDT,1.25E+06,664439,5.82E-11,0.883610219
2010-03-25 18:30:00 EDT,1.42E+06,674486,5.82E-11,0.903390939
2010-03-25 18:45:00 EDT,1.16E+06,650148,8.73E-11,0.873066113
2010-03-25 19:00:00 EDT,886265,630667,2.91E-11,0.814766797
2010-03-25 19:15:00 EDT,812064,615304,5.82E-11,0.797043013
2010-03-25 19:30:00 EDT,700280,594733,1.16E-10,0.762210491
2010-03-25 19:45:00 EDT,651170,591982,8.73E-11,0.739934829
2010-03-25 20:00:00 EDT,638843,597714,2.91E-11,0.730221984
2010-03-25 20:15:00 EDT,605576,588381,2.91E-11,0.71721594
2010-03-25 20:30:00 EDT,585747,573203,2.91E-11,0.714718352
2010-03-25 20:45:00 EDT,601149,577492,2.91E-11,0.721154171
2010-03-25 21:00:00 EDT,583690,569419,8.73E-11,0.715803193
2010-03-25 21:15:00 EDT,571840,566085,2.91E-11,0.71067385
2010-03-25 21:30:00 EDT,533378,536763,5.82E-11,0.704866581
2010-03-25 21:45:00 EDT,542094,539154,5.82E-11,0.70902684
2010-03-25 22:00:00 EDT,532346,530214,2.91E-11,0.708524147
2010-03-25 22:15:00 EDT,532845,530354,5.82E-11,0.708761537
2010-03-25 22:30:00 EDT,495980,494656,5.82E-11,0.708051208
2010-03-25 22:45:00 EDT,490837,493267,8.73E-11,0.705358607
2010-03-25 23:00:00 EDT,672176,493085,5.82E-11,0.806315786
2010-03-25 23:15:00 EDT,479423,481618,5.82E-11,0.705489922
2010-03-25 23:30:00 EDT,446108,447664,2.91E-11,0.705874684
2010-03-25 23:45:00 EDT,446108,447664,0,0.705874684
2010-03-26 00:00:00 EDT,435447,436813,1.46E-11,0.705998553
2010-03-26 00:15:00 EDT,439972,436920,7.28E-11,0.70956355
2010-03-26 00:30:00 EDT,417578,418643,0,0.706205647
2010-03-26 00:45:00 EDT,417578,418643,4.37E-11,0.706205647
2010-03-26 01:00:00 EDT,416089,412658,5.82E-11,0.710028108
2010-03-26 01:15:00 EDT,411618,412588,2.91E-11,0.706274105
2010-03-26 01:30:00 EDT,401375,402186,1.46E-11,0.706392769
2010-03-26 01:45:00 EDT,401375,402186,0,0.706392769
2010-03-26 02:00:00 EDT,402546,398813,0,0.710393015
2010-03-26 02:15:00 EDT,397959,398719,2.91E-11,0.706431907
2010-03-26 02:30:00 EDT,393675,394371,1.46E-11,0.706481991
2010-03-26 02:45:00 EDT,398140,394437,1.46E-11,0.710402702
2010-03-26 03:00:00 EDT,401430,393075,2.91E-11,0.714503197
2010-03-26 03:15:00 EDT,396827,392988,1.46E-11,0.710535374
2010-03-26 03:30:00 EDT,394459,395167,0,0.706472486
2010-03-26 03:45:00 EDT,407884,395407,5.82E-11,0.718003209
2010-03-26 04:00:00 EDT,408699,396141,5.82E-11,0.718052438
2010-03-26 04:15:00 EDT,399641,395982,2.91E-11,0.710351191
2010-03-26 04:30:00 EDT,408116,409031,0,0.706314556
2010-03-26 04:45:00 EDT,412699,409127,1.46E-11,0.710173455
2010-03-26 05:00:00 EDT,554457,423323,5.82E-11,0.794823492
2010-03-26 05:15:00 EDT,700822,427967,0,0.853451447
2010-03-26 05:30:00 EDT,500878,449648,2.91E-11,0.744137331
2010-03-26 05:45:00 EDT,917981,468628,5.82E-11,0.89065566
2010-03-26 06:00:00 EDT,1.07E+06,510130,1.16E-10,0.902554028
2010-03-26 06:15:00 EDT,925477,491609,5.82E-11,0.883135746
2010-03-26 06:30:00 EDT,772508,523425,5.82E-11,0.827862392
2010-03-26 06:45:00 EDT,676508,522751,5.82E-11,0.791287934
2010-03-26 07:00:00 EDT,780617,549055,8.73E-11,0.817938597
2010-03-26 07:15:00 EDT,616398,533826,0,0.755923075
2010-03-26 07:30:00 EDT,1.09E+06,579151,1.46E-10,0.88299678
2010-03-26 07:45:00 EDT,1.16E+06,585397,5.82E-11,0.89261727
2010-03-26 08:00:00 EDT,1.13E+06,591120,1.16E-10,0.885777128
2010-03-26 08:15:00 EDT,1.02E+06,586576,2.91E-11,0.866236263
2010-03-26 08:30:00 EDT,736048,557615,2.91E-11,0.797090648
2010-03-26 08:45:00 EDT,621140,554226,8.73E-11,0.74615443
2010-03-26 09:00:00 EDT,598644,550207,5.82E-11,0.736265199
2010-03-26 09:15:00 EDT,567742,550388,2.91E-11,0.717994999
2010-03-26 09:30:00 EDT,570163,542499,5.82E-11,0.72446362
2010-03-26 09:45:00 EDT,593703,544568,5.82E-11,0.736943731
2010-03-26 10:00:00 EDT,603424,541097,0,0.74451046
2010-03-26 10:15:00 EDT,559637,538847,0,0.720360539
2010-03-26 10:30:00 EDT,563181,534499,5.82E-11,0.725335665
2010-03-26 10:45:00 EDT,568305,536031,0,0.727461244
2010-03-26 11:00:00 EDT,567488,534816,8.73E-11,0.727745643
2010-03-26 11:15:00 EDT,552892,532859,5.82E-11,0.720030933
2010-03-26 11:30:00 EDT,580360,528405,8.73E-11,0.739429361
2010-03-26 11:45:00 EDT,565380,528749,0,0.730371217
2010-03-26 12:00:00 EDT,576558,526215,0,0.738617858
2010-03-26 12:15:00 EDT,546516,525374,5.82E-11,0.720913565
2010-03-26 12:30:00 EDT,560532,522872,2.91E-11,0.731244732
2010-03-26 12:45:00 EDT,565288,523173,0,0.733917166
2010-03-26 13:00:00 EDT,553640,521587,5.82E-11,0.727862612
2010-03-26 13:15:00 EDT,548580,522474,0,0.724126818
2010-03-26 13:30:00 EDT,555961,519591,5.82E-11,0.730600145
2010-03-26 13:45:00 EDT,567401,520477,0,0.736921578
2010-03-26 14:00:00 EDT,585097,521681,2.91E-11,0.746398255
2010-03-26 14:15:00 EDT,551502,520210,5.82E-11,0.727442968
2010-03-26 14:30:00 EDT,572570,521582,0,0.739256041
2010-03-26 14:45:00 EDT,574174,521820,5.82E-11,0.740040376
2010-03-26 15:00:00 EDT,574395,523135,8.73E-11,0.739326191
2010-03-26 15:15:00 EDT,581568,525193,0,0.742162452
2010-03-26 15:30:00 EDT,579400,531728,0,0.736766799
2010-03-26 15:45:00 EDT,569950,529145,0,0.73285394
2010-03-26 16:00:00 EDT,596081,535134,5.82E-11,0.744124671
2010-03-26 16:15:00 EDT,702866,537317,8.73E-11,0.794449869
2010-03-26 16:30:00 EDT,689593,566049,2.91E-11,0.77294743
2010-03-26 16:45:00 EDT,720793,568209,0,0.785326669
2010-03-26 17:00:00 EDT,1.01E+06,591131,0,0.862478942
2010-03-26 17:15:00 EDT,1.23E+06,604595,0,0.89695464
2010-03-26 17:30:00 EDT,827603,600973,0,0.809163784
2010-03-26 17:45:00 EDT,795954,598578,8.73E-11,0.799222151
2010-03-26 18:00:00 EDT,1.13E+06,621180,0,0.876841038
2010-03-26 18:15:00 EDT,1.15E+06,626285,1.16E-10,0.87744574
2010-03-26 18:30:00 EDT,1.30E+06,633087,0,0.898408355
2010-03-26 18:45:00 EDT,1.06E+06,618463,0,0.863401245
2010-03-26 19:00:00 EDT,863277,618897,0,0.812721213
2010-03-26 19:15:00 EDT,838244,618353,2.91E-11,0.804735009
2010-03-26 19:30:00 EDT,726191,598283,0,0.771803301
2010-03-26 19:45:00 EDT,711426,604080,5.82E-11,0.762273432
2010-03-26 20:00:00 EDT,630936,591534,0,0.729519031
2010-03-26 20:15:00 EDT,660749,602836,2.91E-11,0.738739617
2010-03-26 20:30:00 EDT,606599,577896,2.91E-11,0.724029037
2010-03-26 20:45:00 EDT,637639,586534,0,0.735985001
2010-03-26 21:00:00 EDT,658884,589491,0,0.745261991
2010-03-26 21:15:00 EDT,618338,578274,2.91E-11,0.730372306
2010-03-26 21:30:00 EDT,609487,556886,2.91E-11,0.73824548
2010-03-26 21:45:00 EDT,606309,555906,5.82E-11,0.737079805
2010-03-26 22:00:00 EDT,616809,552627,8.73E-11,0.744793964
2010-03-26 22:15:00 EDT,613541,551595,0,0.743650769
2010-03-26 22:30:00 EDT,568097,513545,0,0.741826443
2010-03-26 22:45:00 EDT,618102,527452,2.91E-11,0.760683631
2010-03-26 23:00:00 EDT,714663,505629,8.73E-11,0.816342577
2010-03-26 23:15:00 EDT,521533,492290,2.91E-11,0.727200321
2010-03-26 23:30:00 EDT,509433,465218,5.82E-11,0.738425208
2010-03-26 23:45:00 EDT,455166,447886,2.91E-11,0.712783998
2010-03-27 00:00:00 EDT,435447,436813,2.91E-11,0.705998553
