temperature,wind_speed,humidity,solar_dir,solar_diff,solar_global
2:24:19:0:0,24.8,0.0,42.0,401.25,133.75,535.0
2:24:20:0:0,24.9,0.0,40.0,336.0,112.0,448.0
2:24:21:0:0,24.1,0.0,39.0,198.0,66.0,264.0
2:24:22:0:0,22.8,0.0,42.0,30.0,10.0,40.0
2:24:23:0:0,21.4,0.0,47.0,1.5,0.5,2.0
2:25:0:0:0,20.8,0.0,51.0,0.0,0.0,0.0
2:25:1:0:0,20.5,0.0,50.0,0.0,0.0,0.0
2:25:2:0:0,16.5,0.0,72.0,0.0,0.0,0.0
2:25:3:0:0,15.9,0.0,86.0,0.0,0.0,0.0
2:25:4:0:0,15.1,0.0,82.0,0.0,0.0,0.0
2:25:5:0:0,11.5,0.0,71.0,0.0,0.0,0.0
2:25:6:0:0,10.6,0.0,62.0,0.0,0.0,0.0
2:25:7:0:0,10.0,0.0,66.0,0.0,0.0,0.0
2:25:8:0:0,8.3,0.0,71.0,0.0,0.0,0.0
2:25:9:0:0,6.8,0.0,63.0,0.0,0.0,0.0
2:25:10:0:0,5.5,0.0,61.0,0.0,0.0,0.0
2:25:11:0:0,4.8,0.0,62.0,0.0,0.0,0.0
2:25:12:0:0,4.5,0.0,65.0,13.5,4.5,18.0
2:25:13:0:0,3.6,0.0,64.0,36.75,12.25,49.0
2:25:14:0:0,1.9,0.0,63.0,108.75,36.25,145.0
2:25:15:0:0,1.3,0.0,57.0,154.5,51.5,206.0
2:25:16:0:0,1.1,0.0,58.0,123.0,41.0,164.0
2:25:17:0:0,0.5,0.0,63.0,110.25,36.75,147.0
2:25:18:0:0,1.5,0.0,61.0,187.5,62.5,250.0
2:25:19:0:0,1.7,0.0,56.0,238.5,79.5,318.0
2:25:20:0:0,1.9,0.0,54.0,252.75,84.25,337.0
2:25:21:0:0,1.5,0.0,53.0,125.25,41.75,167.0
2:25:22:0:0,1.3,0.0,52.0,81.75,27.25,109.0
2:25:23:0:0,1.0,0.0,53.0,2.25,0.75,3.0
2:26:0:0:0,0.9,0.0,54.0,0.0,0.0,0.0
2:26:1:0:0,0.5,0.0,59.0,0.0,0.0,0.0
2:26:2:0:0,-0.5,0.0,59.0,0.0,0.0,0.0
2:26:3:0:0,-1.6,0.0,64.0,0.0,0.0,0.0
2:26:4:0:0,-2.0,0.0,63.0,0.0,0.0,0.0
2:26:5:0:0,-2.7,0.0,68.0,0.0,0.0,0.0
2:26:6:0:0,-3.4,0.0,68.0,0.0,0.0,0.0
2:26:7:0:0,-3.1,0.0,69.0,0.0,0.0,0.0
2:26:8:0:0,-3.8,0.0,71.0,0.0,0.0,0.0
2:26:9:0:0,-4.1,0.0,71.0,0.0,0.0,0.0
2:26:10:0:0,-4.1,0.0,69.0,0.0,0.0,0.0
2:26:11:0:0,-4.7,0.0,72.0,0.0,0.0,0.0
2:26:12:0:0,-4.7,0.0,77.0,28.5,9.5,38.0
2:26:13:0:0,-2.2,0.0,75.0,153.75,51.25,205.0
2:26:14:0:0,-0.5,0.0,60.0,294.0,98.0,392.0
2:26:15:0:0,1.4,0.0,50.0,408.75,136.25,545.0
2:26:16:0:0,3.5,0.0,44.0,486.75,162.25,649.0
2:26:17:0:0,5.0,0.0,37.0,523.5,174.5,698.0
2:26:18:0:0,6.7,0.0,34.0,515.25,171.75,687.0
2:26:19:0:0,7.6,0.0,31.0,462.0,154.0,616.0
2:26:20:0:0,8.4,0.0,30.0,366.0,122.0,488.0
2:26:21:0:0,7.7,0.0,30.0,174.75,58.25,233.0
2:26:22:0:0,7.5,0.0,32.0,54.75,18.25,73.0
2:26:23:0:0,5.8,0.0,39.0,4.5,1.5,6.0
2:27:0:0:0,6.1,0.0,41.0,0.0,0.0,0.0
2:27:1:0:0,5.3,0.0,40.0,0.0,0.0,0.0
2:27:2:0:0,5.4,0.0,41.0,0.0,0.0,0.0
2:27:3:0:0,5.8,0.0,44.0,0.0,0.0,0.0
2:27:4:0:0,5.5,0.0,46.0,0.0,0.0,0.0
2:27:5:0:0,6.5,0.0,42.0,0.0,0.0,0.0
2:27:6:0:0,8.7,0.0,44.0,0.0,0.0,0.0
2:27:7:0:0,7.6,0.0,54.0,0.0,0.0,0.0
2:27:8:0:0,6.9,0.0,61.0,0.0,0.0,0.0
2:27:9:0:0,5.8,0.0,74.0,0.0,0.0,0.0
2:27:10:0:0,5.3,0.0,84.0,0.0,0.0,0.0
2:27:11:0:0,5.1,0.0,89.0,0.0,0.0,0.0
2:27:12:0:0,5.1,0.0,91.0,0.75,0.25,1.0
2:27:13:0:0,5.4,0.0,93.0,13.5,4.5,18.0
2:27:14:0:0,5.9,0.0,93.0,30.0,10.0,40.0
2:27:15:0:0,6.4,0.0,92.0,46.5,15.5,62.0
2:27:16:0:0,6.9,0.0,89.0,119.25,39.75,159.0
2:27:17:0:0,7.7,0.0,83.0,104.25,34.75,139.0
2:27:18:0:0,9.8,0.0,74.0,220.5,73.5,294.0
2:27:19:0:0,11.4,0.0,61.0,271.5,90.5,362.0
2:27:20:0:0,12.8,0.0,52.0,261.0,87.0,348.0
2:27:21:0:0,12.8,0.0,51.0,157.5,52.5,210.0
2:27:22:0:0,11.9,0.0,50.0,91.5,30.5,122.0
2:27:23:0:0,10.0,0.0,58.0,7.5,2.5,10.0
2:28:0:0:0,8.7,0.0,68.0,0.0,0.0,0.0
2:28:1:0:0,9.1,0.0,72.0,0.0,0.0,0.0
2:28:2:0:0,9.0,0.0,68.0,0.0,0.0,0.0
2:28:3:0:0,8.3,0.0,68.0,0.0,0.0,0.0
2:28:4:0:0,7.8,0.0,70.0,0.0,0.0,0.0
2:28:5:0:0,8.0,0.0,72.0,0.0,0.0,0.0
2:28:6:0:0,7.5,0.0,74.0,0.0,0.0,0.0
2:28:7:0:0,7.8,0.0,80.0,0.0,0.0,0.0
2:28:8:0:0,8.2,0.0,83.0,0.0,0.0,0.0
2:28:9:0:0,9.3,0.0,82.0,0.0,0.0,0.0
2:28:10:0:0,9.5,0.0,84.0,0.0,0.0,0.0
2:28:11:0:0,9.7,0.0,89.0,0.0,0.0,0.0
2:28:12:0:0,10.6,0.0,88.0,6.75,2.25,9.0
2:28:13:0:0,10.8,0.0,84.0,7.5,2.5,10.0
2:28:14:0:0,10.5,0.0,88.0,0.0,0.0,0.0
2:28:15:0:0,12.7,0.0,94.0,4.5,1.5,6.0
2:28:16:0:0,12.9,0.0,90.0,29.25,9.75,39.0
2:28:17:0:0,13.0,0.0,92.0,49.5,16.5,66.0
2:28:18:0:0,13.5,0.0,92.0,45.0,15.0,60.0
2:28:19:0:0,14.4,0.0,92.0,73.5,24.5,98.0
2:28:20:0:0,16.0,0.0,91.0,66.0,22.0,88.0
2:28:21:0:0,17.3,0.0,86.0,68.25,22.75,91.0
2:28:22:0:0,17.1,0.0,83.0,15.75,5.25,21.0
2:28:23:0:0,16.8,0.0,85.0,0.75,0.25,1.0
3:1:0:0:0,16.9,0.0,85.0,0.0,0.0,0.0
3:1:1:0:0,17.0,0.0,85.0,0.0,0.0,0.0
3:1:2:0:0,17.3,0.0,84.0,0.0,0.0,0.0
3:1:3:0:0,17.9,0.0,83.0,0.0,0.0,0.0
3:1:4:0:0,18.1,0.0,81.0,0.0,0.0,0.0
3:1:5:0:0,17.7,0.0,81.0,0.0,0.0,0.0
3:1:6:0:0,18.2,0.0,81.0,0.0,0.0,0.0
3:1:7:0:0,17.5,0.0,88.0,0.0,0.0,0.0
3:1:8:0:0,16.6,0.0,92.0,0.0,0.0,0.0
3:1:9:0:0,18.7,0.0,90.0,0.0,0.0,0.0
3:1:10:0:0,17.8,0.0,83.0,0.0,0.0,0.0
3:1:11:0:0,19.7,0.0,82.0,0.0,0.0,0.0
3:1:12:0:0,11.4,0.0,80.0,0.0,0.0,0.0
3:1:13:0:0,11.5,0.0,92.0,0.0,0.0,0.0
3:1:14:0:0,12.7,0.0,91.0,7.5,2.5,10.0
3:1:15:0:0,13.4,0.0,85.0,148.5,49.5,198.0
3:1:16:0:0,16.9,0.0,83.0,320.25,106.75,427.0
3:1:17:0:0,18.6,0.0,70.0,471.0,157.0,628.0
3:1:18:0:0,18.4,0.0,60.0,349.5,116.5,466.0
3:1:19:0:0,17.2,0.0,55.0,339.0,113.0,452.0
3:1:20:0:0,14.3,0.0,61.0,299.25,99.75,399.0
3:1:21:0:0,13.0,0.0,59.0,210.0,70.0,280.0
3:1:22:0:0,9.9,0.0,59.0,79.5,26.5,106.0
3:1:23:0:0,9.0,0.0,54.0,6.0,2.0,8.0
3:2:0:0:0,7.4,0.0,58.0,0.0,0.0,0.0
3:2:1:0:0,6.6,0.0,55.0,0.0,0.0,0.0
3:2:2:0:0,6.3,0.0,56.0,0.0,0.0,0.0
3:2:3:0:0,5.5,0.0,51.0,0.0,0.0,0.0
3:2:4:0:0,5.4,0.0,55.0,0.0,0.0,0.0
3:2:5:0:0,4.1,0.0,58.0,0.0,0.0,0.0
3:2:6:0:0,3.5,0.0,55.0,0.0,0.0,0.0
3:2:7:0:0,3.0,0.0,58.0,0.0,0.0,0.0
3:2:8:0:0,2.4,0.0,60.0,0.0,0.0,0.0
3:2:9:0:0,1.7,0.0,63.0,0.0,0.0,0.0
3:2:10:0:0,0.8,0.0,68.0,0.0,0.0,0.0
3:2:11:0:0,0.1,0.0,72.0,0.0,0.0,0.0
3:2:12:0:0,0.4,0.0,74.0,31.5,10.5,42.0
3:2:13:0:0,1.8,0.0,67.0,156.0,52.0,208.0
3:2:14:0:0,2.0,0.0,66.0,215.25,71.75,287.0
3:2:15:0:0,2.8,0.0,63.0,255.0,85.0,340.0
3:2:16:0:0,4.1,0.0,57.0,337.5,112.5,450.0
3:2:17:0:0,5.9,0.0,50.0,540.75,180.25,721.0
3:2:18:0:0,6.3,0.0,46.0,576.75,192.25,769.0
3:2:19:0:0,6.9,0.0,45.0,343.5,114.5,458.0
3:2:20:0:0,7.9,0.0,40.0,359.25,119.75,479.0
3:2:21:0:0,7.3,0.0,39.0,221.25,73.75,295.0
3:2:22:0:0,6.3,0.0,39.0,104.25,34.75,139.0
3:2:23:0:0,5.6,0.0,40.0,5.25,1.75,7.0
3:3:0:0:0,4.6,0.0,44.0,0.0,0.0,0.0
3:3:1:0:0,3.7,0.0,50.0,0.0,0.0,0.0
3:3:2:0:0,2.3,0.0,52.0,0.0,0.0,0.0
3:3:3:0:0,2.9,0.0,57.0,0.0,0.0,0.0
3:3:4:0:0,2.8,0.0,59.0,0.0,0.0,0.0
3:3:5:0:0,2.4,0.0,64.0,0.0,0.0,0.0
3:3:6:0:0,2.2,0.0,65.0,0.0,0.0,0.0
3:3:7:0:0,1.5,0.0,67.0,0.0,0.0,0.0
3:3:8:0:0,-0.2,0.0,70.0,0.0,0.0,0.0
3:3:9:0:0,-1.5,0.0,77.0,0.0,0.0,0.0
3:3:10:0:0,-1.4,0.0,78.0,0.0,0.0,0.0
3:3:11:0:0,-2.1,0.0,81.0,0.0,0.0,0.0
3:3:12:0:0,-1.8,0.0,83.0,34.5,11.5,46.0
3:3:13:0:0,-0.1,0.0,78.0,131.25,43.75,175.0
3:3:14:0:0,1.0,0.0,66.0,271.5,90.5,362.0
3:3:15:0:0,1.9,0.0,58.0,309.0,103.0,412.0
3:3:16:0:0,2.1,0.0,48.0,436.5,145.5,582.0
3:3:17:0:0,2.3,0.0,43.0,375.0,125.0,500.0
3:3:18:0:0,2.5,0.0,38.0,483.0,161.0,644.0
3:3:19:0:0,3.4,0.0,35.0,489.0,163.0,652.0
3:3:20:0:0,3.7,0.0,32.0,387.75,129.25,517.0
3:3:21:0:0,3.2,0.0,31.0,259.5,86.5,346.0
3:3:22:0:0,2.5,0.0,31.0,117.75,39.25,157.0
3:3:23:0:0,1.0,0.0,38.0,12.75,4.25,17.0
3:4:0:0:0,1.1,0.0,33.0,0.0,0.0,0.0
3:4:1:0:0,-1.5,0.0,39.0,0.0,0.0,0.0
3:4:2:0:0,-2.3,0.0,47.0,0.0,0.0,0.0
3:4:3:0:0,-3.3,0.0,56.0,0.0,0.0,0.0
3:4:4:0:0,-2.9,0.0,52.0,0.0,0.0,0.0
3:4:5:0:0,-2.7,0.0,56.0,0.0,0.0,0.0
3:4:6:0:0,-3.1,0.0,67.0,0.0,0.0,0.0
3:4:7:0:0,-3.4,0.0,71.0,0.0,0.0,0.0
3:4:8:0:0,-3.3,0.0,60.0,0.0,0.0,0.0
3:4:9:0:0,-3.0,0.0,57.0,0.0,0.0,0.0
3:4:10:0:0,-4.0,0.0,59.0,0.0,0.0,0.0
3:4:11:0:0,-3.5,0.0,59.0,0.0,0.0,0.0
3:4:12:0:0,-2.1,0.0,60.0,30.0,10.0,40.0
3:4:13:0:0,0.3,0.0,53.0,155.25,51.75,207.0
3:4:14:0:0,3.0,0.0,45.0,301.5,100.5,402.0
3:4:15:0:0,4.9,0.0,39.0,403.5,134.5,538.0
3:4:16:0:0,6.2,0.0,37.0,489.0,163.0,652.0
3:4:17:0:0,7.4,0.0,35.0,524.25,174.75,699.0
3:4:18:0:0,8.3,0.0,33.0,516.75,172.25,689.0
3:4:19:0:0,9.8,0.0,32.0,467.25,155.75,623.0
3:4:20:0:0,10.4,0.0,30.0,378.0,126.0,504.0
3:4:21:0:0,10.6,0.0,30.0,251.25,83.75,335.0
3:4:22:0:0,8.9,0.0,34.0,111.0,37.0,148.0
3:4:23:0:0,5.6,0.0,41.0,12.0,4.0,16.0
3:5:0:0:0,5.4,0.0,45.0,0.0,0.0,0.0
3:5:1:0:0,3.6,0.0,53.0,0.0,0.0,0.0
3:5:2:0:0,2.5,0.0,55.0,0.0,0.0,0.0
3:5:3:0:0,1.6,0.0,58.0,0.0,0.0,0.0
3:5:4:0:0,1.0,0.0,61.0,0.0,0.0,0.0
3:5:5:0:0,0.8,0.0,63.0,0.0,0.0,0.0
3:5:6:0:0,-0.3,0.0,63.0,0.0,0.0,0.0
3:5:7:0:0,-0.5,0.0,66.0,0.0,0.0,0.0
3:5:8:0:0,-1.0,0.0,67.0,0.0,0.0,0.0
3:5:9:0:0,-1.4,0.0,70.0,0.0,0.0,0.0
3:5:10:0:0,-1.5,0.0,71.0,0.0,0.0,0.0
3:5:11:0:0,-0.7,0.0,67.0,0.0,0.0,0.0
3:5:12:0:0,1.2,0.0,66.0,39.75,13.25,53.0
3:5:13:0:0,6.8,0.0,58.0,172.5,57.5,230.0
3:5:14:0:0,10.6,0.0,44.0,315.0,105.0,420.0
3:5:15:0:0,13.6,0.0,37.0,427.5,142.5,570.0
3:5:16:0:0,16.2,0.0,32.0,501.0,167.0,668.0
3:5:17:0:0,17.8,0.0,24.0,535.5,178.5,714.0
3:5:18:0:0,18.3,0.0,24.0,530.25,176.75,707.0
3:5:19:0:0,18.4,0.0,23.0,477.0,159.0,636.0
3:5:20:0:0,18.7,0.0,24.0,344.25,114.75,459.0
3:5:21:0:0,17.6,0.0,23.0,198.75,66.25,265.0
3:5:22:0:0,16.2,0.0,25.0,67.5,22.5,90.0
3:5:23:0:0,13.9,0.0,27.0,6.75,2.25,9.0
3:6:0:0:0,12.9,0.0,30.0,0.0,0.0,0.0
3:6:1:0:0,13.0,0.0,35.0,0.0,0.0,0.0
3:6:2:0:0,13.8,0.0,35.0,0.0,0.0,0.0
3:6:3:0:0,13.9,0.0,40.0,0.0,0.0,0.0
3:6:4:0:0,13.1,0.0,44.0,0.0,0.0,0.0
3:6:5:0:0,12.2,0.0,50.0,0.0,0.0,0.0
3:6:6:0:0,11.9,0.0,53.0,0.0,0.0,0.0
3:6:7:0:0,11.7,0.0,54.0,0.0,0.0,0.0
3:6:8:0:0,12.1,0.0,54.0,0.0,0.0,0.0
3:6:9:0:0,11.9,0.0,52.0,0.0,0.0,0.0
3:6:10:0:0,11.2,0.0,57.0,0.0,0.0,0.0
3:6:11:0:0,9.6,0.0,71.0,0.0,0.0,0.0
3:6:12:0:0,10.0,0.0,82.0,5.25,1.75,7.0
3:6:13:0:0,10.4,0.0,79.0,29.25,9.75,39.0
3:6:14:0:0,11.8,0.0,79.0,43.5,14.5,58.0
3:6:15:0:0,13.3,0.0,73.0,100.5,33.5,134.0
3:6:16:0:0,14.4,0.0,67.0,153.75,51.25,205.0
3:6:17:0:0,14.6,0.0,65.0,96.0,32.0,128.0
3:6:18:0:0,15.0,0.0,64.0,118.5,39.5,158.0
3:6:19:0:0,14.3,0.0,72.0,115.5,38.5,154.0
3:6:20:0:0,15.4,0.0,72.0,129.0,43.0,172.0
3:6:21:0:0,17.0,0.0,63.0,163.5,54.5,218.0
3:6:22:0:0,17.1,0.0,58.0,31.5,10.5,42.0
3:6:23:0:0,16.2,0.0,60.0,0.0,0.0,0.0
3:7:0:0:0,15.2,0.0,68.0,0.0,0.0,0.0
3:7:1:0:0,15.8,0.0,70.0,0.0,0.0,0.0
3:7:2:0:0,16.5,0.0,60.0,0.0,0.0,0.0
3:7:3:0:0,16.4,0.0,55.0,0.0,0.0,0.0
3:7:4:0:0,16.1,0.0,54.0,0.0,0.0,0.0
3:7:5:0:0,16.0,0.0,53.0,0.0,0.0,0.0
3:7:6:0:0,16.2,0.0,53.0,0.0,0.0,0.0
3:7:7:0:0,16.7,0.0,51.0,0.0,0.0,0.0
3:7:8:0:0,16.5,0.0,53.0,0.0,0.0,0.0
3:7:9:0:0,14.9,0.0,58.0,0.0,0.0,0.0
3:7:10:0:0,14.6,0.0,65.0,0.0,0.0,0.0
3:7:11:0:0,12.7,0.0,76.0,0.0,0.0,0.0
3:7:12:0:0,13.0,0.0,85.0,3.75,1.25,5.0
3:7:13:0:0,12.6,0.0,86.0,10.5,3.5,14.0
3:7:14:0:0,12.7,0.0,90.0,18.0,6.0,24.0
3:7:15:0:0,13.1,0.0,91.0,45.75,15.25,61.0
3:7:16:0:0,14.3,0.0,89.0,135.0,45.0,180.0
3:7:17:0:0,14.0,0.0,87.0,83.25,27.75,111.0
3:7:18:0:0,13.8,0.0,90.0,95.25,31.75,127.0
3:7:19:0:0,14.0,0.0,91.0,139.5,46.5,186.0
3:7:20:0:0,13.8,0.0,89.0,69.75,23.25,93.0
3:7:21:0:0,13.5,0.0,92.0,33.75,11.25,45.0
3:7:22:0:0,12.0,0.0,93.0,15.0,5.0,20.0
3:7:23:0:0,10.5,0.0,90.0,0.0,0.0,0.0
3:8:0:0:0,10.3,0.0,87.0,0.0,0.0,0.0
3:8:1:0:0,9.1,0.0,80.0,0.0,0.0,0.0
3:8:2:0:0,7.8,0.0,75.0,0.0,0.0,0.0
3:8:3:0:0,5.9,0.0,76.0,0.0,0.0,0.0
3:8:4:0:0,5.0,0.0,82.0,0.0,0.0,0.0
3:8:5:0:0,5.0,0.0,78.0,0.0,0.0,0.0
3:8:6:0:0,4.8,0.0,72.0,0.0,0.0,0.0
3:8:7:0:0,4.4,0.0,66.0,0.0,0.0,0.0
3:8:8:0:0,4.3,0.0,64.0,0.0,0.0,0.0
3:8:9:0:0,4.9,0.0,58.0,0.0,0.0,0.0
3:8:10:0:0,4.7,0.0,55.0,0.0,0.0,0.0
3:8:11:0:0,4.4,0.0,58.0,0.0,0.0,0.0
3:8:12:0:0,5.8,0.0,64.0,51.0,17.0,68.0
3:8:13:0:0,8.4,0.0,60.0,187.5,62.5,250.0
3:8:14:0:0,10.3,0.0,49.0,328.5,109.5,438.0
3:8:15:0:0,12.0,0.0,41.0,447.75,149.25,597.0
3:8:16:0:0,13.4,0.0,31.0,532.5,177.5,710.0
3:8:17:0:0,14.1,0.0,25.0,549.75,183.25,733.0
3:8:18:0:0,14.5,0.0,22.0,547.5,182.5,730.0
3:8:19:0:0,15.0,0.0,21.0,492.0,164.0,656.0
3:8:20:0:0,15.5,0.0,19.0,395.25,131.75,527.0
3:8:21:0:0,15.1,0.0,19.0,266.25,88.75,355.0
3:8:22:0:0,14.4,0.0,20.0,122.25,40.75,163.0
3:8:23:0:0,12.4,0.0,22.0,12.75,4.25,17.0
3:9:0:0:0,10.4,0.0,26.0,0.0,0.0,0.0
3:9:1:0:0,9.6,0.0,30.0,0.0,0.0,0.0
3:9:2:0:0,9.0,0.0,31.0,0.0,0.0,0.0
3:9:3:0:0,7.9,0.0,35.0,0.0,0.0,0.0
3:9:4:0:0,8.0,0.0,38.0,0.0,0.0,0.0
3:9:5:0:0,7.2,0.0,39.0,0.0,0.0,0.0
3:9:6:0:0,7.2,0.0,42.0,0.0,0.0,0.0
3:9:7:0:0,6.9,0.0,43.0,0.0,0.0,0.0
3:9:8:0:0,6.7,0.0,45.0,0.0,0.0,0.0
3:9:9:0:0,6.5,0.0,45.0,0.0,0.0,0.0
3:9:10:0:0,6.4,0.0,44.0,0.0,0.0,0.0
3:9:11:0:0,5.5,0.0,44.0,0.0,0.0,0.0
3:9:12:0:0,6.2,0.0,47.0,44.25,14.75,59.0
3:9:13:0:0,9.7,0.0,48.0,175.5,58.5,234.0
3:9:14:0:0,13.5,0.0,41.0,318.0,106.0,424.0
3:9:15:0:0,16.3,0.0,32.0,408.0,136.0,544.0
3:9:16:0:0,17.4,0.0,26.0,463.5,154.5,618.0
3:9:17:0:0,18.9,0.0,26.0,530.25,176.75,707.0
3:9:18:0:0,19.6,0.0,26.0,537.0,179.0,716.0
3:9:19:0:0,20.2,0.0,27.0,482.25,160.75,643.0
3:9:20:0:0,20.6,0.0,25.0,385.5,128.5,514.0
3:9:21:0:0,19.5,0.0,24.0,231.0,77.0,308.0
3:9:22:0:0,17.6,0.0,29.0,78.75,26.25,105.0
3:9:23:0:0,16.1,0.0,37.0,6.0,2.0,8.0
3:10:0:0:0,15.4,0.0,39.0,0.0,0.0,0.0
3:10:1:0:0,15.6,0.0,40.0,0.0,0.0,0.0
3:10:2:0:0,14.7,0.0,41.0,0.0,0.0,0.0
3:10:3:0:0,14.1,0.0,44.0,0.0,0.0,0.0
3:10:4:0:0,13.8,0.0,45.0,0.0,0.0,0.0
3:10:5:0:0,10.2,0.0,48.0,0.0,0.0,0.0
3:10:6:0:0,9.0,0.0,55.0,0.0,0.0,0.0
3:10:7:0:0,8.2,0.0,57.0,0.0,0.0,0.0
3:10:8:0:0,7.0,0.0,59.0,0.0,0.0,0.0
3:10:9:0:0,5.7,0.0,71.0,0.0,0.0,0.0
3:10:10:0:0,4.5,0.0,76.0,0.0,0.0,0.0
3:10:11:0:0,4.2,0.0,77.0,0.0,0.0,0.0
3:10:12:0:0,3.5,0.0,67.0,36.0,12.0,48.0
3:10:13:0:0,3.4,0.0,57.0,194.25,64.75,259.0
3:10:14:0:0,3.9,0.0,44.0,336.0,112.0,448.0
3:10:15:0:0,4.7,0.0,36.0,456.75,152.25,609.0
3:10:16:0:0,5.9,0.0,35.0,535.5,178.5,714.0
3:10:17:0:0,6.1,0.0,32.0,570.0,190.0,760.0
3:10:18:0:0,6.7,0.0,33.0,536.25,178.75,715.0
3:10:19:0:0,6.3,0.0,35.0,504.0,168.0,672.0
3:10:20:0:0,7.2,0.0,35.0,397.5,132.5,530.0
3:10:21:0:0,6.2,0.0,34.0,265.5,88.5,354.0
3:10:22:0:0,5.5,0.0,34.0,130.5,43.5,174.0
3:10:23:0:0,3.4,0.0,34.0,17.25,5.75,23.0
3:11:0:0:0,3.1,0.0,38.0,0.0,0.0,0.0
3:11:1:0:0,2.3,0.0,37.0,0.0,0.0,0.0
3:11:2:0:0,0.8,0.0,41.0,0.0,0.0,0.0
3:11:3:0:0,0.1,0.0,42.0,0.0,0.0,0.0
3:11:4:0:0,0.1,0.0,43.0,0.0,0.0,0.0
3:11:5:0:0,-0.8,0.0,46.0,0.0,0.0,0.0
3:11:6:0:0,-1.4,0.0,45.0,0.0,0.0,0.0
3:11:7:0:0,-1.9,0.0,45.0,0.0,0.0,0.0
3:11:8:0:0,-2.4,0.0,47.0,0.0,0.0,0.0
3:11:9:0:0,-2.7,0.0,47.0,0.0,0.0,0.0
3:11:10:0:0,-3.4,0.0,50.0,0.0,0.0,0.0
3:11:11:0:0,-3.6,0.0,48.0,0.0,0.0,0.0
3:11:12:0:0,-3.8,0.0,46.0,24.0,8.0,32.0
3:11:13:0:0,-3.4,0.0,44.0,85.5,28.5,114.0
3:11:14:0:0,-3.0,0.0,43.0,228.0,76.0,304.0
3:11:15:0:0,-1.9,0.0,41.0,379.5,126.5,506.0
3:11:16:0:0,-1.0,0.0,39.0,520.5,173.5,694.0
3:11:17:0:0,0.2,0.0,37.0,577.5,192.5,770.0
3:11:18:0:0,0.8,0.0,36.0,445.5,148.5,594.0
3:11:19:0:0,1.4,0.0,34.0,287.25,95.75,383.0
3:11:20:0:0,2.1,0.0,32.0,216.75,72.25,289.0
3:11:21:0:0,2.6,0.0,30.0,162.75,54.25,217.0
3:11:22:0:0,1.8,0.0,31.0,72.75,24.25,97.0
3:11:23:0:0,1.1,0.0,31.0,9.75,3.25,13.0
3:12:0:0:0,0.2,0.0,33.0,0.0,0.0,0.0
3:12:1:0:0,-0.7,0.0,40.0,0.0,0.0,0.0
3:12:2:0:0,-1.3,0.0,44.0,0.0,0.0,0.0
3:12:3:0:0,-1.9,0.0,46.0,0.0,0.0,0.0
3:12:4:0:0,-2.1,0.0,50.0,0.0,0.0,0.0
3:12:5:0:0,-2.9,0.0,52.0,0.0,0.0,0.0
3:12:6:0:0,-3.1,0.0,53.0,0.0,0.0,0.0
3:12:7:0:0,-3.5,0.0,55.0,0.0,0.0,0.0
3:12:8:0:0,-4.2,0.0,57.0,0.0,0.0,0.0
3:12:9:0:0,-4.8,0.0,60.0,0.0,0.0,0.0
3:12:10:0:0,-5.7,0.0,64.0,0.0,0.0,0.0
3:12:11:0:0,-5.9,0.0,66.0,0.0,0.0,0.0
3:12:12:0:0,-4.4,0.0,68.0,64.5,21.5,86.0
3:12:13:0:0,-3.1,0.0,57.0,207.75,69.25,277.0
3:12:14:0:0,-1.7,0.0,52.0,351.75,117.25,469.0
3:12:15:0:0,0.0,0.0,44.0,467.25,155.75,623.0
3:12:16:0:0,1.3,0.0,35.0,544.5,181.5,726.0
3:12:17:0:0,1.9,0.0,28.0,578.25,192.75,771.0
3:12:18:0:0,2.4,0.0,28.0,551.25,183.75,735.0
3:12:19:0:0,3.6,0.0,28.0,462.75,154.25,617.0
3:12:20:0:0,3.7,0.0,27.0,282.0,94.0,376.0
3:12:21:0:0,3.7,0.0,27.0,156.0,52.0,208.0
3:12:22:0:0,3.3,0.0,29.0,64.5,21.5,86.0
3:12:23:0:0,1.9,0.0,35.0,10.5,3.5,14.0
3:13:0:0:0,1.4,0.0,42.0,0.0,0.0,0.0
3:13:1:0:0,-0.1,0.0,46.0,0.0,0.0,0.0
3:13:2:0:0,-0.5,0.0,48.0,0.0,0.0,0.0
3:13:3:0:0,0.1,0.0,53.0,0.0,0.0,0.0
3:13:4:0:0,-0.1,0.0,49.0,0.0,0.0,0.0
3:13:5:0:0,-0.8,0.0,52.0,0.0,0.0,0.0
3:13:6:0:0,-1.5,0.0,54.0,0.0,0.0,0.0
3:13:7:0:0,-1.7,0.0,55.0,0.0,0.0,0.0
3:13:8:0:0,-3.2,0.0,56.0,0.0,0.0,0.0
3:13:9:0:0,-3.4,0.0,62.0,0.0,0.0,0.0
3:13:10:0:0,-3.2,0.0,62.0,0.0,0.0,0.0
3:13:11:0:0,-3.6,0.0,64.0,0.0,0.0,0.0
3:13:12:0:0,-1.3,0.0,62.0,79.5,26.5,106.0
3:13:13:0:0,3.4,0.0,46.0,222.75,74.25,297.0
3:13:14:0:0,3.8,0.0,40.0,236.25,78.75,315.0
3:13:15:0:0,5.7,0.0,41.0,243.75,81.25,325.0
3:13:16:0:0,9.1,0.0,41.0,444.0,148.0,592.0
3:13:17:0:0,10.2,0.0,39.0,480.0,160.0,640.0
3:13:18:0:0,10.1,0.0,40.0,310.5,103.5,414.0
