# currDump.csv run at 2012-01-01 12:00:00 EST on 5938 links
link_name,currA_real,currA_imag,currB_real,currB_imag,currC_real,currC_imag
OH3128381921001,5.257942,-10.847636,-9.537070,6.054741,6.960359,17.973863
OH3128381816001,5.257942,-10.847636,-9.537070,6.054741,6.960359,17.973863
OH3128381846001,0.000000,0.000000,0.000000,0.000000,1.962367,8.442089
FS3128381846001,0.000000,0.000000,0.000000,0.000000,1.962367,8.442089
OH3128381897001,0.000000,0.000000,0.000000,0.000000,1.333227,5.159378
OH3128382867001,0.000000,0.000000,0.000000,0.000000,1.340228,3.011163
OH3128383837001,0.000000,0.000000,0.000000,0.000000,1.340228,3.011163
OH3128383887001,0.000000,0.000000,0.000000,0.000000,1.340228,3.011163
OH3128384818001,0.000000,0.000000,0.000000,0.000000,1.340228,3.011163
OH3128384825001,0.000000,0.000000,0.000000,0.000000,0.336837,0.476993
OH3128384875001,0.000000,0.000000,0.000000,0.000000,0.122747,0.461404
OH3128384898001,0.000000,0.000000,0.000000,0.000000,1.003391,2.534169
OH3128385804001,0.000000,0.000000,0.000000,0.000000,0.384324,0.246784
OH3128385720001,0.000000,0.000000,0.000000,0.000000,0.322285,-0.509821
OH3128384992001,0.000000,0.000000,0.000000,0.000000,0.470932,1.947575
OH3128385907001,0.000000,0.000000,0.000000,0.000000,0.466447,0.911247
OH3128386006001,0.000000,0.000000,0.000000,0.000000,0.466447,0.911247
OH3128386007002,0.000000,0.000000,0.000000,0.000000,0.544340,-0.530021
OH3128395113001,0.000000,0.000000,0.000000,0.000000,0.245119,-0.133655
OH3128395221001,0.000000,0.000000,0.000000,0.000000,0.245119,-0.133655
OH3128385067001,0.000000,0.000000,0.000000,0.000000,0.299221,-0.396365
OH3128383948001,0.000000,0.000000,0.000000,0.000000,-0.077893,1.441267
OH3128385015001,0.000000,0.000000,0.000000,0.000000,-0.077893,1.441267
OH3128381943001,0.000000,0.000000,0.000000,0.000000,0.629140,3.282711
OH3128381949001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3128382046001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3128381942001,0.000000,0.000000,0.000000,0.000000,0.629140,3.282711
OH3128382932001,0.000000,0.000000,0.000000,0.000000,0.629140,3.282711
OH3128382934001,0.000000,0.000000,0.000000,0.000000,0.629140,3.282711
OH3128381994001,0.000000,0.000000,0.000000,0.000000,0.502532,0.716625
OH3128382938001,0.000000,0.000000,0.000000,0.000000,0.126608,2.566086
OH3128383032001,0.000000,0.000000,0.000000,0.000000,0.126608,2.566086
OH3128383002001,0.000000,0.000000,0.000000,0.000000,0.041617,1.918980
OH3128383035001,0.000000,0.000000,0.000000,0.000000,0.084992,0.647106
OH3128380897001,5.257942,-10.847636,-9.537070,6.054741,4.997993,9.531774
OH3128380847001,5.257942,-10.847636,-9.537070,6.054741,4.997993,9.531774
OH3128380807001,4.354653,-10.318559,-8.732786,4.299363,4.997993,9.531774
OH3128289867001,4.354653,-10.318559,-8.732786,4.299363,4.997993,9.531774
OH3128289817001,4.600287,-9.962648,-8.732786,4.299363,4.997993,9.531774
OH3128288867001,4.956718,-9.866561,-8.732786,4.299363,4.997993,9.531774
FS3128288867002,0.000000,0.000000,0.000000,0.000000,1.065533,-0.960513
OH3128288866001,0.000000,0.000000,0.000000,0.000000,1.065533,-0.960513
OH3128288862001,0.000000,0.000000,0.000000,0.000000,1.065533,-0.960513
OH3128288769001,0.000000,0.000000,0.000000,0.000000,0.849289,-0.968721
OH3128288766001,0.000000,0.000000,0.000000,0.000000,0.601799,-0.809635
FS3128288867001,4.149404,-6.944810,0.000000,0.000000,0.000000,0.000000
OH3128288868001,4.149404,-6.944810,0.000000,0.000000,0.000000,0.000000
OH3128288962001,2.746227,-6.022064,0.000000,0.000000,0.000000,0.000000
OH3128288952001,-0.194246,-0.595320,0.000000,0.000000,0.000000,0.000000
OH3128288913002,-0.194246,-0.595320,0.000000,0.000000,0.000000,0.000000
OH3128287963001,-0.194246,-0.595320,0.000000,0.000000,0.000000,0.000000
OH3128288967001,2.940473,-5.426744,0.000000,0.000000,0.000000,0.000000
OH3128288970001,2.940473,-5.426744,0.000000,0.000000,0.000000,0.000000
OH3128289062001,2.361100,-4.127748,0.000000,0.000000,0.000000,0.000000
OH3128289012001,0.682240,-0.676990,0.000000,0.000000,0.000000,0.000000
OH3128288062001,0.682240,-0.676990,0.000000,0.000000,0.000000,0.000000
OH3128289063001,1.678860,-3.450757,0.000000,0.000000,0.000000,0.000000
OH3128289068001,1.678860,-3.450757,0.000000,0.000000,0.000000,0.000000
OH3128298163001,0.768643,-0.483074,0.000000,0.000000,0.000000,0.000000
OH3128288098001,0.910218,-2.967684,0.000000,0.000000,0.000000,0.000000
OH3128297192001,0.964329,-0.774506,0.000000,0.000000,0.000000,0.000000
OH3128288068001,-0.054111,-2.193178,0.000000,0.000000,0.000000,0.000000
OH3128288018001,0.722348,-2.016234,0.000000,0.000000,0.000000,0.000000
OH3128288019001,0.700103,-0.903288,0.000000,0.000000,0.000000,0.000000
OH3128287049001,0.700103,-0.903288,0.000000,0.000000,0.000000,0.000000
OH3128288015001,0.022245,-1.112946,0.000000,0.000000,0.000000,0.000000
OH3128287918001,-0.119353,-0.621448,0.000000,0.000000,0.000000,0.000000
OH3128287908001,-0.119353,-0.621448,0.000000,0.000000,0.000000,0.000000
OH3128286968001,-0.119353,-0.621448,0.000000,0.000000,0.000000,0.000000
OH3128288014001,0.141598,-0.491498,0.000000,0.000000,0.000000,0.000000
OH3128287064001,0.141598,-0.491498,0.000000,0.000000,0.000000,0.000000
OH3128289940001,0.579373,-1.298997,0.000000,0.000000,0.000000,0.000000
OH3128380920001,0.579373,-1.298997,0.000000,0.000000,0.000000,0.000000
OH3128380989001,0.552667,-0.630693,0.000000,0.000000,0.000000,0.000000
OH3128381005001,0.588665,-0.642475,0.000000,0.000000,0.000000,0.000000
OH3128381028001,0.503375,-0.392064,0.000000,0.000000,0.000000,0.000000
OH3128381019001,0.085291,-0.250411,0.000000,0.000000,0.000000,0.000000
OH3128390111001,0.085291,-0.250411,0.000000,0.000000,0.000000,0.000000
OH3128288808001,0.807314,-2.921751,-8.732786,4.299363,3.932460,10.492287
OH3128287858001,0.807314,-2.921751,-8.732786,4.299363,3.932460,10.492287
OH3128287808001,0.807314,-2.921751,-8.732786,4.299363,3.814268,8.942834
FS3128287808001,0.000000,0.000000,0.000000,0.000000,0.568027,-0.646411
OH3128287807001,0.000000,0.000000,0.000000,0.000000,0.568027,-0.646411
OH3128287802001,0.000000,0.000000,0.000000,0.000000,0.299250,-0.396534
OH3128286848001,-0.562082,-2.228794,-8.732786,4.299363,3.246241,9.589245
FS3128286848001,0.000000,0.000000,0.000000,0.000000,0.034693,0.888723
OH3128286847001,0.000000,0.000000,0.000000,0.000000,0.034693,0.888723
OH3128286808001,-0.562082,-2.228794,-8.732786,4.299363,3.211547,8.700522
OH3128285878002,-0.658839,-1.755250,-8.732786,4.299363,3.211547,8.700522
OH3128285819001,-0.658839,-1.755250,-8.484830,4.248472,3.211547,8.700522
OH3128284889001,-0.294306,-1.659126,-8.484830,4.248472,3.211547,8.700522
OH3128284818001,0.081025,-1.566759,-8.484830,4.248472,2.522500,8.889445
OH3128283888001,0.458033,-1.477831,-8.484830,4.248472,2.522500,8.889445
OH3128283838001,0.458033,-1.477831,-8.484830,4.248472,2.522500,8.889445
OH3128282888001,0.458033,-1.477831,-6.925801,2.071957,2.522500,8.889445
OH3128282828001,-1.027957,-0.746306,-6.925801,2.071957,2.522500,8.889445
OH3128282837001,-1.027957,-0.746306,-6.925801,2.071957,2.522500,8.889445
OH3128281878001,-1.079240,-0.507213,-6.925801,2.071957,2.522500,8.889445
OH3128281818001,-0.513234,-0.480082,-6.925801,2.071957,2.522500,8.889445
OH3128281923001,-0.486770,-0.051607,-7.068657,1.672016,2.522500,8.889445
OH3128281928001,-0.486770,-0.051607,-7.068657,1.672016,2.522500,8.889445
OH3128282021001,-0.486770,-0.051607,-7.068657,1.672016,2.522500,8.889445
OH3128282032001,0.000000,0.000000,-7.068657,1.672016,2.522500,8.889445
OH3128282033001,0.000000,0.000000,-0.965297,1.616417,2.522500,8.889445
OH3128282033002,0.000000,0.000000,-0.965297,1.616417,2.522500,8.889445
OH3128282023001,0.000000,0.000000,-0.965297,1.616417,2.522500,8.889445
FS3128282053002,0.000000,0.000000,0.000000,0.000000,2.522500,8.889445
UD3128282037002,0.000000,0.000000,0.000000,0.000000,2.522500,8.889445
UD3128283038001,0.000000,0.000000,0.000000,0.000000,1.793280,7.140431
UD3128283098002,0.000000,0.000000,0.000000,0.000000,1.414620,4.738776
UD3128283098001,0.000000,0.000000,0.000000,0.000000,1.414620,4.738776
UD3128292197001,0.000000,0.000000,0.000000,0.000000,1.414620,4.738776
UD3128292137001,0.000000,0.000000,0.000000,0.000000,0.838123,1.209710
FS3128282053001,0.000000,0.000000,-0.965297,1.616417,0.000000,0.000000
UD3128282037001,0.000000,0.000000,-0.965297,1.616417,0.000000,0.000000
UD3128282078002,0.000000,0.000000,-0.536986,1.171082,0.000000,0.000000
UD3128282078001,0.000000,0.000000,-0.536986,1.171082,0.000000,0.000000
UD3128291271002,0.000000,0.000000,-0.536986,1.171082,0.000000,0.000000
FS3128282032001,0.000000,0.000000,-6.103360,0.055598,0.000000,0.000000
OH3128282003001,0.000000,0.000000,-6.103360,0.055598,0.000000,0.000000
OH3128281053001,0.000000,0.000000,-6.103360,0.055598,0.000000,0.000000
OH3128180073001,0.000000,0.000000,-5.616964,-0.060517,0.000000,0.000000
OH3128180073002,0.000000,0.000000,-5.373338,-0.119054,0.000000,0.000000
OH3128180043001,0.000000,0.000000,-5.373338,-0.119054,0.000000,0.000000
OH3128189093002,0.000000,0.000000,-4.770987,0.142974,0.000000,0.000000
OH3128189023001,0.000000,0.000000,-4.019655,0.269567,0.000000,0.000000
OH3128189023002,0.000000,0.000000,-1.001559,-0.620594,0.000000,0.000000
OH3128189022001,0.000000,0.000000,-1.001559,-0.620594,0.000000,0.000000
OH3128188930001,0.000000,0.000000,-1.001559,-0.620594,0.000000,0.000000
OH3128188083001,0.000000,0.000000,-3.018096,0.890161,0.000000,0.000000
OH3128188043002,0.000000,0.000000,-2.642609,0.948772,0.000000,0.000000
OH3128187074001,0.000000,0.000000,-1.701986,0.685909,0.000000,0.000000
OH3128187065001,0.000000,0.000000,-1.701986,0.685909,0.000000,0.000000
OH3128187057001,0.000000,0.000000,0.010534,0.285472,0.000000,0.000000
OH3128187070001,0.000000,0.000000,-1.712520,0.400437,0.000000,0.000000
OH3128187070002,0.000000,0.000000,-1.313013,0.481279,0.000000,0.000000
OH3128187000001,0.000000,0.000000,-1.056261,-0.118781,0.000000,0.000000
OH3128197103001,0.000000,0.000000,-1.056261,-0.118781,0.000000,0.000000
OH3128197137001,0.000000,0.000000,-1.007831,-0.624330,0.000000,0.000000
OH3128197271001,0.000000,0.000000,-1.007831,-0.624330,0.000000,0.000000
OH3128196139001,0.000000,0.000000,-0.253167,0.050151,0.000000,0.000000
OH3128196110002,0.000000,0.000000,-0.253167,0.050151,0.000000,0.000000
OH3128195166001,0.000000,0.000000,-0.253167,0.050151,0.000000,0.000000
OH3128187010001,0.000000,0.000000,-0.256752,0.600060,0.000000,0.000000
OH3128189092001,0.000000,0.000000,-0.530690,-0.201965,0.000000,0.000000
SW3128189092001-A,0.000000,0.000000,-0.530690,-0.201965,0.000000,0.000000
SW3128189092001-B,0.000000,0.000000,-0.530690,-0.201965,0.000000,0.000000
UD3128188995002,0.000000,0.000000,-0.530690,-0.201965,0.000000,0.000000
FS3128281818001,0.000000,0.000000,0.142856,0.399941,0.000000,0.000000
OH3128280838001,0.000000,0.000000,0.142856,0.399941,0.000000,0.000000
FS3128283838001,0.000000,0.000000,-1.604391,1.860605,0.000000,0.000000
OH3128283857001,0.000000,0.000000,-1.604391,1.860605,0.000000,0.000000
OH3128283851001,0.000000,0.000000,-1.542905,1.643204,0.000000,0.000000
OH3128283758001,0.000000,0.000000,-1.686584,0.971591,0.000000,0.000000
OH3128283756001,0.000000,0.000000,-1.686584,0.971591,0.000000,0.000000
OH3128283752001,0.000000,0.000000,-1.686584,0.971591,0.000000,0.000000
OH3128283751001,0.000000,0.000000,-1.686584,0.971591,0.000000,0.000000
OH3128283646001,0.000000,0.000000,-2.069959,0.078911,0.000000,0.000000
OH3128283634001,0.000000,0.000000,-0.535426,-0.202499,0.000000,0.000000
OH3128283642001,0.000000,0.000000,-1.223179,0.283132,0.000000,0.000000
OH3128283550001,0.000000,0.000000,-1.087958,0.132080,0.000000,0.000000
OH3128283535001,0.000000,0.000000,-1.087958,0.132080,0.000000,0.000000
OH3128283842001,0.000000,0.000000,-0.074048,0.205379,0.000000,0.000000
FS3128284818001,-0.377008,-0.088928,0.000000,0.000000,0.000000,0.000000
OH3128284809001,-0.377008,-0.088928,0.000000,0.000000,0.000000,0.000000
OH3128284916001,-0.377008,-0.088928,0.000000,0.000000,0.000000,0.000000
OH3128285013001,-0.377008,-0.088928,0.000000,0.000000,0.000000,0.000000
FS3128284889001,-0.375331,-0.092367,0.000000,0.000000,0.000000,0.000000
OH3128284981001,-0.375331,-0.092367,0.000000,0.000000,0.000000,0.000000
FS3128284889002,0.000000,0.000000,0.000000,0.000000,0.689047,-0.188922
OH3128284888001,0.000000,0.000000,0.000000,0.000000,0.689047,-0.188922
OH3128284884001,0.000000,0.000000,0.000000,0.000000,0.689047,-0.188922
FS3128286808001,-0.589721,-0.018968,0.000000,0.000000,0.000000,0.000000
OH3128286808002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
FS3128286808002,-0.589721,-0.018968,0.000000,0.000000,0.000000,0.000000
OH3128286809001,-0.589721,-0.018968,0.000000,0.000000,0.000000,0.000000
OH3128286904001,-0.589721,-0.018968,0.000000,0.000000,0.000000,0.000000
FS3128287858001,0.000000,0.000000,0.000000,0.000000,0.139124,0.384350
OH3128287867001,0.000000,0.000000,0.000000,0.000000,0.139124,0.384350
OH3128287876001,0.000000,0.000000,0.000000,0.000000,0.139124,0.384350
OH3128287780001,0.000000,0.000000,0.000000,0.000000,0.139124,0.384350
FS3128380847001,0.000000,0.000000,-0.804284,1.755378,0.000000,0.000000
OH3128380770001,0.000000,0.000000,-0.804284,1.755378,0.000000,0.000000
OH3128380729001,0.000000,0.000000,-0.064865,0.217651,0.000000,0.000000
OH3128380764001,0.000000,0.000000,-0.918396,1.103020,0.000000,0.000000
OH3128380743001,0.000000,0.000000,-0.234419,0.615913,0.000000,0.000000
OH3128380713001,0.000000,0.000000,-0.234419,0.615913,0.000000,0.000000
OH3128380761001,0.000000,0.000000,-0.683978,0.487106,0.000000,0.000000
OH3128380668001,0.000000,0.000000,-0.928906,-0.002433,0.000000,0.000000
OH3128380664001,0.000000,0.000000,-0.797635,-0.160343,0.000000,0.000000
OH3128381708001,0.000000,0.000000,0.178977,0.434707,0.000000,0.000000
OH3128403183001,11.980558,-25.363786,-26.891582,6.080523,27.833165,35.582942
SW3128403183001,11.980558,-25.363786,-26.891582,6.080523,27.833165,35.582942
SW3128403183002,11.980558,-25.363786,-26.891582,6.080523,27.833165,35.582942
OH3128395040001,11.980558,-25.363786,-26.891582,6.080523,27.833165,35.582942
FS3128395040001,-0.360233,-0.315536,0.000000,0.000000,0.000000,0.000000
OH3128395067001,-0.360233,-0.315536,0.000000,0.000000,0.000000,0.000000
OH3128395095001,-0.446464,-0.065140,0.000000,0.000000,0.000000,0.000000
OH3128395078001,12.340791,-25.048250,-26.737300,5.672039,27.833165,35.582942
OH3128396007001,12.340791,-25.048250,-26.737300,5.672039,27.833165,35.582942
OH3128396045001,12.071620,-24.734495,-26.737300,5.672039,27.833165,35.582942
OH3128396064001,12.071620,-24.734495,-26.737300,5.672039,27.409631,34.510667
OH3128396092001,12.071620,-24.734495,-26.737300,5.672039,27.409631,34.510667
OH3128396920001,12.071620,-24.734495,-26.737300,5.672039,27.409631,34.510667
OH3128396949001,12.071620,-24.734495,-26.387701,5.710644,27.409631,34.510667
FS3128396949002,0.000000,0.000000,-2.217180,1.045142,0.000000,0.000000
OH3128397032001,0.000000,0.000000,-2.217180,1.045142,0.000000,0.000000
OH3128397035001,0.000000,0.000000,-1.264239,1.344643,0.000000,0.000000
OH3128397038001,0.000000,0.000000,-1.310061,1.029396,0.000000,0.000000
OH3128406131001,0.000000,0.000000,-1.310061,1.029396,0.000000,0.000000
OH3128406138001,0.000000,0.000000,-1.397641,0.406047,0.000000,0.000000
OH3128407109001,0.000000,0.000000,-1.486388,0.052822,0.000000,0.000000
OH3128407120001,0.000000,0.000000,-1.001814,0.208808,0.000000,0.000000
OH3128407252001,0.000000,0.000000,-1.001814,0.208808,0.000000,0.000000
SW3128407252001-B,0.000000,0.000000,-0.869539,-0.223082,0.000000,0.000000
SW3128407252001-A,0.000000,0.000000,-0.869539,-0.223082,0.000000,0.000000
UD3128407261001,0.000000,0.000000,-0.869539,-0.223082,0.000000,0.000000
OH3128407215001,0.000000,0.000000,-0.132275,0.431889,0.000000,0.000000
OH3128406161001,0.000000,0.000000,0.087580,0.623349,0.000000,0.000000
FS3128396949001,0.000000,0.000000,-0.039263,0.788765,0.000000,0.000000
OH3128396947001,0.000000,0.000000,-0.039263,0.788765,0.000000,0.000000
OH3128396956001,0.000000,0.000000,-0.261931,0.316391,0.000000,0.000000
OH3128396860001,0.000000,0.000000,-0.484598,-0.155984,0.000000,0.000000
OH3128396847001,0.000000,0.000000,-0.484598,-0.155984,0.000000,0.000000
OH3128396958001,12.071620,-24.734495,-24.131257,3.876737,27.409631,34.510667
OH3128396968001,12.071620,-24.734495,-24.131257,3.876737,27.409631,34.510667
OH3128396998001,12.071620,-24.734495,-24.131257,3.876737,27.409631,34.510667
OH3128397938001,12.071620,-24.734495,-24.131257,3.876737,27.409631,34.510667
OH3128397978001,13.001025,-24.611810,-24.131257,3.876737,27.409631,34.510667
FS3128397978001,0.000000,0.000000,0.000000,0.000000,0.898466,-1.226453
OH3128397989001,0.000000,0.000000,0.000000,0.000000,0.898466,-1.226453
OH3128398948001,13.001025,-24.611810,-24.131257,3.876737,26.511165,35.737120
FS3128398948001,0.000000,0.000000,0.000000,0.000000,1.122068,4.036310
OH3128398948002,0.000000,0.000000,0.000000,0.000000,1.122068,4.036310
OH3128399042001,0.000000,0.000000,0.000000,0.000000,1.073422,2.155351
OH3128399046001,0.000000,0.000000,0.000000,0.000000,1.073422,2.155351
OH3128408145002,0.000000,0.000000,0.000000,0.000000,0.776200,1.489781
OH3128408145001,0.000000,0.000000,0.000000,0.000000,0.770736,0.458846
OH3128408148001,0.000000,0.000000,0.000000,0.000000,0.667086,-0.080251
OH3128408131001,0.000000,0.000000,0.000000,0.000000,0.005464,1.030935
OH3128407171001,0.000000,0.000000,0.000000,0.000000,0.005464,1.030935
OH3128399006001,0.000000,0.000000,0.000000,0.000000,0.297223,0.665570
OH3128398047001,0.000000,0.000000,0.000000,0.000000,0.297223,0.665570
OH3128398958001,13.001025,-24.611810,-24.131257,3.876737,25.389098,31.700810
FS3128398958001,0.493195,-0.609217,0.000000,0.000000,0.000000,0.000000
OH3128398923001,0.493195,-0.609217,0.000000,0.000000,0.000000,0.000000
OH3128399917001,12.507830,-24.002593,-24.131257,3.876737,25.389098,31.700810
OH3128399987001,12.251241,-23.693755,-24.131257,3.876737,25.389098,31.700810
FS3128399987001,0.000000,0.000000,0.000000,0.000000,0.360237,0.339479
OH3128399998001,0.000000,0.000000,0.000000,0.000000,0.360237,0.339479
OH3128491011001,0.000000,0.000000,0.000000,0.000000,0.360237,0.339479
OH3128491034001,0.000000,0.000000,0.000000,0.000000,0.128280,0.428601
FS3128399987002,-0.131575,-0.397057,0.000000,0.000000,0.000000,0.000000
OH3128399987002,-0.131575,-0.397057,0.000000,0.000000,0.000000,0.000000
OH3128399996001,-0.131575,-0.397057,0.000000,0.000000,0.000000,0.000000
OH3128399994001,-0.131575,-0.397057,0.000000,0.000000,0.000000,0.000000
OH3128399994002,0.061871,-0.242745,0.000000,0.000000,0.000000,0.000000
OH3128399878001,0.061871,-0.242745,0.000000,0.000000,0.000000,0.000000
OH3128490937001,12.382817,-23.296698,-24.131257,3.876737,24.648795,31.116382
OH3128490987001,12.382817,-23.296698,-24.131257,3.876737,24.648795,31.116382
FS3128490987001,0.471956,-0.602675,0.000000,0.000000,0.000000,0.000000
OH3128490986001,0.471956,-0.602675,0.000000,0.000000,0.000000,0.000000
OH3128490965001,-0.309712,-0.114728,0.000000,0.000000,0.000000,0.000000
OH3128491937001,11.910860,-22.694023,-24.131257,3.876737,24.648795,31.116382
FS3128491937002,0.706546,-0.463423,0.000000,0.000000,0.000000,0.000000
OH3128491936001,0.706546,-0.463423,0.000000,0.000000,0.000000,0.000000
FS3128491937001,0.000000,0.000000,0.000000,0.000000,0.566545,0.409043
OH3128492031001,0.000000,0.000000,0.000000,0.000000,0.566545,0.409043
SW3128491937001,11.204314,-22.230600,-23.121979,4.499273,24.082250,30.707338
SW3128491937002,11.204314,-22.230600,-23.121979,4.499273,24.082250,30.707338
OH3128492907002,11.204314,-22.230600,-23.121979,4.499273,24.082250,30.707338
OH3128492917001,9.564751,-17.247283,0.000000,0.000000,10.346433,14.033315
OH3128492928001,9.564751,-17.247283,0.000000,0.000000,10.346433,14.033315
OH3128492928002,9.564751,-17.247283,0.000000,0.000000,10.346433,14.033315
OC3128492928001,9.564751,-17.247283,0.000000,0.000000,10.346433,14.033315
OH3128492930001,9.564751,-17.247283,0.000000,0.000000,10.346433,14.033315
OH3128493025001,9.682468,-16.844596,0.000000,0.000000,10.346433,14.033315
FS3128493025001,-0.403257,-0.082449,0.000000,0.000000,0.000000,0.000000
OH3128493014001,-0.403257,-0.082449,0.000000,0.000000,0.000000,0.000000
OH3128492054001,-0.403257,-0.082449,0.000000,0.000000,0.000000,0.000000
OH3128493030001,10.085725,-16.762147,0.000000,0.000000,10.346433,14.033315
FS3128493026001,0.318399,-0.330380,0.000000,0.000000,0.000000,0.000000
OH3128493020001,0.318399,-0.330380,0.000000,0.000000,0.000000,0.000000
OH3128492050001,0.318399,-0.330380,0.000000,0.000000,0.000000,0.000000
OH3128502122001,9.767327,-16.431768,0.000000,0.000000,10.346433,14.033315
OH3128502132001,0.000000,0.000000,0.000000,0.000000,0.369461,0.316369
FS3128502132001,0.000000,0.000000,0.000000,0.000000,0.369461,0.316369
OH3128503102001,0.000000,0.000000,0.000000,0.000000,0.369461,0.316369
OH3128502127001,9.755299,-16.206092,0.000000,0.000000,9.976972,13.716946
OH3128502130001,9.865533,-15.800460,0.000000,0.000000,9.976972,13.716946
FS3128502130001,0.202564,-0.288141,0.000000,0.000000,0.000000,0.000000
OH3128502130002,0.202564,-0.288141,0.000000,0.000000,0.000000,0.000000
OH3128501169001,0.202564,-0.288141,0.000000,0.000000,0.000000,0.000000
OH3128501119001,0.202564,-0.288141,0.000000,0.000000,0.000000,0.000000
OH3128502223001,9.662968,-15.512319,0.000000,0.000000,9.976972,13.716946
OH3128502227001,9.662968,-15.512319,0.000000,0.000000,9.976972,13.716946
FS3128502227001,0.000000,0.000000,0.000000,0.000000,0.150557,1.378659
OH3128502267001,0.000000,0.000000,0.000000,0.000000,0.150557,1.378659
OH3128503207001,0.000000,0.000000,0.000000,0.000000,0.150557,1.378659
OH3128502240001,9.662968,-15.512319,0.000000,0.000000,9.826416,12.338287
OH3128502335001,9.662968,-15.512319,0.000000,0.000000,9.826416,12.338287
OH3128502325001,9.662968,-15.512319,0.000000,0.000000,9.826416,12.338287
OH3128501375001,9.662968,-15.512319,0.000000,0.000000,9.826416,12.338287
OH3128501325001,9.662968,-15.512319,0.000000,0.000000,9.826416,12.338287
FS3128501325001,0.000000,0.000000,0.000000,0.000000,0.167198,0.241407
OH3128501423001,0.000000,0.000000,0.000000,0.000000,0.167198,0.241407
FS3128501325002,1.131608,-0.832877,0.000000,0.000000,0.000000,0.000000
OH3128500289001,1.131608,-0.832877,0.000000,0.000000,0.000000,0.000000
OH3128500356001,8.531360,-14.679441,0.000000,0.000000,9.659218,12.096880
OH3128500306001,8.531360,-14.679441,0.000000,0.000000,9.659218,12.096880
OH3128409366001,8.531360,-14.679441,0.000000,0.000000,9.659218,12.096880
OH3128409370001,7.042138,-10.845441,0.000000,0.000000,5.624690,6.383983
OH3128409464001,7.042138,-10.845441,0.000000,0.000000,5.483383,6.016546
FS3128409464001,0.601871,-0.429254,0.000000,0.000000,0.000000,0.000000
OH3128409475001,0.601871,-0.429254,0.000000,0.000000,0.000000,0.000000
OH3128409468001,6.440268,-10.416187,0.000000,0.000000,5.345521,5.632502
FS3128409468001,-0.036906,-0.209224,0.000000,0.000000,0.000000,0.000000
OH3128409458001,-0.036906,-0.209224,0.000000,0.000000,0.000000,0.000000
OH3128409418001,-0.036906,-0.209224,0.000000,0.000000,0.000000,0.000000
OH3128409561001,6.477173,-10.206963,0.000000,0.000000,5.345521,5.632502
OH3128409563001,6.477173,-10.206963,0.000000,0.000000,5.345521,5.632502
OH3128409566001,6.605644,-10.029319,0.000000,0.000000,5.345521,5.632502
FS3128409566001,-0.349104,-0.547564,0.000000,0.000000,0.000000,0.000000
OH3128409527001,-0.349104,-0.547564,0.000000,0.000000,0.000000,0.000000
OH3128409661001,6.954748,-9.481755,0.000000,0.000000,5.345521,5.632502
FS3128409661001,0.000000,0.000000,0.000000,0.000000,1.040870,0.232687
OH3128409668001,0.000000,0.000000,0.000000,0.000000,1.040870,0.232687
OH3128409761002,0.000000,0.000000,0.000000,0.000000,0.592290,0.294103
OH3128409713001,0.000000,0.000000,0.000000,0.000000,0.300629,-0.396315
OH3128409763002,0.000000,0.000000,0.000000,0.000000,0.291661,0.690418
OH3128409730001,0.000000,0.000000,0.000000,0.000000,0.291661,0.690418
OH3128409560001,0.000000,0.000000,0.000000,0.000000,2.342186,3.350645
OH3128409530001,0.000000,0.000000,0.000000,0.000000,2.203749,2.966391
OH3128408500001,0.000000,0.000000,0.000000,0.000000,2.174914,2.056806
FS3128408500001,0.000000,0.000000,0.000000,0.000000,2.174914,2.056806
OH3128408560001,0.000000,0.000000,0.000000,0.000000,2.174914,2.056806
OH3128407500001,0.000000,0.000000,0.000000,0.000000,1.848144,1.536631
OH3128407598001,0.000000,0.000000,0.000000,0.000000,1.376316,1.723981
OH3128407588001,0.000000,0.000000,0.000000,0.000000,0.259208,-0.211637
OH3128407528001,0.000000,0.000000,0.000000,0.000000,0.259208,-0.211637
OH3128407592001,0.000000,0.000000,0.000000,0.000000,1.117108,1.935618
OH3128407495001,0.000000,0.000000,0.000000,0.000000,0.408307,0.131237
OH3128407456001,0.000000,0.000000,0.000000,0.000000,0.324156,-0.509921
OH3128408455001,0.000000,0.000000,0.000000,0.000000,0.084151,0.641158
OH3128407592002,0.000000,0.000000,0.000000,0.000000,0.517730,1.675433
OH3128408562001,0.000000,0.000000,0.000000,0.000000,0.517730,1.675433
OH3128409503001,0.000000,0.000000,0.000000,0.000000,-0.044526,1.261858
OH3128407696002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
OH3128500611001,6.954748,-9.481755,0.000000,0.000000,1.962466,2.049171
OH3128500641001,6.954748,-9.481755,0.000000,0.000000,1.703303,2.260752
FS3128500641001,0.000000,0.000000,0.000000,0.000000,0.525798,-0.432448
OH3128500560001,0.000000,0.000000,0.000000,0.000000,0.525798,-0.432448
OH3128500598001,0.000000,0.000000,0.000000,0.000000,0.525798,-0.432448
OH3128500681001,6.954748,-9.481755,0.000000,0.000000,1.177505,2.693200
OH3128501631001,6.954748,-9.481755,0.000000,0.000000,1.177505,2.693200
FS3128501631001,0.000000,0.000000,0.000000,0.000000,0.164325,0.258607
