Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.SW8,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.XFM1, 0.0000136768,   -93.09, 0.0000140374,   148.00, 0.0000139191,    27.38,          0,     0.00, 3.36731E-7,   147.20, 2.27374E-13,   180.00, 3.21555E-13,  -135.00, 1.01685E-12,    26.57,          0,     0.00, 5.08423E-13,    26.57
Capacitor.C83,     86.205,    85.86,    86.3038,   -32.60,     85.939,  -152.84,          0,     0.00,    2.48602,     5.66,     86.205,   -94.14,    86.3038,   147.40,     85.939,    27.16,          0,     0.00,    2.48602,  -174.34
Capacitor.C88A,    21.3851,    86.00,          0,     0.00,          0,     0.00,          0,     0.00,    21.3851,    86.00,    21.3851,   -94.00,          0,     0.00,          0,     0.00,          0,     0.00,    21.3851,   -94.00
Capacitor.C90B,    21.3766,   -32.72,          0,     0.00,          0,     0.00,          0,     0.00,    21.3766,   -32.72,    21.3766,   147.28,          0,     0.00,          0,     0.00,          0,     0.00,    21.3766,   147.28
Capacitor.C92C,    21.4561,  -152.65,          0,     0.00,          0,     0.00,          0,     0.00,    21.4561,  -152.65,    21.4561,    27.35,          0,     0.00,          0,     0.00,          0,     0.00,    21.4561,    27.35
Transformer.REG2A,    28.0708,   -28.06,    28.0708,   151.94,          0,     0.00,          0,     0.00,          0,     0.00,    28.0708,   151.94,    28.0708,   -28.06,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.REG3A,    18.8664,   -29.08,    18.8664,   150.92,          0,     0.00,          0,     0.00,          0,     0.00,    18.6335,   150.92,    18.6335,   -29.08,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.REG4A,    240.962,    -6.23,    240.962,   173.77,          0,     0.00,          0,     0.00,          0,     0.00,    229.488,   173.77,    229.488,    -6.23,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.REG3C,    18.5908,    92.22,    18.5908,   -87.78,          0,     0.00,          0,     0.00,          0,     0.00,    18.5908,   -87.78,    18.5908,    92.22,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.REG4B,    173.065,  -120.04,    173.065,    59.96,          0,     0.00,          0,     0.00,          0,     0.00,    170.928,    59.96,    170.928,  -120.04,          0,     0.00,          0,     0.00,          0,     0.00
Transformer.REG4C,    191.524,   120.02,    191.524,   -59.98,          0,     0.00,          0,     0.00,          0,     0.00,     185.72,   -59.98,     185.72,   120.02,          0,     0.00,          0,     0.00,          0,     0.00
Load.S1A,     18.167,   -27.21,     18.167,   152.79,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S2B,    8.99666,  -146.88,    8.99666,    33.12,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S4C,    18.1406,    93.01,    18.1406,   -86.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S5C,    9.31695,    93.00,    9.31695,   -87.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S6C,    19.1133,    92.99,    19.1133,   -87.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S7A,    9.16707,   -27.68,    9.16707,   152.32,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S9A,    18.4713,   -28.02,    18.4713,   151.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S10A,    9.31695,   -28.06,    9.31695,   151.94,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S11A,    18.7541,   -28.07,    18.7541,   151.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S12B,    9.02281,  -147.30,    9.02281,    32.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S16C,    18.4166,    92.30,    18.4166,   -87.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S17C,    9.20358,    92.31,    9.20358,   -87.69,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S19A,    18.7862,   -28.88,    18.7862,   151.12,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S20A,    18.6339,   -28.90,    18.6339,   151.10,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S22B,    19.1038,  -147.81,    19.1038,    32.19,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S24C,    18.5788,    92.21,    18.5788,   -87.79,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S28A,    18.6339,   -29.04,    18.6339,   150.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S29A,    18.4673,   -29.07,    18.4673,   150.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S30C,    18.5916,    92.22,    18.5916,   -87.78,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S31C,    9.29429,    92.22,    9.29429,   -87.78,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S32C,    9.29795,    92.21,    9.29795,   -87.79,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S33A,    18.6339,   -29.09,    18.6339,   150.91,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S34C,    18.8792,    92.33,    18.8792,   -87.67,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S35A,    10.7389,     2.16,    10.7389,  -177.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S37A,    18.4239,   -28.98,    18.4239,   151.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S38B,    9.31695,  -147.93,    9.31695,    32.07,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S39B,    9.11203,  -147.94,    9.11203,    32.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S41C,    9.27815,    92.16,    9.27815,   -87.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S42A,    9.43652,   -29.01,    9.43652,   150.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S43B,    19.0144,  -147.99,    19.0144,    32.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S45A,    9.31695,   -29.05,    9.31695,   150.95,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S46A,    9.45593,   -29.06,    9.45593,   150.94,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S47,    17.9083,   -38.04,    17.9083,  -157.00,    17.9083,    83.08,   0.338071,    48.65,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S48,    35.2504,   -38.04,    36.4948,  -157.01,    35.8501,    83.07,    1.56111,    14.51,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S49A,    18.1959,   -38.04,    18.1959,   141.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S49B,      35.16,  -157.01,      35.16,    22.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S49C,    16.7699,    88.85,    16.7699,   -91.15,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S50C,    18.6109,    92.02,    18.6109,   -87.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S51A,    9.46139,   -29.09,    9.46139,   150.91,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S52A,    18.7048,   -28.81,    18.7048,   151.19,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S53A,    18.7565,   -28.98,    18.7565,   151.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S55A,    9.23972,   -29.09,    9.23972,   150.91,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S56B,    9.06411,  -147.99,    9.06411,    32.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S58B,    9.31695,  -148.19,    9.31695,    31.81,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S59B,    9.09539,  -148.19,    9.09539,    31.81,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S60A,     9.4863,   -30.07,     9.4863,   149.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S62C,    18.5891,    91.21,    18.5891,   -88.79,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S63A,    18.9993,   -30.06,    18.9993,   149.94,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S64B,    34.4853,  -146.95,    34.4853,    33.05,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S65A,    10.2275,    -7.60,    10.2275,   172.40,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S65B,    10.3908,  -128.03,    10.3908,    51.97,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S65C,    20.4881,   111.39,    20.4881,   -68.61,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S66C,    34.8371,    92.70,    34.8371,   -87.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S68A,    9.06513,   -30.35,    9.06513,   149.65,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S69A,    18.1615,   -30.39,    18.1615,   149.61,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S70A,    9.09189,   -30.41,    9.09189,   149.59,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S71A,    18.1964,   -30.42,    18.1964,   149.58,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S73C,    18.1557,    90.92,    18.1557,   -89.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S74C,    19.0903,    90.89,    19.0903,   -89.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S75C,    18.2067,    90.87,    18.2067,   -89.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S76A,    31.7317,   -10.43,    31.7317,   169.57,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S76B,    20.6787,  -128.01,    20.6787,    51.99,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S76C,    20.6787,   111.25,    20.6787,   -68.75,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S77B,    18.0578,  -149.02,    18.0578,    30.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S79A,    19.2068,   -30.58,    19.2068,   149.42,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S80B,    18.0211,  -149.10,    18.0211,    30.90,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S82A,     18.008,   -30.69,     18.008,   149.31,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S83C,    9.02116,    90.60,    9.02116,   -89.40,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S84C,    9.05786,    90.62,    9.05786,   -89.38,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S85C,    18.1372,    90.60,    18.1372,   -89.40,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S86B,    9.05451,  -149.11,    9.05451,    30.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S87B,     18.123,  -149.20,     18.123,    30.80,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S88A,    18.1241,   -30.57,    18.1241,   149.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S90B,    18.6339,  -149.29,    18.6339,    30.71,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S92C,    18.0631,    90.78,    18.0631,   -89.22,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S94A,    18.1525,   -30.55,    18.1525,   149.45,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S95B,    9.07148,  -149.29,    9.07148,    30.71,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S96B,    9.07375,  -149.30,    9.07375,    30.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S98A,    18.1245,   -30.39,    18.1245,   149.61,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S99B,     18.081,  -148.79,     18.081,    31.21,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S100C,    19.1379,    91.00,    19.1379,   -89.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S102C,    9.08088,    91.03,    9.08088,   -88.97,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S103C,    18.1914,    90.99,    18.1914,   -89.01,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S104C,    18.2235,    90.96,    18.2235,   -89.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S106B,    18.0897,  -148.85,    18.0897,    31.15,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S107B,    18.1156,  -148.88,    18.1156,    31.12,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S109A,    18.2586,   -30.61,    18.2586,   149.39,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S111A,    9.15374,   -30.66,    9.15374,   149.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S112A,    9.31695,   -30.66,    9.31695,   149.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S113A,    18.9288,   -30.70,    18.9288,   149.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S114A,    9.17561,   -30.71,    9.17561,   149.29,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
