,Bus1,Bus2,C0,C1,CMatrix,Count,EmergAmps,Geometry,Length,LineCode,Name,NormAmps,NumCust,Parent,Phases,R0,R1,RMatrix,Rg,Rho,Spacing,Units,X0,X1,XMatrix,Xg,Yprim
l30,734.1.2.3,710.1.2.3,1.6,3.4,"[30.26701029, 0.0, 0.0, 0.0, 30.26701029, 0.0, 0.0, 0.0, 30.26701029]",36,600.0,,0.52,724,l30,400.0,0,0,3,0.1784,0.058,"[0.396818182, 0.098560606, 0.093295455, 0.098560606, 0.399015152, 0.098560606, 0.093295455, 0.098560606, 0.396818182]",0.01805,100.0,,0,0.4047,0.1206,"[0.146931818, 0.051856061, 0.040208333, 0.051856061, 0.140113636, 0.051856061, 0.040208333, 0.051856061, 0.146931818]",0.155081,"[4.760679351698553, -1.660151840765496, -1.062980356032133, 0.19908714392451732, -0.8780416655398758, 0.3225104243926924, -4.760679351698553, 1.6601548074679517, 1.062980356032133, -0.19908714392451732, 0.8780416655398758, -0.3225104243926924, -1.062980356032133, 0.19908714392451732, 4.859694265113825, -1.528534937214179, -1.0629803560321327, 0.19908714392451735, 1.062980356032133, -0.19908714392451732, -4.859694265113825, 1.5285379039166347, 1.0629803560321327, -0.19908714392451735, -0.8780416655398758, 0.3225104243926924, -1.0629803560321327, 0.19908714392451735, 4.760679351698553, -1.6601518407654958, 0.8780416655398758, -0.3225104243926924, 1.0629803560321327, -0.19908714392451735, -4.760679351698553, 1.6601548074679515, -4.760679351698553, 1.6601548074679517, 1.062980356032133, -0.19908714392451732, 0.8780416655398758, -0.3225104243926924, 4.760679351698553, -1.660151840765496, -1.062980356032133, 0.19908714392451732, -0.8780416655398758, 0.3225104243926924, 1.062980356032133, -0.19908714392451732, -4.859694265113825, 1.5285379039166347, 1.0629803560321327, -0.19908714392451735, -1.062980356032133, 0.19908714392451732, 4.859694265113825, -1.528534937214179, -1.0629803560321327, 0.19908714392451735, 0.8780416655398758, -0.3225104243926924, 1.0629803560321327, -0.19908714392451735, -4.760679351698553, 1.6601548074679515, -0.8780416655398758, 0.3225104243926924, -1.0629803560321327, 0.19908714392451735, 4.760679351698553, -1.6601518407654958]"
l31,737.1.2.3,738.1.2.3,1.6,3.4,"[37.5977112, 0.0, 0.0, 0.0, 37.5977112, 0.0, 0.0, 0.0, 37.5977112]",36,600.0,,0.4,723,l31,400.0,0,0,3,0.1784,0.058,"[0.245, 0.092253788, 0.086837121, 0.092253788, 0.246628788, 0.092253788, 0.086837121, 0.092253788, 0.245]",0.01805,100.0,,0,0.4047,0.1206,"[0.127140152, 0.039981061, 0.028806818, 0.039981061, 0.119810606, 0.039981061, 0.028806818, 0.039981061, 0.127140152]",0.155081,"[9.52468005921387, -5.428404985077544, -2.742596528101415, 1.502196136710675, -1.8752874077044064, 1.6592022160620996, -9.52468005921387, 5.428407819878184, 2.742596528101415, -1.502196136710675, 1.8752874077044064, -1.6592022160620996, -2.742596528101415, 1.502196136710675, 10.163104804805062, -5.171779768248262, -2.742596528101415, 1.5021961367106746, 2.742596528101415, -1.502196136710675, -10.163104804805062, 5.171782603048902, 2.742596528101415, -1.5021961367106746, -1.8752874077044064, 1.6592022160620996, -2.742596528101415, 1.5021961367106746, 9.52468005921387, -5.428404985077544, 1.8752874077044064, -1.6592022160620996, 2.742596528101415, -1.5021961367106746, -9.52468005921387, 5.428407819878184, -9.52468005921387, 5.428407819878184, 2.742596528101415, -1.502196136710675, 1.8752874077044064, -1.6592022160620996, 9.52468005921387, -5.428404985077544, -2.742596528101415, 1.502196136710675, -1.8752874077044064, 1.6592022160620996, 2.742596528101415, -1.502196136710675, -10.163104804805062, 5.171782603048902, 2.742596528101415, -1.5021961367106746, -2.742596528101415, 1.502196136710675, 10.163104804805062, -5.171779768248262, -2.742596528101415, 1.5021961367106746, 1.8752874077044064, -1.6592022160620996, 2.742596528101415, -1.5021961367106746, -9.52468005921387, 5.428407819878184, -1.8752874077044064, 1.6592022160620996, -2.742596528101415, 1.5021961367106746, 9.52468005921387, -5.428404985077544]"
l32,738.1.2.3,711.1.2.3,1.6,3.4,"[37.5977112, 0.0, 0.0, 0.0, 37.5977112, 0.0, 0.0, 0.0, 37.5977112]",36,600.0,,0.4,723,l32,400.0,0,0,3,0.1784,0.058,"[0.245, 0.092253788, 0.086837121, 0.092253788, 0.246628788, 0.092253788, 0.086837121, 0.092253788, 0.245]",0.01805,100.0,,0,0.4047,0.1206,"[0.127140152, 0.039981061, 0.028806818, 0.039981061, 0.119810606, 0.039981061, 0.028806818, 0.039981061, 0.127140152]",0.155081,"[9.52468005921387, -5.428404985077544, -2.742596528101415, 1.502196136710675, -1.8752874077044064, 1.6592022160620996, -9.52468005921387, 5.428407819878184, 2.742596528101415, -1.502196136710675, 1.8752874077044064, -1.6592022160620996, -2.742596528101415, 1.502196136710675, 10.163104804805062, -5.171779768248262, -2.742596528101415, 1.5021961367106746, 2.742596528101415, -1.502196136710675, -10.163104804805062, 5.171782603048902, 2.742596528101415, -1.5021961367106746, -1.8752874077044064, 1.6592022160620996, -2.742596528101415, 1.5021961367106746, 9.52468005921387, -5.428404985077544, 1.8752874077044064, -1.6592022160620996, 2.742596528101415, -1.5021961367106746, -9.52468005921387, 5.428407819878184, -9.52468005921387, 5.428407819878184, 2.742596528101415, -1.502196136710675, 1.8752874077044064, -1.6592022160620996, 9.52468005921387, -5.428404985077544, -2.742596528101415, 1.502196136710675, -1.8752874077044064, 1.6592022160620996, 2.742596528101415, -1.502196136710675, -10.163104804805062, 5.171782603048902, 2.742596528101415, -1.5021961367106746, -2.742596528101415, 1.502196136710675, 10.163104804805062, -5.171779768248262, -2.742596528101415, 1.5021961367106746, 1.8752874077044064, -1.6592022160620996, 2.742596528101415, -1.5021961367106746, -9.52468005921387, 5.428407819878184, -1.8752874077044064, 1.6592022160620996, -2.742596528101415, 1.5021961367106746, 9.52468005921387, -5.428404985077544]"
l33,744.1.2.3,728.1.2.3,1.6,3.4,"[30.26701029, 0.0, 0.0, 0.0, 30.26701029, 0.0, 0.0, 0.0, 30.26701029]",36,600.0,,0.2,724,l33,400.0,0,0,3,0.1784,0.058,"[0.396818182, 0.098560606, 0.093295455, 0.098560606, 0.399015152, 0.098560606, 0.093295455, 0.098560606, 0.396818182]",0.01805,100.0,,0,0.4047,0.1206,"[0.146931818, 0.051856061, 0.040208333, 0.051856061, 0.140113636, 0.051856061, 0.040208333, 0.051856061, 0.146931818]",0.155081,"[12.377766314416238, -4.316401358377269, -2.763748925683546, 0.5176265742037456, -2.2829083304036772, 0.8385271034210001, -12.377766314416238, 4.316402499416675, 2.763748925683546, -0.5176265742037456, 2.2829083304036772, -0.8385271034210001, -2.763748925683546, 0.5176265742037456, 12.635205089295946, -3.974197409143844, -2.7637489256835455, 0.5176265742037454, 2.763748925683546, -0.5176265742037456, -12.635205089295946, 3.97419855018325, 2.7637489256835455, -0.5176265742037454, -2.2829083304036772, 0.8385271034210001, -2.7637489256835455, 0.5176265742037454, 12.377766314416236, -4.316401358377268, 2.2829083304036772, -0.8385271034210001, 2.7637489256835455, -0.5176265742037454, -12.377766314416236, 4.316402499416674, -12.377766314416238, 4.316402499416675, 2.763748925683546, -0.5176265742037456, 2.2829083304036772, -0.8385271034210001, 12.377766314416238, -4.316401358377269, -2.763748925683546, 0.5176265742037456, -2.2829083304036772, 0.8385271034210001, 2.763748925683546, -0.5176265742037456, -12.635205089295946, 3.97419855018325, 2.7637489256835455, -0.5176265742037454, -2.763748925683546, 0.5176265742037456, 12.635205089295946, -3.974197409143844, -2.7637489256835455, 0.5176265742037454, 2.2829083304036772, -0.8385271034210001, 2.7637489256835455, -0.5176265742037454, -12.377766314416236, 4.316402499416674, -2.2829083304036772, 0.8385271034210001, -2.7637489256835455, 0.5176265742037454, 12.377766314416236, -4.316401358377268]"
l34,744.1.2.3,729.1.2.3,1.6,3.4,"[30.26701029, 0.0, 0.0, 0.0, 30.26701029, 0.0, 0.0, 0.0, 30.26701029]",36,600.0,,0.28,724,l34,400.0,0,0,3,0.1784,0.058,"[0.396818182, 0.098560606, 0.093295455, 0.098560606, 0.399015152, 0.098560606, 0.093295455, 0.098560606, 0.396818182]",0.01805,100.0,,0,0.4047,0.1206,"[0.146931818, 0.051856061, 0.040208333, 0.051856061, 0.140113636, 0.051856061, 0.040208333, 0.051856061, 0.146931818]",0.155081,"[8.841261653154454, -3.083143044985314, -1.9741063754882464, 0.36973326728838957, -1.630648807431198, 0.5989479310150003, -8.841261653154454, 3.0831446424404825, 1.9741063754882464, -0.36973326728838957, 1.630648807431198, -0.5989479310150003, -1.9741063754882464, 0.36973326728838957, 9.025146492354246, -2.8387116526757246, -1.9741063754882462, 0.3697332672883892, 1.9741063754882464, -0.36973326728838957, -9.025146492354246, 2.838713250130893, 1.9741063754882462, -0.3697332672883892, -1.630648807431198, 0.5989479310150003, -1.9741063754882462, 0.3697332672883892, 8.841261653154454, -3.083143044985313, 1.630648807431198, -0.5989479310150003, 1.9741063754882462, -0.3697332672883892, -8.841261653154454, 3.0831446424404816, -8.841261653154454, 3.0831446424404825, 1.9741063754882464, -0.36973326728838957, 1.630648807431198, -0.5989479310150003, 8.841261653154454, -3.083143044985314, -1.9741063754882464, 0.36973326728838957, -1.630648807431198, 0.5989479310150003, 1.9741063754882464, -0.36973326728838957, -9.025146492354246, 2.838713250130893, 1.9741063754882462, -0.3697332672883892, -1.9741063754882464, 0.36973326728838957, 9.025146492354246, -2.8387116526757246, -1.9741063754882462, 0.3697332672883892, 1.630648807431198, -0.5989479310150003, 1.9741063754882462, -0.3697332672883892, -8.841261653154454, 3.0831446424404816, -1.630648807431198, 0.5989479310150003, -1.9741063754882462, 0.3697332672883892, 8.841261653154454, -3.083143044985313]"
l35,799r.1.2.3,701.1.2.3,1.6,3.4,"[80.27484728, 0.0, 0.0, 0.0, 80.27484728, 0.0, 0.0, 0.0, 80.27484728]",36,600.0,,1.85,721,l35,400.0,0,0,3,0.1784,0.058,"[0.055416667, 0.012746212, 0.006382576, 0.012746212, 0.050113636, 0.012746212, 0.006382576, 0.012746212, 0.055416667]",0.01805,100.0,,0,0.4047,0.1206,"[0.037367424, -0.006969697, -0.007897727, -0.006969697, 0.035984848, -0.006969697, -0.007897727, -0.006969697, 0.037367424]",0.155081,"[6.218088847910308, -4.640585783930793, 0.14291542666176582, 1.7624034170591618, 0.26630993248578877, 0.8536895908252475, -6.218088847910308, 4.640613777117417, -0.14291542666176582, -1.7624034170591618, -0.26630993248578877, -0.8536895908252475, 0.14291542666176582, 1.7624034170591618, 6.339435641119639, -5.408867275902956, 0.1429154266617656, 1.7624034170591618, -0.14291542666176582, -1.7624034170591618, -6.339435641119639, 5.40889526908958, -0.1429154266617656, -1.7624034170591618, 0.26630993248578877, 0.8536895908252475, 0.1429154266617656, 1.7624034170591618, 6.21808884791031, -4.640585783930793, -0.26630993248578877, -0.8536895908252475, -0.1429154266617656, -1.7624034170591618, -6.21808884791031, 4.640613777117417, -6.218088847910308, 4.640613777117417, -0.14291542666176582, -1.7624034170591618, -0.26630993248578877, -0.8536895908252475, 6.218088847910308, -4.640585783930793, 0.14291542666176582, 1.7624034170591618, 0.26630993248578877, 0.8536895908252475, -0.14291542666176582, -1.7624034170591618, -6.339435641119639, 5.40889526908958, -0.1429154266617656, -1.7624034170591618, 0.14291542666176582, 1.7624034170591618, 6.339435641119639, -5.408867275902956, 0.1429154266617656, 1.7624034170591618, -0.26630993248578877, -0.8536895908252475, -0.1429154266617656, -1.7624034170591618, -6.21808884791031, 4.640613777117417, 0.26630993248578877, 0.8536895908252475, 0.1429154266617656, 1.7624034170591618, 6.21808884791031, -4.640585783930793]"
l4,702.1.2.3,703.1.2.3,1.6,3.4,"[64.2184109, 0.0, 0.0, 0.0, 64.2184109, 0.0, 0.0, 0.0, 64.2184109]",36,600.0,,1.32,722,l4,400.0,0,0,3,0.1784,0.058,"[0.089981061, 0.030852273, 0.023371212, 0.030852273, 0.085, 0.030852273, 0.023371212, 0.030852273, 0.089981061]",0.01805,100.0,,0,0.4047,0.1206,"[0.056306818, -0.006174242, -0.011496212, -0.006174242, 0.050719697, -0.006174242, -0.011496212, -0.006174242, 0.056306818]",0.155081,"[5.53807524841101, -4.490443277692685, -0.591311004570387, 1.9476856198225174, -0.0476365682962448, 1.195309313602193, -5.53807524841101, 4.490459256141247, 0.591311004570387, -1.9476856198225174, 0.0476365682962448, -1.195309313602193, -0.591311004570387, 1.9476856198225174, 6.020428590853657, -5.0921859667169995, -0.591311004570387, 1.9476856198225174, 0.591311004570387, -1.9476856198225174, -6.020428590853657, 5.092201945165562, 0.591311004570387, -1.9476856198225174, -0.0476365682962448, 1.195309313602193, -0.591311004570387, 1.9476856198225174, 5.538075248411009, -4.490443277692685, 0.0476365682962448, -1.195309313602193, 0.591311004570387, -1.9476856198225174, -5.538075248411009, 4.490459256141247, -5.53807524841101, 4.490459256141247, 0.591311004570387, -1.9476856198225174, 0.0476365682962448, -1.195309313602193, 5.53807524841101, -4.490443277692685, -0.591311004570387, 1.9476856198225174, -0.0476365682962448, 1.195309313602193, 0.591311004570387, -1.9476856198225174, -6.020428590853657, 5.092201945165562, 0.591311004570387, -1.9476856198225174, -0.591311004570387, 1.9476856198225174, 6.020428590853657, -5.0921859667169995, -0.591311004570387, 1.9476856198225174, 0.0476365682962448, -1.195309313602193, 0.591311004570387, -1.9476856198225174, -5.538075248411009, 4.490459256141247, -0.0476365682962448, 1.195309313602193, -0.591311004570387, 1.9476856198225174, 5.538075248411009, -4.490443277692685]"
l5,703.1.2.3,727.1.2.3,1.6,3.4,"[30.26701029, 0.0, 0.0, 0.0, 30.26701029, 0.0, 0.0, 0.0, 30.26701029]",36,600.0,,0.24,724,l5,400.0,0,0,3,0.1784,0.058,"[0.396818182, 0.098560606, 0.093295455, 0.098560606, 0.399015152, 0.098560606, 0.093295455, 0.098560606, 0.396818182]",0.01805,100.0,,0,0.4047,0.1206,"[0.146931818, 0.051856061, 0.040208333, 0.051856061, 0.140113636, 0.051856061, 0.040208333, 0.051856061, 0.146931818]",0.155081,"[10.314805262013532, -3.5970007135999422, -2.3031241047362876, 0.431355478503121, -1.902423608669731, 0.6987725861841672, -10.314805262013532, 3.5970020828472293, 2.3031241047362876, -0.431355478503121, 1.902423608669731, -0.6987725861841672, -2.3031241047362876, 0.431355478503121, 10.529337574413288, -3.311830755905422, -2.3031241047362876, 0.43135547850312084, 2.3031241047362876, -0.431355478503121, -10.529337574413288, 3.311832125152709, 2.3031241047362876, -0.43135547850312084, -1.902423608669731, 0.6987725861841672, -2.3031241047362876, 0.43135547850312084, 10.314805262013532, -3.5970007135999422, 1.902423608669731, -0.6987725861841672, 2.3031241047362876, -0.43135547850312084, -10.314805262013532, 3.5970020828472293, -10.314805262013532, 3.5970020828472293, 2.3031241047362876, -0.431355478503121, 1.902423608669731, -0.6987725861841672, 10.314805262013532, -3.5970007135999422, -2.3031241047362876, 0.431355478503121, -1.902423608669731, 0.6987725861841672, 2.3031241047362876, -0.431355478503121, -10.529337574413288, 3.311832125152709, 2.3031241047362876, -0.43135547850312084, -2.3031241047362876, 0.431355478503121, 10.529337574413288, -3.311830755905422, -2.3031241047362876, 0.43135547850312084, 1.902423608669731, -0.6987725861841672, 2.3031241047362876, -0.43135547850312084, -10.314805262013532, 3.5970020828472293, -1.902423608669731, 0.6987725861841672, -2.3031241047362876, 0.43135547850312084, 10.314805262013532, -3.5970007135999422]"
l6,703.1.2.3,730.1.2.3,1.6,3.4,"[37.5977112, 0.0, 0.0, 0.0, 37.5977112, 0.0, 0.0, 0.0, 37.5977112]",36,600.0,,0.6,723,l6,400.0,0,0,3,0.1784,0.058,"[0.245, 0.092253788, 0.086837121, 0.092253788, 0.246628788, 0.092253788, 0.086837121, 0.092253788, 0.245]",0.01805,100.0,,0,0.4047,0.1206,"[0.127140152, 0.039981061, 0.028806818, 0.039981061, 0.119810606, 0.039981061, 0.028806818, 0.039981061, 0.127140152]",0.155081,"[6.34978670614258, -3.6189342943844975, -1.8283976854009434, 1.0014640911404502, -1.2501916051362711, 1.1061348107080669, -6.34978670614258, 3.6189385465854564, 1.8283976854009434, -1.0014640911404502, 1.2501916051362711, -1.1061348107080669, -1.8283976854009434, 1.0014640911404502, 6.775403203203377, -3.447850816498311, -1.8283976854009436, 1.0014640911404507, 1.8283976854009434, -1.0014640911404502, -6.775403203203377, 3.44785506869927, 1.8283976854009436, -1.0014640911404507, -1.2501916051362711, 1.1061348107080669, -1.8283976854009436, 1.0014640911404507, 6.34978670614258, -3.618934294384498, 1.2501916051362711, -1.1061348107080669, 1.8283976854009436, -1.0014640911404507, -6.34978670614258, 3.618938546585457, -6.34978670614258, 3.6189385465854564, 1.8283976854009434, -1.0014640911404502, 1.2501916051362711, -1.1061348107080669, 6.34978670614258, -3.6189342943844975, -1.8283976854009434, 1.0014640911404502, -1.2501916051362711, 1.1061348107080669, 1.8283976854009434, -1.0014640911404502, -6.775403203203377, 3.44785506869927, 1.8283976854009436, -1.0014640911404507, -1.8283976854009434, 1.0014640911404502, 6.775403203203377, -3.447850816498311, -1.8283976854009436, 1.0014640911404507, 1.2501916051362711, -1.1061348107080669, 1.8283976854009436, -1.0014640911404507, -6.34978670614258, 3.618938546585457, -1.2501916051362711, 1.1061348107080669, -1.8283976854009436, 1.0014640911404507, 6.34978670614258, -3.618934294384498]"
l7,704.1.2.3,714.1.2.3,1.6,3.4,"[30.26701029, 0.0, 0.0, 0.0, 30.26701029, 0.0, 0.0, 0.0, 30.26701029]",36,600.0,,0.08,724,l7,400.0,0,0,3,0.1784,0.058,"[0.396818182, 0.098560606, 0.093295455, 0.098560606, 0.399015152, 0.098560606, 0.093295455, 0.098560606, 0.396818182]",0.01805,100.0,,0,0.4047,0.1206,"[0.146931818, 0.051856061, 0.040208333, 0.051856061, 0.140113636, 0.051856061, 0.040208333, 0.051856061, 0.146931818]",0.155081,"[30.944415786040594, -10.791005792125926, -6.9093723142088646, 1.2940664355093636, -5.707270826009193, 2.096317758552501, -30.944415786040594, 10.791006248541688, 6.9093723142088646, -1.2940664355093636, 5.707270826009193, -2.096317758552501, -6.9093723142088646, 1.2940664355093636, 31.588012723239867, -9.935495919042365, -6.909372314208863, 1.2940664355093627, 6.9093723142088646, -1.2940664355093636, -31.588012723239867, 9.935496375458127, 6.909372314208863, -1.2940664355093627, -5.707270826009193, 2.096317758552501, -6.909372314208863, 1.2940664355093627, 30.94441578604059, -10.791005792125922, 5.707270826009193, -2.096317758552501, 6.909372314208863, -1.2940664355093627, -30.94441578604059, 10.791006248541684, -30.944415786040594, 10.791006248541688, 6.9093723142088646, -1.2940664355093636, 5.707270826009193, -2.096317758552501, 30.944415786040594, -10.791005792125926, -6.9093723142088646, 1.2940664355093636, -5.707270826009193, 2.096317758552501, 6.9093723142088646, -1.2940664355093636, -31.588012723239867, 9.935496375458127, 6.909372314208863, -1.2940664355093627, -6.9093723142088646, 1.2940664355093636, 31.588012723239867, -9.935495919042365, -6.909372314208863, 1.2940664355093627, 5.707270826009193, -2.096317758552501, 6.909372314208863, -1.2940664355093627, -30.94441578604059, 10.791006248541684, -5.707270826009193, 2.096317758552501, -6.909372314208863, 1.2940664355093627, 30.94441578604059, -10.791005792125922]"
l8,704.1.2.3,720.1.2.3,1.6,3.4,"[37.5977112, 0.0, 0.0, 0.0, 37.5977112, 0.0, 0.0, 0.0, 37.5977112]",36,600.0,,0.8,723,l8,400.0,0,0,3,0.1784,0.058,"[0.245, 0.092253788, 0.086837121, 0.092253788, 0.246628788, 0.092253788, 0.086837121, 0.092253788, 0.245]",0.01805,100.0,,0,0.4047,0.1206,"[0.127140152, 0.039981061, 0.028806818, 0.039981061, 0.119810606, 0.039981061, 0.028806818, 0.039981061, 0.127140152]",0.155081,"[4.762340029606935, -2.7141982403378138, -1.3712982640507074, 0.7510980683553375, -0.9376437038522032, 0.8296011080310498, -4.762340029606935, 2.714203909939092, 1.3712982640507074, -0.7510980683553375, 0.9376437038522032, -0.8296011080310498, -1.3712982640507074, 0.7510980683553375, 5.081552402402531, -2.5858856319231727, -1.3712982640507074, 0.7510980683553373, 1.3712982640507074, -0.7510980683553375, -5.081552402402531, 2.585891301524451, 1.3712982640507074, -0.7510980683553373, -0.9376437038522032, 0.8296011080310498, -1.3712982640507074, 0.7510980683553373, 4.762340029606935, -2.7141982403378138, 0.9376437038522032, -0.8296011080310498, 1.3712982640507074, -0.7510980683553373, -4.762340029606935, 2.714203909939092, -4.762340029606935, 2.714203909939092, 1.3712982640507074, -0.7510980683553375, 0.9376437038522032, -0.8296011080310498, 4.762340029606935, -2.7141982403378138, -1.3712982640507074, 0.7510980683553375, -0.9376437038522032, 0.8296011080310498, 1.3712982640507074, -0.7510980683553375, -5.081552402402531, 2.585891301524451, 1.3712982640507074, -0.7510980683553373, -1.3712982640507074, 0.7510980683553375, 5.081552402402531, -2.5858856319231727, -1.3712982640507074, 0.7510980683553373, 0.9376437038522032, -0.8296011080310498, 1.3712982640507074, -0.7510980683553373, -4.762340029606935, 2.714203909939092, -0.9376437038522032, 0.8296011080310498, -1.3712982640507074, 0.7510980683553373, 4.762340029606935, -2.7141982403378138]"
l9,705.1.2.3,742.1.2.3,1.6,3.4,"[30.26701029, 0.0, 0.0, 0.0, 30.26701029, 0.0, 0.0, 0.0, 30.26701029]",36,600.0,,0.32,724,l9,400.0,0,0,3,0.1784,0.058,"[0.396818182, 0.098560606, 0.093295455, 0.098560606, 0.399015152, 0.098560606, 0.093295455, 0.098560606, 0.396818182]",0.01805,100.0,,0,0.4047,0.1206,"[0.146931818, 0.051856061, 0.040208333, 0.051856061, 0.140113636, 0.051856061, 0.040208333, 0.051856061, 0.146931818]",0.155081,"[7.736103946510148, -2.6977497364723724, -1.7273430785522161, 0.3235166088773409, -1.4268177065022982, 0.5240794396381252, -7.736103946510148, 2.697751562135422, 1.7273430785522161, -0.3235166088773409, 1.4268177065022982, -0.5240794396381252, -1.7273430785522161, 0.3235166088773409, 7.897003180809967, -2.483872268201482, -1.7273430785522157, 0.3235166088773407, 1.7273430785522161, -0.3235166088773409, -7.897003180809967, 2.483874093864532, 1.7273430785522157, -0.3235166088773407, -1.4268177065022982, 0.5240794396381252, -1.7273430785522157, 0.3235166088773407, 7.7361039465101475, -2.6977497364723715, 1.4268177065022982, -0.5240794396381252, 1.7273430785522157, -0.3235166088773407, -7.7361039465101475, 2.697751562135421, -7.736103946510148, 2.697751562135422, 1.7273430785522161, -0.3235166088773409, 1.4268177065022982, -0.5240794396381252, 7.736103946510148, -2.6977497364723724, -1.7273430785522161, 0.3235166088773409, -1.4268177065022982, 0.5240794396381252, 1.7273430785522161, -0.3235166088773409, -7.897003180809967, 2.483874093864532, 1.7273430785522157, -0.3235166088773407, -1.7273430785522161, 0.3235166088773409, 7.897003180809967, -2.483872268201482, -1.7273430785522157, 0.3235166088773407, 1.4268177065022982, -0.5240794396381252, 1.7273430785522157, -0.3235166088773407, -7.7361039465101475, 2.697751562135421, -1.4268177065022982, 0.5240794396381252, -1.7273430785522157, 0.3235166088773407, 7.7361039465101475, -2.6977497364723715]"
