, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4
X2841632B,100.0,0.0,0.004162746746809632,0.0,100.0,0.0,0.004972609210929984,0.0,100.0,0,0,0,0,0,0,0,0
SX2841632B,100.0,0.0,0.004220727146869024,0.0,100.0,0.0,0.0041296375830019594,0.0,100.0,0,0,0,0,0,0,0,0
REGXFMR_190-8593,100.0,0.0,0.002379352816035057,0.0,100.0,0.0,0.004266094184343306,0.0,100.0,0.0,0.0016110345123853764,0.0,100.0,0,0,0,0
190-8593,100.0,0.0,0.0025178435597604776,0.0,100.0,0.0,0.004244819993098307,0.0,100.0,0.0,0.0016011101030032938,0.0,100.0,0,0,0,0
D5860423-3_INT,100.0,0.0,0.0025183541627678547,0.0,100.0,0.0,0.004245467631634286,0.0,100.0,0.0,0.0017347373140676405,0.0,100.0,0,0,0,0
Q14733,100.0,0.0,0.0023859135662963405,0.0,100.0,0.0,0.00424563661331695,0.0,100.0,0.0,0.0017347951874127148,0.0,100.0,0,0,0,0
M1047568,100.0,0.0,0.002519412738145498,0.0,100.0,0.0,0.004246853678646136,0.0,100.0,0.0,0.001735172616308075,0.0,100.0,0,0,0,0
M1047558,100.0,0.0,0.0025251484853828364,0.0,100.0,0.0,0.004254244273396595,0.0,100.0,0.0,0.0017374615419584818,0.0,100.0,0,0,0,0
N1137996,100.0,0.0,0.001603814941138533,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L3178979,100.0,0.0,0.001603819228187268,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3178979C,100.0,0.0,0.001613814249987533,0.0,100.0,0.0,0.002421385678322403,0.0,100.0,0,0,0,0,0,0,0,0
SX3178979C,100.0,0.0,0.0016245238114539803,0.0,100.0,0.0,0.0016281341582624143,0.0,100.0,0,0,0,0,0,0,0,0
M1047550,100.0,0.0,0.0023955347232675834,0.0,100.0,0.0,0.0042587397324408026,0.0,100.0,0.0,0.0017388210525767207,0.0,100.0,0,0,0,0
M1047534,100.0,0.0,0.002534952322878209,0.22779043280182557,100.0,0.0,0.0044002816180225834,0.0,100.0,0.0,0.0017413015291320969,0.0,100.0,0,0,0,0
N1136661,100.0,0.0,0.0017413085263734524,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L3029505,100.0,0.0,0.0017413341834630735,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3029505C,100.0,0.0,0.00161464808745705,0.0,100.0,0.0,0.0016208243512497594,0.0,100.0,0,0,0,0,0,0,0,0
SX3029505C,100.0,0.0,0.0016109285392062462,0.0,100.0,0.0,0.0016413219206710865,0.0,100.0,0,0,0,0,0,0,0,0
L2673318,100.0,0.0,0.0018753281824241286,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2673318C,100.0,0.0,0.00161917098446369,0.0,100.0,0.0,0.0016162399793083614,0.0,100.0,0,0,0,0,0,0,0,0
SX2673318C,100.0,0.0,0.0016328929965297345,0.0,100.0,0.0,0.001619000590919939,0.0,100.0,0,0,0,0,0,0,0,0
N1136660,100.0,0.0,0.0024015401877655078,0.22779043280182557,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L3010568,100.0,0.0,0.0025349793799508387,0.22779043280182557,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3010568A,100.0,0.0,0.0024098321150179958,0.0,100.0,0.0,0.002420174575259454,0.07363770250369862,100.0,0,0,0,0,0,0,0,0
SX3010568A,100.0,0.0,0.0032006913493353674,0.0,100.0,0.0,0.0032683743922906306,0.07369196757553008,100.0,0,0,0,0,0,0,0,0
N1136663,100.0,0.0,0.0025422753632055126,0.0,100.0,0.0,0.004410031351324971,0.0,100.0,0.0,0.001878251723288147,0.0,100.0,0,0,0,0
M1047522,100.0,0.0,0.0025453030451148243,0.0,100.0,0.0,0.004547819654875939,0.0,100.0,0.0,0.0017452452136664666,0.0,100.0,0,0,0,0
M1047521,100.0,0.0,0.0026861790714513907,0.0,100.0,0.0,0.0045569321660458365,0.0,100.0,0.0,0.0018821960387883957,0.0,100.0,0,0,0,0
N1136665,100.0,0.0,0.0025518735452710333,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2685809,100.0,0.0,0.0025518804000757484,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2685809A,100.0,0.0,0.0024298974583273508,0.0,100.0,0.0,0.0024322812365833945,0.0,100.0,0,0,0,0,0,0,0,0
SX2685809A,100.0,0.0,0.0032445673774897416,0.0,100.0,0.0,0.002441624819930262,0.0,100.0,0,0,0,0,0,0,0,0
L2954353,100.0,0.0,0.0025518804000757484,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2954353A,100.0,0.0,0.0032349111612561873,0.0,100.0,0.0,0.002436350347180017,0.0,100.0,0,0,0,0,0,0,0,0
SX2954353A,100.0,0.0,0.0024174442779094857,0.0,100.0,0.0,0.0024673081667901256,0.0,100.0,0,0,0,0,0,0,0,0
M1047526,100.0,0.0,0.002687821614652634,0.0,100.0,0.0,0.00442520003915534,0.0,100.0,0.0,0.0017480871892117356,0.0,100.0,0,0,0,0
N1136666,100.0,0.0,0.002688258761032857,0.0,100.0,0.0,0.004425811331685419,0.0,100.0,0.0,0.0018826491024514433,0.0,100.0,0,0,0,0
M1047528,100.0,0.0,0.0026894227691886025,0.0,100.0,0.0,0.004561609228405751,0.0,100.0,0.0,0.001748411635277421,0.0,100.0,0,0,0,0
L2858166,100.0,0.0,0.002555133734361698,0.0,100.0,0.0,0.004561884648711214,0.0,100.0,0.0,0.0018829453569179134,0.0,100.0,0,0,0,0
X2858166A,100.0,0.0,0.002435361448228367,0.0,100.0,0.0,0.002433070291412336,0.0,100.0,0,0,0,0,0,0,0,0
SX2858166A,100.0,0.0,0.002441326779727315,0.0,100.0,0.0,0.0024357173593577124,0.0,100.0,0,0,0,0,0,0,0,0
N1136667,100.0,0.0,0.002693080399219789,0.0,100.0,0.0,0.004566915384450137,0.0,100.0,0.0,0.0017491550235746963,0.0,100.0,0,0,0,0
196-29519,100.0,0.0,0.0025597327100105737,0.0,100.0,0.0,0.004568909911836648,0.0,100.0,0.0,0.0018840045323687848,0.0,100.0,0,0,0,0
L3066815,100.0,0.0,0.00256100585526273,0.0,100.0,0.0,0.004570850877336451,0.0,100.0,0.0,0.0018842961413696872,0.0,100.0,0,0,0,0
X3066815C,100.0,0.0,0.0016250517985222908,0.0,100.0,0.0,0.0016260030406334497,0.0,100.0,0,0,0,0,0,0,0,0
SX3066815C,100.0,0.0,0.0016313612894357525,0.0,100.0,0.0,0.0016363398350415042,0.0,100.0,0,0,0,0,0,0,0,0
M1047548,100.0,0.0,0.002697540921693329,0.0,100.0,0.0,0.004573365526229408,0.0,100.0,0.0,0.0018846614138504766,0.0,100.0,0,0,0,0
M1047552,100.0,0.0,0.002563223942125099,0.0,100.0,0.0,0.00457378387795188,0.0,100.0,0.0,0.0018848567912780596,0.0,100.0,0,0,0,0
N1136669,100.0,0.0,0.002564047200055057,0.0,100.0,0.0,0.004574393085672267,0.0,100.0,0.0,0.0018851486641746,0.0,100.0,0,0,0,0
L3103822,100.0,0.0,0.0025657888517893585,0.0,100.0,0.0,0.004710252200353327,0.0,100.0,0.0,0.0018857657016978278,0.0,100.0,0,0,0,0
X3103822C,100.0,0.0,0.001626320368857225,0.0,100.0,0.0,0.00244102881227684,0.0,100.0,0,0,0,0,0,0,0,0
SX3103822C,100.0,0.0,0.001635617200135043,0.0,100.0,0.0,0.0016432503491868695,0.0,100.0,0,0,0,0,0,0,0,0
M1047577,100.0,0.0,0.0027044167181731068,0.0,100.0,0.0,0.004578107221966102,0.0,100.0,0.0,0.0018869043447364453,0.0,100.0,0,0,0,0
M1047592,100.0,0.0,0.002707580005602228,0.0,100.0,0.0,0.0047149731381293655,0.0,100.0,0.0,0.0018879068776491705,0.0,100.0,0,0,0,0
M3763619,100.0,0.0,0.002708823178855713,0.0,100.0,0.0,0.004581080407394747,0.0,100.0,0.0,0.0018882760983404403,0.0,100.0,0,0,0,0
M1026830,100.0,0.0,0.0027102180641429764,0.0,100.0,0.0,0.004581864441487381,0.0,100.0,0.0,0.0018885384600901562,0.0,100.0,0,0,0,0
L2879070,100.0,0.0,0.0027119710469946357,0.0,100.0,0.0,0.004582821697236498,0.0,100.0,0.0,0.0018888365711184397,0.0,100.0,0,0,0,0
X2879070B,100.0,0.0,0.0048740861088663184,0.0,100.0,0.0,0.004890972080701225,0.0,100.0,0,0,0,0,0,0,0,0
SX2879070B,100.0,0.0,0.004057321842994184,0.0,100.0,0.0,0.004925299622405548,0.0,100.0,0,0,0,0,0,0,0,0
L3216345,100.0,0.0,0.002714960381938157,0.0,100.0,0.0,0.004719251715440641,0.0,100.0,0.0,0.0018893565796212302,0.0,100.0,0,0,0,0
X3216345B,100.0,0.0,0.004884004884016637,0.0,100.0,0.0,0.004884362712775235,0.0,100.0,0,0,0,0,0,0,0,0
SX3216345B,100.0,0.0,0.004918274669246215,0.0,100.0,0.0,0.004922390312724392,0.0,100.0,0,0,0,0,0,0,0,0
M3768670,100.0,0.0,0.002717490994911744,0.0,100.0,0.0,0.004720556540121417,0.0,100.0,0.0,0.0018898130974890784,0.0,100.0,0,0,0,0
L3235254,100.0,0.0,0.0027196083763913258,0.0,100.0,0.0,0.004587217852374499,0.0,100.0,0.0,0.0018902213449239107,0.0,100.0,0,0,0,0
X3235254C,100.0,0.0,0.002444171059385302,0.0,100.0,0.0,0.0024479604409709628,0.0,100.0,0,0,0,0,0,0,0,0
SX3235254C,100.0,0.0,0.002449239511143488,0.0,100.0,0.0,0.0016454675596149191,0.0,100.0,0,0,0,0,0,0,0,0
M1026855,100.0,0.0,0.0027225219265084896,0.0,100.0,0.0,0.004724271281147516,0.0,100.0,0.0,0.0018907472232947882,0.0,100.0,0,0,0,0
M1026861,100.0,0.0,0.0027235859822451894,0.0,100.0,0.0,0.00459004796600321,0.0,100.0,0.0,0.0018909387565378252,0.0,100.0,0,0,0,0
M1026858,100.0,0.0,0.0027282896352376013,0.0,100.0,0.0,0.004728490098546648,0.0,100.0,0.0,0.00202691198607155,0.0,100.0,0,0,0,0
M1026854,100.0,0.0,0.0028661820544251993,0.0,100.0,0.0,0.004729518818760296,0.06009615384615043,100.0,0.0,0.0018920401869379955,0.0,100.0,0,0,0,0
M1026852,100.0,0.0,0.0027326846850885267,0.0,100.0,0.0,0.004732959654904547,0.0,100.0,0.0,0.001892636158277477,0.0,100.0,0,0,0,0
L2785529,100.0,0.0,0.0018926412755241998,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2785529C,100.0,0.0,0.0016303771877701735,0.0,100.0,0.0,0.002453044637247295,0.0,100.0,0,0,0,0,0,0,0,0
SX2785529C,100.0,0.0,0.0016291155531739647,0.0,100.0,0.0,0.0016537399328425543,0.0,100.0,0,0,0,0,0,0,0,0
L3197646,100.0,0.0,0.0027350576960396104,0.0,100.0,0.0,0.004735642883809707,0.0,100.0,0.0,0.0018930737839073504,0.0,100.0,0,0,0,0
X3197646B,100.0,0.0,0.004897679316272553,0.0,100.0,0.0,0.004905006376508475,0.0,100.0,0,0,0,0,0,0,0,0
SX3197646B,100.0,0.0,0.004907252919827297,0.0,100.0,0.0,0.004944090575727825,0.0,100.0,0,0,0,0,0,0,0,0
M1026851,100.0,0.0,0.0027373224333129146,0.0,100.0,0.0,0.004738136720970639,0.0,100.0,0.0,0.001893506489985622,0.0,100.0,0,0,0,0
L3235257,100.0,0.0,0.002737828299845964,0.0,100.0,0.0,0.0048744490857101745,0.0,100.0,0.0,0.0018936191796615483,0.0,100.0,0,0,0,0
L2822871,100.0,0.0,0.002739692250367024,0.0,100.0,0.0,0.0047423932013100365,0.0,100.0,0.0,0.002029319609728635,0.0,100.0,0,0,0,0
X2822871B,100.0,0.0,0.004904886084009267,0.0,100.0,0.0,0.004911913026381898,0.0,100.0,0,0,0,0,0,0,0,0
SX2822871B,100.0,0.0,0.004915212582956041,0.0,100.0,0.0,0.005775577557759903,0.0,100.0,0,0,0,0,0,0,0,0
M1026872,100.0,0.0,0.0027407021678929225,0.0,100.0,0.0,0.004879721638985622,0.0,100.0,0.0,0.0018942674056157914,0.0,100.0,0,0,0,0
D5502543-2_INT,100.0,0.0,0.00287934318068751,0.0,100.0,0.0,0.004746869778448178,0.0,100.0,0.0,0.001894623734497274,0.0,100.0,0,0,0,0
Q14413,100.0,0.0,0.0027422616803183504,0.0,100.0,0.0,0.004882554226875777,0.0,100.0,0.0,0.001894636554568482,0.0,100.0,0,0,0,0
M1026886,100.0,0.0,0.0027440149603670683,0.0,100.0,0.0,0.004885728244945742,0.0,100.0,0.0,0.0020304018842080243,0.0,100.0,0,0,0,0
P895409,100.0,0.0,0.002030412877685711,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
N1137998,100.0,0.0,0.0018950648450502656,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1026895,100.0,0.0,0.0018950879320844805,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2820528,100.0,0.0,0.0020305145729981656,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2820528C,100.0,0.0,0.0024527237497125433,0.0,100.0,0.0,0.0016348551109619807,0.0,100.0,0,0,0,0,0,0,0,0
SX2820528C,100.0,0.0,0.002466010159950271,0.0,100.0,0.0,0.0024643895706917564,0.0,100.0,0,0,0,0,0,0,0,0
L2745799,100.0,0.0,0.0018951623274139013,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2745799C,100.0,0.0,0.002454509752573883,0.0,100.0,0.0,0.001633719980403161,0.0,100.0,0,0,0,0,0,0,0,0
SX2745799C,100.0,0.0,0.0016497430525274472,0.0,100.0,0.0,0.0016373177460762085,0.0,100.0,0,0,0,0,0,0,0,0
L3120484,100.0,0.0,0.0028812473331316876,0.0,100.0,0.0,0.004885781290722744,0.0,100.0,0.0,0.0018950494540271481,0.0,100.0,0,0,0,0
X3120484C,100.0,0.0,0.0024523828987050625,0.0,100.0,0.0,0.0016348684748273897,0.0,100.0,0,0,0,0,0,0,0,0
SX3120484C,100.0,0.0,0.002459903571791732,0.0,100.0,0.0,0.0016399626088370435,0.0,100.0,0,0,0,0,0,0,0,0
M1026896,100.0,0.0,0.002883138172325538,0.0,100.0,0.0,0.004888879835415617,0.0,100.0,0.0,0.0018953675862402731,0.0,100.0,0,0,0,0
P827525,100.0,0.0,0.002883375691495777,0.0,100.0,0.0,0.004889331343189944,0.0,100.0,0.0,0.001895408643338619,0.0,100.0,0,0,0,0
M1026902,100.0,0.0,0.0027476301689767562,0.0,100.0,0.0,0.0048924410426834574,0.0,100.0,0.0,0.0020311002063548547,0.0,100.0,0,0,0,0
M1026905,100.0,0.0,0.0027491522301785177,0.0,100.0,0.0,0.0047596059046236755,0.0,100.0,0.0,0.0018959784941912285,0.0,100.0,0,0,0,0
M1026907,100.0,0.0,0.0028885832187075153,0.0,100.0,0.0,0.004763550941418719,0.0,100.0,0.0,0.0018963328985357251,0.0,100.0,0,0,0,0
M1026915,100.0,0.0,0.0027524703421295603,0.0,100.0,0.0,0.004900999803967933,0.0,100.0,0.0,0.00203226147346593,0.0,100.0,0,0,0,0
M1026916,100.0,0.0,0.004901006476131045,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L3197634,100.0,0.0,0.004901026492778911,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3197634B,100.0,0.0,0.004937946472660423,0.0,100.0,0.0,0.004926351051776136,0.7692307692307665,100.0,0,0,0,0,0,0,0,0
SX3197634B,100.0,0.0,0.005008514474607021,0.0,100.0,0.0,0.004931047518861443,0.0,100.0,0,0,0,0,0,0,0,0
M1026920,100.0,0.0,0.0028909174257624294,0.0,100.0,0.0,0.004901667111455497,0.0,100.0,0.0,0.002032536849888159,0.0,100.0,0,0,0,0
M1026926,100.0,0.0,0.0028928090277687128,0.0,100.0,0.0,0.004903082404479539,0.0,100.0,0.0,0.002033187034225806,0.0,100.0,0,0,0,0
M1026927,100.0,0.0,0.0027553143124776905,0.0,100.0,0.0,0.0049033027830408665,0.0,100.0,0.0,0.0020332834952907284,0.0,100.0,0,0,0,0
196-29518,100.0,0.0,0.002755409212708197,0.0,100.0,0.0,0.0049033762469513605,0.0,100.0,0.0,0.0018977647042920309,0.0,100.0,0,0,0,0
L3122816,100.0,0.0,0.002894914600019801,0.0,100.0,0.0,0.004904779162326147,0.0,100.0,0.0,0.0018983436951304422,0.0,100.0,0,0,0,0
X3122816B,100.0,0.0,0.004930237144406833,0.0,100.0,0.0,0.004941525284137891,0.0,100.0,0,0,0,0,0,0,0,0
SX3122816B,100.0,0.0,0.004932871835768441,0.0,100.0,0.0,0.004988816735829215,0.0,100.0,0,0,0,0,0,0,0,0
L3160103,100.0,0.0,0.0027663550367692585,0.0,100.0,0.0,0.004912033663811985,0.0,100.0,0.0,0.0020375285593536986,0.0,100.0,0,0,0,0
X3160103C,100.0,0.0,0.002466152062947976,0.0,100.0,0.0,0.0016374383913883427,0.0,100.0,0,0,0,0,0,0,0,0
SX3160103C,100.0,0.0,0.0024853365145641663,0.0,100.0,0.0,0.0024525633374482825,0.0,100.0,0,0,0,0,0,0,0,0
M1026950,100.0,0.0,0.0027667989657680302,0.0,100.0,0.0,0.004912368798824608,0.0,100.0,0.0,0.0020376918656773314,0.0,100.0,0,0,0,0
M1026954,100.0,0.0,0.002907181985439675,0.0,100.0,0.0,0.005050360281781315,0.0,100.0,0.0,0.002038403522356343,0.0,100.0,0,0,0,0
L2804256,100.0,0.0,0.0029112000798505633,0.0,100.0,0.0,0.005052449891985324,0.0,100.0,0.0,0.0020399642598212205,0.0,100.0,0,0,0,0
X2804256B,100.0,0.0,0.005778151981898528,0.0,100.0,0.0,0.004941403193805489,0.0,100.0,0,0,0,0,0,0,0,0
SX2804256B,100.0,0.0,0.005799598999159061,0.0,100.0,0.0,0.0049429093964709495,0.0,100.0,0,0,0,0,0,0,0,0
M1026960,100.0,0.0,0.0029122295613493937,0.0,100.0,0.0,0.004916387274758886,0.0,100.0,0.0,0.0020403693884691407,0.0,100.0,0,0,0,0
M1026961,100.0,0.0,0.002912265909293129,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2710516,100.0,0.0,0.0029125567255100632,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2710516A,100.0,0.0,0.0033456565014391994,0.0,100.0,0.0,0.0025135732958093075,0.0,100.0,0,0,0,0,0,0,0,0
SX2710516A,100.0,0.0,0.0033500837520978963,0.0,100.0,0.0,0.00253414763944157,0.0,100.0,0,0,0,0,0,0,0,0
L2691944,100.0,0.0,0.0029127708356744574,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2691944A,100.0,0.0,0.002516926329566429,0.0,99.99999999999999,0.0,0.003342022592064934,0.0,100.0,0,0,0,0,0,0,0,0
SX2691944A,100.0,0.0,0.0025489179843157547,0.0,100.0,0.0,0.002498958767168599,0.0,100.0,0,0,0,0,0,0,0,0
L2673312,100.0,0.0,0.0029129122464384293,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2673312A,100.0,0.0,0.003343754702147257,0.0,100.0,0.0,0.0033543258224309454,0.0,100.0,0,0,0,0,0,0,0,0
SX2673312A,100.0,0.0,0.002504361763404691,0.0,100.0,0.0,0.0033911812331951525,0.0,100.0,0,0,0,0,0,0,0,0
L3235247,100.0,0.0,0.002912980936620975,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3235247A,100.0,0.0,0.0033430839949894595,0.0,100.0,0.0,0.0025162929971566843,0.0,100.0,0,0,0,0,0,0,0,0
SX3235247A,100.0,0.0,0.0033387030807923482,0.0,100.0,0.0,0.0033786637384835526,0.0,100.0,0,0,0,0,0,0,0,0
M1026970,100.0,0.0,0.0030517366462281875,0.0,100.0,0.0,0.004917246833493452,0.0,100.0,0.0,0.0020409385051696387,0.0,100.0,0,0,0,0
M1026977,100.0,0.0,0.0029136478038037862,0.0,100.0,0.0,0.004917925291258416,0.0,100.0,0.0,0.0020413884707773363,0.0,100.0,0,0,0,0
M1026978,100.0,0.0,0.002914250267487047,0.0,100.0,0.0,0.004918577055665751,0.0,100.0,0.0,0.0020418163998643718,0.0,100.0,0,0,0,0
M1026979,100.0,0.0,0.0029142947545474987,0.0,100.0,0.0,0.0049186240968814915,0.0,100.0,0.0,0.002041849752522858,0.0,100.0,0,0,0,0
M1026984,100.0,0.0,0.0029149986396678064,0.0,100.0,0.0,0.004919343267669292,0.0,100.0,0.0,0.002178521682415851,0.0,100.0,0,0,0,0
M1026986,100.0,0.0,0.0029157190579733303,0.0,100.0,0.0,0.004920069372973684,0.0,100.0,0.0,0.0020428897901766446,0.0,100.0,0,0,0,0
M1026997,100.0,0.0,0.002917233906593454,0.0,100.0,0.0,0.004921609694472931,0.0,100.0,0.0,0.0020440005178209006,0.0,100.0,0,0,0,0
M1027000,100.0,0.0,0.002917829746024268,0.0,100.0,0.0,0.004922100916749254,0.0,100.0,0.0,0.0020444574078138647,0.0,100.0,0,0,0,0
L2916608,100.0,0.0,0.00291848666738058,0.0,100.0,0.0,0.004922646086355144,0.0,100.0,0.0,0.002044961895550786,0.0,100.0,0,0,0,0
X2916608C,100.0,0.0,0.002463701465069561,0.0,100.0,0.0,0.0024768824306473855,0.0,100.0,0,0,0,0,0,0,0,0
SX2916608C,100.0,0.0,0.001639183031173441,0.0,100.0,0.0,0.0024923981855342154,0.0,100.0,0,0,0,0,0,0,0,0
M1027002,100.0,0.0,0.0029197770402642313,0.0,100.0,0.0,0.004923339501191614,0.0,100.0,0.0,0.0020456088959390057,0.0,100.0,0,0,0,0
L2673313,100.0,0.0,0.002921141693455897,0.0,100.0,0.0,0.00506085334193985,0.0,100.0,0.0,0.002046292595280652,0.0,100.0,0,0,0,0
X2673313B,100.0,0.0,0.004945679948565116,0.0,100.0,0.0,0.0057934550510575465,0.0,100.0,0,0,0,0,0,0,0,0
SX2673313B,100.0,0.0,0.004932020319923905,0.0,100.0,0.0,0.005030898099159193,0.0,100.0,0,0,0,0,0,0,0,0
M1027011,100.0,0.0,0.0029221131609198864,0.0,100.0,0.0,0.004924511344838532,0.0,100.0,0.0,0.002046795196303163,0.0,100.0,0,0,0,0
M1027013,100.0,0.0,0.0029236102409895223,0.0,100.0,0.0,0.004925191808866742,0.0,100.0,0.0,0.0021840737343272847,0.0,100.0,0,0,0,0
P901905,100.0,0.0,0.0049252255000769235,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2804257,100.0,0.0,0.005062134277898734,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2804257B,100.0,0.0,0.004949841605068825,0.0,100.0,0.0,0.004963682390521384,0.0,100.0,0,0,0,0,0,0,0,0
SX2804257B,100.0,0.0,0.005773481574350073,0.0,100.0,0.0,0.004995088163306272,0.0,100.0,0,0,0,0,0,0,0,0
L2860485,100.0,0.0,0.005062300500892619,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2860485B,100.0,0.0,0.004957489527303562,0.0,100.0,0.0,0.004956138177120827,0.0,100.0,0,0,0,0,0,0,0,0
SX2860485B,100.0,0.0,0.00497372216787989,0.0,100.0,0.0,0.004969890745223534,0.0,100.0,0,0,0,0,0,0,0,0
L2860506,100.0,0.0,0.005062729960823923,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2860506B,100.0,0.0,0.004968779502140251,0.0,100.0,0.0,0.004946250741937799,0.0,100.0,0,0,0,0,0,0,0,0
SX2860506B,100.0,0.0,0.005009810879639484,0.0,100.0,0.0,0.0049358747604046,0.0,100.0,0,0,0,0,0,0,0,0
M1027019,100.0,0.0,0.004926209487053956,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2801949,100.0,0.0,0.004926209487053956,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2785522,100.0,0.0,0.005063131779647036,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2785522B,100.0,0.0,0.0049459653287832325,0.0,100.0,0.0,0.0049703436164222035,0.0,100.0,0,0,0,0,0,0,0,0
SX2785522B,100.0,0.0,0.00492428905576776,0.0,100.0,0.0,0.005044093786517328,0.0,100.0,0,0,0,0,0,0,0,0
M1027023,100.0,0.0,0.002925043666723817,0.0,100.0,0.0,0.00492550852454576,0.0,100.0,0.0,0.002048377207292171,0.0,100.0,0,0,0,0
L3254213,100.0,0.0,0.003065001720584059,0.0,100.0,0.0,0.004925616351959671,0.0,100.0,0.0,0.002048746508601945,0.0,100.0,0,0,0,0
X3254213B,100.0,0.0,0.0049668874172187315,0.0,100.0,0.0,0.005772291352298785,0.0,100.0,0,0,0,0,0,0,0,0
SX3254213B,100.0,0.0,0.005029169181251448,0.0,100.0,0.0,0.0049366869893616265,0.0,100.0,0,0,0,0,0,0,0,0
M1027039,100.0,0.0,0.0030659627959386394,0.0,100.0,0.0,0.005062522148532907,0.0,100.0,0.0,0.002049286711600277,0.0,100.0,0,0,0,0
M1027043,100.0,0.0,0.0029269802066453094,0.0,100.0,0.0,0.005062425175302082,0.0,100.0,0.0,0.002186168657444512,0.0,100.0,0,0,0,0
M1027055,100.0,0.0,0.0029277677861898085,0.0,100.0,0.0,0.00492528614543922,0.0,100.0,0.0,0.002049580724098235,0.0,100.0,0,0,0,0
N1147865,100.0,0.0,0.0029277677861898085,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2895489,100.0,0.0,0.0029277677861898085,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1027056,100.0,0.0,0.0030673093144459765,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
N1144667,100.0,0.0,0.003067899590426273,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L3083019,100.0,0.0,0.0030696503668140823,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1027080,100.0,0.0,0.003070185843922151,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L3215340,100.0,0.0,0.002931810281161114,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3215340A,100.0,0.0,0.003374388392108055,0.0,100.0,0.0,0.002525635197264168,0.0,100.0,0,0,0,0,0,0,0,0
SX3215340A,100.0,0.0,0.002552691813517451,0.0,100.0,0.0,0.003370862266571908,0.0,99.99999999999999,0,0,0,0,0,0,0,0
M1027087,100.0,0.0,0.0029323957114415987,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
M1027091,100.0,0.0,0.0030724025629459122,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L2764412,100.0,0.0,0.0030730377257321465,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X2764412A,100.0,0.0,0.0025276354812499183,0.0,100.0,0.0,0.0025314746683769143,0.07412898443290905,100.0,0,0,0,0,0,0,0,0
SX2764412A,100.0,0.0,0.0033761542227290203,0.0,100.0,0.0,0.0034018233773344063,0.0,100.0,0,0,0,0,0,0,0,0
N1134470,100.0,0.0,0.003075202683816811,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
L3251808,100.0,0.0,0.003076557332348667,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
X3251808A,100.0,0.0,0.0033701522466198872,0.0,100.0,0.0,0.0025374485109407284,0.0,100.0,0,0,0,0,0,0,0,0
SX3251808A,100.0,0.0,0.0033647092470543466,0.0,100.0,0.0,0.0034084615056920358,0.0,100.0,0,0,0,0,0,0,0,0
M1027100,100.0,0.0,0.0029375354077933705,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0
