"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
1155, 3526.22779810158, 1676.52053757698, 7016.16368441278, 7812.90514934883, 94.744516947809, 266.900585732436, 249.597955045047
1156, 3127.23089985068, 1485.63705757794, 7016.16368441278, 7812.90514934883, 83.8652572827812, 225.142272690054, 249.597955045047
1157, 2874.06131394796, 1365.56230440789, 7016.16368441278, 7812.90514934883, 77.6887467287514, 201.33853484712, 249.597955045047
1158, 2697.50357839096, 1282.29580233168, 7016.16368441278, 7812.90514934883, 73.724348457857, 185.972937195387, 249.597955045047
1159, 2608.72486192392, 1240.5784029677, 7016.16368441278, 7812.90514934883, 71.863982426739, 178.660219110975, 249.597955045047
1160, 2642.92113036842, 1256.65989421682, 7016.16368441278, 7812.90514934883, 72.7178353791206, 181.582900932204, 249.597955045047
1161, 2862.21940445911, 1359.97360522844, 7016.16368441278, 7812.90514934883, 77.813016086105, 200.64953761535, 249.597955045047
1162, 3172.7523460622, 1507.23034238713, 7016.16368441278, 7812.90514934883, 85.4984495691471, 230.063679097312, 249.597955045047
1163, 3765.23291444216, 1791.46048802518, 7016.16368441278, 7812.90514934883, 102.34584696002, 294.721579658137, 249.597955045047
1164, 4447.53110427626, 2124.74338427654, 7016.16368441278, 7812.90514934883, 125.424765922987, 383.303784077297, 249.597955045047
1165, 5168.78837011496, 2483.71443097814, 7016.16368441278, 7812.90514934883, 154.24494549487, 493.64244933179, 249.597955045047
1166, 5806.99453131579, 2807.44722113852, 7016.16368441278, 7812.90514934883, 183.595174959974, 605.780941402086, 249.597955045047
1167, 6243.53727885588, 3032.2925406169, 7016.16368441278, 7812.90514934883, 205.81162082692, 690.46032851748, 249.597955045047
1168, 6572.20406055592, 3203.45845336382, 7016.16368441278, 7812.90514934883, 223.723943520984, 758.594204935876, 249.597955045047
1169, 6796.62396423614, 3321.16287833578, 7016.16368441278, 7812.90514934883, 236.634510529098, 807.394800022316, 249.597955045047
1170, 6832.08228184588, 3339.86147712958, 7016.16368441278, 7812.90514934883, 238.910791396287, 815.540101136369, 249.597955045047
1171, 6832.45520187285, 3340.08148484081, 7016.16368441278, 7812.90514934883, 238.942431109192, 815.649088692866, 249.597955045047
1172, 6698.26799636985, 3269.51034406329, 7016.16368441278, 7812.90514934883, 231.172141003573, 786.188252493326, 249.597955045047
1173, 6450.14539599914, 3139.58917257407, 7016.16368441278, 7812.90514934883, 217.256470498019, 733.352439157029, 249.597955045047
1174, 6147.42465890887, 2982.43657414572, 7016.16368441278, 7812.90514934883, 201.011984845429, 671.716329213051, 249.597955045047
1175, 5633.86354859692, 2718.97202774836, 7016.16368441278, 7812.90514934883, 175.320669947849, 574.240162016513, 249.597955045047
1176, 5027.28647123355, 2412.68831283397, 7016.16368441278, 7812.90514934883, 148.126268792675, 470.694708609994, 249.597955045047
1177, 4397.14055297534, 2099.92848862927, 7016.16368441278, 7812.90514934883, 123.393700573859, 376.209056395894, 249.597955045047
1178, 3874.5052248117, 1844.75684535415, 7016.16368441278, 7812.90514934883, 105.4422081021, 307.68398982076, 249.597955045047
1179, 3452.30800923417, 1640.97917923581, 7016.16368441278, 7812.90514934883, 92.6693506919109, 258.839368154422, 249.597955045047
1180, 3108.64006113144, 1476.76243941057, 7016.16368441278, 7812.90514934883, 83.436314562988, 223.388169357333, 249.597955045047
1181, 2880.86944432425, 1368.76627961773, 7016.16368441278, 7812.90514934883, 77.867808526273, 201.985424715623, 249.597955045047
1182, 2679.63810370934, 1273.86324288678, 7016.16368441278, 7812.90514934883, 73.3379935980938, 184.482712892239, 249.597955045047
1183, 2562.66029548713, 1218.9378874557, 7016.16368441278, 7812.90514934883, 70.8982829699077, 174.943742373866, 249.597955045047
1184, 2704.44551677054, 1285.64394151639, 7016.16368441278, 7812.90514934883, 74.0115659543948, 186.686146930114, 249.597955045047
1185, 2944.89004568064, 1399.10135677458, 7016.16368441278, 7812.90514934883, 79.6476362694923, 208.048974705895, 249.597955045047
1186, 3426.99569707078, 1628.69343863969, 7016.16368441278, 7812.90514934883, 92.2887815582751, 256.34785872805, 249.597955045047
1187, 4028.31846007095, 1919.14123336987, 7016.16368441278, 7812.90514934883, 110.636901894337, 326.948051649358, 249.597955045047
1188, 4662.19705967766, 2230.85462779231, 7016.16368441278, 7812.90514934883, 133.412669915566, 414.253231596937, 249.597955045047
1189, 5548.80089016736, 2675.79018036418, 7016.16368441278, 7812.90514934883, 171.247358733115, 558.741154334482, 249.597955045047
1190, 6217.19324071843, 3018.65171297637, 7016.16368441278, 7812.90514934883, 204.420305021668, 685.187466875013, 249.597955045047
1191, 6531.75523488871, 3182.30850848925, 7016.16368441278, 7812.90514934883, 221.449894074032, 749.988017366045, 249.597955045047
1192, 6766.78162560673, 3305.57480621269, 7016.16368441278, 7812.90514934883, 234.80826498717, 800.682548818202, 249.597955045047
1193, 6803.10161430425, 3324.63009193525, 7016.16368441278, 7812.90514934883, 237.062687654372, 808.904343080618, 249.597955045047
1194, 6904.68664839137, 3378.19893393299, 7016.16368441278, 7812.90514934883, 243.120468672822, 831.661227152469, 249.597955045047
1195, 6949.15234719998, 3401.73443868668, 7016.16368441278, 7812.90514934883, 245.785481245328, 841.716743063357, 249.597955045047
1196, 6756.6746504126, 3300.23833542162, 7016.16368441278, 7812.90514934883, 234.500470417358, 798.890264081698, 249.597955045047
1197, 6420.37126754769, 3124.06355430907, 7016.16368441278, 7812.90514934883, 215.62602540815, 727.154789634952, 249.597955045047
1198, 6162.48057279383, 2990.3357113763, 7016.16368441278, 7812.90514934883, 201.885602697256, 674.82115135038, 249.597955045047
1199, 5639.355157512, 2721.7384791428, 7016.16368441278, 7812.90514934883, 175.647497708731, 575.316826118918, 249.597955045047
1200, 4902.32369058422, 2350.24081837236, 7016.16368441278, 7812.90514934883, 142.918125533485, 450.878552580365, 249.597955045047
1201, 4146.83671929317, 1977.23324718386, 7016.16368441278, 7812.90514934883, 114.430660909648, 342.171521442825, 249.597955045047
1202, 3600.00495008324, 1712.04423860486, 7016.16368441278, 7812.90514934883, 96.9157969170157, 275.20134595285, 249.597955045047
1203, 3251.81890467488, 1545.03051451529, 7016.16368441278, 7812.90514934883, 87.1163157564552, 237.635986894109, 249.597955045047
1204, 2934.20412605481, 1393.99620952145, 7016.16368441278, 7812.90514934883, 79.1114438830034, 206.81769144347, 249.597955045047
1205, 2805.7334456857, 1333.30592961289, 7016.16368441278, 7812.90514934883, 76.1352473235264, 195.296233825173, 249.597955045047
1206, 2713.41406535374, 1289.8013109429, 7016.16368441278, 7812.90514934883, 74.0773832576947, 187.335162758881, 249.597955045047
1207, 3012.28278736818, 1431.12329139582, 7016.16368441278, 7812.90514934883, 81.0297108449038, 214.116464132919, 249.597955045047
1208, 3067.19062304346, 1457.14404607041, 7016.16368441278, 7812.90514934883, 82.4149003281051, 219.353845148578, 249.597955045047
1209, 2865.46452759662, 1361.45648093705, 7016.16368441278, 7812.90514934883, 77.6903549278107, 200.740634163059, 249.597955045047
1210, 2964.33747848386, 1408.30107139799, 7016.16368441278, 7812.90514934883, 80.1357200814273, 209.863691282397, 249.597955045047
1211, 3534.74829317369, 1680.4483622386, 7016.16368441278, 7812.90514934883, 95.3022274119564, 268.081933919064, 249.597955045047
1212, 4295.27063450494, 2049.96278229419, 7016.16368441278, 7812.90514934883, 119.678040469176, 361.983446112968, 249.597955045047
1213, 4863.49926869085, 2330.96551784953, 7016.16368441278, 7812.90514934883, 141.295456232381, 444.655052048824, 249.597955045047
1214, 5341.53275260468, 2570.82305976606, 7016.16368441278, 7812.90514934883, 161.660492489252, 522.489853520138, 249.597955045047
1215, 5773.29485747064, 2790.27305664882, 7016.16368441278, 7812.90514934883, 181.779927532573, 599.357516570483, 249.597955045047
1216, 6237.88301042003, 3029.41122460058, 7016.16368441278, 7812.90514934883, 205.409042196385, 689.271067860558, 249.597955045047
1217, 6554.76666714718, 3194.35677766524, 7016.16368441278, 7812.90514934883, 222.739935343692, 754.943903982502, 249.597955045047
1218, 6659.33266999903, 3249.03573012167, 7016.16368441278, 7812.90514934883, 228.754207728489, 777.490099808251, 249.597955045047
1219, 6836.42691815239, 3342.15005542275, 7016.16368441278, 7812.90514934883, 239.084755074734, 816.418954342859, 249.597955045047
1220, 6716.94081586487, 3279.33034432644, 7016.16368441278, 7812.90514934883, 232.194924170275, 790.188665729196, 249.597955045047
1221, 6483.27784807526, 3157.00457623758, 7016.16368441278, 7812.90514934883, 219.038470957553, 740.233907179696, 249.597955045047
1222, 6257.0588842489, 3039.34100158285, 7016.16368441278, 7812.90514934883, 206.750581690549, 693.622024017377, 249.597955045047
1223, 5717.31929374509, 2761.51895492948, 7016.16368441278, 7812.90514934883, 179.329268011025, 589.465660045658, 249.597955045047
1224, 4861.17954779422, 2329.74887347581, 7016.16368441278, 7812.90514934883, 141.167373374477, 444.36619008903, 249.597955045047
1225, 4071.87134320325, 1940.64330756104, 7016.16368441278, 7812.90514934883, 111.866177258663, 332.396625743971, 249.597955045047
1226, 3579.85358669292, 1702.35248437625, 7016.16368441278, 7812.90514934883, 96.2894444332383, 272.885413453985, 249.597955045047
1227, 3225.45322376672, 1532.46039444465, 7016.16368441278, 7812.90514934883, 86.3974884291721, 234.93246626114, 249.597955045047
1228, 2922.79753989392, 1388.59679558836, 7016.16368441278, 7812.90514934883, 78.8403446828638, 205.775898788344, 249.597955045047
1229, 2728.82701889061, 1297.04077430153, 7016.16368441278, 7812.90514934883, 74.3740974328543, 188.611964867, 249.597955045047
1230, 2694.52711026384, 1280.94133753576, 7016.16368441278, 7812.90514934883, 73.6462767291549, 185.731388891086, 249.597955045047
1231, 3019.97855061769, 1434.77416387882, 7016.16368441278, 7812.90514934883, 81.2095188148762, 214.852736422833, 249.597955045047
1232, 3090.34883938847, 1468.17112063458, 7016.16368441278, 7812.90514934883, 82.9418030314746, 221.543610392431, 249.597955045047
1233, 2896.25654043547, 1376.06149291898, 7016.16368441278, 7812.90514934883, 78.3113739972591, 203.420421476614, 249.597955045047
1234, 3003.54942931985, 1426.93498950841, 7016.16368441278, 7812.90514934883, 80.9931865855511, 213.433267805045, 249.597955045047
1235, 3539.17115888133, 1682.64072976821, 7016.16368441278, 7812.90514934883, 95.2574518836026, 268.407240006557, 249.597955045047
1236, 4090.44259521174, 1949.53629822042, 7016.16368441278, 7812.90514934883, 112.557127089025, 334.755301823185, 249.597955045047
1237, 4813.13544858695, 2305.91702678996, 7016.16368441278, 7812.90514934883, 139.217953176556, 436.845530382769, 249.597955045047
1238, 5446.97203453791, 2624.17458709309, 7016.16368441278, 7812.90514934883, 166.398600207715, 540.688489193754, 249.597955045047
1239, 5902.08256859631, 2856.21299966963, 7016.16368441278, 7812.90514934883, 188.181455437183, 623.639128484311, 249.597955045047
1240, 6278.99421075782, 3050.69950507336, 7016.16368441278, 7812.90514934883, 207.656182549631, 697.677773544348, 249.597955045047
1241, 6640.37617127569, 3239.1854861042, 7016.16368441278, 7812.90514934883, 227.578850529677, 773.26761280782, 249.597955045047
1242, 6880.69342909593, 3365.58749610401, 7016.16368441278, 7812.90514934883, 241.677932129414, 826.275521087046, 249.597955045047
1243, 6985.675177937, 3421.062609367, 7016.16368441278, 7812.90514934883, 247.99261239624, 850.037477077808, 249.597955045047
1244, 6958.91029228679, 3406.91894626537, 7016.16368441278, 7812.90514934883, 246.409147436895, 843.993053750824, 249.597955045047
1245, 6698.20934768411, 3269.43920788663, 7016.16368441278, 7812.90514934883, 231.125892510519, 786.121281925307, 249.597955045047
1246, 6538.52108831569, 3185.78555840445, 7016.16368441278, 7812.90514934883, 222.236446585974, 752.049024945407, 249.597955045047
1247, 6023.98765473777, 2918.72100808984, 7016.16368441278, 7812.90514934883, 194.668299574386, 647.52748615587, 249.597955045047
1248, 5228.80920722727, 2513.82141595171, 7016.16368441278, 7812.90514934883, 156.864116341518, 503.810228234055, 249.597955045047
1249, 4499.14271437816, 2150.19950414636, 7016.16368441278, 7812.90514934883, 127.114882437769, 390.538078167433, 249.597955045047
1250, 3999.44894926201, 1905.5221505661, 7016.16368441278, 7812.90514934883, 109.452182592188, 323.153726667371, 249.597955045047
1251, 3623.8101882427, 1723.48745741118, 7016.16368441278, 7812.90514934883, 97.6375714939949, 277.920473539109, 249.597955045047
1252, 3254.8733098695, 1546.47867176479, 7016.16368441278, 7812.90514934883, 87.2202562579014, 237.953909724088, 249.597955045047
1253, 3074.64107019532, 1460.63408960201, 7016.16368441278, 7812.90514934883, 82.5748322712527, 220.066278346775, 249.597955045047
1254, 3032.18356932824, 1440.49705415515, 7016.16368441278, 7812.90514934883, 81.5261329311675, 216.002385432041, 249.597955045047
1255, 3279.64743446149, 1558.33165831243, 7016.16368441278, 7812.90514934883, 87.9144144642805, 240.51487506683, 249.597955045047
1256, 3298.38114252176, 1567.24313777139, 7016.16368441278, 7812.90514934883, 88.5266659826946, 242.540952437157, 249.597955045047
1257, 3108.587531436, 1476.65963304702, 7016.16368441278, 7812.90514934883, 83.7811233098152, 223.668088494319, 249.597955045047
1258, 3377.24942903565, 1604.83909692827, 7016.16368441278, 7812.90514934883, 91.0165620134515, 251.138992678587, 249.597955045047
1259, 3967.02311416886, 1889.29556753366, 7016.16368441278, 7812.90514934883, 108.725656398007, 319.304974928445, 249.597955045047
1260, 4723.28961877338, 2261.1614650849, 7016.16368441278, 7812.90514934883, 135.840401804145, 423.398276774807, 249.597955045047
1261, 5573.08257017852, 2688.12996758194, 7016.16368441278, 7812.90514934883, 172.398806945695, 563.073072627402, 249.597955045047
1262, 5952.1266881141, 2881.86844480056, 7016.16368441278, 7812.90514934883, 190.784410015477, 633.227786926882, 249.597955045047
1263, 6402.52589236422, 3114.90269148052, 7016.16368441278, 7812.90514934883, 214.32096464137, 722.909434398711, 249.597955045047
1264, 6625.9887237919, 3231.51973214614, 7016.16368441278, 7812.90514934883, 226.734257752874, 770.062698732813, 249.597955045047
1265, 6879.8841312712, 3365.20011419186, 7016.16368441278, 7812.90514934883, 241.440565890923, 825.797662249985, 249.597955045047
1266, 7050.14180120961, 3455.22025813424, 7050.14180120961, 7851.30858197436, 251.853510538527, 864.706173959559, 251.853510538527
1267, 7159.82706462325, 3513.56131566602, 7159.82706462325, 7975.47720918669, 258.589429246383, 890.147490271618, 258.589429246383
1268, 7075.69895818768, 3468.86453118997, 7159.82706462325, 7975.47720918669, 253.406970517623, 870.603698485136, 258.589429246383
1269, 6822.00112676505, 3334.57439050727, 7159.82706462325, 7975.47720918669, 238.297917271187, 813.289612774119, 258.589429246383
1270, 6617.95085321199, 3227.43044831701, 7159.82706462325, 7975.47720918669, 226.529613854447, 768.759175401247, 258.589429246383
1271, 6104.05421751989, 2960.04093413572, 7159.82706462325, 7975.47720918669, 198.711609161997, 663.087878823877, 258.589429246383
1272, 5349.12139178527, 2574.5373567931, 7159.82706462325, 7975.47720918669, 162.126484782114, 524.067048028661, 258.589429246383
1273, 4613.09821397338, 2206.50876025981, 7159.82706462325, 7975.47720918669, 131.455232138393, 407.078571974125, 258.589429246383
1274, 4121.29790382698, 1964.94458299585, 7159.82706462325, 7975.47720918669, 113.565208071798, 338.849842653295, 258.589429246383
1275, 3756.34893624311, 1787.49383256257, 7159.82706462325, 7975.47720918669, 101.669196243154, 293.363502223325, 258.589429246383
1276, 3410.55457014089, 1620.96404539848, 7159.82706462325, 7975.47720918669, 91.4676194459075, 254.282015340061, 258.589429246383
1277, 3192.27131804859, 1516.63206276258, 7159.82706462325, 7975.47720918669, 85.555085339316, 231.605198577783, 258.589429246383
1278, 3086.18979353849, 1466.15198070302, 7159.82706462325, 7975.47720918669, 82.8519558553538, 221.159546076019, 258.589429246383
1279, 3293.49194773904, 1564.93471523639, 7159.82706462325, 7975.47720918669, 88.2805152077882, 241.949333762045, 258.589429246383
1280, 3306.85837104918, 1571.29654195568, 7159.82706462325, 7975.47720918669, 88.6889639553658, 243.374032229131, 258.589429246383
1281, 3065.22453234374, 1456.07850197802, 7159.82706462325, 7975.47720918669, 82.5137276894864, 219.307051211559, 258.589429246383
1282, 3281.25223760945, 1558.97742883087, 7159.82706462325, 7975.47720918669, 88.2579981879487, 240.958450432147, 258.589429246383
1283, 3831.31479152709, 1823.48520316954, 7159.82706462325, 7975.47720918669, 104.238276841561, 302.483239222035, 258.589429246383
1284, 4503.82924513292, 2152.5240541321, 7159.82706462325, 7975.47720918669, 127.349284148887, 391.189251653969, 258.589429246383
1285, 5339.60815369965, 2569.76813889348, 7159.82706462325, 7975.47720918669, 161.725960088833, 522.388411404459, 258.589429246383
1286, 5949.38329018515, 2880.40705049311, 7159.82706462325, 7975.47720918669, 190.777440187676, 632.939690411636, 258.589429246383
1287, 6281.7426990469, 3052.00671363478, 7159.82706462325, 7975.47720918669, 208.073711351609, 698.571864016027, 258.589429246383
1288, 6538.3799387755, 3185.67488790548, 7159.82706462325, 7975.47720918669, 222.083992596129, 751.783222820977, 258.589429246383
1289, 6770.28132975229, 3307.35768968876, 7159.82706462325, 7975.47720918669, 235.199745935669, 801.734352676036, 258.589429246383
1290, 6997.62481465581, 3427.3775317841, 7159.82706462325, 7975.47720918669, 248.832349478201, 852.897913576787, 258.589429246383
1291, 7100.64603224492, 3482.00818310774, 7159.82706462325, 7975.47720918669, 255.172699996882, 876.676019309962, 258.589429246383
1292, 7016.13304025579, 3437.2099040625, 7159.82706462325, 7975.47720918669, 249.949990645398, 857.134402949459, 258.589429246383
1293, 6808.53922114752, 3327.50230597375, 7159.82706462325, 7975.47720918669, 237.679946138519, 810.5350192827, 258.589429246383
1294, 6698.80597906484, 3269.72973023981, 7159.82706462325, 7975.47720918669, 231.395692759243, 786.559322695138, 258.589429246383
1295, 6253.94459382978, 3037.51803661185, 7159.82706462325, 7975.47720918669, 206.784417965013, 693.243084725192, 258.589429246383
1296, 5562.73574460347, 2682.72271644017, 7159.82706462325, 7975.47720918669, 172.089257980155, 561.622290620916, 258.589429246383
1297, 4913.85705532489, 2355.95505287619, 7159.82706462325, 7975.47720918669, 143.496889813571, 452.824506790571, 258.589429246383
1298, 4402.63763023231, 2102.64451790806, 7159.82706462325, 7975.47720918669, 123.578916147849, 376.957419743151, 258.589429246383
1299, 4042.85397032678, 1926.60014145138, 7159.82706462325, 7975.47720918669, 110.952860019625, 328.765296673192, 258.589429246383
1300, 3753.40124843332, 1786.020014738, 7159.82706462325, 7975.47720918669, 101.636530280328, 293.097415141806, 258.589429246383
1301, 3491.07749271879, 1659.57921702607, 7159.82706462325, 7975.47720918669, 93.7857579999164, 263.088421300002, 258.589429246383
1302, 3401.50165017941, 1616.61209374429, 7159.82706462325, 7975.47720918669, 91.223526617621, 253.323048098262, 258.589429246383
1303, 3561.27572539689, 1693.2883819651, 7159.82706462325, 7975.47720918669, 95.8090786079632, 270.853444969222, 258.589429246383
1304, 3529.20612905226, 1677.89946511922, 7159.82706462325, 7975.47720918669, 94.8885994027087, 267.251226325761, 258.589429246383
1305, 3352.48317786581, 1593.08317188018, 7159.82706462325, 7975.47720918669, 90.0307098564729, 248.231567744335, 258.589429246383
1306, 3351.11741116581, 1592.40238266856, 7159.82706462325, 7975.47720918669, 90.0755216346652, 248.163348538905, 258.589429246383
1307, 3723.17853431427, 1771.22761836135, 7159.82706462325, 7975.47720918669, 100.873415157775, 289.595843008149, 258.589429246383
1308, 4473.67714258844, 2137.66304236046, 7159.82706462325, 7975.47720918669, 126.244895985626, 386.885533572519, 258.589429246383
1309, 5170.90121671137, 2484.78553036591, 7159.82706462325, 7975.47720918669, 154.262559187883, 493.947675377752, 258.589429246383
1310, 5789.54195555433, 2798.51855338121, 7159.82706462325, 7975.47720918669, 182.710677032006, 602.525511983761, 258.589429246383
1311, 6243.61632422326, 3032.33767589532, 7159.82706462325, 7975.47720918669, 205.800380423113, 690.482405278853, 258.589429246383
1312, 6535.5859767878, 3184.31714486084, 7159.82706462325, 7975.47720918669, 221.647150271391, 750.779718553665, 258.589429246383
1313, 6792.50722147097, 3319.11801775626, 7159.82706462325, 7975.47720918669, 236.320243109036, 806.389441369283, 258.589429246383
1314, 6883.95700884188, 3367.27694598936, 7159.82706462325, 7975.47720918669, 241.79883357082, 826.885572072302, 258.589429246383
1315, 6926.49015835608, 3389.75806867365, 7159.82706462325, 7975.47720918669, 244.383309735875, 836.529355089321, 258.589429246383
1316, 6593.75446125244, 3214.64339388776, 7159.82706462325, 7975.47720918669, 225.178457861064, 763.57872705466, 258.589429246383
1317, 6206.16143846921, 3012.8030928411, 7159.82706462325, 7975.47720918669, 204.09914414771, 683.418994418306, 258.589429246383
1318, 6055.03424091235, 2934.82916951317, 7159.82706462325, 7975.47720918669, 196.262486153775, 653.583568483649, 258.589429246383
1319, 5579.92207790692, 2691.47707750438, 7159.82706462325, 7975.47720918669, 172.886738196502, 564.684993262135, 258.589429246383
1320, 5052.14301433598, 2425.11236916244, 7159.82706462325, 7975.47720918669, 149.253317535355, 474.802122226583, 258.589429246383
1321, 4544.3886609218, 2172.57343925406, 7159.82706462325, 7975.47720918669, 128.782888486097, 397.014871089356, 258.589429246383
1322, 4072.88809228706, 1941.31101539918, 7159.82706462325, 7975.47720918669, 111.905800702431, 332.542372789309, 258.589429246383
1323, 3718.4213694092, 1769.15858471744, 7159.82706462325, 7975.47720918669, 100.491056041442, 288.877755097419, 258.589429246383
1324, 3471.22256952257, 1650.06125331155, 7159.82706462325, 7975.47720918669, 93.1886835220994, 260.868163066434, 258.589429246383
1325, 3277.33660402295, 1557.22760461806, 7159.82706462325, 7975.47720918669, 87.797550876411, 240.249392494598, 258.589429246383
1326, 3152.95529782689, 1497.89448320616, 7159.82706462325, 7975.47720918669, 84.561076330729, 227.716537794848, 258.589429246383
1327, 3004.14828413986, 1427.15514486974, 7159.82706462325, 7975.47720918669, 80.8554599805714, 213.374991289066, 258.589429246383
1328, 2946.46041189922, 1399.80721964713, 7159.82706462325, 7975.47720918669, 79.5060496581848, 208.042330157158, 258.589429246383
1329, 3165.10179744228, 1503.63946922479, 7159.82706462325, 7975.47720918669, 85.0011971191543, 229.041597689508, 258.589429246383
1330, 3561.14049316768, 1693.07672166662, 7159.82706462325, 7975.47720918669, 95.9918717449218, 271.023821196751, 258.589429246383
1331, 4199.64180842201, 2002.99419052232, 7159.82706462325, 7975.47720918669, 116.406677816942, 349.270289524013, 258.589429246383
1332, 4540.81856056298, 2170.55047311993, 7159.82706462325, 7975.47720918669, 128.779693389407, 396.580088651263, 258.589429246383
1333, 5016.44178583468, 2407.23485801178, 7159.82706462325, 7975.47720918669, 147.759319664684, 469.004212286456, 258.589429246383
1334, 5645.03053279347, 2724.64651454954, 7159.82706462325, 7975.47720918669, 175.937624502023, 576.311808748607, 258.589429246383
1335, 6182.99594135525, 3000.8454811625, 7159.82706462325, 7975.47720918669, 202.861737561858, 678.726223596822, 258.589429246383
1336, 6592.48212842627, 3213.96123911944, 7159.82706462325, 7975.47720918669, 225.208096007419, 763.417318081166, 258.589429246383
1337, 6528.98112819789, 3180.7658883429, 7159.82706462325, 7975.47720918669, 221.609063871461, 749.86723164827, 258.589429246383
1338, 6549.58383758306, 3191.54048376029, 7159.82706462325, 7975.47720918669, 222.651912966075, 754.09281367115, 258.589429246383
1339, 6536.68272817803, 3184.79054092812, 7159.82706462325, 7975.47720918669, 221.9895606082, 751.445844928717, 258.589429246383
1340, 5791.21920181344, 2799.26572849199, 7159.82706462325, 7975.47720918669, 182.891364497925, 603.06334932583, 258.589429246383
1341, 5314.43493644103, 2556.98965589963, 7159.82706462325, 7975.47720918669, 160.647369111711, 518.228490990062, 258.589429246383
1342, 5075.02129769645, 2436.72745623951, 7159.82706462325, 7975.47720918669, 150.235280440969, 478.512828514458, 258.589429246383
1343, 4802.51391002203, 2300.65819329192, 7159.82706462325, 7975.47720918669, 138.944588153362, 435.541191935847, 258.589429246383
1344, 4218.93019748588, 2012.48134912702, 7159.82706462325, 7975.47720918669, 116.979087944664, 351.802975525453, 258.589429246383
1345, 3688.84181073076, 1754.93774061129, 7159.82706462325, 7975.47720918669, 99.5315076759859, 285.35732541268, 258.589429246383
1346, 3317.99904605466, 1576.66373413774, 7159.82706462325, 7975.47720918669, 88.8860974769383, 244.455013510343, 258.589429246383
1347, 3034.18668634764, 1441.43028144081, 7159.82706462325, 7975.47720918669, 81.5185548635636, 216.146618068337, 258.589429246383
1348, 2907.98666865984, 1381.6534675177, 7159.82706462325, 7975.47720918669, 78.4724000432658, 204.398922048875, 258.589429246383
1349, 2835.73388432984, 1347.51348996296, 7159.82706462325, 7975.47720918669, 76.7971565248851, 197.910144132564, 258.589429246383
1350, 2796.99849162956, 1329.23943887195, 7159.82706462325, 7975.47720918669, 75.9195824587782, 194.503209717633, 258.589429246383
1351, 2709.38711727359, 1287.91658209512, 7159.82706462325, 7975.47720918669, 74.0090145472855, 186.999550880825, 258.589429246383
1352, 2789.00100089364, 1325.45924914475, 7159.82706462325, 7975.47720918669, 75.9160150819552, 193.961889383199, 258.589429246383
1353, 3105.83594984014, 1475.45365151502, 7159.82706462325, 7975.47720918669, 83.6656760332368, 223.355476630256, 258.589429246383
1354, 3408.94957778071, 1620.08020928763, 7159.82706462325, 7975.47720918669, 91.7433058672818, 254.368320792119, 258.589429246383
1355, 3525.38979738701, 1675.93458733302, 7159.82706462325, 7975.47720918669, 95.1557327466372, 267.169983296903, 258.589429246383
1356, 3789.47054398785, 1803.29518595444, 7159.82706462325, 7975.47720918669, 103.017299247811, 297.533157991209, 258.589429246383
1357, 4207.89701107452, 2006.88316797966, 7159.82706462325, 7975.47720918669, 116.768270350724, 350.361248784027, 258.589429246383
1358, 5087.88557924059, 2443.12756173201, 7159.82706462325, 7975.47720918669, 150.696746080897, 480.328959839427, 258.589429246383
1359, 5809.96316311094, 2808.98962075831, 7159.82706462325, 7975.47720918669, 183.682123878294, 606.299121924744, 258.589429246383
1360, 6121.1326872178, 2968.95149313623, 7159.82706462325, 7975.47720918669, 199.386335765118, 666.087290577322, 258.589429246383
1361, 6422.86636896328, 3125.44703549765, 7159.82706462325, 7975.47720918669, 215.542809770653, 727.341751356746, 258.589429246383
1362, 6452.4815557996, 3140.84584689489, 7159.82706462325, 7975.47720918669, 217.204933947095, 733.576084404482, 258.589429246383
1363, 6448.21116612534, 3138.58614520156, 7159.82706462325, 7975.47720918669, 217.11677007837, 732.888891703212, 258.589429246383
1364, 6279.58754013539, 3050.94510010541, 7159.82706462325, 7975.47720918669, 208.052004093272, 698.300004960778, 258.589429246383
1365, 6102.84648212005, 2959.4874822917, 7159.82706462325, 7975.47720918669, 198.766368486698, 662.998929347848, 258.589429246383
1366, 6028.35826541746, 2921.03054432042, 7159.82706462325, 7975.47720918669, 194.931110137966, 648.434071549795, 258.589429246383
1367, 5477.3505937689, 2639.39865979441, 7159.82706462325, 7975.47720918669, 168.07736682695, 546.452580101448, 258.589429246383
1368, 4580.65664477091, 2190.4741641659, 7159.82706462325, 7975.47720918669, 130.188075034303, 402.311100801313, 258.589429246383
1369, 3922.33307919164, 1867.87766096787, 7159.82706462325, 7975.47720918669, 106.912922049576, 313.492955024141, 258.589429246383
1370, 3441.33545510454, 1635.76730644519, 7159.82706462325, 7975.47720918669, 92.2851066609314, 257.562133366583, 258.589429246383
1371, 2971.29356539528, 1411.57776464966, 7159.82706462325, 7975.47720918669, 79.9389870798671, 210.187107827199, 258.589429246383
1372, 2750.82267839545, 1307.43433486961, 7159.82706462325, 7975.47720918669, 74.8137072578797, 190.44170449732, 258.589429246383
1373, 2553.63770915802, 1214.7030926428, 7159.82706462325, 7975.47720918669, 70.6304858919763, 174.151704716387, 258.589429246383
1374, 2592.52794976544, 1233.06731096744, 7159.82706462325, 7975.47720918669, 71.4418266880228, 177.280888520133, 258.589429246383
