"Hour", "Undervoltages", "Min Voltage", "Overvoltage", "Max Voltage", "Min Bus", "Max Bus"
1495, 0, 1.015, 0, 1.05, x_69478_1, sourcebus
1496, 0, 1.01215, 0, 1.05, x_6568_1, sourcebus
1497, 0, 1.00825, 0, 1.05, x_6568_1, sourcebus
1498, 0, 1.00125, 0, 1.05, x_6568_1, sourcebus
1499, 0, 0.994551, 0, 1.05, x_6568_1, sourcebus
1500, 0, 0.988342, 0, 1.05, x_6568_1, sourcebus
1501, 0, 0.9818, 0, 1.05, x_6568_1, sourcebus
1502, 0, 0.974385, 0, 1.05, x_39754_1, sourcebus
1503, 0, 0.968397, 0, 1.05, x_39754_1, sourcebus
1504, 0, 0.965046, 0, 1.05, x_39754_1, sourcebus
1505, 0, 0.961614, 0, 1.05, x_39754_1, sourcebus
1506, 0, 0.965397, 0, 1.05, x_39754_1, sourcebus
1507, 0, 0.969115, 0, 1.05, x_39754_1, sourcebus
1508, 0, 0.973862, 0, 1.05, x_39754_1, sourcebus
1509, 0, 0.979298, 0, 1.05, x_39754_1, sourcebus
1510, 0, 0.982808, 0, 1.05, x_39754_1, sourcebus
1511, 0, 0.988189, 0, 1.05, x_39754_1, sourcebus
1512, 0, 0.995458, 0, 1.05, x_39754_1, sourcebus
1513, 0, 1.00163, 0, 1.05, x_39754_1, sourcebus
1514, 0, 1.00663, 0, 1.05, x_39754_1, sourcebus
1515, 0, 1.01197, 0, 1.05, x_39754_1, sourcebus
1516, 0, 1.01529, 0, 1.05, x_39754_1, sourcebus
1517, 0, 1.01756, 0, 1.05, x_69478_1, sourcebus
1518, 0, 1.01776, 0, 1.05, x_69478_1, sourcebus
1519, 0, 1.01735, 0, 1.05, x_69478_1, sourcebus
1520, 0, 1.01538, 0, 1.05, x_69478_1, sourcebus
1521, 0, 1.0098, 0, 1.05, x_6568_1, sourcebus
1522, 0, 1.00392, 0, 1.05, x_6568_1, sourcebus
1523, 0, 0.998393, 0, 1.05, x_6568_1, sourcebus
1524, 0, 0.992808, 0, 1.05, x_6568_1, sourcebus
1525, 0, 0.985232, 0, 1.05, x_6568_1, sourcebus
1526, 0, 0.978471, 0, 1.05, x_39754_1, sourcebus
1527, 0, 0.971652, 0, 1.05, x_39754_1, sourcebus
1528, 0, 0.967542, 0, 1.05, x_39754_1, sourcebus
1529, 0, 0.965072, 0, 1.05, x_39754_1, sourcebus
1530, 0, 0.967328, 0, 1.05, x_39754_1, sourcebus
1531, 0, 0.968333, 0, 1.05, x_39754_1, sourcebus
1532, 0, 0.971785, 0, 1.05, x_39754_1, sourcebus
1533, 0, 0.975764, 0, 1.05, x_39754_1, sourcebus
1534, 0, 0.979439, 0, 1.05, x_39754_1, sourcebus
1535, 0, 0.987643, 0, 1.05, x_39754_1, sourcebus
1536, 0, 0.995312, 0, 1.05, x_39754_1, sourcebus
1537, 0, 1.00254, 0, 1.05, x_39754_1, sourcebus
1538, 0, 1.01047, 0, 1.05, x_39754_1, sourcebus
1539, 0, 1.0145, 0, 1.05, x_39754_1, sourcebus
1540, 0, 1.01832, 0, 1.05, x_39754_1, sourcebus
1541, 0, 1.01986, 0, 1.05, x_69478_1, sourcebus
1542, 0, 1.02072, 0, 1.05, x_69478_1, sourcebus
1543, 0, 1.02056, 0, 1.05, x_69478_1, sourcebus
1544, 0, 1.01967, 0, 1.05, x_69478_1, sourcebus
1545, 0, 1.01718, 0, 1.05, x_69478_1, sourcebus
1546, 0, 1.01264, 0, 1.05, x_69478_1, sourcebus
1547, 0, 1.00345, 0, 1.05, x_39754_1, sourcebus
1548, 0, 0.992578, 0, 1.05, x_39754_1, sourcebus
1549, 0, 0.98293, 0, 1.05, x_39754_1, sourcebus
1550, 0, 0.975342, 0, 1.05, x_39754_1, sourcebus
1551, 0, 0.968841, 0, 1.05, x_39754_1, sourcebus
1552, 0, 0.96416, 0, 1.05, x_39754_1, sourcebus
1553, 0, 0.961681, 0, 1.05, x_39754_1, sourcebus
1554, 0, 0.958714, 0, 1.05, x_39754_1, sourcebus
1555, 0, 0.961794, 0, 1.05, x_39754_1, sourcebus
1556, 0, 0.965986, 0, 1.05, x_39754_1, sourcebus
1557, 0, 0.971412, 0, 1.05, x_39754_1, sourcebus
1558, 0, 0.976776, 0, 1.05, x_39754_1, sourcebus
1559, 0, 0.985699, 0, 1.05, x_39754_1, sourcebus
1560, 0, 0.995678, 0, 1.05, x_39754_1, sourcebus
1561, 0, 1.00614, 0, 1.05, x_39754_1, sourcebus
1562, 0, 1.01201, 0, 1.05, x_39754_1, sourcebus
1563, 0, 1.01484, 0, 1.05, x_39754_1, sourcebus
1564, 0, 1.01845, 0, 1.05, x_39754_1, sourcebus
1565, 0, 1.02013, 0, 1.05, x_39754_1, sourcebus
1566, 0, 1.01991, 0, 1.05, x_39754_1, sourcebus
1567, 0, 1.01501, 0, 1.05, x_39754_1, sourcebus
1568, 0, 1.01321, 0, 1.05, x_39754_1, sourcebus
1569, 0, 1.01705, 0, 1.05, x_39754_1, sourcebus
1570, 0, 1.01593, 0, 1.05, x_69478_1, sourcebus
1571, 0, 1.01073, 0, 1.05, x_39754_1, sourcebus
1572, 0, 1.00044, 0, 1.05, x_39754_1, sourcebus
1573, 0, 0.99135, 0, 1.05, x_39754_1, sourcebus
1574, 0, 0.982728, 0, 1.05, x_39754_1, sourcebus
1575, 0, 0.976381, 0, 1.05, x_39754_1, sourcebus
1576, 0, 0.97161, 0, 1.05, x_39754_1, sourcebus
1577, 0, 0.967727, 0, 1.05, x_39754_1, sourcebus
1578, 0, 0.964321, 0, 1.05, x_39754_1, sourcebus
1579, 0, 0.964322, 0, 1.05, x_39754_1, sourcebus
1580, 0, 0.967528, 0, 1.05, x_39754_1, sourcebus
1581, 0, 0.970723, 0, 1.05, x_39754_1, sourcebus
1582, 0, 0.975515, 0, 1.05, x_39754_1, sourcebus
1583, 0, 0.986072, 0, 1.05, x_39754_1, sourcebus
1584, 0, 0.997599, 0, 1.05, x_39754_1, sourcebus
1585, 0, 1.00877, 0, 1.05, x_39754_1, sourcebus
1586, 0, 1.01509, 0, 1.05, x_39754_1, sourcebus
1587, 0, 1.01836, 0, 1.05, x_69478_1, sourcebus
1588, 0, 1.02011, 0, 1.05, x_69478_1, sourcebus
1589, 0, 1.02099, 0, 1.05, x_69478_1, sourcebus
1590, 0, 1.02036, 0, 1.05, x_69478_1, sourcebus
1591, 0, 1.01739, 0, 1.05, x_69478_1, sourcebus
1592, 0, 1.01632, 0, 1.05, x_69478_1, sourcebus
1593, 0, 1.01758, 0, 1.05, x_69478_1, sourcebus
1594, 0, 1.01695, 0, 1.05, x_6568_1, sourcebus
1595, 0, 1.01225, 0, 1.05, x_6568_1, sourcebus
1596, 0, 1.00689, 0, 1.05, x_6568_1, sourcebus
1597, 0, 0.999237, 0, 1.05, x_6568_1, sourcebus
1598, 0, 0.989349, 0, 1.05, x_39754_1, sourcebus
1599, 0, 0.978811, 0, 1.05, x_39754_1, sourcebus
1600, 0, 0.971754, 0, 1.05, x_39754_1, sourcebus
1601, 0, 0.966346, 0, 1.05, x_39754_1, sourcebus
1602, 0, 0.962363, 0, 1.05, x_39754_1, sourcebus
1603, 0, 0.962611, 0, 1.05, x_39754_1, sourcebus
1604, 0, 0.964411, 0, 1.05, x_39754_1, sourcebus
1605, 0, 0.967421, 0, 1.05, x_39754_1, sourcebus
1606, 0, 0.971843, 0, 1.05, x_39754_1, sourcebus
1607, 0, 0.9839, 0, 1.05, x_39754_1, sourcebus
1608, 0, 0.994476, 0, 1.05, x_39754_1, sourcebus
1609, 0, 1.00463, 0, 1.05, x_39754_1, sourcebus
1610, 0, 1.01182, 0, 1.05, x_39754_1, sourcebus
1611, 0, 1.01607, 0, 1.05, x_39754_1, sourcebus
1612, 0, 1.01836, 0, 1.05, x_69478_1, sourcebus
1613, 0, 1.01938, 0, 1.05, x_69478_1, sourcebus
1614, 0, 1.01845, 0, 1.05, x_69478_1, sourcebus
1615, 0, 1.01421, 0, 1.05, x_69478_1, sourcebus
1616, 0, 1.01292, 0, 1.05, x_69478_1, sourcebus
1617, 0, 1.01237, 0, 1.05, x_69478_1, sourcebus
1618, 0, 1.01088, 0, 1.05, x_69478_1, sourcebus
1619, 0, 1.00949, 0, 1.05, x_69478_1, sourcebus
1620, 0, 1.00566, 0, 1.05, x_69478_1, sourcebus
1621, 0, 0.999073, 0, 1.05, x_39754_1, sourcebus
1622, 0, 0.994524, 0, 1.05, x_39754_1, sourcebus
1623, 0, 0.989761, 0, 1.05, x_39754_1, sourcebus
1624, 0, 0.987675, 0, 1.05, x_39754_1, sourcebus
1625, 0, 0.989158, 0, 1.05, x_39754_1, sourcebus
1626, 0, 0.986351, 0, 1.05, x_39754_1, sourcebus
1627, 0, 0.981209, 0, 1.05, x_39754_1, sourcebus
1628, 0, 0.98327, 0, 1.05, x_39754_1, sourcebus
1629, 0, 0.98325, 0, 1.05, x_39754_1, sourcebus
1630, 0, 0.984083, 0, 1.05, x_39754_1, sourcebus
1631, 0, 0.990732, 0, 1.05, x_39754_1, sourcebus
1632, 0, 0.997992, 0, 1.05, x_39754_1, sourcebus
1633, 0, 1.00712, 0, 1.05, x_39754_1, sourcebus
1634, 0, 1.01217, 0, 1.05, x_39754_1, sourcebus
1635, 0, 1.01503, 0, 1.05, x_39754_1, sourcebus
1636, 0, 1.01782, 0, 1.05, x_39754_1, sourcebus
1637, 0, 1.01876, 0, 1.05, x_69478_1, sourcebus
1638, 0, 1.01841, 0, 1.05, x_69478_1, sourcebus
1639, 0, 1.01432, 0, 1.05, x_69478_1, sourcebus
1640, 0, 1.01286, 0, 1.05, x_69478_1, sourcebus
1641, 0, 1.01224, 0, 1.05, x_69478_1, sourcebus
1642, 0, 1.01144, 0, 1.05, x_69478_1, sourcebus
1643, 0, 1.00795, 0, 1.05, x_69478_1, sourcebus
1644, 0, 1.00291, 0, 1.05, x_69478_1, sourcebus
1645, 0, 0.994398, 0, 1.05, x_39754_1, sourcebus
1646, 0, 0.987116, 0, 1.05, x_39754_1, sourcebus
1647, 0, 0.980616, 0, 1.05, x_39754_1, sourcebus
1648, 0, 0.974343, 0, 1.05, x_39754_1, sourcebus
1649, 0, 0.969065, 0, 1.05, x_39754_1, sourcebus
1650, 0, 0.966324, 0, 1.05, x_39754_1, sourcebus
1651, 0, 0.968437, 0, 1.05, x_39754_1, sourcebus
1652, 0, 0.972156, 0, 1.05, x_39754_1, sourcebus
1653, 0, 0.977136, 0, 1.05, x_39754_1, sourcebus
1654, 0, 0.98161, 0, 1.05, x_39754_1, sourcebus
1655, 0, 0.988761, 0, 1.05, x_39754_1, sourcebus
1656, 0, 0.995871, 0, 1.05, x_39754_1, sourcebus
1657, 0, 1.00521, 0, 1.05, x_39754_1, sourcebus
1658, 0, 1.01193, 0, 1.05, x_39754_1, sourcebus
1659, 0, 1.01671, 0, 1.05, x_39754_1, sourcebus
1660, 0, 1.01911, 0, 1.05, x_69478_1, sourcebus
1661, 0, 1.02091, 0, 1.05, x_69478_1, sourcebus
1662, 0, 1.02047, 0, 1.05, x_69478_1, sourcebus
1663, 0, 1.0197, 0, 1.05, x_69478_1, sourcebus
1664, 0, 1.01706, 0, 1.05, x_69478_1, sourcebus
1665, 0, 1.01345, 0, 1.05, x_69478_1, sourcebus
1666, 0, 1.00741, 0, 1.05, x_6568_1, sourcebus
1667, 0, 1.00095, 0, 1.05, x_6568_1, sourcebus
1668, 0, 0.991938, 0, 1.05, x_6568_1, sourcebus
1669, 0, 0.98326, 0, 1.05, x_6568_1, sourcebus
1670, 0, 0.975859, 0, 1.05, x_39754_1, sourcebus
1671, 0, 0.969376, 0, 1.05, x_39754_1, sourcebus
1672, 0, 0.964438, 0, 1.05, x_39754_1, sourcebus
1673, 0, 0.962828, 0, 1.05, x_39754_1, sourcebus
1674, 0, 0.961797, 0, 1.05, x_39754_1, sourcebus
1675, 0, 0.962476, 0, 1.05, x_39754_1, sourcebus
1676, 0, 0.966818, 0, 1.05, x_39754_1, sourcebus
1677, 0, 0.972778, 0, 1.05, x_39754_1, sourcebus
1678, 0, 0.978246, 0, 1.05, x_39754_1, sourcebus
1679, 0, 0.986875, 0, 1.05, x_39754_1, sourcebus
1680, 0, 0.995003, 0, 1.05, x_39754_1, sourcebus
1681, 0, 1.0035, 0, 1.05, x_39754_1, sourcebus
1682, 0, 1.01074, 0, 1.05, x_39754_1, sourcebus
1683, 0, 1.01624, 0, 1.05, x_39754_1, sourcebus
1684, 0, 1.01873, 0, 1.05, x_69478_1, sourcebus
1685, 0, 1.02061, 0, 1.05, x_69478_1, sourcebus
1686, 0, 1.02001, 0, 1.05, x_69478_1, sourcebus
1687, 0, 1.01939, 0, 1.05, x_69478_1, sourcebus
1688, 0, 1.01774, 0, 1.05, x_69478_1, sourcebus
1689, 0, 1.01249, 0, 1.05, x_69478_1, sourcebus
1690, 0, 1.0055, 0, 1.05, x_6568_1, sourcebus
1691, 0, 1.00043, 0, 1.05, x_6568_1, sourcebus
1692, 0, 0.993045, 0, 1.05, x_6568_1, sourcebus
1693, 0, 0.982025, 0, 1.05, x_6568_1, sourcebus
1694, 0, 0.972272, 0, 1.05, x_39754_1, sourcebus
1695, 0, 0.965965, 0, 1.05, x_39754_1, sourcebus
1696, 0, 0.962012, 0, 1.05, x_39754_1, sourcebus
1697, 0, 0.960732, 0, 1.05, x_39754_1, sourcebus
1698, 0, 0.960604, 0, 1.05, x_39754_1, sourcebus
1699, 0, 0.963977, 0, 1.05, x_39754_1, sourcebus
1700, 0, 0.965744, 0, 1.05, x_39754_1, sourcebus
1701, 0, 0.967812, 0, 1.05, x_39754_1, sourcebus
1702, 0, 0.972733, 0, 1.05, x_39754_1, sourcebus
1703, 0, 0.982494, 0, 1.05, x_39754_1, sourcebus
1704, 0, 0.99172, 0, 1.05, x_39754_1, sourcebus
1705, 0, 1.00071, 0, 1.05, x_39754_1, sourcebus
1706, 0, 1.00768, 0, 1.05, x_39754_1, sourcebus
1707, 0, 1.01277, 0, 1.05, x_39754_1, sourcebus
1708, 0, 1.01537, 0, 1.05, x_39754_1, sourcebus
1709, 0, 1.01751, 0, 1.05, x_39754_1, sourcebus
1710, 0, 1.01689, 0, 1.05, x_39754_1, sourcebus
1711, 0, 1.01124, 0, 1.05, x_39754_1, sourcebus
1712, 0, 1.00955, 0, 1.05, x_39754_1, sourcebus
1713, 0, 1.00935, 0, 1.05, x_6568_1, sourcebus
1714, 0, 1.0078, 0, 1.05, x_6568_1, sourcebus
1715, 0, 1.00588, 0, 1.05, x_6568_1, sourcebus
1716, 0, 0.996217, 0, 1.05, x_6568_1, sourcebus
1717, 0, 0.988028, 0, 1.05, x_6568_1, sourcebus
1718, 0, 0.981311, 0, 1.05, x_6568_1, sourcebus
1719, 0, 0.975605, 0, 1.05, x_39754_1, sourcebus
1720, 0, 0.970092, 0, 1.05, x_39754_1, sourcebus
1721, 0, 0.967042, 0, 1.05, x_39754_1, sourcebus
1722, 0, 0.96457, 0, 1.05, x_39754_1, sourcebus
1723, 0, 0.962145, 0, 1.05, x_39754_1, sourcebus
1724, 0, 0.965148, 0, 1.05, x_39754_1, sourcebus
1725, 0, 0.967481, 0, 1.05, x_39754_1, sourcebus
1726, 0, 0.972728, 0, 1.05, x_39754_1, sourcebus
1727, 0, 0.980677, 0, 1.05, x_39754_1, sourcebus
1728, 0, 0.990807, 0, 1.05, x_39754_1, sourcebus
1729, 0, 0.998011, 0, 1.05, x_39754_1, sourcebus
1730, 0, 1.00367, 0, 1.05, x_39754_1, sourcebus
1731, 0, 1.00798, 0, 1.05, x_39754_1, sourcebus
1732, 0, 1.01114, 0, 1.05, x_39754_1, sourcebus
1733, 0, 1.01246, 0, 1.05, x_39754_1, sourcebus
1734, 0, 1.01303, 0, 1.05, x_39754_1, sourcebus
1735, 0, 1.00926, 0, 1.05, x_39754_1, sourcebus
1736, 0, 1.00784, 0, 1.05, x_39754_1, sourcebus
1737, 0, 1.01208, 0, 1.05, x_6568_1, sourcebus
1738, 0, 1.00949, 0, 1.05, x_6568_1, sourcebus
1739, 0, 1.00222, 0, 1.05, x_6568_1, sourcebus
1740, 0, 0.99656, 0, 1.05, x_6568_1, sourcebus
1741, 0, 0.995706, 0, 1.05, x_6568_1, sourcebus
1742, 0, 0.997983, 0, 1.05, x_6568_1, sourcebus
1743, 0, 0.999618, 0, 1.05, x_6568_1, sourcebus
1744, 0, 1.00031, 0, 1.05, x_6568_1, sourcebus
1745, 0, 0.999964, 0, 1.05, x_6568_1, sourcebus
1746, 0, 0.997783, 0, 1.05, x_6568_1, sourcebus
1747, 0, 0.994724, 0, 1.05, x_39754_1, sourcebus
1748, 0, 0.992989, 0, 1.05, x_39754_1, sourcebus
1749, 0, 0.992143, 0, 1.05, x_39754_1, sourcebus
1750, 0, 0.99259, 0, 1.05, x_39754_1, sourcebus
1751, 0, 0.999354, 0, 1.05, x_39754_1, sourcebus
1752, 0, 1.00664, 0, 1.05, x_39754_1, sourcebus
1753, 0, 1.01423, 0, 1.05, x_39754_1, sourcebus
1754, 0, 1.01856, 0, 1.05, x_69478_1, sourcebus
1755, 0, 1.02125, 0, 1.05, x_69478_1, sourcebus
1756, 0, 1.02126, 0, 1.05, x_69478_1, sourcebus
1757, 0, 1.0217, 0, 1.05, x_69478_1, sourcebus
1758, 0, 1.02085, 0, 1.05, x_69478_1, sourcebus
1759, 0, 1.01657, 0, 1.05, x_6568_1, sourcebus
1760, 0, 1.0127, 0, 1.05, x_6568_1, sourcebus
1761, 0, 1.01258, 0, 1.05, x_6568_1, sourcebus
1762, 0, 1.01149, 0, 1.05, x_6568_1, sourcebus
1763, 0, 1.00885, 0, 1.05, x_6568_1, sourcebus
1764, 0, 1.0045, 0, 1.05, x_6568_1, sourcebus
1765, 0, 1.00057, 0, 1.05, x_6568_1, sourcebus
1766, 0, 0.995518, 0, 1.05, x_6568_1, sourcebus
1767, 0, 0.991033, 0, 1.05, x_6568_1, sourcebus
1768, 0, 0.986914, 0, 1.05, x_6568_1, sourcebus
1769, 0, 0.983472, 0, 1.05, x_39754_1, sourcebus
1770, 0, 0.97867, 0, 1.05, x_39754_1, sourcebus
1771, 0, 0.978158, 0, 1.05, x_39754_1, sourcebus
1772, 0, 0.982729, 0, 1.05, x_39754_1, sourcebus
1773, 0, 0.986488, 0, 1.05, x_39754_1, sourcebus
1774, 0, 0.990204, 0, 1.05, x_39754_1, sourcebus
1775, 0, 0.998988, 0, 1.05, x_39754_1, sourcebus
1776, 0, 1.00912, 0, 1.05, x_39754_1, sourcebus
1777, 0, 1.01711, 0, 1.05, x_39754_1, sourcebus
1778, 0, 1.02067, 0, 1.05, x_69478_1, sourcebus
1779, 0, 1.0227, 0, 1.05, x_69478_1, sourcebus
1780, 0, 1.02316, 0, 1.05, x_69478_1, sourcebus
1781, 0, 1.0235, 0, 1.05, x_69478_1, sourcebus
1782, 0, 1.02213, 0, 1.05, x_69478_1, sourcebus
1783, 0, 1.01778, 0, 1.05, x_69478_1, sourcebus
1784, 0, 1.01555, 0, 1.05, x_69478_1, sourcebus
1785, 0, 1.01532, 0, 1.05, x_69478_1, sourcebus
1786, 0, 1.01478, 0, 1.05, x_6568_1, sourcebus
1787, 0, 1.01237, 0, 1.05, x_6568_1, sourcebus
1788, 0, 1.0102, 0, 1.05, x_6568_1, sourcebus
1789, 0, 1.00583, 0, 1.05, x_6568_1, sourcebus
1790, 0, 1.00038, 0, 1.05, x_6568_1, sourcebus
1791, 0, 0.995407, 0, 1.05, x_6568_1, sourcebus
1792, 0, 0.992523, 0, 1.05, x_6568_1, sourcebus
1793, 0, 0.990792, 0, 1.05, x_6568_1, sourcebus
1794, 0, 0.98727, 0, 1.05, x_39754_1, sourcebus
1795, 0, 0.983009, 0, 1.05, x_39754_1, sourcebus
1796, 0, 0.985523, 0, 1.05, x_39754_1, sourcebus
1797, 0, 0.986025, 0, 1.05, x_39754_1, sourcebus
1798, 0, 0.9854, 0, 1.05, x_39754_1, sourcebus
1799, 0, 0.993009, 0, 1.05, x_39754_1, sourcebus
1800, 0, 1.00057, 0, 1.05, x_39754_1, sourcebus
1801, 0, 1.00879, 0, 1.05, x_39754_1, sourcebus
1802, 0, 1.01475, 0, 1.05, x_39754_1, sourcebus
1803, 0, 1.01806, 0, 1.05, x_39754_1, sourcebus
1804, 0, 1.01888, 0, 1.05, x_69478_1, sourcebus
1805, 0, 1.01903, 0, 1.05, x_69478_1, sourcebus
1806, 0, 1.01665, 0, 1.05, x_6568_1, sourcebus
1807, 0, 1.01232, 0, 1.05, x_6568_1, sourcebus
1808, 0, 1.01075, 0, 1.05, x_69478_1, sourcebus
1809, 0, 1.01078, 0, 1.05, x_69478_1, sourcebus
1810, 0, 1.01086, 0, 1.05, x_69478_1, sourcebus
1811, 0, 1.00851, 0, 1.05, x_6568_1, sourcebus
1812, 0, 1.00734, 0, 1.05, x_6568_1, sourcebus
1813, 0, 1.00776, 0, 1.05, x_6568_1, sourcebus
1814, 0, 1.0074, 0, 1.05, x_6568_1, sourcebus
1815, 0, 1.0075, 0, 1.05, x_6568_1, sourcebus
1816, 0, 1.00815, 0, 1.05, x_6568_1, sourcebus
1817, 0, 1.00648, 0, 1.05, x_6568_1, sourcebus
1818, 0, 1.00377, 0, 1.05, x_6568_1, sourcebus
1819, 0, 1.00173, 0, 1.05, x_6568_1, sourcebus
1820, 0, 1.00204, 0, 1.05, x_6568_1, sourcebus
1821, 0, 1.00308, 0, 1.05, x_39754_1, sourcebus
1822, 0, 1.00529, 0, 1.05, x_39754_1, sourcebus
1823, 0, 1.00807, 0, 1.05, x_39754_1, sourcebus
1824, 0, 1.01321, 0, 1.05, x_6568_1, sourcebus
1825, 0, 1.01831, 0, 1.05, x_6568_1, sourcebus
1826, 0, 1.02092, 0, 1.05, x_69478_1, sourcebus
1827, 0, 1.0224, 0, 1.05, x_69478_1, sourcebus
1828, 0, 1.02276, 0, 1.05, x_69478_1, sourcebus
1829, 0, 1.02257, 0, 1.05, x_69478_1, sourcebus
1830, 0, 1.022, 0, 1.05, x_69478_1, sourcebus
1831, 0, 1.02078, 0, 1.05, x_69478_1, sourcebus
1832, 0, 1.01889, 0, 1.05, x_69478_1, sourcebus
1833, 0, 1.01323, 0, 1.05, x_6568_1, sourcebus
1834, 0, 1.00773, 0, 1.05, x_6568_1, sourcebus
1835, 0, 1.00442, 0, 1.05, x_6568_1, sourcebus
1836, 0, 1.00052, 0, 1.05, x_6568_1, sourcebus
1837, 0, 0.997463, 0, 1.05, x_6568_1, sourcebus
1838, 0, 0.995081, 0, 1.05, x_6568_1, sourcebus
1839, 0, 0.993686, 0, 1.05, x_6568_1, sourcebus
1840, 0, 0.993441, 0, 1.05, x_6568_1, sourcebus
1841, 0, 0.994867, 0, 1.05, x_6568_1, sourcebus
1842, 0, 0.996266, 0, 1.05, x_39754_1, sourcebus
1843, 0, 0.996198, 0, 1.05, x_39754_1, sourcebus
1844, 0, 1.00182, 0, 1.05, x_39754_1, sourcebus
1845, 0, 1.00397, 0, 1.05, x_39754_1, sourcebus
1846, 0, 1.00709, 0, 1.05, x_39754_1, sourcebus
1847, 0, 1.01186, 0, 1.05, x_39754_1, sourcebus
1848, 0, 1.01687, 0, 1.05, x_6568_1, sourcebus
1849, 0, 1.02268, 0, 1.05, x_69478_1, sourcebus
1850, 0, 1.0234, 0, 1.05, x_69478_1, sourcebus
1851, 0, 1.02444, 0, 1.05, x_69478_1, sourcebus
1852, 0, 1.02493, 0, 1.05, x_69478_1, sourcebus
1853, 0, 1.02501, 0, 1.05, x_69478_1, sourcebus
1854, 0, 1.02429, 0, 1.05, x_69478_1, sourcebus
1855, 0, 1.0229, 0, 1.05, x_69478_1, sourcebus
1856, 0, 1.01955, 0, 1.05, x_69478_1, sourcebus
1857, 0, 1.01554, 0, 1.05, x_69478_1, sourcebus
1858, 0, 1.013, 0, 1.05, x_69478_1, sourcebus
1859, 0, 1.01313, 0, 1.05, x_69478_1, sourcebus
1860, 0, 1.0118, 0, 1.05, x_6568_1, sourcebus
1861, 0, 1.00895, 0, 1.05, x_6568_1, sourcebus
1862, 0, 1.00693, 0, 1.05, x_6568_1, sourcebus
1863, 0, 1.00244, 0, 1.05, x_6568_1, sourcebus
1864, 0, 1.00052, 0, 1.05, x_6568_1, sourcebus
1865, 0, 0.999094, 0, 1.05, x_6568_1, sourcebus
1866, 0, 0.997221, 0, 1.05, x_39754_1, sourcebus
1867, 0, 0.994529, 0, 1.05, x_39754_1, sourcebus
1868, 0, 0.997308, 0, 1.05, x_39754_1, sourcebus
1869, 0, 0.996679, 0, 1.05, x_39754_1, sourcebus
1870, 0, 1.00056, 0, 1.05, x_39754_1, sourcebus
1871, 0, 1.00658, 0, 1.05, x_39754_1, sourcebus
1872, 0, 1.01618, 0, 1.05, x_39754_1, sourcebus
1873, 0, 1.02206, 0, 1.05, x_69478_1, sourcebus
1874, 0, 1.0247, 0, 1.05, x_69478_1, sourcebus
1875, 0, 1.02551, 0, 1.05, x_69478_1, sourcebus
1876, 0, 1.0263, 0, 1.05, x_69478_1, sourcebus
1877, 0, 1.02428, 0, 1.05, x_69478_1, sourcebus
1878, 0, 1.02305, 0, 1.05, x_69478_1, sourcebus
1879, 0, 1.01988, 0, 1.05, x_69478_1, sourcebus
1880, 0, 1.01838, 0, 1.05, x_69478_1, sourcebus
1881, 0, 1.0194, 0, 1.05, x_69478_1, sourcebus
1882, 0, 1.01785, 0, 1.05, x_6568_1, sourcebus
1883, 0, 1.01499, 0, 1.05, x_6568_1, sourcebus
1884, 0, 1.01127, 0, 1.05, x_6568_1, sourcebus
1885, 0, 1.00843, 0, 1.05, x_6568_1, sourcebus
1886, 0, 1.00182, 0, 1.05, x_6568_1, sourcebus
1887, 0, 0.997452, 0, 1.05, x_6568_1, sourcebus
1888, 0, 0.99556, 0, 1.05, x_6568_1, sourcebus
1889, 0, 0.992333, 0, 1.05, x_6568_1, sourcebus
1890, 0, 0.989384, 0, 1.05, x_39754_1, sourcebus
1891, 0, 0.988832, 0, 1.05, x_39754_1, sourcebus
1892, 0, 0.99031, 0, 1.05, x_39754_1, sourcebus
1893, 0, 0.992052, 0, 1.05, x_39754_1, sourcebus
1894, 0, 0.994847, 0, 1.05, x_39754_1, sourcebus
1895, 0, 1.00252, 0, 1.05, x_39754_1, sourcebus
1896, 0, 1.0114, 0, 1.05, x_39754_1, sourcebus
1897, 0, 1.01842, 0, 1.05, x_39754_1, sourcebus
1898, 0, 1.02378, 0, 1.05, x_69478_1, sourcebus
1899, 0, 1.02542, 0, 1.05, x_69478_1, sourcebus
1900, 0, 1.02637, 0, 1.05, x_69478_1, sourcebus
1901, 0, 1.02644, 0, 1.05, x_69478_1, sourcebus
1902, 0, 1.02547, 0, 1.05, x_69478_1, sourcebus
1903, 0, 1.02205, 0, 1.05, x_69478_1, sourcebus
1904, 0, 1.02009, 0, 1.05, x_69478_1, sourcebus
1905, 0, 1.02104, 0, 1.05, x_69478_1, sourcebus
1906, 0, 1.02008, 0, 1.05, x_6568_1, sourcebus
1907, 0, 1.01782, 0, 1.05, x_6568_1, sourcebus
1908, 0, 1.01399, 0, 1.05, x_6568_1, sourcebus
1909, 0, 1.00977, 0, 1.05, x_6568_1, sourcebus
1910, 0, 1.00463, 0, 1.05, x_6568_1, sourcebus
1911, 0, 0.999311, 0, 1.05, x_6568_1, sourcebus
1912, 0, 0.996386, 0, 1.05, x_6568_1, sourcebus
1913, 0, 0.994318, 0, 1.05, x_6568_1, sourcebus
1914, 0, 0.98897, 0, 1.05, x_39754_1, sourcebus
1915, 0, 0.987901, 0, 1.05, x_39754_1, sourcebus
1916, 0, 0.989983, 0, 1.05, x_39754_1, sourcebus
